,CASE_NO,DECISION_DATE,NPC_SUBMITTED_DATE,CASE_STATUS,VISA_CLASS,ALIEN_WORK_STATE,CERTIFICATION_BEGIN_DATE,CERTIFICATION_END_DATE,EMPLOYER_NAME,EMPLOYER_ADDRESS1,EMPLOYER_ADDRESS2,EMPLOYER_CITY,EMPLOYER_STATE,EMPLOYER_POSTAL_CODE,AGENT_ATTORNEY_NAME,AGENT_ATTORNEY_CITY,AGENT_ATTORNEY_STATE,DOT_OCCUPATIONAL_CODE,DOT_NAME,SOC_CODE,SOC_NAME,JOB_TITLE,NBR_WORKERS_REQUESTED,NBR_WORKERS_CERTIFIED,PREVAILING_WAGE,PW_UNIT_OF_PAY,BASIC_RATE_OF_PAY,BASIC_UNIT_OF_PAY
66,C-11262-55559,2011-10-27,2011-09-19,CERTIFIED,H-2B,AL,2011-10-03,2012-06-01,"PRITCHETT FORESTRY SERVICES, INC.",198 OLD HIGHWAY 10,,SWEET WATER,AL,36782,DANIEL W. BREMER,LAKE PARK,GA,452.687-010,Forest Worker,454011.0,Forest and Conservation Workers,FOREST WORKER,112.0,112,10.4,HR,10.4,HR
67,C-11265-55580,2011-10-27,2011-09-22,DENIED,H-2B,UT,2011-11-15,2012-04-15,STEIN ERIKSEN LODGE,7700 STEIN WAY,PO BOX 3177,PARK CITY,UT,84060,,,,350.677-030,Waiter/Waitress,353031.0,Waiters and Waitresses,WAITER/WAITRESS,11.0,0,11.0,HR,11.0,HR
68,C-11265-55582,2011-10-27,2011-09-22,DENIED,H-2B,UT,2011-11-15,2012-04-15,STEIN ERIKSEN LODGE,7700 STEIN WAY,PO BOX 3177,PARK CITY,UT,84060,,,,323.687-014,"Cleaner, Housekeeping",372012.0,Maids and Housekeeping Cleaners,"CLEANER, HOUSEKEEPING",15.0,0,9.36,HR,9.36,HR
69,C-11265-55583,2011-10-27,2011-09-22,DENIED,H-2B,UT,2011-11-15,2012-04-15,STEIN ERIKSEN LODGE,7700 STEIN WAY,PO BOX 3177,PARK CITY,UT,84060,,,,313.361-014,Cook,352014.0,"Cooks, Restaurant",COOK,4.0,0,10.98,HR,10.98,HR
70,C-11265-55585,2011-10-27,2011-09-22,DENIED,H-2B,UT,2011-11-15,2012-04-15,STEIN ERIKSEN LODGE,7700 STEIN WAY,PO BOX 3177,PARK CITY,UT,84060,,,,238.362-010,"Travel Counselor, Automobile Club",434181.0,Reservation and Transportation Ticket Agents and Travel Clerks,HOTEL CLERK,8.0,0,11.0,HR,11.0,HR
71,C-11277-55605,2011-10-27,2011-10-04,CERTIFIED,H-2B,ND,2011-10-01,2012-05-10,THE EL RANCHO CORP DBA EL RANCHO,1623 SECOND AVE. WEST,,WILLISTON,ND,58801,,,,323.687-014,"Cleaner, Housekeeping",372012.0,Maids and Housekeeping Cleaners,"CLEANER, HOUSEKEEPING",10.0,10,9.02,HR,9.02,HR
72,C-11280-55615,2011-10-27,2011-10-07,DENIED,H-2B,OK,2011-12-01,2012-06-30,"GARY HESS CONTRACTING, INC. DBA GARY HESS  GARY HE",ROUTE 1 BOX 2,,GARVIN,OK,74736,,,,452.687-010,Forest Worker,454011.0,Forest and Conservation Workers,FOREST WORKER,50.0,0,17.61,HR,17.61,HR
73,C-11286-55624,2011-10-27,2011-10-13,CERTIFIED,H-2B,ND,2011-10-10,2012-05-10,THE EL RANCHO CORP DBA EL RANCHO,1623 SECOND AVE. WEST,,WILLISTON,ND,58801,,,,319.677-014,"Food-Service Worker, Hospital",353041.0,"Food Servers, Nonrestaurant","FOOD SERVICE WORKER, HOSPITAL",8.0,8,10.33,HR,10.33,HR
74,C-11286-55626,2011-10-27,2011-10-13,CERTIFIED,H-2B,AL,2011-10-03,2012-06-01,"PRITCHETT FORESTRY SERVICES, INC.",198 OLD HIGHWAY 10,,SWEET WATER,AL,36782,"DANIEL W. BREMER, AGWORKS, INC.",LAKE PARK,GA,013.061-010,Agricultural Engineer,172021.0,Agricultural Engineers,AGRICULTURAL ENGINEER,100.0,100,11.16,HR,11.16,HR
75,C-11236-55457,2011-10-28,2011-08-24,CERTIFIED,H-2B,MD,2011-04-01,2011-12-01,PEWTER STABLE,167 EWAN RD,,MULLICA HILL,NJ,8062,CRAIG MCDOUGAL,NORMAN,OK,410.674-010,Animal Caretaker,392021.0,Nonfarm Animal Caretakers,ANIMAL CARETAKER,5.0,5,8.12,HR,8.12,HR
76,C-11256-55541,2011-10-28,2011-09-13,DENIED,H-2B,NV,2011-11-01,2012-08-31,ESCAPE EAGLES INC. DBA ESCAPE EAGLES,4080 W. DESERT INN RD.,SUITE W-102,LAS VEGAS,NV,89102,,,,163.167-018,"Manager, Sales",112022.0,Sales Managers,"MANAGER, SALES",1.0,0,52.93,HR,52.93,HR
77,C-11258-55546,2011-10-28,2011-09-15,DENIED,H-2B,VT,2011-11-15,2012-04-15,MT. MANSFIELD COMPANY DBA STOWE MOUNTAIN RESORT,5781 MOUNTAIN ROAD,,STOWE,VT,5672,,,,313.374-010,"Cook, Fast Food",352011.0,"Cooks, Fast Food","COOK, FAST FOOD",25.0,0,10.0,HR,10.0,HR
78,C-11262-55552,2011-10-28,2011-09-19,DENIED,H-2B,AR,2011-10-14,2012-04-30,STAN SWEENEY LLC,579 BRADLEY 71,,HERMITAGE,AR,71647,,,,452.687-018,Tree Planter,454011.0,Forest and Conservation Workers,TREE PLANTER,45.0,0,16.32,HR,16.32,HR
79,C-11263-55561,2011-10-28,2011-09-20,DENIED,H-2B,TX,2011-08-20,2012-06-20,"EUROPA BUILDERS, INC.",6307 DEERWOOD ROAD,,HOUSTON,TX,77057,,,,922.687-050,Installer,537062.0,"Laborers and Freight, Stock, and Material Movers, Hand",INSTALLER,5.0,0,16.16,HR,16.16,HR
80,C-11263-55563,2011-10-28,2011-09-20,DENIED,H-2B,AK,2011-12-10,2012-10-10,"COPPER RIVER SEAFOODS, INC.",300 CANNERY ROW,PO BOX 158,CORDOVA,AK,99574,DANIEL C KENT,ANCHORAGE,AK,184.162-010,"Manager, Production",272012.0,Producers and Directors,"MANAGER, PRODUCTION",1.0,0,38.86,HR,38.86,HR
81,C-11263-55567,2011-10-28,2011-09-20,DENIED,H-2B,PR,2011-10-01,2012-03-31,HACIENDA SIESTA ALEGRE,CARR 186 KM 23.9,BO EL VERDE,RIO GRANDE,PR,745,,,,419.224-010,Horse Trainer,392011.0,Animal Trainers,HORSE TRAINER,1.0,0,7.5,HR,7.5,HR
82,C-11264-55574,2011-10-28,2011-09-21,DENIED,H-2B,MP,2011-11-21,2012-11-20,TRADERS INSURANCE COMPANY,PO BOX 502473,,SAIPAN,MP,96950,NELSON JUN XU,HAGATNA,GU,169.267-046,Underwriter,132053.0,Insurance Underwriters,UNDERWRITER,4.0,0,17472.0,YR,17472.0,YR
83,C-11266-55592,2011-10-28,2011-09-22,PARTIAL CERTIFIED,H-2B,NC,2011-10-01,2012-07-31,NORTHWOODS FORESTRY INC,W1224 COUNTY ROAD FW,,ELEVA,WI,54738,SARAH FARRELL,VASS,NC,452.687-010,Forest Worker,454011.0,Forest and Conservation Workers,FOREST WORKER,72.0,68,10.38,HR,10.38,HR
84,C-11269-55593,2011-10-28,2011-09-26,DENIED,H-2B,LA,2011-11-23,2012-06-30,"GULF COAST CRAWFISHING SUPPLY, LLC",200 SOUTH BOUDREAUX STREET,P.O. BOX 128,KAPLAN,LA,70548,ASHLEY NICOLE FORET,LAKE CHARLES,LA,691.687-010,Production Helper,519198.0,Helpers--Production Workers,PRODUCTION HELPER,14.0,0,,,,
85,C-11269-55594,2011-10-28,2011-09-26,DENIED,H-2B,NY,2011-12-01,2012-12-01,MAA PETROLEUM INC. DBA SUNOCO,2300 COURT ST,,SYRACUSE,NY,13208,,,,169.167-034,"Manager, Office",113011.0,Administrative Services Managers,"MANAGER, OFFICE",1.0,0,7.25,HR,7.25,HR
86,C-11270-55595,2011-10-28,2011-09-27,DENIED,H-2B,CO,2011-12-01,2012-12-01,"UTILITY AVIATION, INC.","5821 LANGLEY AVE, LOVELAND, CO 80538",PO BOX 456,FORT COLLINS,CO,80522,,,,196.263-038,Helicopter Pilot,532012.0,Commercial Pilots,HELICOPTER PILOT,1.0,0,6000.0,BI,6000.0,BI
87,C-11270-55596,2011-10-28,2011-09-27,CERTIFIED,H-2B,OK,2011-08-01,2011-12-31,LYNN CHLEBORAD RACING,RT 4 BOX 2280,,STILLWELL,OK,74960,CRAIG MCDOUGAL,NORMAN,OK,410.674-010,Animal Caretaker,392021.0,Nonfarm Animal Caretakers,ANIMAL CARETAKER,11.0,11,,,,
88,C-11272-55600,2011-10-28,2011-09-29,DENIED,H-2B,NV,2011-10-15,2012-09-10,ETHNIC DINING CONCEPTS LLC DBA SAFFRON FLAVORS OF,4450 N. TENAYA #115,,LAS VEGAS,NV,89129,ANDREW J. DRIGGS,LAS VEGAS,NV,313.131-014,Chef,351011.0,Chefs and Head Cooks,CHEF,1.0,0,,,,
89,C-11272-55601,2011-10-28,2011-09-29,DENIED,H-2B,ME,2011-11-01,2012-06-02,ALLAGASH MAPLE PRODUCTS INC.,P.O. BOX 581,,JACKMAN,ME,4945,JEREMY CLYDE STEEVES,SKOWHEGAN,ME,452.687-010,Forest Worker,454011.0,Forest and Conservation Workers,FOREST WORKER,50.0,0,11.0,HR,11.0,HR
90,C-11272-55602,2011-10-28,2011-09-29,DENIED,H-2B,ME,2011-10-01,2012-06-02,ALLAGASH MAPLE PRODUCTS INC.,PO BOX 581,,JACKMAN,ME,4945,JEREMY CLYDE STEEVES,SKOWHEGAN,ME,452.687-010,Forest Worker,454011.0,Forest and Conservation Workers,FOREST WORKER,45.0,0,11.0,HR,11.0,HR
91,C-11276-55604,2011-10-28,2011-10-03,DENIED,H-2B,AR,2011-10-21,2012-04-30,STAN SWEENEY LLC,579 BRADLEY 71,,HERMITAGE,AR,71647,,,,452.687-018,Tree Planter,454011.0,Forest and Conservation Workers,TREE PLANTER,60.0,0,16.31,HR,16.31,HR
92,C-11277-55607,2011-10-28,2011-10-04,DENIED,H-2B,MD,2011-11-01,2012-10-31,BEZU RESTAURANT-BAR,9812 FALLS ROAD,,POTOMAC,MD,20854,ANA OCHOA COHEN,BETHESDA,MD,313.131-014,Chef,351011.0,Chefs and Head Cooks,CHEF,1.0,0,,HR,25.5,HR
93,C-11278-55611,2011-10-28,2011-10-05,CERTIFIED,H-2B,NH,2011-12-01,2012-10-01,OMNI HOTELS MANAGEMENT CORPORATION DBA OMNI MOUNT,301 MOUNT WASHINGTON HOTEL RD,ROUTE 302,BRETTON WOODS,NH,3575,"JOHN MCNAMARA / THE MCNAMARA FIRM, L.P.",AUSTIN,TX,311.677-018,Dining Room Attendant,359011.0,Dining Room and Cafeteria Attendants and Bartender Helpers,DINING ROOM ATTENDANT,25.0,25,8.78,HR,8.78,HR
94,C-11279-55612,2011-10-28,2011-10-06,DENIED,H-2B,MA,2011-11-06,2012-03-31,"MATTAKESETT PROPERTIES, LLC",31 DUNES ROAD,,EDGARTOWN,MA,2539,VERONICA T STRICKLAND,DALLAS,TX,323.687-014,"Cleaner, Housekeeping",372012.0,Maids and Housekeeping Cleaners,"CLEANER, HOUSEKEEPING",4.0,0,12.13,HR,12.13,HR
95,C-11280-55614,2011-10-28,2011-10-07,DENIED,H-2B,CA,2011-12-02,2012-05-04,KIRKWOOD MOUNTAIN RESORT DBA KIRKWOOD MOUNTAIN RES,1501 KIRKWOOD MEADOWS DRIVE,,KIRKWOOD,CA,95646,,,,153.227-014,"Instructor, Physical",399031.0,Fitness Trainers and Aerobics Instructors,"INSTRUCTOR, PHYSICAL",5.0,0,18.5,HR,18.5,HR
96,C-11284-55621,2011-10-28,2011-10-11,CERTIFIED,H-2B,CA,2011-11-24,2012-04-22,SIERRA-AT-TAHOE SKI RESORT,1111 SIERRA-AT-TAHOE ROAD,,TWIN BRIDGES,CA,95735,,,,169.167-062,"Coordinator, Skill-Training Program",131073.0,Training and Development Specialists,"COORDINATOR, SKILL TRAINING PROGRAM",12.0,12,19.13,HR,19.13,HR
97,C-11287-55630,2011-10-28,2011-10-14,DENIED,H-2B,OK,2012-02-01,2012-12-01,MILLER TIME MANUFACTURING LLC,201 EAST SENECA,,NOWATA,OK,74048,KATHRYN JUNE HAWS,MONKEY ISLAND,OK,626.361-010,"Repairer, Welding, Brazing, and Burning Machines",499041.0,Industrial Machinery Mechanics,"REPAIRER, WELDING, BRAZING, AND BURNING MACHINES",10.0,0,,HR,17.41,HR
98,C-11271-55598,2011-10-31,2011-09-28,DENIED,H-2B,TN,2011-09-26,2012-01-03,"NATURAL SORB CORPORATION DBA NATURAL SORB, INC.",191 EAST INDUSTRIAL DRIVE,,JACKSBORO,TN,37757,L. EDWARD RIOS,EL PASO,TX,689.685-118,"Sewing-Machine Operator, Special Equipment",516031.0,Sewing Machine Operators,"SEWING MACHINE OPERATOR, SPECIAL EQUIPMENT",17.0,0,9.72,HR,9.72,HR
99,C-11277-55609,2011-10-31,2011-10-04,DENIED,H-2B,MT,2011-08-01,2011-12-21,"RETAMCO OPERATING, INC. DBA RETAMCO","ONE BROADWAY SOUTH, SUITE 2",P.O. BOX 790,RED LODGE,MT,59068,JOHNNY KIN MAN POON,DENVER,CO,408.131-010,"Supervisor, Spray, Lawn and Tree Service",371012.0,"First-Line Supervisors/Managers of Landscaping, Lawn Service, and Groundskeeping Workers","SUPERVISOR, SPRAY, LAWN AND TREE SERVICE",1.0,0,12.5,HR,12.5,HR
100,C-11297-55653,2011-10-31,2011-10-24,PARTIAL CERTIFIED,H-2B,VT,2011-12-01,2012-04-15,"MT. MANSFIELD COMPANY, INC. DBA STOWE MOUNTAIN RES",5781 MOUNTAIN ROAD,,STOWE,VT,5672,,,,323.687-014,"Cleaner, Housekeeping",372012.0,Maids and Housekeeping Cleaners,"CLEANER, HOUSEKEEPING",7.0,6,10.75,HR,10.75,HR
101,C-11297-55655,2011-10-31,2011-10-24,CERTIFIED,H-2B,MA,2011-10-30,2012-08-15,"MAINE PREMIER SOCCER, LLC.",512 WARREN AVE.,,PORTLAND,ME,4103,GREGORY J. VARTANIAN,BOSTON,MA,153.117-018,"Scout, Professional Sports",272022.0,Coaches and Scouts,"SCOUT, PROFESSIONAL SPORTS",40.0,40,9.4,HR,9.4,HR
102,C-11297-55656,2011-10-31,2011-10-24,CERTIFIED,H-2B,TX,2011-10-01,2012-07-31,DALLAS LIMESTONE L.L.C.,12904 EASTGATE DR.,SUITE D,MESQUITE,TX,75181,,,,771.281-014,Stone Carver,519195.0,"Molders, Shapers, and Casters, Except Metal and Plastic",STONE CARVER,30.0,30,,,,
103,C-11277-55608,2011-11-01,2011-10-04,CERTIFIED,H-2B,ND,2011-10-01,2012-05-10,WILLISTON AIRPORT INN PARTNERS LLC DBA WILLISTON A,3601 SECOND AVE. WEST,,WILLISTON,ND,58801,,,,323.687-014,"Cleaner, Housekeeping",372012.0,Maids and Housekeeping Cleaners,"CLEANER, HOUSEKEEPING",20.0,20,9.02,HR,9.02,HR
104,C-11292-55645,2011-11-01,2011-10-19,CERTIFIED,H-2B,CO,2011-11-21,2012-05-11,"SUREFOOT, L.C.","1500 KEARNS BOULEVARD, SUITE A-100",,PARK CITY,UT,80460,AMY JILL NOVAK,VAIL,CO,185.157-014,Supervisor of Sales,112021.0,Marketing Managers,SUPERVISOR OF SALES,1.0,1,23.79,HR,23.79,HR
105,C-11298-55660,2011-11-01,2011-10-25,CERTIFIED,H-2B,TX,2012-02-01,2012-11-30,"K-DOUBLE-K ENTERPRISES, INC. DBA CUT & GROW LAWN S",427 AQUA WAY,,BRIDGEPORT,TX,76426,LORI ANN WHITTEN OR DANIELLE RENE CLARK,WYLIE,TX,406.684-014,"Groundskeeper, Industrial-Commercial",373011.0,Landscaping and Groundskeeping Workers,"GROUNDSKEEPER, INDUSTRIAL COMMERCIAL",10.0,10,11.2,HR,11.2,HR
106,C-11298-55661,2011-11-01,2011-10-25,CERTIFIED,H-2B,TX,2012-02-01,2012-10-31,"RTS LANDSCAPING, INC.",1005 N. RALPH HALL,,ROCKWALL,TX,75087,LORI ANN WHITTEN  OR DANIELLE RENE CLARK,WYLIE,TX,408.687-014,"Laborer, Landscape",373011.0,Landscaping and Groundskeeping Workers,"LABORER, LANDSCAPE",9.0,9,11.16,HR,11.16,HR
107,C-11299-55664,2011-11-01,2011-10-26,CERTIFIED,H-2B,TX,2012-02-01,2012-11-30,"DELBOSQUE LANDSCAPING, INC.",PO BOX 2437,510 S. CLARK ST.,ROCKWALL,TX,75087,LORI WHITTEN OR DANIELLE CLARK / ACTION VISA ASSIS,WYLIE,TX,408.687-014,"Laborer, Landscape",373011.0,Landscaping and Groundskeeping Workers,"LABORER, LANDSCAPE",8.0,8,9.66,HR,9.66,HR
108,C-11300-55668,2011-11-01,2011-10-26,CERTIFIED,H-2B,TX,2012-01-23,2012-11-16,PRO-DESIGN LANDSCAPE,493 BASS RD,,ROCKWALL,TX,75032,LORI ANN WHITTEN OR DANIELLE RENE CLARK,WYLIE,TX,408.687-014,"Laborer, Landscape",373011.0,Landscaping and Groundskeeping Workers,"LABORER, LANDSCAPE",12.0,12,8.16,HR,8.16,HR
109,C-11292-55648,2011-11-02,2011-10-19,CERTIFIED,H-2B,ND,2011-10-10,2012-05-10,WILLISTON AIRPORT INN PARTNERS LLC DBA WILLISTON A,3601 SECOND AVE. WEST,,WILLISTON,ND,58801,,,,290.477-018,"Sales Clerk, Food",412021.0,Counter and Rental Clerks,"SALES CLERK, FOOD",18.0,18,10.33,HR,10.33,HR
110,C-11300-55667,2011-11-02,2011-10-27,PARTIAL CERTIFIED,H-2B,TX,2011-12-01,2012-09-30,"ZAVALA FORESTRY SERVICE, LLC",1301 FAIRHAVEN ST.,,LONGVIEW,TX,75605,STEPHEN WARD,COEUR D'ALENE,ID,452.687-010,Forest Worker,454011.0,Forest and Conservation Workers,FOREST WORKER,25.0,24,7.96,HR,7.96,HR
111,C-11300-55669,2011-11-02,2011-10-27,CERTIFIED,H-2B,MI,2011-11-01,2012-04-30,"SKI BRULE, INC.",397 BRULE MOUNTAIN ROAD,,IRON RIVER,MI,49935,,,,323.687-014,"Cleaner, Housekeeping",372012.0,Maids and Housekeeping Cleaners,"CLEANER, HOUSEKEEPING",16.0,16,8.25,HR,8.25,HR
112,C-11304-55672,2011-11-02,2011-10-31,PARTIAL CERTIFIED,H-2B,LA,2011-12-05,2012-04-30,STAN SWEENEY LLC,579 BRADLEY 71,,HERMITAGE,AK,71647,,,,452.687-018,Tree Planter,454011.0,Forest and Conservation Workers,TREE PLANTER,105.0,104,16.31,HR,16.31,HR
113,C-11280-55613,2011-11-04,2011-10-07,DENIED,H-2B,CA,2011-12-11,2012-04-30,"MAMMOTH MOUNTAIN SKI AREA, LLC",1 MINARET ROAD,P.O. BOX 24,MAMMOTH LAKES,CA,93546,,,,153.227-018,"Instructor, Sports",399031.0,Fitness Trainers and Aerobics Instructors,"INSTRUCTOR, SPORTS",30.0,0,18.01,HR,18.01,HR
114,C-11284-55616,2011-11-04,2011-10-11,DENIED,H-2B,MT,2011-12-01,2012-09-30,LONE TREE INN,900 SOUTH CENTRAL AVENUE,,SIDNEY,MT,59270,"JOHN-CARL ROSACIA ROGGE, NORTHWEST PLACEMENT USA,",BILLINGS,MT,323.687-014,"Cleaner, Housekeeping",372012.0,Maids and Housekeeping Cleaners,"CLEANER, HOUSEKEEPING",6.0,0,9.0,HR,9.0,HR
115,C-11284-55617,2011-11-04,2011-10-11,PARTIAL CERTIFIED,H-2B,FL,2011-12-01,2012-05-31,"THE EVERGLADES CLUB, INC.",356 WORTH AVENUE,,PALM BEACH,FL,33480,MICHAEL BENCHETRIT,MIAMI,FL,313.361-014,Cook,352014.0,"Cooks, Restaurant",COOK,10.0,6,,,,
116,C-11284-55618,2011-11-04,2011-10-11,PARTIAL CERTIFIED,H-2B,FL,2011-12-01,2012-05-31,"THE EVERGLADES CLUB, INC.",356 WORTH AVENUE,,PALM BEACH,FL,33480,MICHAEL M. BENCHETRIT,MIAMI,FL,352.677-018,"Waiter/Waitress, Club",353031.0,Waiters and Waitresses,"WAITER/WAITRESS, CLUB",30.0,28,10.43,HR,10.43,HR
117,C-11284-55619,2011-11-04,2011-10-11,PARTIAL CERTIFIED,H-2B,FL,2011-12-01,2012-05-31,"THE EVERGLADES CLUB, INC.",356 WORTH AVENUE,,PALM BEACH,FL,33480,MICHAEL BENCHETRIT,MIAMI,FL,350.677-030,Waiter/Waitress,353031.0,Waiters and Waitresses,WAITER/WAITRESS,15.0,12,,,,
118,C-11284-55620,2011-11-04,2011-10-11,PARTIAL CERTIFIED,H-2B,FL,2011-12-01,2012-05-31,"THE EVERGLADES CLUB, INC.",356 WORTH AVENUE,,PALM BEACH,FL,33480,MICHAEL BENCHETRIT,MIAMI,FL,313.361-014,Cook,352014.0,"Cooks, Restaurant",COOK,20.0,14,12.9,HR,12.9,HR
119,C-11286-55625,2011-11-04,2011-10-13,PARTIAL CERTIFIED,H-2B,TX,2011-10-01,2012-07-31,"GLOBAL LABOR SERVICES, LLC",1313 E. ALTON GLOOR,SUITE 1-3,BROWNSVILLE,TX,78526,LINDA PEREZ,BROWNSVILLE,TX,509.687-026,"Laborer, General",537063.0,Machine Feeders and Offbearers,"LABORER, GENERAL",55.0,48,8.7,HR,8.7,HR
120,C-11287-55627,2011-11-04,2011-10-14,PARTIAL CERTIFIED,H-2B,FL,2011-10-20,2012-05-15,HARBOUR RIDGE YACHT AND COUNTRY CLUB,12600 HARBOUR RIDGE BLVD.,,PALM CITY,FL,34990,,,,529.137-054,"Supervisor, Ready-Mixed Food Preparation",511011.0,First-Line Supervisors/Managers of Production and Operating Workers,"SUPERVISOR, READY MIXED FOOD PREPARATION",30.0,26,9.87,HR,9.87,HR
121,C-11292-55647,2011-11-04,2011-10-19,DENIED,H-2B,VT,2011-11-07,2012-09-07,MIRROR MIRROR INC.,3 MAIN STREET,,BURLINGTON,VT,5401,,,,076.121-010,Occupational Therapist,291122.0,Occupational Therapists,OCCUPATIONAL THERAPIST,1.0,0,,HR,14.7,HR
122,C-11305-55676,2011-11-08,2011-11-01,CERTIFIED,H-2B,CO,2011-11-14,2012-04-30,"L-O VAIL HOTEL, INC. DBA VAIL CASCADE RESORT & SPA",1300 WESTHAVEN DRIVE,,VAIL,CO,81657,AMY JILL NOVAK,VAIL,CO,209.567-014,"Order Clerk, Food and Beverage",434151.0,Order Clerks,"ORDER CLERK, FOOD AND BEVERAGE",20.0,20,10.56,HR,10.56,HR
123,C-11306-55681,2011-11-09,2011-11-02,CERTIFIED,H-2B,CO,2011-11-01,2012-04-23,"ASPEN SKIING COMPANY, LLC",117 ASPEN AIRPORT BUSINESS CTR.,P.O. BOX 1248,ASPEN,CO,81611,JOCELYN CAMPANARO,DENVER,CO,342.137-010,"Supervisor, Rides",391021.0,First-Line Supervisors/Managers of Personal Service Workers,"SUPERVISOR, RIDES",4.0,4,13.01,HR,13.01,HR
124,C-11306-55682,2011-11-09,2011-11-02,CERTIFIED,H-2B,FL,2011-11-16,2012-05-31,JONATHAN'S LANDING GOLF CLUB,16823 CAPTAIN KIRLE DR.,,JUPITER,FL,33477,PETER PETRINA,GARNERVILLE,NY,313.361-014,Cook,352014.0,"Cooks, Restaurant",COOK,12.0,12,13.5,HR,13.5,HR
125,C-11306-55685,2011-11-09,2011-11-02,CERTIFIED,H-2B,KY,2012-02-01,2012-11-30,"GEDDES POOLS, INC.",232 INDUSTRY PARKWAY,,NICHOLASVILLE,KY,40356,LAURA ELIZABETH CONLEY MORGAN,LEXINGTON,KY,529.686-070,Production Helper,537063.0,Machine Feeders and Offbearers,PRODUCTION HELPER,4.0,4,8.54,HR,8.54,HR
126,C-11306-55687,2011-11-09,2011-11-02,CERTIFIED,H-2B,KY,2012-02-01,2012-11-30,ROSE HILL FARM,2675 RICE ROAD,,LEXINGTON,KY,40510,LAURA ELIZABETH CONLEY MORGAN,LEXINGTON,KY,410.674-010,Animal Caretaker,392021.0,Nonfarm Animal Caretakers,ANIMAL CARETAKER,3.0,3,,,,
127,C-11306-55691,2011-11-09,2011-11-02,DENIED,H-2B,CO,2011-11-21,2012-05-11,"SUREFOOT, L.C.",1500 KEARNS BOULEVARD,SUITE A-100,PARK CITY,UT,80460,AMY J. NOVAK,VAIL,CO,185.167-046,"Manager, Retail Store",411011.0,First-Line Supervisors/Managers of Retail Sales Workers,"MANAGER, RETAIL STORE",1.0,0,23.79,HR,23.79,HR
128,C-11307-55693,2011-11-10,2011-11-03,PARTIAL CERTIFIED,H-2B,FL,2011-11-16,2012-05-31,JONATHAN'S LANDING GOLF CLUB,16823 CAPTAIN KIRLE DR.,,JUPITER,FL,33477,PETER PETRINA,GARNERVILLE,NY,311.477-026,"Waiter/Waitress, Formal",353031.0,Waiters and Waitresses,"WAITER/WAITRESS, FORMAL",20.0,17,,HR,12.0,HR
129,C-11308-55697,2011-11-10,2011-11-04,CERTIFIED,H-2B,AK,2011-12-10,2012-03-01,"AIE, INC. DBA AIE JAPAN",1502 WEST 32ND AVENUE,,ANCHORAGE,AK,99503,JANET HOLSTE CHEETHAM,SEATTLE,WA,353.667-010,Escort,396021.0,Tour Guides and Escorts,ESCORT,10.0,10,17.1,HR,17.1,HR
130,C-11308-55698,2011-11-10,2011-11-04,CERTIFIED,H-2B,NY,2012-02-15,2012-12-15,BENSON ENTERPRISES OF NEW YORK INC,1986 BENNETT RD.,,VICTOR,NY,14564,APRIL MCKINNEY,BAY CITY,TX,408.687-014,"Laborer, Landscape",373011.0,Landscaping and Groundskeeping Workers,"LABORER, LANDSCAPE",21.0,21,10.14,HR,10.14,HR
131,C-11308-55704,2011-11-10,2011-11-04,CERTIFIED,H-2B,OK,2012-02-01,2012-12-01,"K. L. BLANKENSHIP, INC.",11947 SOUTH CANTON AVENUE,,TULSA,OK,74137,KATHRYN JUNE HAWS,MONKEY ISLAND,OK,408.687-014,"Laborer, Landscape",373011.0,Landscaping and Groundskeeping Workers,"LABORER, LANDSCAPE",8.0,8,8.15,HR,8.15,HR
132,C-11308-55706,2011-11-10,2011-11-04,CERTIFIED,H-2B,OK,2012-02-01,2012-12-01,VANTRIEST LANDSCAPE LLC,3013 WEST DETROIT STREET,,BROKEN ARROW,OK,74012,KATHRYN JUNE HAWS,MONKEY ISLAND,OK,406.684-014,"Groundskeeper, Industrial-Commercial",373011.0,Landscaping and Groundskeeping Workers,"GROUNDSKEEPER, INDUSTRIAL COMMERCIAL",4.0,4,8.15,HR,8.15,HR
133,C-11311-55711,2011-11-14,2011-11-07,CERTIFIED,H-2B,TX,2012-01-23,2012-11-16,"CITITURF,LLC",PO BOX 941461,,PLANO,TX,75094,LORI ANN WHITTEN/ACTION VISA ASSISTANCE,WYLIE,TX,408.687-014,"Laborer, Landscape",373011.0,Landscaping and Groundskeeping Workers,"LABORER, LANDSCAPE",48.0,48,8.16,HR,8.16,HR
134,C-11312-55719,2011-11-15,2011-11-08,CERTIFIED,H-2B,TX,2012-02-14,2012-12-13,"THE ALG CORP DBA IMAGE LANDSCAPE MANAGMENT, INC.",528 N. COWAN AVE.,,LEWISVILLE,TX,75057,LORI WHITTEN OR DANIELLE CLARK / ACTION VISA ASSIS,WYLIE,TX,406.684-014,"Groundskeeper, Industrial-Commercial",373011.0,Landscaping and Groundskeeping Workers,"GROUNDSKEEPER, INDUSTRIAL COMMERCIAL",18.0,18,8.16,HR,8.16,HR
