,CASE_NO,DECISION_DATE,NPC_SUBMITTED_DATE,CASE_STATUS,APPLICATION_TYPE,ALIEN_WORK_STATE,CERTIFICATION_BEGIN_DATE,CERTIFICATION_END_DATE,EMPLOYER_NAME,EMPLOYER_ADDRESS1,EMPLOYER_ADDRESS2,EMPLOYER_CITY,EMPLOYER_STATE,EMPLOYER_POSTAL_CODE,AGENT_ATTORNEY_NAME,AGENT_ATTORNEY_CITY,AGENT_ATTORNEY_STATE,DOT_OCCUPATIONAL_CODE,JOB_TITLE,NBR_WORKERS_REQUESTED,NBR_WORKERS_CERTIFIED,PREVAILING_WAGE,PW_UNIT_OF_PAY,BASIC_RATE_OF_PAY,BASIC_UNIT_OF_PAY
76,C-10049-49379,2010-02-22,2010-02-18,CERTIFIED,H-2B,MA,2010-04-19,2010-11-03,VERANDA HOUSE INN LLC,3 STEP LANE,,NANTUCKET,MA,2554,JANE NICHOLS BISHOP,WEST DENNIS,MA,321.137-010,HOUSEKEEPER,6.0,6,8.82,HR,8.82,HR
77,C-10039-49258,2010-02-25,2010-02-08,CERTIFIED,H-2B,MA,2010-04-01,2010-12-15,NANTUCKET SEAFOOD,56 OLD SOUTH ROAD,,NANTUCKET,MA,2554,,,,311.472-010,FAST FOODS WORKER,8.0,8,9.85,HR,9.85,HR
78,C-10027-49077,2010-02-26,2010-01-27,DENIED,H-2B,MA,2010-05-10,2010-11-05,FINCH GROUP HOTELS AND RESORTS DBA NANTUCKET INN,1 MILLER'S LANE,,NANTUCKET,MA,2554,,,,321.137-010,HOUSEKEEPER,25.0,0,8.82,HR,8.82,HR
79,C-10039-49246,2010-03-01,2010-02-08,CERTIFIED,H-2B,MA,2010-05-01,2010-11-01,"NANTUCKET PERIWINKLE INC. DBA PERIWINKLE INN, SCAL",P.O. BOX 1816,,NANTUCKET,MA,2554,JANE NICHOLS BISHOP,WEST DENNIS,MA,323.687-014,"CLEANER, HOUSEKEEPING",2.0,2,8.82,HR,8.82,HR
80,C-10053-49428,2010-03-09,2010-02-22,CERTIFIED,H-2B,MA,2010-04-01,2010-12-15,DERRICK WIGGINS DBA WIGGINS PAINTING COMPANY,4 1/2 MACY'S LANE,PO BOX 2165,NANTUCKET,MA,2554,PATRICIA WARREN DBA INTERNATIONAL EMPLOYMENT SOLUT,TUNBRIDGE,VT,840.687-010,"PAINTER HELPER, SHIPYARD",15.0,15,9.99,HR,11.72,HR
81,C-10039-49257,2010-03-15,2010-02-08,DENIED,H-2B,MA,2010-03-15,2010-12-15,R.C. PAINT INCORP. DBA R.C. PAINTING,P.O. BOX 674,,NANTUCKET,MA,2554,,,,144.061-010,PAINTER,5.0,0,17.25,HR,17.25,HR
82,C-10070-49614,2010-03-16,2010-03-11,CERTIFIED,H-2B,MA,2010-05-01,2010-10-31,BARBARA MAY BOWMAN DBA CAPTAINS COTTAGES,2 NORTH BEACH STREET,PO BOX 628,NANTUCKET,MA,2554,JANE NICHOLS BISHOP,WEST DENNIS,MA,321.137-010,HOUSEKEEPER,2.0,2,,,,
83,C-10036-49228,2010-03-17,2010-02-05,CERTIFIED,H-2B,MA,2010-03-15,2010-12-15,COWBOY'S MEAT MARKET & DELICATESSEN LLC,PO BOX 337,,NANTUCKET,MA,2554,,,,249.367-058,PARTS ORDER AND STOCK CLERK,8.0,8,9.01,HR,9.01,HR
84,C-10076-49672,2010-03-22,2010-03-17,CERTIFIED,H-2B,MA,2010-05-15,2010-10-15,THE WESTMOOR CLUB,10 WESTMOOR LANE,,NANTUCKET,MA,2554,MARK D.  CARCHIDI,YARMOUTH  PORT,MA,350.677-030,WAITER/WAITRESS,8.0,8,11.95,HR,11.95,HR
85,C-10043-49321,2010-03-26,2010-02-12,CERTIFIED,H-2B,MA,2010-05-15,2010-10-19,MIDISH CORPORATION D/B/A  THE TAVERN,2 HARBOUR SQUARE,,NANTUCKET,MA,2554,"JANE NICHOLS BISHOP, PEAK SEASON WORKFORCE,",WEST DENNIS,MA,311.677-018,DINING ROOM ATTENDANT,20.0,20,9.02,HR,9.02,HR
86,C-10085-49764,2010-03-31,2010-03-26,CERTIFIED,H-2B,MA,2010-04-16,2010-10-16,BRANT POINT INN,8 N. BEACH STREET,,NANTUCKET,MA,2554,MICHAEL DAVID HEFNER,PITTSFIELD,VT,323.687-014,"CLEANER, HOUSEKEEPING",2.0,2,8.82,HR,8.82,HR
87,C-10076-49673,2010-03-31,2010-03-17,CERTIFIED,H-2B,MA,2010-05-15,2010-10-15,THE WESTMOOR CLUB,10 WESTMOOR LANE,,NANTUCKET,MA,2554,MARK D. CARCHIDI,YARMOUTH PORT,MA,321.137-010,HOUSEKEEPER,7.0,7,8.82,HR,8.82,HR
88,C-10076-49674,2010-04-02,2010-03-17,CERTIFIED,H-2B,MA,2010-05-15,2010-10-15,THE WESTMOOR CLUB,10 WESTMOOR LANE,,NANTUCKET,MA,2554,MARK D. CARCHIDI,YARMOUTH PORT,MA,313.361-014,COOK,9.0,9,11.44,HR,11.44,HR
89,C-10082-49726,2010-04-08,2010-03-23,CERTIFIED,H-2B,MA,2010-05-07,2010-10-31,ISLAND INN CORPORATION D/B/A CENTURY HOUSE,10 CLIFF RD,,NANTUCKET,MA,2554,MATTHEW LEE,BOSTON,MA,321.137-010,HOUSEKEEPER,4.0,4,,,,
90,C-10097-49828,2010-04-12,2010-04-07,CERTIFIED,H-2B,MA,2010-05-25,2010-10-15,MINGO CORPORATION D/B/A THE MUSE,PO BOX 2549,,NANTUCKET,MA,2554,JANE NICHOLS BISHOP,WEST DENNIS,MA,313.374-014,"COOK, SHORT ORDER",7.0,7,9.32,HR,9.32,HR
91,C-10106-49902,2010-04-27,2010-04-16,CERTIFIED,H-2B,MA,2010-06-01,2010-11-10,TRESSES CORPORATION DBA TRESSES & THE DAY SPA,117 PLEASANT STREET,,NANTUCKET,MA,2554,JANE NICHOLS BISHOP,WEST DENNIS,MA,334.374-010,MASSEUR/MASSEUSE,4.0,4,,,,
92,C-10106-49903,2010-04-27,2010-04-16,CERTIFIED,H-2B,MA,2010-06-01,2010-11-10,TRESSES CORPORATION,117 PLEASANT STREET,,NANTUCKET,MA,2554,JANE NICHOLS BISHOP,WEST DENNIS,MA,331.674-010,MANICURIST,4.0,4,9.51,HR,9.51,HR
93,C-10119-50009,2010-05-12,2010-04-29,CERTIFIED,H-2B,MA,2010-05-15,2010-12-15,BLACK- EYED SUSAN'S INC.,10 INDIA STREET,P.O. BOX 1048,NANTUCKET,MA,2554,,,,313.361-014,COOK,4.0,4,22.71,HR,22.71,HR
94,C-10127-50076,2010-05-12,2010-05-07,CERTIFIED,H-2B,MA,2010-05-01,2010-10-31,STRAIGHT WHARF RESTAURANT,P.O.BOX 1520,6 HARBOR SQUARE,NANTUCKET,MA,2554,"MARK D CARCHIDI ANTIOCH ASSOCIATES USA II, INC",YARMOUTH PORT,MA,319.484-010,"FOOD ASSEMBLER, KITCHEN",7.0,7,,,,
95,C-10123-50035,2010-05-18,2010-05-03,CERTIFIED,H-2B,MA,2010-06-01,2010-12-15,"DEVINE DEVELOPMENT I, LLC",61 CENTRE STREET,,NANTUCKET,MA,2554,,,,323.687-014,"CLEANER, HOUSEKEEPING",3.0,3,10.0,HR,10.0,HR
96,C-10159-50235,2010-07-06,2010-06-08,DENIED,H-2B,MA,2010-06-15,2010-12-20,I & E LLC DBA THE ROTARY RESTAURANT,1 SPARKS AVE,,NANTUCKET,MA,2554,,,,318.687-010,KITCHEN HELPER,8.0,0,8.58,HR,8.58,HR
97,C-09364-48376,2010-01-15,2009-12-30,CERTIFIED,H-2B,MA,2010-04-04,2010-10-29,BEN AND BILL'S CHOCOLATE EMPORIUM,20A CIRCUIT AVE.,,OAK BLUFFS,MA,2557,DANIEL REISNER,NEW YORK,NY,515.685-010,BATCH MAKER,5.0,5,11.81,HR,11.81,HR
98,C-10014-48757,2010-01-19,2010-01-13,CERTIFIED,H-2B,MA,2010-04-15,2010-10-15,"WESLEY HOTEL, INC.",P.O. BOX 2370,70 LAKE AVE.,OAK BLUFFS,MA,2557,"MARK D. CARCHIDI / ANTIOCH ASSOCIATES USA II, INC.",YARMOUTH PORT,MA,321.137-010,HOUSEKEEPER,8.0,8,8.82,HR,8.82,HR
99,C-10113-49958,2010-04-28,2010-04-23,CERTIFIED,H-2B,MA,2010-05-28,2010-10-12,DOUGLAS ISLAND DEVELOPMENT CORP.,29 LAKE AVENUE,,OAK BLUFFS,MA,2557,AMY ELLEN FERREIRA,MASHPEE,MA,319.484-010,"FOOD ASSEMBLER, KITCHEN",10.0,10,8.9,HR,8.9,HR
100,C-10138-50126,2010-05-27,2010-05-18,CERTIFIED,H-2B,MA,2010-05-01,2010-10-15,"TREAT YOURSELF, LLC",38A CIRCUIT AVENUE,,OAK BLUFFS,MA,2557,"MARILYN H. VUKOTA, ESQ",EDGARTOWN,MA,331.674-010,MANICURIST,2.0,2,,,,
101,C-09363-48243,2010-01-04,2009-12-28,CERTIFIED,H-2B,MA,2010-04-01,2010-11-15,"SANKATY HEAD GOLF CLUB, INC. DBA SANKATY HEAD GOLF",PO BOX 293,,NANTUCKET,MA,2564,JANE N. BISHOP,WEST DENNIS,MA,408.687-014,"LABORER, LANDSCAPE",4.0,4,13.24,HR,13.24,HR
102,C-10025-49005,2010-02-17,2010-01-25,PARTIAL CERTIFIED,H-2B,MA,2010-05-01,2010-12-31,ANDRE PARTNERS LLC D/B/A THE SUMMER HOUSE INNS,17 OCEAN AVE.,PO BOX 880,SIASCONSET,MA,2564,,,,321.137-010,HOUSEKEEPER,6.0,5,8.82,HR,8.82,HR
103,C-10047-49342,2010-02-19,2010-02-16,CERTIFIED,H-2B,MA,2010-05-25,2010-10-31,"SANKATY HEAD GOLF CLUB, INC. DBA SANKATY HEAD GOLF",PO BOX 293,,NANTUCKET,MA,2564,JANE NICHOLS BISHOP,WEST DENNIS,MA,313.361-014,COOK,12.0,12,12.86,HR,12.86,HR
104,C-10120-50018,2010-05-05,2010-04-30,CERTIFIED,H-2B,MA,2010-05-11,2010-11-01,THE NANTUCKET GOLF CLUB,P.O. BOX 313,250 MILESTONE ROAD,SIASCONSET,MA,2564,LINDA TURNER,BRUNSWICK,ME,319.484-010,"FOOD ASSEMBLER, KITCHEN",6.0,6,12.35,HR,12.35,HR
105,C-10025-49012,2010-02-10,2010-01-25,CERTIFIED,H-2B,MA,2010-04-01,2010-11-15,SEASIDE PARTY CELEBRATIONS,515 EDGARTOWN ROAD,,TISBURY,MA,2568,MARILYN VUKOTA,EDGARTOWN,MA,529.687-130,LABORER,4.0,4,8.96,HR,9.0,HR
106,C-10041-49301,2010-02-16,2010-02-10,CERTIFIED,H-2B,MA,2010-05-01,2010-10-15,LIPTIL ENTERPRISES/ DBA TILTON RENTAL,147 EDGARTOWN - VINEYARD HAVEN RD.,,VINEYARD HAVEN,MA,2568,"MICHAEL X. HARTOFELIS / LOMA USA, INC.",ASTORIA,NY,929.687-030,MATERIAL HANDLER,10.0,10,14.81,HR,14.81,HR
107,C-09328-47368,2010-01-04,2009-11-24,PARTIAL CERTIFIED,H-2B,MA,2010-03-05,2010-11-05,"TFG HYANNIS HOSPITALITY, LLC DBA RESORT AND CONFER",35 SCUDDER AVENUE,,HYANNIS,MA,2601,,,,323.687-014,"CLEANER, HOUSEKEEPING",15.0,13,9.69,HR,9.69,HR
108,C-10005-48511,2010-01-22,2010-01-05,CERTIFIED,H-2B,MA,2010-04-01,2010-10-31,SEA COAST INN,33 OCEAN STREET,,HYANNIS,MA,2601,MICHAEL DAVID HEFNER,PITTSFIELD,VT,321.137-010,HOUSEKEEPER,6.0,6,9.69,HR,9.69,HR
109,C-10036-49233,2010-02-10,2010-02-05,CERTIFIED,H-2B,MA,2010-04-15,2010-11-15,"HYANNIS BUILDING & DEVELOPING ASSOCIATION, INC. DB",1 SOUTH STREET,,HYANNIS,MA,2601,MATTHEW LEE,BOSTON,MA,323.687-014,"CLEANER, HOUSEKEEPING",5.0,5,9.69,HR,9.69,HR
110,C-10034-49177,2010-02-18,2010-02-03,CERTIFIED,H-2B,MA,2010-04-15,2010-11-02,"CAPE HOLIDAY MOTEL, INC. DBA HYANNIS HOLIDAY MOTEL",131 OCEAN STREET,,HYANNIS,MA,2601,MICHAEL DAVID HEFNER / RESOURCE STAFFING INTERNATI,KILLINGTON,VT,321.137-010,HOUSEKEEPER,9.0,9,9.69,HR,9.69,HR
111,C-10034-49185,2010-03-16,2010-02-03,PARTIAL CERTIFIED,H-2B,MA,2010-05-01,2010-12-13,"TFG HYANNIS HOSPITALITY, LLC DBA RESORT AND CONFER",35 SCUDDER AVENUE,,HYANNIS,MA,2601,,,,321.137-010,HOUSEKEEPER,40.0,39,9.69,HR,9.69,HR
112,C-09357-48029,2010-01-07,2009-12-22,PARTIAL CERTIFIED,H-2B,MA,2010-04-01,2010-11-16,OCEAN EDGE RESORT AND CLUB ON CAPE COD,2907 MAIN STREET (ROUTE 6A),,BREWSTER,MA,2631,"MATTHEW LEE/TOCCI, GOSS, & LEE, PC",BOSTON,MA,350.677-030,WAITER/WAITRESS,30.0,29,10.85,HR,10.85,HR
113,C-10040-49278,2010-02-12,2010-02-09,CERTIFIED,H-2B,MA,2010-04-01,2010-12-01,"FISHACK CORPORATION, DBA JT'S SEAFOOD RESTAURANT",P.O. BOX 932,34 RUSSET RD.,BREWSTER,MA,2631,"MARK CARCHIDI / ANTIOCH ASSOCIATES USA II, INC",YARMOUTH PORT,MA,319.484-010,"FOOD ASSEMBLER, KITCHEN",6.0,6,8.9,HR,8.9,HR
114,C-10036-49240,2010-02-10,2010-02-05,PARTIAL CERTIFIED,H-2B,MA,2010-04-01,2010-12-01,"FASHION FOOD, LLC",66 PONDSIDE CIRCLE,,CENTERVILLE,MA,2632,"ANTIOCH ASSOCIATES USA II, INC",YARMOUTH PORT,MA,311.472-010,FAST FOODS WORKER,25.0,23,8.9,HR,8.9,HR
115,C-10039-49253,2010-02-19,2010-02-08,CERTIFIED,H-2B,MA,2010-04-01,2010-12-31,"MICHAEL P. NEATH LANDSCAPE CONSTRUCTION, INC.","1185 FALMOUTH RD, RTE 28",UNIT 002,CENTERVILLE,MA,2632,,,,408.687-014,"LABORER, LANDSCAPE",6.0,6,12.37,HR,12.37,HR
116,C-09349-47597,2009-12-29,2009-12-15,CERTIFIED,H-2B,MA,2010-04-01,2010-12-01,"512 MAIN STREET, INC. DBA CHATHAM WAYSIDE INN",512 MAIN STREET,PO BOX 685,CHATHAM,MA,2633,"LEONORA L. BATSON, ATTORNEY",SCITUATE,MA,321.137-010,HOUSEKEEPER,15.0,15,9.69,HR,9.69,HR
117,C-09350-47621,2009-12-30,2009-12-15,CERTIFIED,H-2B,MA,2010-04-01,2010-12-01,WILD GOOSE TAVERN LLC,512 MAIN STREET,PO BOX 685,CHATHAM,MA,2633,"LEONORA L. BATSON, ATTORNEY AT LAW",SCITUATE,MA,315.361-010,COOK,10.0,10,,,,
118,C-09350-47634,2009-12-31,2009-12-15,CERTIFIED,H-2B,MA,2010-04-01,2010-12-01,WILD GOOSE TAVERN LLC,512 MAIN STREET,PO BOX 685,CHATHAM,MA,2633,"LEONORA L. BATSON, ATTORNEY",SCITUATE,MA,350.677-030,WAITER/WAITRESS,5.0,5,10.85,HR,10.85,HR
119,C-09357-48032,2010-01-06,2009-12-22,PARTIAL CERTIFIED,H-2B,MA,2010-04-01,2010-11-29,"MEYER B&B GROUP, INC. DBA CAPTAIN'S HOUSE INN",369 OLD HARBOR ROAD,,CHATHAM,MA,2633,"MATTHEW LEE, ESQ",BOSTON,MA,321.137-010,HOUSEKEEPER,7.0,6,9.69,HR,9.69,HR
120,C-10011-48661,2010-01-22,2010-01-11,CERTIFIED,H-2B,MA,2010-04-01,2011-01-01,"QUEEN ANNE INN, INC.",70  QUEEN ANNE ROAD,,CHATHAM,MA,2633,,,,323.687-014,"CLEANER, HOUSEKEEPING",7.0,7,10.0,HR,10.0,HR
121,C-10022-48970,2010-01-28,2010-01-22,PARTIAL CERTIFIED,H-2B,MA,2010-05-01,2010-12-20,"EASTWARD HO! COUNTRY CLUB, INC.",325 FOX HILL ROAD,,CHATHAM,MA,2633,JANE NICHOLS BISHOP,WEST DENNIS,MA,315.361-022,"COOK, STATION",5.0,4,10.55,HR,10.55,HR
122,C-10042-49313,2010-02-16,2010-02-11,PARTIAL CERTIFIED,H-2B,MA,2010-04-15,2010-11-15,"PLEASANT BAY VILLAGE MOTOR COURT, INC. DBA PLEASAN",1191 ORLEANS ROAD,P.O. BOX 772,CHATHAM,MA,2633,MATTHEW LEE,BOSTON,MA,323.687-014,"CLEANER, HOUSEKEEPING",7.0,5,9.69,HR,9.69,HR
123,C-10071-49636,2010-03-17,2010-03-12,PARTIAL CERTIFIED,H-2B,MA,2010-05-01,2010-12-01,THE OLD HARBOR INN,22 OLD HARBOR RD.,,CHATHAM,MA,2633,PETYA ASENOVA FEENEY,CHATHAM,MA,323.687-014,"CLEANER, HOUSEKEEPING",3.0,2,,,,
124,C-10076-49675,2010-03-22,2010-03-17,PARTIAL CERTIFIED,H-2B,MA,2010-05-01,2010-12-15,CHATHAM VILLAGE MARKET,12 QUEEN ANNE ROAD,,CHATHAM,MA,2633,PETYA ASENOVA FEENEY,CHATHAM,MA,319.484-010,"FOOD ASSEMBLER, KITCHEN",4.0,2,10.0,HR,10.0,HR
125,C-10084-49744,2010-03-29,2010-03-25,CERTIFIED,H-2B,MA,2010-05-15,2010-11-15,WEQUASSETT INN LLP DBA WEQUASSETT RESORT & GOLF CL,ON PLEASANT BAY,ROUTE 28,CHATHAM,MA,2633,MATHEW LEE,BOSTON,MA,305.281-010,COOK,20.0,20,10.55,HR,10.55,HR
126,C-10084-49741,2010-03-30,2010-03-25,CERTIFIED,H-2B,MA,2010-05-15,2010-11-15,WEQUASSETT INN LLP DBA WEQUASSETT RESORT & GOLF CL,ON PLEASANT BAY,ROUTE 28,CHATHAM,MA,2633,"MATTHEW LEE, ESQ",BOSTON,MA,318.687-010,KITCHEN HELPER,15.0,15,8.9,HR,8.9,HR
127,C-10084-49739,2010-03-30,2010-03-25,CERTIFIED,H-2B,MA,2010-05-15,2010-11-15,WEQUASSETT INN LLP DBA WEQUASSETT RESORT & GOLF CL,ON PLEASANT BAY,ROUTE 28,CHATHAM,MA,2633,MATTHEW LEE,BOSTON,MA,350.677-030,WAITER/WAITRESS,34.0,34,,,,
128,C-10084-49740,2010-03-30,2010-03-25,PARTIAL CERTIFIED,H-2B,MA,2010-05-15,2010-11-15,WEQUASSETT INN LLP DBA WEQUASSETT RESORT & GOLF CL,ON PLEASANT BAY,ROUTE 28,CHATHAM,MA,2633,MATTHEW LEE,BOSTON,MA,311.677-018,DINING ROOM ATTENDANT,15.0,14,8.65,HR,8.65,HR
129,C-10084-49743,2010-03-30,2010-03-25,PARTIAL CERTIFIED,H-2B,MA,2010-05-15,2010-11-15,WEQUASSETT INN LLP DBA WEQUASSETT RESORT & GOLF CL,ON PLEASANT BAY,ROUTE 28,CHATHAM,MA,2633,MATTHEW LEE,BOSTON,MA,321.137-010,HOUSEKEEPER,39.0,38,9.69,HR,9.69,HR
130,C-09356-47900,2010-01-06,2009-12-18,CERTIFIED,H-2B,MA,2010-04-01,2010-10-20,HYANNIS FLEA MARKET INC. D/B/A CAPE COD SWEAT & TE,655 SAMPSON'S MILL ROAD,,COTUIT,MA,2635,,,,290.477-014,SALES CLERK,5.0,5,9.1,HR,9.1,HR
131,C-10034-49199,2010-02-19,2010-02-01,PARTIAL CERTIFIED,H-2B,MA,2010-04-01,2010-11-30,CAPE COD PAPER COMPANY,P.O. BOX 2005,1147 MAIN STREET,DENNIS,MA,2638,LINDA TURNER ADNIL SERVICES,BRUNSWICK,ME,219.387-030,STOCK CONTROL CLERK,4.0,2,12.44,HR,12.44,HR
132,C-09365-48390,2010-02-03,2009-12-30,DENIED,H-2B,MA,2010-04-01,2010-11-15,"RESORT MOTELS, INC.",41 CHASE AVE.,,DENNIS PORT,MA,2639,"MARK D. CARCHIDI / ANTIOCH ASSOCIATES USA II, INC.",YARMOUTH PORT,MA,321.137-010,HOUSEKEEPER,13.0,0,9.69,HR,9.69,HR
133,C-10049-49386,2010-03-08,2010-02-18,CERTIFIED,H-2B,MA,2010-04-01,2010-10-31,"HOLIDAY HILL MOTOR INN, INC.",352 MAIN STREET,,DENNIS PORT,MA,2639,DANIEL MARANCI,PORTLAND,OR,321.137-010,HOUSEKEEPER,8.0,8,9.69,HR,9.69,HR
134,C-10061-49536,2010-03-10,2010-03-02,PARTIAL CERTIFIED,H-2B,MA,2010-04-01,2010-11-15,"RESORT MOTELS, INC.",41 CHASE AVE.,,DENNIS PORT,MA,2639,"MARK D. CARCHIDI / ANTIOCH ASSOCIATES USA II, INC.",YARMOUTH PORT,MA,321.137-010,HOUSEKEEPER,13.0,11,9.69,HR,9.69,HR
135,C-10067-49576,2010-03-11,2010-03-08,CERTIFIED,H-2B,MA,2010-04-15,2010-11-10,"BY THE SEA GUESTS, LLC DBA BY THE SEA GUESTS B&B A",57 CHASE AVENUE & INMAN ROAD EXTENSION,PO BOX 507,DENNIS PORT,MA,2639,"JANE NICHOLS BISHOP, PEAK SEASON WORKFORCE",WEST DENNIS,MA,321.137-010,HOUSEKEEPER,2.0,2,9.69,HR,9.69,HR
136,C-10141-50150,2010-06-14,2010-05-18,DENIED,H-2B,MA,2010-06-01,2010-10-28,"A.B. PIZZA, INC. D/B/A ROYAL PIZZARIA RESTAURANT",374 LOWER COUNTY ROAD,,DENNISPORT,MA,2639,MEGAN KLUDT,BOSTON,MA,313.361-014,COOK,1.0,0,,,,
137,C-10049-49394,2010-03-04,2010-02-18,CERTIFIED,H-2B,MA,2010-04-01,2010-12-01,PENNY HOUSE INN,4885  STATE HWY,,EASTHAM,MA,2642,,,,321.137-010,HOUSEKEEPER,4.0,4,9.69,HR,9.69,HR
138,C-10056-49484,2010-03-12,2010-02-25,PARTIAL CERTIFIED,H-2B,MA,2010-04-01,2010-12-15,"MCNAMARA BROS., INC",492 DEPOT STREET,,NORTH HARWICH,MA,2645,PETYA ASSENOVA FEENEY,NORTH HARWICH,MA,408.687-014,"LABORER, LANDSCAPE",20.0,19,12.37,HR,12.37,HR
139,C-10022-48957,2010-01-28,2010-01-22,CERTIFIED,H-2B,MA,2010-04-20,2010-11-01,"BRADDOCK, INC. DBA WINSTEAD INN & BEACH RESORT",44 BRADDOCK LANE,P.O. BOX 432,HARWICH PORT,MA,2646,JANE N. BISHOP,WEST DENNIS,MA,321.137-010,HOUSEKEEPER,5.0,5,9.69,HR,9.69,HR
140,C-10035-49204,2010-02-19,2010-02-04,PARTIAL CERTIFIED,H-2B,MA,2010-04-01,2010-10-15,"WEST HARWICH ENT, INC DBA A&W",297 ROUTE 28,,HARWICHPORT,MA,2646,MICHAEL DAVID HEFNER / RESOURCE STAFFING INTERNATI,KILLINGTON,VT,311.477-014,"COUNTER ATTENDANT, LUNCHROOM OR COFFEE SHOP",6.0,5,8.41,HR,8.41,HR
141,C-10019-48817,2010-02-01,2010-01-15,CERTIFIED,H-2B,MA,2010-04-01,2010-12-15,LBJ/55 FOOD SERVICES,341 LAKE SHORE DRIVE,,MARSTONS MILLS,MA,2648,PETYA ASSENOVA FEENEY,CHATHAM,MA,311.477-014,"COUNTER ATTENDANT, LUNCHROOM OR COFFEE SHOP",8.0,8,9.0,HR,9.0,HR
142,C-10039-49262,2010-03-16,2010-02-08,DENIED,H-2B,MA,2010-04-15,2010-12-15,"AMERICAN TENT & TABLE, INC.",381 OLD FALMOUTH RD.,#41 MARSTON MILLS,MARSTON MILLS,MA,2648,,,,929.687-030,MATERIAL HANDLER,15.0,0,9.79,HR,9.79,HR
143,C-10084-49754,2010-04-16,2010-03-25,DENIED,H-2B,MA,2010-05-10,2010-12-01,LNRR DBA BOB'S SEAFOOD CAFE',252 SHORE RD,,MASHPEE,MA,2648,PATRICIA R WARREN,TUNBRIDGE,VT,305.281-010,COOK,4.0,0,,,,
144,C-10111-49933,2010-05-04,2010-04-20,CERTIFIED,H-2B,MA,2010-04-15,2010-12-15,AMERICAN TENT & TABLE INC.,381 OLD FALMOUTH RD.,,MARSTON MILLS,MA,2648,,,,929.687-030,MATERIAL HANDLER,15.0,15,9.79,HR,9.79,HR
145,C-10021-48939,2010-02-08,2010-01-21,CERTIFIED,H-2B,MA,2010-04-01,2010-12-01,P.T. MARINE INC. DBA RYDER'S COVE BOAT YARD,46 RYDER'S COVE RD,P.O. BOX 391,N. CHATHAM,MA,2650,PETYA ASSENOVA FEENEY,CHATHAM,MA,704.687-010,CLEANER,5.0,5,9.3,HR,10.0,HR
146,C-09364-48366,2010-01-12,2009-12-30,CERTIFIED,H-2B,MA,2010-04-15,2010-11-01,"VIKING SHORES, INC. DBA VIKING SHORES MOTOR INN",P.O. BOX 1899,,NORTH EASTHAM,MA,2651,JANE NICHOLS BISHOP,WEST DENNIS,MA,321.137-010,HOUSEKEEPER,3.0,3,9.69,HR,9.69,HR
147,C-10055-49470,2010-03-01,2010-02-24,CERTIFIED,H-2B,MA,2010-04-15,2010-10-30,JEROPE INC DBA ARNOLD'S LOBSTER AND CLAM BAR,PO BOX 1568,,N. EASTHAM,MA,2651,"KENDRA S. KEMBEL, ESQ.",MECHANICSBURG,PA,313.361-014,COOK,3.0,3,10.55,HR,10.55,HR
148,C-10011-48630,2010-01-20,2010-01-04,CERTIFIED,H-2B,MA,2010-04-01,2010-12-31,"BADDOC'S, INC. DBA MONTANO'S RESTAURANT",P.O. BOX 718,481 ROUTE 6,NORTH TRURO,MA,2652,"MARK D. CARCHIDI / ANTIOCH ASSOCIATES USA II, INC.",YARMOUTH PORT,MA,319.484-010,"FOOD ASSEMBLER, KITCHEN",8.0,8,8.9,HR,8.9,HR
149,C-10020-48901,2010-01-26,2010-01-20,CERTIFIED,H-2B,MA,2010-04-20,2010-11-30,"TOP MAST MOTEL , INC",PO BOX 44,217 SHORE RD.,NORTH TRURO,MA,2652,JANE N. BISHOP,WEST DENNIS,MA,321.137-010,HOUSEKEEPER,7.0,7,9.69,HR,9.69,HR
150,C-09334-47427,2009-12-09,2009-11-30,CERTIFIED,H-2B,MA,2010-03-13,2010-12-15,CAPE COD LOBSTER CLAW INC.,42 ROUTE 6A,,ORLEANS,MA,2653,EDWARD WHITE,BOSTON,MA,318.687-010,KITCHEN HELPER,9.0,9,9.0,HR,9.0,HR
151,C-09352-47759,2009-12-23,2009-12-16,CERTIFIED,H-2B,MA,2010-04-01,2010-12-15,CAPE COD LOBSTER CLAW INC.,42 ROUTE 6A,,ORLEANS,MA,2653,LAW OFC EDW R WHITE PC,BOSTON,MA,318.687-010,KITCHEN HELPER,7.0,7,9.0,HR,9.0,HR
152,C-10020-48903,2010-01-26,2010-01-20,PARTIAL CERTIFIED,H-2B,MA,2010-04-25,2010-11-01,GOOD SEA INC DBA CAPT'N ELMERS RESTAURANT,PO BOX 177,18 OLD COLONY WAY,ORLEANS,MA,2653,JANE N. BISHOP,WEST DENNIS,MA,313.361-014,COOK,5.0,4,10.55,HR,10.55,HR
153,C-10042-49307,2010-02-17,2010-02-11,CERTIFIED,H-2B,MA,2010-04-15,2010-11-15,SAI SRADHA CORP DBA SKAKET BEACH MOTEL,203 ROUTE 6A,,ORLEANS,MA,2653,JANE NICHOLS BISHOP,WEST DENNIS,MA,321.137-010,HOUSEKEEPER,4.0,4,9.69,HR,9.69,HR
154,C-10032-49142,2010-03-11,2010-02-01,DENIED,H-2B,MA,2010-03-15,2010-12-15,SAI SRADHA CORP DBA SKAKET BEACH MOTEL,203 CRANBERRY HWY,,ORLEANS,MA,2653,,,,321.137-010,HOUSEKEEPER,18.0,0,9.69,HR,9.0,HR
