,CASE_NUMBER,RECENT_DECISION_DATE,NPC_SUBMITTED_DATE,CASE_STATUS,VISA_CLASS,ALIEN_WORK_STATE,CERTIFICATION_BEGIN_DATE,CERTIFICATION_END_DATE,EMPLOYER_NAME,EMPLOYER_ADDRESS1,EMPLOYER_ADDRESS2,EMPLOYER_CITY,EMPLOYER_STATE,EMPLOYER_POSTAL_CODE,LAWFIRM_NAME,AGENT_ATTORNEY_NAME,AGENT_ATTORNEY_CITY,AGENT_ATTORNEY_STATE,SOC_CODE,SOC_NAME,JOB_TITLE,NBR_WORKERS_CERTIFIED,PREVIALING_WAGE,PW_UNIT_OF_PAY,BASIC_RATE_OF_PAY,BASIC_UNIT_OF_PAY
73,H-400-13189-880511,2014-01-09,2013-12-07,Certification,H-2B,KY,2014-03-01,2014-12-30,"Gustavo's Mexican Grill, LLC","6402 Westwind Way, Suite #1",,Crestwood,KY,40014,"CONLEY LAW GROUP, PLLC",Laura BUCKLEY,LEXINGTON,KY,35-3021,"Combined Food Preparation and Serving Workers,",Combined Food Preparation and Serving Workers,10,8.28,Hour,8.28,Hour
74,H-400-13189-065179,2013-11-29,2013-11-01,Denied,H-2B,KY,2014-02-01,2014-11-30,"Swartz Mowing, Inc.",87 Elk Lick Road,,Olympia,KY,40358,"CONLEY LAW GROUP, PLLC",Laura BUCKLEY,LEXINGTON,KY,37-3011,Landscaping and Groundskeeping Workers,Groundskeeping Helper,0,9.81,Hour,9.81,Hour
75,H-400-13189-887490,2013-12-13,2013-11-15,Certification,H-2B,KY,2014-02-01,2014-11-30,Greenbrier Golf & Country Club,2179 Bahama Road,,Lexington,KY,40509,"CONLEY LAW GROUP, PLLC",Laura BUCKLEY,LEXINGTON,KY,37-3011,Landscaping and Groundskeeping Workers,Recreation Attendant,2,11.48,Hour,11.48,Hour
76,H-400-13239-965904,2013-10-25,2013-09-07,Denied,H-2B,NY,2013-10-15,2014-10-14,Yevgeniya Gutina,155 East 72nd Street,3D,New York,NY,10021,SOPHIA SOLOVYOVA,SOPHIA SOLOVYOVA,BROOKLYN,NY,39-9011,Childcare Workers,Nanny,0,12.35,Hour,12.35,Hour
77,H-400-13220-042161,2013-11-25,2013-10-30,Certification Expired,H-2B,CA,2013-12-15,2014-05-05,"Euro Snack, Inc.","PO Box 1150, Carnelian Bay, CA 96140","Village at Northstar, 3001 Northstar Dr",Truckee,CA,96161,"CATHERINE R. HENIN-CLARK, PA",CATHERINE HENIN-CLARK,WINTER PARK,FL,35-3022,"Counter Attendants, Cafeteria, Food Concession,",Food Concession Attendants,10,10.22,Hour,10.22,Hour
78,H-400-13189-282836,2013-12-09,2013-11-13,Certification,H-2B,KY,2014-02-01,2014-11-30,Rose Hill Farm,2675 Rice Road,,Lexington,KY,40510,"CONLEY LAW GROUP, PLLC",Laura BUCKLEY,LEXINGTON,KY,39-2021,Nonfarm Animal Caretakers,Off-site Stable Attendant,5,10.55,Hour,10.55,Hour
79,H-400-13226-323734,2013-10-22,2013-09-06,Denied,H-2B,IN,2013-10-01,2014-08-31,"POLY-WOOD, INC",1001 W BROOKLYN ST,,SYRACUSE,IN,46567,,,,,47-2111,Electricians,Temporary Maintenance Electrician,0,21.0,Hour,21.0,Hour
80,H-400-13218-052680,2013-11-21,2013-09-27,Denied,H-2B,OK,2013-10-01,2016-10-01,C & M Contractors LLC,37532 S. 4430 Rd.,,Vinita,OK,74301,PILKINGTON LAW FIRM,ANDREW MALONEY,TULSA,OK,11-9021,Construction Managers,Contractor Foreman,0,34.75,Hour,34.75,Hour
81,H-400-13211-115053,2013-10-29,2013-09-23,Certification,H-2B,RI,2013-10-29,2014-10-28,JAINE PEYSER FEIBELMAN,110 CONGDON STREET,,PROVIDENCE,RI,02906,"S. CHRISTOPHER STOWE, JR., ESQUIRE",S. CHRISTOPHER STOWE,WARWICK,RI,39-9021,Personal Care Aides,Personal Care Aide,1,10.92,Hour,10.92,Hour
82,H-400-13220-697346,2014-01-30,2014-01-09,Certification,H-2B,IN,2014-03-01,2014-12-31,"Acapulco II, Inc.",8480 High Pointe Dr.,,Newburgh,IN,47630,"CONLEY LAW GROUP, PLLC",Laura BUCKLEY,LEXINGTON,KY,35-3021,"Combined Food Preparation and Serving Workers,",Combined Food Preparation and Serving Workers,14,8.37,Hour,8.37,Hour
83,H-400-13316-735602,2013-11-26,2013-11-12,Certification,H-2B,TX,2014-01-30,2014-10-31,"KENJURA TILE, INC.",1004 NORTH PARK STREET,,BRENHAM,TX,77833,"THE FOWLER LAW FIRM, PC",DANIEL KOWALSKI,AUSTIN,TX,47-2044,Tile and Marble Setters,TILE SETTER,30,15.98,Hour,15.98,Hour
84,H-400-13316-214850,2013-11-26,2013-11-12,Certification,H-2B,TN,2014-02-04,2014-12-01,"TURF SPECIALTIES, INC.",2427 E. HWY 80,,MIDLAND,TX,79706,"THE FOWLER LAW FIRM, PC",DANIEL KOWALSKI,AUSTIN,TX,37-3011,Landscaping and Groundskeeping Workers,LANDSCAPE LABORER,25,12.19,Hour,12.19,Hour
85,H-400-13240-809358,2013-11-14,2013-10-31,Certification Expired,H-2B,AK,2014-01-01,2014-04-30,"ICICLE SEAFOODS, INC.",4019 21ST AVENUE W.,,SEATTLE,WA,98199,DAVIS WRIGHT TREMAINE LLP,RICHARD RAWSON,SEATTLE,WA,51-3092,Food Batchmakers,Fish Roe Technician,6,10.0,Hour,10.0,Hour
86,H-400-13316-898244,2013-11-26,2013-11-12,Partial Certification Expired,H-2B,AL,2013-12-26,2014-05-15,"Faith Forestry Services, Inc.",201 N. Galyean Rd.,,Corinth,MS,38834,Labor Consultants International,Stephen Ward,Coeur d'Alene,ID,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Nursery Worker,17,10.69,Hour,10.69,Hour
87,H-400-13353-834306,2014-01-07,2013-12-23,Certification,H-2B,TX,2014-02-01,2014-11-30,"FAZZONE CONSTRUCTION COMPANY, INC.",2008 Windy Terrace,,CEDAR PARK,TX,78613,ACTION VISA ASSISTANCE,DANIELLE CLARK,WYLIE,TX,47-2061,Construction Laborers,CONSTRUCTION LABORER,10,11.36,Hour,11.36,Hour
88,H-400-13220-095509,2014-02-04,2014-01-21,Certification,H-2B,LA,2014-02-04,2014-11-30,"Stall Racing, LLC",1905 W. Thomas St. D-361,,Hammond,LA,70401,"CONLEY LAW GROUP, PLLC",Laura BUCKLEY,LEXINGTON,KY,39-2021,Nonfarm Animal Caretakers,Groom,1,11.55,Hour,11.55,Hour
89,H-400-13171-750035,2013-11-29,2013-11-01,Denied,H-2B,KY,2014-02-01,2014-11-30,Bobby Cameron Stone Masonry,4911 Willailla Rd,,Brodhead,KY,40409,"CONLEY LAW GROUP, PLLC",Laura BUCKLEY,LEXINGTON,KY,47-3011,"Helpers--Brickmasons, Blockmasons, Stonemasons,",Construction Helper,0,14.47,Hour,14.47,Hour
90,H-400-13244-170250,2013-12-06,2013-11-12,Certification,H-2B,KY,2014-02-01,2014-11-30,"Colebrook Racing, LLC",917 Maywick Drive,,Lexington,KY,40504,"CONLEY LAW GROUP, PLLC",Laura BUCKLEY,LEXINGTON,KY,39-2021,Nonfarm Animal Caretakers,Horse Groom,4,10.55,Hour,10.55,Hour
91,H-400-13318-909064,2013-12-10,2013-11-26,Certification,H-2B,MO,2014-02-15,2014-11-15,Pro-Lawns Inc.,P. O. Box 577,,O'Fallon,MO,63366,"LAW OFFICES OF SUZANNE BROWN, P.C.",SARAH MOLINA,ST. LOUIS,MO,37-3011,Landscaping and Groundskeeping Workers,Laborer,10,12.15,Hour,12.15,Hour
92,H-400-13268-154743,2013-11-04,2013-09-25,Partial Certification Expired,H-2B,OK,2013-11-25,2014-07-31,MERTZ MANUFACTURING,1701 North Waverly,,Ponca City,OK,74602,USA Works,E. Gaither,Lake Park,GA,51-9198,Helpers--Production Workers,Welder Helper,36,10.39,Hour,10.39,Hour
93,H-400-13238-627967,2013-11-04,2013-10-21,Certification Expired,H-2B,AK,2014-01-07,2014-04-30,PREMIER PACIFIC SEAFOODS INC.,333 FIRST AVENUE WEST,,SEATTLE,WA,98119,DAVIS WRIGHT TREMAINE LLP,RICHARD RAWSON,SEATTLE,WA,51-3092,Food Batchmakers,Seafood Processing Technician (Surimi and Roe),4,10.0,Hour,10.0,Hour
94,H-400-13318-067026,2013-12-11,2013-11-14,Withdrawn,H-2B,LA,2014-02-10,2014-09-01,DEBARGE'S CRAWFISH,1807 ANDREWS STREET,,ALEXANDRIA,LA,71301,CAJUN VISA COMPANY INC,CHRISTY CARTAGINESE,LIVINGSTON,LA,35-2019,"Cooks, All Other",COOK'S SHORT ORDER,0,10.93,Hour,10.93,Hour
95,H-400-13318-536648,2014-03-24,2014-03-04,Denied,H-2B,TN,2014-04-21,2016-04-21,"SS GARGAGE & TRANSPORT, LLC",2900 MILL ROAD,,KNOXVILLE,TN,37924,,,,,49-3021,Automotive Body and Related Repairers,Automotive Body Repairer,0,21.94,Hour,21.94,Hour
96,H-400-13318-145952,2013-12-03,2013-11-19,Certification,H-2B,TX,2014-02-04,2014-12-01,"Texas EcoGrow, LLC",7801 N. Lamar,,Austin,TX,78752,"THE FOWLER LAW FIRM, PC",DANIEL KOWALSKI,AUSTIN,TX,37-3011,Landscaping and Groundskeeping Workers,Landscape Laborer,30,11.67,Hour,11.67,Hour
97,H-400-13318-609469,2014-01-09,2013-12-26,Partial Certification,H-2B,TX,2014-02-04,2014-12-01,"San Felipe Stone, Inc.",9301 Mitchell Bend Ct.,,Grandbury,TX,76048,"THE FOWLER LAW FIRM, PC",DANIEL KOWALSKI,AUSTIN,TX,47-5051,"Rock Splitters, Quarry",Laborer,29,14.56,Hour,14.56,Hour
98,H-400-13318-483205,2013-12-09,2013-11-15,Certification,H-2B,TX,2014-02-01,2014-11-30,"MOCI, LLC",2218 Crown Road,,Dallas,TX,75229,ACTION VISA ASSISTANCE,DANIELLE CLARK,WYLIE,TX,37-3011,Landscaping and Groundskeeping Workers,SOD REMOVER,4,11.13,Hour,11.13,Hour
99,H-400-13260-457116,2013-11-07,2013-09-25,Certification Expired,H-2B,NV,2013-11-07,2014-09-01,Marie Inc.,"1452 W. Horizon Ridge Pkwy., #534",,Henderson,NV,89012,"KUCK IMMIGRATION PARTNERS, LLC",BARBARA MELENDEZ,SALT LAKE CITY,UT,27-2012,Producers and Directors,Production Director/2nd Unit Segment Producer,1,35.99,Hour,35.99,Hour
100,H-400-13260-433469,2013-12-02,2013-11-03,Denied,H-2B,SC,2013-09-18,2014-04-30,"MUNOZ ENTERPRISES, LLC",124 OLD MILL ROAD,,GREENVILLE,SC,29607,DIVERSIFIED LABOR SOLUTIONS,LAURA CHAMPLIN,SALEM,SC,47-2141,"Painters, Construction and Maintenance",Painter,0,13.02,Hour,13.02,Hour
101,H-400-13261-898682,2013-10-29,2013-09-23,Certification Expired,H-2B,OK,2013-11-15,2014-04-01,"TULSA LOT SWEEPING, INC.",5809 S 107TH E AVE,,TULSA,OK,74146,,,,,37-3011,Landscaping and Groundskeeping Workers,SWEEPING AND SNOW LABORERS,15,9.55,Hour,9.55,Hour
102,H-400-13264-427367,2013-10-29,2013-09-21,Denied,H-2B,GA,2013-09-21,2014-07-31,PRECISION VINYL AND LEATHER,1346 10TH AVENUE,,COLUMBUS,GA,31901,,,,,51-6093,Upholsterers,Automotive Upholsterer,0,12.85,Hour,12.85,Hour
103,H-400-13345-742576,2013-12-26,2013-12-11,Partial Certification,H-2B,VA,2014-03-01,2014-12-15,"Windridge Landscape Company, Inc.",7150 Rockfish Valley Hwy,,Afton,VA,22920,WORKFORCE ADVANTAGE,FERNANDO SAENZ,MECHANICSVILLE,VA,37-3011,Landscaping and Groundskeeping Workers,LANDSCAPE LABORER,11,11.06,Hour,11.06,Hour
104,H-400-13246-358753,2014-04-17,2014-03-20,Denied,H-2B,MI,2014-04-01,2014-10-31,ALTERATIONS BY ROZI LLC,239 EAST SIBLEY ROAD,,HOWELL,MI,48843,,,,,51-6052,"Tailors, Dressmakers, and Custom Sewers",Seamtres/ Taylor,0,18.0,Hour,18.0,Hour
105,H-400-13318-008472,2013-12-11,2013-11-19,Certification,H-2B,SC,2014-03-01,2014-11-30,KIAWAH ISLAND INN COMPANY LLC,ONE SANCTUARY BEACH DRIVE,,KIAWAH ISLAND,SC,29455,,,,,35-2021,Food Preparation Workers,KITCHEN HELPER,14,9.61,Hour,9.61,Hour
106,H-400-13247-198380,2013-10-21,2013-09-09,Denied,H-2B,CO,2013-11-01,2014-05-01,STEAMBOAT SNOWMOBILE TOURS INC,P.O. BOX 882805,1151 WALTON CREEK ROAD,STEAMBOAT SPRINGS,CO,80488,,,,,39-7012,Travel Guides,Travel Guide,0,23.18,Hour,23.18,Hour
107,H-400-13266-926451,2013-10-21,2013-09-27,Certification Expired,H-2B,WY,2013-12-01,2014-09-30,Loomis Enterprises Inc,301 Madison Avenue,P.O. Box 1110,West Yellowstone,WY,59758,"másLabor H-2B, LLC",Elizabeth Whitley,Lovingston,VA,37-2012,Maids and Housekeeping Cleaners,Housekeepers,6,9.85,Hour,9.85,Hour
108,H-400-13266-527613,2013-10-30,2013-09-24,Denied,H-2B,HI,2013-10-01,2016-10-01,HAWAIIAN ACCESSORIES,96 NIUIKI CIRCLE,,HONOLULU,HI,96821,,,,,11-2022,Sales Managers,Retail Sales Manager,0,40000.0,Year,40000.0,Year
109,H-400-13260-037740,2013-10-29,2013-09-17,Partial Certification Expired,H-2B,GA,2013-11-18,2014-04-30,PUTNAM BROKERS,Route 2 Waterworks Road,POB 510,Sparta,GA,31087,USA Works,E. Gaither,Lake Park,GA,45-4011,Forest and Conservation Workers,Treeplanter,22,8.77,Hour,8.77,Hour
110,H-400-13260-008882,2013-10-22,2013-09-17,Certification,H-2B,NV,2013-12-14,2014-10-14,"Harveys Tahoe Management Company, Inc.",15 Hwy 50,,Stateline,NV,89449,Provatas & McNamara LLC,Rita Provatas,New London,CT,37-2012,Maids and Housekeeping Cleaners,Hotel Guest Room Attendant,60,11.01,Hour,11.01,Hour
111,H-400-13238-876264,2013-11-06,2013-10-23,Certification Expired,H-2B,AK,2014-01-04,2014-05-10,"WESTWARD SEAFOODS, INC.",2101 FOURTH AVENUE,SUITE 1700,SEATTLE,WA,98121-2377,Davis Wright Tremaine LLP,Richard Rawson,Seattle,WA,51-3092,Food Batchmakers,Seafood Processing Technician (Surimi and Roe),15,10.0,Hour,10.0,Hour
112,H-400-13238-631880,2013-11-05,2013-10-22,Certification Expired,H-2B,AK,2014-01-10,2014-06-30,"WESTWARD SEAFOODS, INC.",2101 FOURTH AVENUE,SUITE 1700,SEATTLE,WA,98121-2377,Davis Wright Tremaine LLP,Richard Rawson,Seattle,WA,51-3092,Food Batchmakers,Seafood Processing Technician (Surimi and Roe),3,10.0,Hour,10.0,Hour
113,H-400-13266-384446,2013-10-29,2013-09-23,Partial Certification Expired,H-2B,NC,2013-10-29,2014-08-15,Seashore Builders Inc,(Physical) 208 Nelson Park Road,"(Mailing) 5930 NC Highway 50 Maple Hill , NC 28454",Maple Hill,NC,28454,USAMEX Ltd Co.,David Donaldson,Bald Knob,AR,47-3012,Helpers--Carpenters,Carpenter Helper,37,11.79,Hour,11.79,Hour
114,H-400-13234-564976,2013-10-18,2013-09-16,Partial Certification Expired,H-2B,TX,2013-11-01,2014-04-30,"All Regions Services, Inc.",1410 Sligo Rd,"P.O. Box 8070, Bossier City, LA 71113",Bossier City,LA,71112,"AGWORKS H2, LLC",PATRICIA HALL,LAKE PARK,GA,45-4011,Forest and Conservation Workers,Tree Planters,57,9.68,Hour,9.68,Hour
115,H-400-13246-832867,2013-10-18,2013-09-23,Certification Expired,H-2B,FL,2013-10-18,2014-05-31,"Fountains Country Club, Inc.",4476 Fountains Drive,,Lake Worth,FL,33467,AKERMAN SENTERFITT,MICHAEL BENCHETRIT,MIAMI,FL,35-3041,"Food Servers, Nonrestaurant",Server,10,12.0,Hour,12.0,Hour
116,H-400-13233-251041,2013-12-05,2013-11-15,Certification,H-2B,KY,2014-02-01,2014-11-30,Stan Marcum & Associates,"101 South Hanover Ave., Apt 9F",,Lexington,KY,40502,"CONLEY LAW GROUP, PLLC",Laura BUCKLEY,LEXINGTON,KY,49-9071,"Maintenance and Repair Workers, General",General Laborer,3,16.31,Hour,16.31,Hour
117,H-400-13267-460179,2013-10-18,2013-09-24,Certification Expired,H-2B,ND,2013-10-18,2014-04-30,Center Coal,2350 35th Ave SW,PO Box 820,Dickinson,ND,58530,SOUTHERN IMPACT,LESLI DOWNS,SAND SPRINGS,OK,53-3032,Heavy and Tractor-Trailer Truck Drivers,"Truck Drivers, Heavy and Tractor-Trailer",6,20.63,Hour,20.63,Hour
118,H-400-13243-730906,2014-04-17,2014-03-25,Denied,H-2B,MN,2014-05-01,2015-02-01,Ann Bridget Makena-Daggett,134 Whispering Pine Lane,,Hastings,MN,55033,"AMEGASHIE LAW OFFICE, LTD",KWAO AMEGASHIE,MINNEAPOLIS,MN,39-9011,Childcare Workers,Nanny,0,10.39,Hour,10.39,Hour
119,H-400-13239-800962,2013-11-13,2013-10-30,Certification Expired,H-2B,AK,2014-01-15,2014-04-30,"NIPPON SUISAN (U.S.A.), INC.",15400 N.E. 90TH STREET,SUITE 100,REDMOND,WA,98052-3507,DAVIS WRIGHT TREMAINE LLP,RICHARD RAWSON,SEATTLE,WA,51-3092,Food Batchmakers,Seafood Processing Technician (Roe),7,10.0,Hour,10.0,Hour
120,H-400-13244-291101,2014-03-14,2014-02-28,Certification,H-2B,KY,2014-04-01,2014-11-30,"Maker Stable, LLC",1200 Envoy Circle,,Louisville,KY,40209,"CONLEY LAW GROUP, PLLC",Laura BUCKLEY,LEXINGTON,KY,39-2021,Nonfarm Animal Caretakers,Groom,17,10.97,Hour,10.97,Hour
121,H-400-13267-269438,2013-10-30,2013-09-24,Partial Certification Expired,H-2B,MS,2013-11-25,2014-09-15,NAIL FORESTRY SERVICES,733-B Highway 6 East,,Oxford,MS,38655,USA Works,E. Gaither,Lake Park,GA,45-4011,Forest and Conservation Workers,Treeplanter,52,10.55,Hour,10.55,Hour
122,H-400-13267-958932,2013-10-23,2013-09-24,Certification Expired,H-2B,CO,2013-12-01,2014-04-21,EAST WEST RESORTS,PO BOX 9690,15 HIGHLANDS LANE,AVON,CO,81620,"VISAWISE, LLC.",VERITY EISENMAN,EAGLE,CO,37-2012,Maids and Housekeeping Cleaners,HOUSEKEEPER,36,12.51,Hour,12.51,Hour
123,H-400-13267-018321,2013-10-21,2013-09-24,Certification Expired,H-2B,GA,2013-11-05,2014-06-30,"Swift Straw II, LLC","2255 Cumberland Parkway, #1700",2nd Floor,Atlanta,GA,30339,Labor Consultants International,Nicole Ward,Coeur d'Alene,ID,37-3011,Landscaping and Groundskeeping Workers,Grounds Keepers,26,11.84,Hour,11.84,Hour
124,H-400-13260-512730,2013-10-18,2013-09-17,Certification Expired,H-2B,CO,2013-11-24,2014-04-06,"TSG Ski and Golf, LLC",565 Mountain Village Blvd.,,Telluride,CO,81435,,,,,25-3021,Self-Enrichment Education Teachers,"Ski/Snowboard Instructor, Level II Certified",2,18.24,Hour,18.24,Hour
125,H-400-13330-706061,2013-12-17,2013-12-03,Certification,H-2B,TN,2014-02-15,2014-12-15,BenHaven Stables LLC,4562 Kingston Highway,,Lenoir City,TN,37771,"WILLIAM VELIE, ATTORNEY AT LAW, PLLC",Craig McDougal,NORMAN,OK,39-2021,Nonfarm Animal Caretakers,Horse Groom,1,8.87,Hour,8.87,Hour
126,H-400-14036-687637,2014-02-26,2014-02-05,Certification,H-2B,NC,2014-03-01,2014-12-13,Munie Greencare Professionals - NC,266 Squier Ave.,"Corp. mailing: 1000 Milburn Sch. Rd., Caseyville IL 62232",Goldsboro,NC,27534,"másLabor H-2B, LLC",Elizabeth Whitley,Lovingston,VA,37-3011,Landscaping and Groundskeeping Workers,Landscape Laborer,6,8.48,Hour,8.48,Hour
127,H-400-13318-677136,2013-12-03,2013-11-19,Partial Certification,H-2B,SC,2014-03-01,2014-11-30,KIAWAH ISLAND INN COMPANY LLC,ONE SANCTUARY BEACH DRIVE,,KIAWAH ISLAND,SC,29455,,N/A N/A,,,39-6011,Baggage Porters and Bellhops,BELLPERSON,9,8.51,Hour,8.51,Hour
128,H-400-13318-218023,2013-12-03,2013-11-19,Certification,H-2B,SC,2014-03-01,2014-11-30,KIAWAH ISLAND INN COMPANY LLC,ONE SANCTUARY BEACH DRIVE,,KIAWAH ISLAND,SC,29455,,,,,39-3091,Amusement and Recreation Attendants,CABANA ATTENDANT,22,9.56,Hour,9.56,Hour
129,H-400-13266-924755,2013-10-29,2013-09-23,Partial Certification Expired,H-2B,NC,2013-10-29,2014-08-15,Seashore Builders Inc,(Physical) 208 Nelson Park Road,"(Mailing) 5930 NC Hgihway 50 Maple Hills, NC 28454",Maple Hill,NC,28454,USAMEX Ltd Co.,David Donaldson,Bald Knob,AR,47-2031,Carpenters,Carpenter,19,18.1,Hour,18.1,Hour
130,H-400-13302-316182,2013-11-12,2013-10-29,Certification,H-2B,TX,2014-02-04,2014-12-01,"PERFECT CUTS OF AUSTIN, LLC",1209 W. ANDERSON LANE,,AUSTIN,TX,78757,THE FOWLER LAW FIRM PC,DANIEL KOWALSKI,AUSTIN,TX,37-3011,Landscaping and Groundskeeping Workers,LANDSCAPE LABORER,40,11.67,Hour,11.67,Hour
131,H-400-13318-533284,2013-11-27,2013-11-14,Certification,H-2B,LA,2014-02-15,2014-12-15,"Cemetery Services, Inc.",2280 West 21st. Ave.,,Covington,LA,70433,"AMIGOS LABOR SOLUTIONS, INC.",Robert Wingfield,DALLAS,TX,37-3011,Landscaping and Groundskeeping Workers,Landscape Laborer,8,9.06,Hour,9.06,Hour
132,H-400-13318-769422,2013-11-27,2013-11-14,Certification,H-2B,LA,2014-02-01,2014-11-30,"Landscape Management Services, Inc.",5005 Cobra Rd.,,Lake Charles,LA,70605,"Amigos Labor Solutions, Inc.",Robert Wingfield,Dallas,TX,37-3011,Landscaping and Groundskeeping Workers,Landscape Laborer,24,8.12,Hour,8.12,Hour
133,H-400-13237-877426,2013-11-27,2013-11-15,Certification,H-2B,KY,2014-02-01,2014-11-30,"Nature's Way, Inc.",1412 Production Drive,,Burlington,KY,41005,"CONLEY LAW GROUP, PLLC",Laura BUCKLEY,LEXINGTON,KY,37-3011,Landscaping and Groundskeeping Workers,Groundskeeping Helper,10,12.23,Hour,12.23,Hour
134,H-400-13238-590859,2014-02-06,2014-01-07,Denied,H-2B,FL,2014-02-24,2015-02-24,MOBILE MASTERS INC,6929 Big Bend Drive,,SAINT CLOUD,FL,34771,,,,,49-3023,Automotive Service Technicians and Mechanics,Mechanical Technician,0,25000.0,Year,25000.0,Year
135,H-400-13268-852308,2013-10-22,2013-09-30,Certification Expired,H-2B,OK,2013-10-22,2013-12-31,Lynn Chleborad Racing,Rt 4 Box 2280,,Stillwell,OK,74960,"WILLIAM VELIE, ATTORNEY AT LAW, PLLC",WILLIAM VELIE,NORMAN,OK,39-2021,Nonfarm Animal Caretakers,Race horse groom,10,10.14,Hour,10.14,Hour
136,H-400-13268-191050,2013-10-21,2013-09-25,Certification Expired,H-2B,CA,2013-11-01,2014-09-01,"Peninsula Equine, Inc.",100 Ansel Lane,,Menlo Park,CA,94028,Jackson Lewis LLP,Kevin Lashus,Austin,TX,31-9096,Veterinary Assistants and Laboratory Animal,Veterinary Assistant,1,22.9,Hour,22.9,Hour
137,H-400-14036-193953,2014-02-19,2014-02-05,Partial Certification,H-2B,NJ,2014-03-01,2014-12-01,"Perfect Touch Landscape, Inc.",270 Jessup Road,,West Deptford,NJ,08086,"másLabor H-2B, LLC",Elizabeth Whitley,Lovingston,VA,37-3011,Landscaping and Groundskeeping Workers,Landscape Laborer,13,9.97,Hour,9.97,Hour
138,H-400-13268-900299,2013-11-04,2013-09-26,Certification Expired,H-2B,NH,2013-11-04,2014-07-01,"MASS PREMIER SOCCER IN NEW HAMPSHIRE, LLC.",68 TECHNOLOGY DRIVE,,BEDFORD,NH,03110,VARTANIAN & VARTANIAN LLP.,GREGORY VARTANIAN,BOSTON,MA,27-2022,Coaches and Scouts,Assistant Academy Coach,10,18.05,Hour,18.05,Hour
139,H-400-13269-056128,2013-10-21,2013-09-26,Certification,H-2B,MA,2014-01-01,2014-10-31,BERGIES SEAFOOD INC.,8 HASSEY ST,,NEW BEDFORD,MA,02740,"DATA PROCESSING SPECIALISTS, INC.",LINDA PEREZ,BROWNSVILLE,TX,51-9198,Helpers--Production Workers,HELPER-PRODUCTION WORKER,5,12.49,Hour,12.49,Hour
140,H-400-13247-922124,2013-10-21,2013-09-12,Certification Expired,H-2B,AZ,2013-10-21,2013-12-15,Sharp Drywall Inc.,445 N Austin Dr.,,Chandler,AZ,85226,FOREMEN INC,IRIS JUAREZ,LAVEEN,AZ,51-9198,Helpers--Production Workers,General Laborer,20,11.29,Hour,11.29,Hour
141,H-400-13240-620346,2013-11-14,2013-10-31,Certification Expired,H-2B,AK,2014-01-01,2014-05-20,"ICICLE SEAFOODS, INC.",4019 21ST AVENUE W.,,SEATTLE,WA,98199,DAVIS WRIGHT TREMAINE LLP,RICHARD RAWSON,SEATTLE,WA,51-3092,Food Batchmakers,Fish Roe Technician,2,16.2,Hour,16.2,Hour
142,H-400-13263-455197,2013-10-21,2013-09-24,Certification Expired,H-2B,AK,2014-01-03,2014-05-18,TRIDENT SEAFOODS CORPORATION,5303 SHILSHOLE AVENUE NW,,SEATTLE,WA,98107-4000,LAW OFFICES OF JACQUELINE A. WOOD,JACQUELINE WOOD,BAINBRIDGE ISLAND,WA,51-9032,"Cutting and Slicing Machine Setters, Operators,",Baader Technician,5,22.25,Hour,22.25,Hour
143,H-400-13263-536992,2013-10-18,2013-09-24,Certification Expired,H-2B,AK,2014-01-10,2014-04-30,TRIDENT SEAFOODS CORPORATION,5303 SHILSHOLE AVENUE NW,,SEATTLE,WA,98107-4000,LAW OFFICES OF JACQUELINE A. WOOD,JACQUELINE WOOD,BAINBRIDGE ISLAND,WA,51-3092,Food Batchmakers,Pollock Roe Technician,2,19.6,Hour,19.6,Hour
144,H-400-13263-205308,2013-10-18,2013-09-20,Partial Certification Expired,H-2B,AL,2013-10-18,2014-05-01,"Ruby & Steven Swett, LLC",4703 Berkshire Road,,Saint James City,FL,33956,Labor Consultants International,Stephen Ward,Coeur d'Alene,ID,45-4011,Forest and Conservation Workers,Tree Planter,28,10.58,Hour,10.58,Hour
145,H-400-13350-761744,2013-12-27,2013-12-16,Certification,H-2B,TX,2014-02-20,2014-12-20,The ALG Corp,528 N. Cowan Ave.,,Lewisville,TX,75057,ACTION VISA ASSISTANCE,DANIELLE CLARK,WYLIE,TX,37-3011,Landscaping and Groundskeeping Workers,LANDSCAPE LABORER,6,9.35,Hour,9.35,Hour
146,H-400-13259-493324,2013-10-22,2013-09-16,Denied,H-2B,PA,2013-10-01,2015-10-01,DOUBLE TREE PITTSBURGH AIRPORT,8402 UNIVERSITY BOULEVARD,,MOON TOWNSHIP,PA,15108,,,,,,,STEWARD/COOK,0,8.0,Hour,8.0,Hour
147,H-400-13259-320124,2013-10-18,2013-09-17,Certification Expired,H-2B,VA,2014-01-01,2014-06-04,"Bonums Oyster Company, Inc.","1336 Bonums Rd., Kinsale, VA 22488",P.O. Box 117,Hague,VA,22469,The Labor Company LLC,Evelyn Wright,Amherst,VA,51-3022,"Meat, Poultry, and Fish Cutters and Trimmers",Oyster Shuckers,25,7.33,Hour,7.33,Hour
