,CASE_NO,DECISION_DATE,NPC_SUBMITTED_DATE,CASE_STATUS,ALIEN_WORK_STATE,CERTIFICATION_BEGIN_DATE,CERTIFICATION_END_DATE,EMPLOYER_NAME,EMPLOYER_ADDRESS1,EMPLOYER_ADDRESS2,EMPLOYER_CITY,EMPLOYER_STATE,EMPLOYER_POSTAL_CODE,AGENT_ATTORNEY_NAME,AGENT_ATTORNEY_ADDRESS,AGENT_ATTORNEY_CITY,AGENT_ATTORNEY_STATE,JOB_TITLE,NBR_WORKERS_CERTIFIED,PREVAILING_WAGE,PW_UNIT_OF_PAY,BASIC_RATE_OF_PAY,BASIC_UNIT_OF_PAY
69,C-08196-38406,2008-10-27 16:45:38,2008-07-14 00:00:00,DENIED,CT,2008-10-01 00:00:00,2009-09-30 00:00:00,REMEDIOS GATCHALIAN,60 GREENFIELD ROAD,,STAMFORD,CT,6906,"TEPLEN & ASSOCIATES, PLLC",350 FIFTH AVENUE,NEW YORK,NY,HOME HEALTH TECHNICIAN,0,11.13,HR,12.0,HR
70,C-08197-38410,2008-10-01 07:49:36,2008-07-14 00:00:00,DENIED,TX,2008-10-01 00:00:00,2009-07-31 00:00:00,"OUTSOURCING USA, INC.","4900 WOODWAY DRIVE, SUITE 1225",,HOUSTON,TX,77056,KELLY D. COBB,"QUAN, BURDETTE & PEREZ, P.C.",HOUSTON,TX,WELDER FITTER,0,16.3,HR,18.23,HR
71,C-08197-38429,2008-10-24 17:09:17,2008-07-11 00:00:00,DENIED,LA,2008-10-01 00:00:00,2009-06-30 00:00:00,GLOBAL TURNAROUND SERVICES,101 C 1 OLD UNDERWOOD ROAD,,LA PORTE,TX,77571,MARGARET MACGREGOR,BERRY APPLEMAN & LEIDEN LLP,DALLAS,TX,"WELDER, COMBINATION",0,21.95,HR,19.18,HR
72,C-08197-38448,2008-10-23 11:56:35,2008-07-15 00:00:00,DENIED,TX,2008-10-01 00:00:00,2009-05-15 00:00:00,J.L. CRUZ BOATS,P.O. BOX 471,,PORT LAVACA,TX,77979,CONNIE L. CHAVEZ -- CLC LABOR SERVICES,24885 FM 1847,RIO HONDO,TX,"DECKHAND, FISHING VESSEL",0,8.43,HR,8.43,HR
73,C-08197-38449,2008-10-24 10:08:45,2008-07-14 00:00:00,DENIED,FL,2008-10-01 00:00:00,2009-07-30 00:00:00,JV ASSOCIATES DBA FOUR SEASONS RESORT PALM BEACH,2800 SOUTH OCEAN BLVD,,PALM BEACH,FL,33480,MALCOLM SEHEULT,15210 WATERLINE ROAD,BRADENTON,FL,KITCHEN HELPER,0,6.92,HR,8.85,HR
74,C-08197-38455,2008-10-24 17:07:52,2008-07-15 00:00:00,DENIED,FL,2008-10-01 00:00:00,2009-07-30 00:00:00,FLORIDA CONRAD INTERNATIONAL CORP DBA CONRAD MIAMI,1395 BRICKELL AVENUE,,MIAMI,FL,33131,MALCOLM SEHEULT,15210 WATERLINE ROAD,BRADENTON,FL,HOTEL CLERK,0,7.76,HR,11.0,HR
75,C-08197-38460,2008-10-09 10:00:55,2008-07-15 00:00:00,DENIED,TX,2008-10-01 00:00:00,2009-08-01 00:00:00,MILLMAC CORPORATION,"3700 NW 124TH AVENUE, SUITE 102",,CORAL SPRINGS,FL,33065,"IMMIGRATION LAW GROUP, LLC., JAMES O'KEEFE",57 EXCHANGE STREET,PORTLAND,ME,"WELDER, COMBINATION",0,11.32,HR,11.32,HR
76,C-08197-38462,2008-10-29 10:35:30,2008-07-15 00:00:00,DENIED,GA,2008-10-01 00:00:00,2009-09-30 00:00:00,"PIC ENERGY SERVICES, INC.",1165 NORTHCHASE PARKWAY,4TH FLOOR,MARIETTA,GA,30067,"HON-VINH DOUNG, ESQ.",TROUTMAN SANDERS LLP,ATLANTA,GA,WELDER FITTER,0,16.21,HR,16.21,HR
77,C-08197-38465,2008-10-24 17:09:33,2008-07-15 00:00:00,DENIED,FL,2008-10-01 00:00:00,2009-07-30 00:00:00,FLORIDA CONRAD INTERNATIONAL CORP DBA CONRAD MIAMI,1395 BRICKELL AVENUE,,MIAMI,FL,33131,MALCOLM SEHEULT,15210 WATERLINE ROAD,BRADENTON,FL,COOK,0,8.42,HR,11.0,HR
78,C-08197-38467,2008-10-24 17:10:50,2008-07-15 00:00:00,DENIED,FL,2008-10-01 00:00:00,2009-07-30 00:00:00,FLORIDA CONRAD INTERNATIONAL CORP DBA CONRAD MIAMI,1395 BRICKELL AVENUE,,MIAMI,FL,33131,MALCOLM SEHEULT,15210 WATERLINE ROAD,BRADENTON,FL,WAITER/WAITRESS,0,6.84,HR,7.5,HR
79,C-08197-38470,2008-10-24 17:11:54,2008-07-15 00:00:00,DENIED,FL,2008-10-01 00:00:00,2009-07-30 00:00:00,FLORIDA CONRAD INTERNATIONAL CORP DBA CONRAD MIAMI,1395 BRICKELL AVENUE,,MIAMI,FL,33131,MALCOLM SEHEULT,15210 WATERLINE ROAD,BRADENTON,FL,KITCHEN HELPER,0,6.75,HR,9.0,HR
80,C-08197-38472,2008-10-29 10:28:41,2008-07-15 00:00:00,DENIED,GA,2008-10-01 00:00:00,2009-09-30 00:00:00,"PIC ENERGY SERVICES, INC.","1165 NORTHCHASE PARKWAY, 4TH FLOOR",,MARIETTA,GA,30067,"HON-VINH DUONG, ESQ.",TROUTMAN SANDERS LLP,ATLANTA,GA,BOILERMAKER I,0,24.01,HR,24.01,HR
81,C-08197-38488,2008-10-02 09:30:24,2008-07-15 00:00:00,DENIED,TX,2008-10-01 00:00:00,2009-07-31 00:00:00,AMTEX GENERAL CONTRACTOR LLC.,2006 JACKSON RD,,PHARR,TX,78577,PRO SERVICES / BELINDA RODRIGUEZ,"6326 SOVEREIGN,",SAN ANTONIO,TX,WELDER FITTER,0,8.51,HR,9.36,HR
82,C-08197-38489,2008-10-02 09:40:03,2008-07-15 00:00:00,DENIED,TX,2008-10-01 00:00:00,2009-07-31 00:00:00,AMTEX GENERAL CONTRACTOR LLC.,2006 JACKSON RD,,PHARR,TX,78577,PRO SERVICES / BELINDA RODRIGUEZ,"6326 SOVEREIGN,",SAN ANTONIO,TX,PIPE FITTER,0,10.19,HR,10.19,HR
83,C-08198-38501,2008-11-19 13:09:16,2008-07-15 00:00:00,CERTIFIED,FL,2008-10-01 00:00:00,2009-07-31 00:00:00,"COMMERCIAL CONCRETE SYSTEMS, INC.",6220 TAYLOR ROAD NUMBER 101,,NAPLES,FL,34109,TEXAS STAFFING RESOURCES,2101 VAN HORN,CEDARPARK,TX,CONSTRUCTION WORKER I,150,8.92,HR,8.92,HR
84,C-08198-38504,2008-10-31 09:13:12,2008-07-15 00:00:00,DENIED,FL,2008-10-01 00:00:00,2009-05-31 00:00:00,SAN  VILLA SHIP MANAGEMENT COMPANY,2425 NW 32 AVE 2ND FLOOR SUITE #2,,MIAMI,FL,33172,OSCAR LEVIN,"GREENBERG TRAURIG, P.A.",MIAMI,FL,WELDER FITTER,0,11.18,HR,13.39,HR
85,C-08198-38505,2008-10-03 15:36:49,2008-07-14 00:00:00,CERTIFIED,AZ,2008-10-01 00:00:00,2009-06-30 00:00:00,"FS SCOTTSDALE EMPLOYMENT, INC. DBA FOUR SEASONS RE",10600 E. CRESENT MOON DR.,,SCOTTSDALE,AZ,85262,"JOHN MCNAMARA, ATTORNEY AT LAW, MCNAMARA FIRM L.P.","1221 SOUTH MOPAC EXPWY., STE. 100",AUSTIN,TX,KITCHEN HELPER,7,6.9,HR,9.0,HR
86,C-08198-38506,2008-10-24 17:13:11,2008-07-15 00:00:00,DENIED,FL,2008-10-01 00:00:00,2009-07-30 00:00:00,FLORIDA CONRAD INTERNATIONAL CORP DBA CONRAD MIAMI,1395 BRICKELL AVENUE,,MIAMI,FL,33131,MALCOLM SEHEULT,15210 WATERLINE ROAD,BRADENTON,FL,HOUSECLEANER,0,,,,
87,C-08198-38560,2008-10-28 13:16:00,2008-07-16 00:00:00,DENIED,LA,2008-10-01 00:00:00,2009-08-01 00:00:00,CAJUN IRON WORKERS LLC,"106 9TH STREET, PORT FOURCHON",,GOLDEN MEADOW,LA,70357,LAW OFFICES OF MALVERN C. BURNETT / MALVERN C. BUR,1523 POLYMNIA STREET,NEW ORLEANS,LA,"WELDER, COMBINATION",0,14.01,HR,14.02,HR
88,C-08198-38562,2008-10-28 15:38:15,2008-07-16 00:00:00,DENIED,LA,2008-10-01 00:00:00,2009-08-01 00:00:00,CAJUN IRON WORKERS LLC,"106 9TH STREET, PORT FOURCHON",,GOLDEN MEADOW,LA,70357,LAW OFFICES OF MALVERN C. BURNETT / MALVERN C. BUR,1523 POLYMNIA STREET,NEW ORLEANS,LA,ELECTRICIAN,0,14.01,HR,14.01,HR
89,C-08199-38572,2008-10-29 14:10:57,2008-07-17 00:00:00,DENIED,TX,2008-10-01 00:00:00,2009-08-01 00:00:00,"LANDRO, INC.",2025 CENTRAL BLVD.,SUITE A,BROWNSVILLE,TX,78586,KELLY M. KOWIS,"THE KOWIS LAW FIRM, P.C.",HOUSTON,TX,WELDER FITTER,0,10.6,HR,10.6,HR
90,C-08199-38573,2008-10-28 13:45:37,2008-07-17 00:00:00,DENIED,LA,2008-10-01 00:00:00,2009-08-01 00:00:00,CAJUN IRON WORKERS LLC,"106 9TH STREET, PORT FOURCHON",,GOLDEN MEADOW,LA,70357,LAW OFFICES OF MALVERN C. BURNETT / MALVERN C. BUR,1523 POLYMNIA STREET,NEW ORLEANS,LA,SHIPFITTER,0,10.76,HR,10.76,HR
91,C-08199-38574,2008-10-24 16:47:42,2008-07-17 00:00:00,DENIED,LA,2008-10-01 00:00:00,2009-07-31 00:00:00,"DIRECT WORKFORCE, INC.",320 PROGRESSIVE BLVD.,,HOUMA,LA,70360,BETH ANN BROYLES,"BROYLES LAW OFFICE, LTD.",EVANSTON,IL,WELDER FITTER,0,14.02,HR,15.5,HR
92,C-08199-38575,2008-10-08 10:17:37,2008-07-17 00:00:00,DENIED,TX,2008-10-01 00:00:00,2009-06-30 00:00:00,"GLOBAL TURNAROUND SERVICES, LLC",101 C1 OLD UNDERWOOD ROAD,,LA PORTE,TX,77571,MARGARET MACGREGOR,BERRY APPLEMAN & LEIDEN LLP,DALLAS,TX,"WELDER, COMBINATION",0,16.48,HR,18.0,HR
93,C-08199-38576,2008-10-08 10:23:52,2008-07-17 00:00:00,DENIED,TX,2008-10-01 00:00:00,2009-06-30 00:00:00,"GLOBAL TURNAROUND SERVICES, LLC",101 C1 OLD UNDERWOOD ROAD,,LA PORTE,TX,77571,MARGARET MACGREGOR,BERRY APPLEMAN & LEIDEN LLP,DALLAS,TX,"WELDER, COMBINATION",0,18.49,HR,18.49,HR
94,C-08199-38577,2008-10-28 14:38:05,2008-07-17 00:00:00,DENIED,LA,2008-10-01 00:00:00,2009-08-01 00:00:00,CAJUN IRON WORKERS LLC,"106 9TH STREET, PORT FOURCHON",,GOLDEN MEADOW,LA,70357,LAW OFFICES OF MALVERN C. BURNETT / MALVERN C. BUR,1523 POLYMNIA STREET,NEW ORLEANS,LA,FRONT END LOADER OPERATOR,0,8.62,HR,8.62,HR
95,C-08199-38578,2008-10-28 15:02:34,2008-07-17 00:00:00,DENIED,LA,2008-10-01 00:00:00,2009-08-01 00:00:00,CAJUN IRON WORKERS LLC,"106 9TH STREET, PORT FOURCHON",,GOLDEN MEADOW,LA,70357,LAW OFFICES OF MALVERN C. BURNETT / MALVERN C. BUR,1523 POLYMNIA STREET,NEW ORLEANS,LA,RIGGER,0,8.93,HR,8.93,HR
96,C-08199-38579,2008-10-28 13:19:03,2008-07-17 00:00:00,DENIED,LA,2008-10-01 00:00:00,2009-08-01 00:00:00,CAJUN IRON WORKERS LLC,"106 9TH STREET, PORT FOURCHON",,GOLDEN MEADOW,LA,70357,LAW OFFICES OF MALVERN C. BURNETT / MALVERN C. BUR,1523 POLYMNIA STREET,NEW ORLEANS,LA,PIPE FITTER,0,14.08,HR,14.08,HR
97,C-08200-38610,2008-10-28 14:06:35,2008-07-17 00:00:00,DENIED,LA,2008-10-01 00:00:00,2009-08-01 00:00:00,CAJUN IRON WORKERS LLC,106 9TH STREET,,PORT FOURCHON,LA,70357,LAW OFFICE OF MALVERN C. BURNETT,1523 POLYMNIA STREET,NEW ORLEANS,LA,TRACTOR CRANE OPERATOR,0,14.05,HR,14.05,HR
98,C-08203-38637,2008-10-09 11:46:37,2008-07-18 00:00:00,DENIED,TX,2008-10-01 00:00:00,2009-08-01 00:00:00,"LAMC, INC.",20000 S. HIGHWAY 48,,BROWNSVILLE,TX,78521,KELLY M. KOWIS,"THE KOWIS LAW FIRM, P.C.",HOUSTON,TX,WELDER FITTER,0,10.6,HR,10.6,HR
99,C-08203-38649,2008-10-09 10:54:57,2008-07-18 00:00:00,DENIED,TN,2008-10-01 00:00:00,2009-03-01 00:00:00,"OLIVE LEAF TRADING CO., INC.",815 PARKWAY,SUITE #1,GATLINBURG,TN,37738,"CHARLES M. TORRES, ESQ","CHARLES M. TORRES, ATTORNEY AT LAW",KNOXVILLE,TN,"DISPLAYER, MERCHANDISE",0,8.84,HR,8.84,HR
100,C-08203-38652,2008-10-24 16:54:06,2008-07-18 00:00:00,DENIED,TN,2008-10-01 00:00:00,2009-07-31 00:00:00,FAST TRACK SYSTEMS,1110 B. STUMP BLVD.,,GRETNA,LA,70053,,,,,PALLET ASSEMBLER,0,7.86,HR,7.86,HR
101,C-08203-38666,2008-10-06 14:53:19,2008-07-21 00:00:00,DENIED,TX,2008-10-01 00:00:00,2009-07-31 00:00:00,LAWN MAINTENANCE,900 BROKEN FEATHER TRAIL,NUMBER 225,PFLUGERVILLE,TX,78660,TEXAS STAFFING RESOURCES - ANGELA P. FAULK EXT. 10,1717 N IH 35 STE 130,ROUND ROCK,TX,"LABORER, LANDSCAPE",0,7.38,HR,7.38,HR
102,C-08203-38687,2008-10-06 11:09:02,2008-07-21 00:00:00,DENIED,KS,2008-10-01 00:00:00,2009-01-31 00:00:00,"NINE DEC, LLC",2111 E. BASELINE ROAD,SUITE F-10,TEMPE,AZ,85283,"BRANISLAV HRUZ, ESQ.",1900 SUPERIOR AVE.,CLEVELAND,OH,"SALESPERSON, COSMETICS AND TOILETRIES",0,6.61,HR,6.61,HR
103,C-08204-38703,2008-10-31 10:22:04,2008-07-21 00:00:00,DENIED,WY,2008-10-01 00:00:00,2009-09-30 00:00:00,"PIC ENERGY SERVICES, INC.",1165 NORTHCHASE PARKWAY,4TH FLOOR,MARIETTA,GA,30067,"HON-VINH DUONG, ESQ.",TROUTMAN SANDERS LLP,ATLANTA,GA,WELDER FITTER,0,17.1,HR,18.56,HR
104,C-08204-38704,2008-10-31 13:11:42,2008-07-21 00:00:00,DENIED,WY,2008-10-01 00:00:00,2009-09-30 00:00:00,"PIC ENERGY SERVICES, INC.",1165 NORTHCHASE PARKWAY,4TH FLOOR,MARIETTA,GA,30067,"HON-VINH DUONG, ESQ.",TROUTMAN SANDERS LLP,ATLANTA,GA,BOILERMAKER I,0,23.36,HR,27.2,HR
105,C-08204-38723,2008-10-03 10:25:27,2008-07-22 00:00:00,DENIED,IN,2008-10-01 00:00:00,2009-01-31 00:00:00,"LMD 4 FLORIDA, INC.","8501 BASH ST., STE. 1100",,INDIANAPOLIS,IN,46250,"BRANISLAV HRUZ, ESQ.",1900 SUPERIOR AVE.,CLEVELAND,OH,SALES CLERK,0,7.02,HR,7.02,HR
106,C-08204-38725,2008-10-06 09:37:59,2008-07-22 00:00:00,DENIED,LA,2008-08-15 00:00:00,2009-06-15 00:00:00,INTERNATIONAL WORKFORCE CONSULTANTS LLC,337 BROADWAY AVENUE,,SHRIEVER,LA,70395,LAW OFFICES OF MALVERN C. BURNETT / MALVERN C. BUR,1523 POLYMNIA STREET,NEW ORLEANS,LA,WELDER FITTER,0,15.85,HR,15.85,HR
107,C-08204-38732,2008-10-31 18:02:04,2008-07-22 00:00:00,DENIED,AL,2008-10-01 00:00:00,2009-07-31 00:00:00,"CC, INC.",858 BULTER DRIVE,,MOBILE,AL,36693,"MICHAEL M. SHABANI, ESQ.","SHABANI & ASSOCIATES, P.C.",BIRMINGHAM,AL,WELDER FITTER,0,17.65,HR,18.0,HR
108,C-08204-38742,2008-10-23 10:42:19,2008-07-22 00:00:00,DENIED,LA,2008-10-01 00:00:00,2009-08-01 00:00:00,NORTH AMERICAN SHIPBUILDING LLC,800 INDUSTRIAL PARK ROAD,HWY. 308,LAROSE,LA,70373,LAW OFFICES OF MALVERN C. BURNETT / MALVERN C. BUR,1523 POLYMNIA STREET,NEW ORLEANS,LA,"CARPENTER, SHIP",0,10.9,HR,10.9,HR
109,C-08204-38743,2008-10-23 09:59:01,2008-07-22 00:00:00,DENIED,LA,2008-10-01 00:00:00,2009-08-01 00:00:00,NORTH AMERICAN SHIPBUILDING LLC,"800 INDUSTRIAL PARK ROAD HWY .308,",,LAROSE,LA,70373,LAW OFFICES OF MALVERN C. BURNETT,MALVERN C. BURNETT,NEW ORLEANS,LA,PIPE FITTER,0,14.08,HR,14.08,HR
110,C-08204-38744,2008-10-09 10:45:16,2008-07-22 00:00:00,DENIED,TX,2008-10-01 00:00:00,2009-08-01 00:00:00,RSR PRIME HOLDINGS,5866 S. STAPLES,,CORPUS CHRISTI,TX,78413,MARC CERVANTES,4220 S. PADRE ISLAND DR.,CORPUS CHRISTI,TX,METAL FABRICATOR,0,15.43,HR,15.43,HR
111,C-08204-38747,2008-10-23 10:15:02,2008-07-22 00:00:00,DENIED,LA,2008-10-01 00:00:00,2009-08-01 00:00:00,NORTH AMERICAN SHIPBUILDING LLC,"800 INDUSTRIAL PARK ROAD, HWY. 308",,LAROSE,LA,70373,LAW OFFICES OF MALVERN C. BURNETT,MALVERN C. BURNETT,NEW ORLEANS,LA,"WELDER, COMBINATION",0,14.02,HR,14.02,HR
112,C-08204-38750,2008-10-31 18:10:46,2008-07-22 00:00:00,DENIED,AL,2008-08-01 00:00:00,2009-05-31 00:00:00,"CC, INC.",858 BULTER DRIVE,,MOBILE,AL,36693,"MICHAEL M. SHABANI, ESQ.","SHABANI & ASSOCIATES, P.C.",BIRMINGHAM,AL,WELDER FITTER,0,17.65,HR,18.0,HR
113,C-08204-38751,2008-10-14 14:13:20,2008-07-22 00:00:00,DENIED,NY,2008-10-01 00:00:00,2009-02-15 00:00:00,CHAUBELLA DESIGNS,2156 2ND AVE. #2A,,NEW YORK,NY,10029,SVETLANA SCHREIBER,1370 ONTARIO ST.,CLEVELAND,OH,SALES CLERK,0,7.59,HR,7.59,HR
114,C-08204-38753,2008-10-23 10:21:55,2008-07-22 00:00:00,DENIED,LA,2008-10-01 00:00:00,2009-08-01 00:00:00,NORTH AMERICAN SHIPBUILDING LLC,800 INDUSTRIAL PARK ROAD,HWY. 308,LAROSE,LA,70373,LAW OFFICES OF MALVERN C. BURNETT / MALVERN C. BUR,1523 POLYMNIA STREET,NEW ORLEANS,LA,SHIPFITTER,0,10.76,HR,10.76,HR
115,C-08204-38754,2008-10-23 10:28:50,2008-07-22 00:00:00,DENIED,LA,2008-10-01 00:00:00,2009-08-01 00:00:00,NORTH AMERICAN SHIPBUILDING LLC,800 INDUSTRIAL PARK ROAD,HWY. 308,LAROSE,LA,70373,LAW OFFICES OF MALVERN C. BURNETT / MALVERN C. BUR,1523 POLYMNIA STREET,NEW ORLEANS,LA,ELECTRICIAN,0,14.01,HR,14.01,HR
116,C-08205-38768,2008-10-03 12:54:33,2008-07-23 00:00:00,PARTIAL CERTIFIED,AR,2008-11-01 00:00:00,2009-06-01 00:00:00,"MENDIOLA FORESTRY SERVICE, LLC",P.O. BOX 69,5 CLOVERHILL DRIVE,WARREN,AR,71671,"AG WORKS, INC.",P.O.  BOX 580,LAKE PARK,GA,FOREST WORKER,80,8.76,HR,8.76,HR
117,C-08205-38769,2008-10-09 10:33:32,2008-07-23 00:00:00,DENIED,LA,2008-08-15 00:00:00,2009-06-15 00:00:00,INTERNATIONAL WORKFORCE CONSULTANTS LLC,337 BROADWAY AVENUE,,SHRIEVER,LA,70395,LAW OFFICES OF MALVERN C. BURNETT / MALVERN C. BUR,1523 POLYMNIA STREET,NEW ORLEANS,LA,"DECKHAND, FISHING VESSEL",0,8.21,HR,9.63,HR
118,C-08205-38770,2008-10-09 10:24:31,2008-07-23 00:00:00,DENIED,LA,2008-10-01 00:00:00,2009-06-30 00:00:00,GLOBAL TURNAROUND SERVICES,101 C 1 OLD UNDERWOOD ROAD,,LA PORTE,TX,77571,MARGARET MACGREGOR,BERRY APPLEMAN & LEIDEN LLP,DALLAS,TX,WELDER FITTER,0,15.08,HR,18.0,HR
119,C-08206-38772,2008-10-23 09:53:56,2008-07-24 00:00:00,DENIED,MD,2008-09-08 00:00:00,2009-09-05 00:00:00,AICHA N. ROBINSON,7437 VAN NOY LOOP,,FORT MEADE,MD,20755,,,,,CHILD MONITOR,0,9.07,HR,9.07,HR
120,C-08206-38773,2008-10-02 14:21:26,2008-07-24 00:00:00,DENIED,MD,2008-10-01 00:00:00,2009-09-30 00:00:00,LEMONGRASS BALTIMORE LLC,1300 BANK STREET STE. 100,,BALTIMORE,MD,21231,"ELAINE H. CHANG, ESQ.",405 TSCHIFFELY SQUARE ROAD,GAITHERSBURG,MD,"COOK, SPECIALTY, FOREIGN FOOD",0,8.71,HR,12.75,HR
121,C-08206-38783,2008-10-17 12:52:44,2008-07-24 00:00:00,DENIED,TN,2008-10-01 00:00:00,2009-03-31 00:00:00,DOVETAIL LOG HOME SERVICES INC.,7412 MILLER ROAD,,CHRISTIANA,TN,37037,"ANGELA BAGSBY, IMMIGRANT LABOR LLC.",1181 NASHVILLE PIKE,GALLATIN,TN,CONSTRUCTION WORKER I,0,14.2,HR,14.2,HR
122,C-08206-38788,2008-10-03 09:09:44,2008-07-24 00:00:00,DENIED,CO,2008-10-25 00:00:00,2009-04-19 00:00:00,STEAMBOAT SKI & RESORT CORPORATION,2305 MT. WERNER CIRCLE,,STEAMBOAT SPRINGS,CO,80487,,,,,"INSTRUCTOR, SPORTS",0,12.1,HR,13.0,HR
123,C-08206-38794,2008-10-03 09:02:25,2008-07-24 00:00:00,DENIED,CO,2008-10-25 00:00:00,2009-04-19 00:00:00,STEAMBOAT SKI & RESORT CORPORATION,2305 MT. WERNER CIRCLE,,STEAMBOAT SPRINGS,CO,80487,,,,,"INSTRUCTOR, SPORTS",0,17.96,HR,18.0,HR
124,C-08206-38803,2008-10-06 09:57:03,2008-07-24 00:00:00,DENIED,TX,2008-10-01 00:00:00,2009-01-31 00:00:00,"MICAELLA COSMETICS, INC",6441 BURGOYNE ROAD,,HOUSTON,TX,77057,"BRANISLAV HRUZ, ESQ.",1900 SUPERIOR AVE.,CLEVELAND,OH,"SALESPERSON, COSMETICS AND TOILETRIES",0,7.02,HR,7.02,HR
125,C-08206-38804,2008-10-06 12:04:04,2008-07-24 00:00:00,DENIED,TX,2008-10-01 00:00:00,2009-01-31 00:00:00,"MICAELLA COSMETICS, INC",6441 BURGOYNE ROAD,,HOUSTON,TX,77057,"BRANISLAV HRUZ, ESQ.",1900 SUPERIOR AVE.,CLEVELAND,OH,"SALESPERSON, COSMETICS AND TOILETRIES",0,7.25,HR,7.25,HR
126,C-08207-38821,2008-10-09 10:37:20,2008-07-25 00:00:00,DENIED,LA,2008-09-15 00:00:00,2009-07-07 00:00:00,"SUPERIOR LABOR SERVICES, L.L.C.",6104 WEST PARK AVE.,,HOUMA,LA,70364,ALISHA CLESTER CAMPOS,"MORLEY & MORLEY, P.C.",BELLAIRE,TX,"WELDER, COMBINATION",0,14.02,HR,14.02,HR
127,C-08210-38827,2008-10-03 10:15:54,2008-07-28 00:00:00,DENIED,TX,2008-10-01 00:00:00,2009-06-30 00:00:00,"SOAPRANOS U.S. , LLC",5327 INKER STREET,,HOUSTON,TX,77007,"SALVADOR COLON, PC",3213 HOUSTON AVENUE,HOUSTON,TX,SALES CLERK,0,7.13,HR,7.64,HR
128,C-08210-38836,2008-11-07 10:18:17,2008-07-28 00:00:00,DENIED,FL,2008-10-01 00:00:00,2009-07-31 00:00:00,"AMERI-FORCE CRAFT SERVICES, INC.","9485 REGENCY SQUARE BLVD., SUITE 300",,JACKSONVILLE,FL,32225,JEFFREY COHEN ATTORNEY AT LAW,712 OAK CIRCLE DRIVE WEST STE. A,MOBILE,AL,WELDER FITTER,0,12.74,HR,15.1,HR
129,C-08210-38837,2008-11-07 11:00:34,2008-07-28 00:00:00,DENIED,AR,2008-10-05 00:00:00,2009-06-05 00:00:00,"LEXICON, INC",8900 FOURCHE DAM PIKE,,LITTLE ROCK,AR,72206,MILTON A. DEJESUS,PO BOX 22634,LITTLE ROCK,AR,"WELDER, ARC",0,10.71,HR,11.0,HR
130,C-08210-38849,2008-11-07 10:40:50,2008-07-28 00:00:00,DENIED,FL,2008-10-01 00:00:00,2009-07-31 00:00:00,"AMERI-FORCE CRAFT SERVICES, INC.","9485 REGENCY SQUARE BLVD., SUITE 300",,JACKSONVILLE,FL,32225,JEFFREY COHEN ATTORNEY AT LAW,712 OAK CIRCLE DRIVE WEST STE. A,MOBILE,AL,WELDER FITTER,0,12.19,HR,15.1,HR
131,C-08210-38856,2008-10-16 10:33:12,2008-07-28 00:00:00,DENIED,NY,2008-10-01 00:00:00,2009-02-28 00:00:00,"U M RETAIL, INC.",47 MONITOR ST. #1,,BROOKLYN,NY,11222,SVETLANA J. SCHREIBER,SVETLANA SCHREIBER & ASSOC. CO. L.P.A.,CLEVELAND,OH,SALES CLERK,0,7.53,HR,7.53,HR
132,C-08211-38871,2008-10-02 10:54:27,2008-07-29 00:00:00,DENIED,FL,2008-10-15 00:00:00,2009-08-15 00:00:00,PROFESSIONAL MANAGEMENT STAFFING INC.,4699 NW 7TH AVE.,,MIAMI,FL,33127,WILLIAM P. VELIE,210 E. MAIN STREET SUITE 222,NORMAN,OK,"WAITER/WAITRESS, INFORMAL",0,7.05,HR,7.05,HR
133,C-08211-38875,2008-10-08 14:37:25,2008-07-29 00:00:00,CERTIFIED,FL,2008-10-15 00:00:00,2009-08-15 00:00:00,PROFESSIONAL MANAGEMENT STAFFING INC.,4699 NW 7TH AVE.,,MIAMI,FL,33127,WILLIAM P. VELIE,210 E. MAIN STREET SUITE 222,NORMAN,OK,PARKING LOT ATTENDANT,55,7.44,HR,7.44,HR
134,C-08211-38885,2008-10-03 13:16:22,2008-07-29 00:00:00,DENIED,FL,2008-10-01 00:00:00,2009-07-01 00:00:00,BUGSBY HOLDING INC DBA SUBWAY,3402 SOUTH DALEMABRY HWY,,TAMPA,FL,33629,,,,,FAST FOODS WORKER,0,7.11,HR,7.11,HR
135,C-08211-38886,2008-10-29 10:59:59,2008-07-29 00:00:00,DENIED,TX,2008-10-01 00:00:00,2009-07-31 00:00:00,DE-VAL CONSTRUCTION LTD. DBA A.D. WELDING COMPANY,7620 VICTORIA CT. STE 4,,BROWNSVILLE,TX,78521,BELINDA RODRIGUEZ,PRO SERVICES,SAN ANTONIO,TX,CONSTRUCTION WORKER I,0,6.49,HR,7.48,HR
136,C-08211-38904,2008-10-02 10:39:18,2008-07-29 00:00:00,DENIED,NJ,2008-10-01 00:00:00,2009-02-28 00:00:00,"NATURE'S THERAPY, LLC",164 PANORAMA DR.,,EDGEWATER,NJ,7020,SVETLANA SCHREIBER,1370 ONTARIO ST.,CLEVELAND,OH,SALES CLERK,0,7.99,HR,7.99,HR
137,C-08211-38907,2008-10-02 11:04:50,2008-07-29 00:00:00,DENIED,NJ,2008-10-01 00:00:00,2009-01-15 00:00:00,"NATURE'S THERAPY, LLC",164 PANORAMA DRIVE,,EDGEWATER,NJ,7020,SVETLANA SCHREIBER,1370 ONTARIO ST.,CLEVELAND,OH,SALES CLERK,0,7.92,HR,7.92,HR
