,CASE_NO,DECISION_DATE,NPC_SUBMITTED_DATE,CASE_STATUS,ALIEN_WORK_STATE,CERTIFICATION_BEGIN_DATE,CERTIFICATION_END_DATE,EMPLOYER_NAME,EMPLOYER_ADDRESS1,EMPLOYER_ADDRESS2,EMPLOYER_CITY,EMPLOYER_STATE,EMPLOYER_POSTAL_CODE,AGENT_ATTORNEY_NAME,AGENT_ATTORNEY_ADDRESS,AGENT_ATTORNEY_CITY,AGENT_ATTORNEY_STATE,JOB_TITLE,NBR_WORKERS_CERTIFIED,PREVAILING_WAGE,PW_UNIT_OF_PAY,BASIC_RATE_OF_PAY,BASIC_UNIT_OF_PAY
69,C-07275-28184,2007-10-05 09:51:46,2007-10-01 00:00:00,CERTIFIED,CO,2007-11-15 00:00:00,2008-05-15 00:00:00,MARRIOTT'S MOUNTAIN VALLEY LODGE,655 COLUMBINE ROAD,P.O.BOX 1937,BRECKENRIDGE,CO,80424,,,,,JANITOR,3.0,9.58,HR,9.71,HR
70,A-07261-27930,2007-10-05 10:29:27,2007-09-17 00:00:00,CERTIFIED,FL,2007-12-15 00:00:00,2008-08-15 00:00:00,CHEECA LODGE & SPA,PO BOX 527,81801 OVERSEAS HIGHWAY,ISLAMORADA,FL,33036,"KENDRA S. KEMBEL, ESQ.",1300 BENT CREEK BLVD.,MECHANICSBURG,PA,"CLEANER, HOUSEKEEPING",20.0,7.04,HR,8.25,HR
71,C-07275-28180,2007-10-05 10:43:37,2007-10-01 00:00:00,CERTIFIED,AZ,2007-11-01 00:00:00,2008-08-31 00:00:00,SHELL HOSPITALITY- THE LEGACY GOLF,6808 S 32ND ST,,PHOENIX,AZ,85042,JESUS RAUL LEON,SUAME CORP,PHOENIX,AZ,"CLEANER, HOUSEKEEPING",25.0,6.75,HR,7.5,HR
72,A-07264-28025,2007-10-05 11:00:44,2007-09-21 00:00:00,CERTIFIED,VT,2007-11-01 00:00:00,2008-05-31 00:00:00,VERMONT HOME SERVICES INC.,P.O. BOX 663,,BONDVILLE,VT,5340,,,,,JANITOR,8.0,8.68,HR,10.0,HR
73,A-07264-28026,2007-10-05 11:04:28,2007-09-21 00:00:00,CERTIFIED,VT,2007-12-01 00:00:00,2008-04-07 00:00:00,STRATTON CORPORATION: SKI AND SNOWBOARD SCHOOL,RR1 BOX 145,STRATTON ACCESS ROAD,STRATTON MOUNTAIN,VT,5155,,,,,"INSTRUCTOR, SPORTS",25.0,7.87,HR,7.87,HR
74,A-07262-27971,2007-10-05 11:06:15,2007-09-19 00:00:00,CERTIFIED,FL,2007-11-01 00:00:00,2008-05-07 00:00:00,"EQUIS ENDEAVOR, INC.",P.O. BOX 877,,FLORAL PARK,NY,11002,,,,,STABLE ATTENDANT,6.0,7.22,HR,8.43,HR
75,A-07261-27914,2007-10-05 11:08:05,2007-09-18 00:00:00,CERTIFIED,FL,2007-11-01 00:00:00,2008-04-30 00:00:00,EDWIN T. BROOME RACING STABLE,3437 N. E.  210TH TERRACE,,AVENTURA,FL,33180,"INTERNATIONAL PERSONNEL RESOURCES, INC.",P.O. BOX 1507,WEST CHESTER,PA,STABLE ATTENDANT,12.0,7.26,HR,7.26,HR
76,C-07275-28192,2007-10-05 11:25:45,2007-10-01 00:00:00,CERTIFIED,CA,2007-10-12 00:00:00,2008-01-31 00:00:00,"LA PACIFICA, INC",9701 W PICO BLVD. 100,,LOS ANGELES,CA,90035,SVETLANA SCHREIBER,SVETLANA SCHREIBER AND ASSOC. CO. L.P.A,CLEVELAND,OH,SALES CLERK,12.0,7.92,HR,7.92,HR
77,C-07248-27642,2007-10-05 11:48:17,2007-09-04 00:00:00,CERTIFIED,MT,2007-11-19 00:00:00,2008-06-15 00:00:00,3 BROTHERS PIZZA & JAVA CO,318 NORTH CENTER AVENUE,,HARDIN,MT,59034,OSMAR TORRES,"AWZWOLT INTERNATIONAL, INC",BILLINGS,MT,COOK,4.0,6.15,HR,6.15,HR
78,C-07275-28186,2007-10-05 13:29:15,2007-10-01 00:00:00,CERTIFIED,CO,2007-11-15 00:00:00,2008-05-15 00:00:00,MARRIOTT'S MOUNTAIN VALLEY LODGE,655 COLUMBINE ROAD,P.O.BOX 1937,BRECKENRIDGE,CO,80424,,,,,"CLEANER, HOUSEKEEPING",6.0,9.03,HR,9.17,HR
79,C-07276-28197,2007-10-05 13:31:59,2007-10-02 00:00:00,CERTIFIED,WY,2007-12-01 00:00:00,2008-04-15 00:00:00,WHITE PINE SKI AREA,PO BOX 1420,,PINEDALE,WY,82941,ROD WILLIAMS,PO BOX 140,JOYCE,WA,ATHLETIC TRAINER,5.0,6.54,HR,9.0,HR
80,A-07275-28173,2007-10-05 14:16:21,2007-10-01 00:00:00,PARTIAL CERTIFIED,GA,2007-11-01 00:00:00,2008-05-31 00:00:00,"MENDIOLA FORESTRY SERVICE, LLC",P.O. BOX 69,5 CLOVERHILL DRIVE,WARREN,AR,71671,"AGWORKS, INC.",POST OFFICE 580,LAKE PARK,GA,TREE PLANTER,60.0,7.53,HR,7.53,HR
81,C-07278-28236,2007-10-05 14:17:24,2007-09-14 00:00:00,CERTIFIED,CO,2007-12-01 00:00:00,2008-02-28 00:00:00,"BELMIRE SPRINKLER & LANDSCAPING, INC.",2790 S. LINCOLN AVE,,LOVELAND,CO,80537,FEDERATION OF EMPLOYERS AND WORKERS  OF AMERICA,2901 BUCKS BAYOU ROAD,BAY CITY,TX,SNOW SHOVELER,20.0,9.35,HR,9.35,HR
82,A-07263-27981,2007-10-05 14:19:15,2007-09-20 00:00:00,DENIED,MD,2007-10-20 00:00:00,2008-08-20 00:00:00,"V-EMPOWER, INC.",6800 WILLOW CREEK ROAD,,BOWIE,MD,20720,"IFTEKHAR UL HAQ, ESQ.",1629 K STREET NW,WASHINGTON,DC,DATA ENTRY CLERK,0.0,16.94,HR,16.94,HR
83,A-07270-28108,2007-10-05 14:21:26,2007-09-27 00:00:00,DENIED,FL,2007-10-01 00:00:00,2008-09-30 00:00:00,"EASTERN SHIPBUILDING GROUP, INC.",2200 NELSON STREET,,PANAMA CITY,FL,32401,"DEIRDRE NERO VALLADARES, ESQ.","BECKER & POLIAKOFF, PA",CORAL GABLES,FL,MACHINIST,0.0,12.47,HR,12.47,HR
84,A-07270-28102,2007-10-05 14:21:52,2007-09-27 00:00:00,DENIED,FL,2007-10-01 00:00:00,2008-09-30 00:00:00,"EASTERN SHIPBUILDING GROUP, INC.",2200 NELSON STREET,,PANAMA CITY,FL,32401,"DEIRDRE NERO VALLADARES, ESQ.","BECKER & POLIAKOFF, PA",CORAL GABLES,FL,"WELDER, ARC",0.0,10.85,HR,10.85,HR
85,A-07274-28156,2007-10-05 14:23:59,2007-10-01 00:00:00,DENIED,SC,2007-10-31 00:00:00,2008-10-29 00:00:00,"RIOZ, INC.",2920 HOLLYWOOD DRIVE,,MYRTLE BEACH,SC,29577,DEBRA R. SHPIGLER,P.O. BOX 4078,ALPHARETTA,GA,CHEF,0.0,8.5,HR,11.53,HR
86,A-07275-28172,2007-10-05 14:27:10,2007-10-01 00:00:00,PARTIAL CERTIFIED,NC,2007-11-20 00:00:00,2008-06-30 00:00:00,CAROLINA TIMBERLAND SERVICES,315 EAST ELM STREET,PO BOX 999,BLADENBORA,NC,28320,"AGWORKS, INC",PO BOX 580,LAKE PARK,GA,FOREST WORKER,45.0,8.79,HR,8.79,HR
87,A-07270-28107,2007-10-05 14:29:21,2007-09-27 00:00:00,DENIED,FL,2007-10-01 00:00:00,2008-09-30 00:00:00,"EASTERN SHIPBUILDING GROUP, INC.",2200 NELSON STREET,,PANAMA CITY,FL,32401,"DEIRDRE NERO VALLADARES, ESQ.","BECKER & POLIAKOFF, PA",CORAL GABLES,FL,"CARPENTER, SHIP",0.0,9.94,HR,9.94,HR
88,A-07270-28109,2007-10-05 14:38:22,2007-09-27 00:00:00,DENIED,FL,2007-10-01 00:00:00,2008-09-30 00:00:00,"EASTERN SHIPBUILDING GROUP, INC.",2200 NELSON STREET,,PANAMA CITY,FL,32401,"DEIRDRE NERO VALLADARES, ESQ.","BECKER & POLIAKOFF, PA",CORAL GABLES,FL,SHIPFITTER,0.0,9.09,HR,9.09,HR
89,A-07270-28103,2007-10-05 14:41:26,2007-09-27 00:00:00,DENIED,FL,2007-10-01 00:00:00,2008-09-30 00:00:00,"EASTERN SHIPBUILDING GROUP, INC.",2200 NELSON STREET,,PANAMA CITY,FL,32401,"DEIRDRE NERO VALLADARES, ESQ.","BECKER & POLIAKOFF, PA",CORAL GABLES,FL,PIPE FITTER,0.0,11.63,HR,11.63,HR
90,A-07270-28110,2007-10-05 14:43:55,2007-09-27 00:00:00,DENIED,FL,2007-10-01 00:00:00,2008-09-30 00:00:00,"EASTERN SHIPBUILDING GROUP, INC.",2200 NELSON STREET,,PANAMA CITY,FL,32401,"DEIRDRE NERO VALLADARES, ESQ.","BECKER & POLIAKOFF, PA",CORAL GABLES,FL,ELECTRICIAN,0.0,12.24,HR,12.24,HR
91,A-07247-27583,2007-10-05 14:44:03,2007-09-04 00:00:00,CERTIFIED,AL,2007-11-15 00:00:00,2008-09-15 00:00:00,"WHAN WANG, INC.  DBA  MANDARIN HOUSE",3800 PEPPERELL PKWY,,OPELIKA,AL,36801,JAMES H. TIPLER,THE IMMIGRATION CENTERS,FT. WALTON BEACH,FL,CHEF,2.0,16.83,HR,20.0,HR
92,C-07276-28207,2007-10-05 14:44:13,2007-10-03 00:00:00,CERTIFIED,TX,2007-12-24 00:00:00,2008-10-24 00:00:00,D.V. BRO'S,502 OKLAHOMA DR.,,BACLIFF,TX,77518,CARMEN LOPEZ,85 PALO ALTO DR.,BROWNSVILLE,TX,"DECKHAND, FISHING VESSEL",3.0,8.43,HR,8.5,HR
93,A-07270-28111,2007-10-05 14:48:35,2007-09-27 00:00:00,DENIED,FL,2007-10-01 00:00:00,2008-09-30 00:00:00,"EASTERN SHIPBUILDING GROUP, INC.",2200 NELSON STREET,,PANAMA CITY,FL,32401,"DEIRDRE NERO VALLADARES, ESQ.","BECKER & POLIAKOFF, PA",CORAL GABLES,FL,"WELDER, ARC",0.0,10.85,HR,10.85,HR
94,A-07261-27915,2007-10-05 14:50:00,2007-09-17 00:00:00,CERTIFIED,VT,2007-12-01 00:00:00,2008-04-10 00:00:00,SMUGGLERS' NOTCH RESORT,4323 VERMONT ROUTE,108 SOUTH,SMUGGLERS' NOTCH,VT,5464,JOHN MCNAMARA,THE MCNAMARA FIRM L.P.,AUSTIN,TX,"CLEANER, HOUSEKEEPING",50.0,8.09,HR,8.18,HR
95,A-07261-27934,2007-10-05 14:53:40,2007-09-18 00:00:00,PARTIAL CERTIFIED,VT,2007-11-01 00:00:00,2008-04-30 00:00:00,JOHN HURLEY ENTERPRISES D/B/A BAJA BURRITO,295 BARROWS TOWN ROAD,,KILLINGTON,VT,5751,MATHEW E. HEFNER,"RESOURCE STAFFING INTERNATIONAL, LTD.",KILLINGTON,VT,"FOOD ASSEMBLER, KITCHEN",10.0,7.63,HR,7.63,HR
96,A-07277-28230,2007-10-05 14:59:37,2007-10-04 00:00:00,CERTIFIED,NC,2007-12-15 00:00:00,2008-09-30 00:00:00,CAROLINE CLARK MORRISON,PO BOX 9 218 W. MAIN STREET,,LINCOLNTON,NC,28093,"SHAWN FRIESTAD, ESQ.","1010 SECOND AVE., STE. 1820",SAN DIEGO,CA,STABLE ATTENDANT,1.0,6.38,HR,10.0,HR
97,A-07270-28112,2007-10-05 15:02:04,2007-09-27 00:00:00,CERTIFIED,VT,2007-11-26 00:00:00,2008-03-23 00:00:00,"MOUNT SNOW, LTD.",MOUNT SNOW RD.,,WEST DOVER,VT,5356,,,,,SKI TOW OPERATOR,30.0,7.86,HR,8.0,HR
98,A-07270-28113,2007-10-05 15:09:10,2007-09-27 00:00:00,CERTIFIED,VT,2007-12-05 00:00:00,2008-04-06 00:00:00,"MOUNT SNOW, LTD.",MOUNT SNOW RD.,,WEST DOVER,VT,5356,,,,,"CLEANER, HOUSEKEEPING",15.0,8.15,HR,8.15,HR
99,C-07275-28193,2007-10-05 15:13:10,2007-10-02 00:00:00,CERTIFIED,UT,2007-10-01 00:00:00,2008-08-01 00:00:00,"CHEADLE CORZO, INC",6307 OLES LANE,,SALT LAKE CITY,UT,84121,JOHN DIAMOND,KADARUSMAN LAW FIRM P.C.,MURRAY,UT,EXTERMINATOR HELPER,4.0,8.33,HR,8.64,HR
100,C-07276-28204,2007-10-05 15:15:03,2007-10-03 00:00:00,CERTIFIED,CO,2008-01-02 00:00:00,2008-10-15 00:00:00,"TAGAWA GREENHOUSE ENTERPRISES, LLC.",17999 WELD COUNTY RD 4,,BRIGHTON,CO,80603,FEDERATION OF EMPLOYERS AND WORKERS  OF AMERICA,2901 BUCKS BAYOU ROAD,BAY CITY,TX,"LABORER, STORES",135.0,7.72,HR,7.72,HR
101,A-07275-28195,2007-10-05 15:16:12,2007-10-02 00:00:00,CERTIFIED,PA,2007-10-21 00:00:00,2008-01-10 00:00:00,"CARNIVAL, LLC",11230 NAVAJO LANE #203,,PARMA HEIGHTS,OH,44130,SVETLANA SCHREIBER AND ASSOC. CO. L.P.A.,1370 ONTARIO ST.,CLEVELAND,OH,"SALESPERSON, GENERAL MERCHANDISE",5.0,7.15,HR,7.15,HR
102,A-07270-28114,2007-10-05 15:17:33,2007-09-27 00:00:00,PARTIAL CERTIFIED,VT,2007-12-15 00:00:00,2008-04-05 00:00:00,"MOUNT SNOW, LTD.",MOUNT SNOW RD.,,WEST DOVER,VT,5356,,,,,"INSTRUCTOR, SPORTS",25.0,8.22,HR,8.25,HR
103,A-07270-28115,2007-10-05 15:19:29,2007-09-27 00:00:00,CERTIFIED,VT,2007-12-05 00:00:00,2008-03-30 00:00:00,"MOUNT SNOW, LTD.",MOUNT SNOW RD.,,WEST DOVER,VT,5356,,,,,BELLHOP,8.0,7.44,HR,7.61,HR
104,A-07263-27989,2007-10-05 15:32:17,2007-09-20 00:00:00,CERTIFIED,FL,2007-10-28 00:00:00,2008-10-27 00:00:00,GINESS CLEANING SERVICES,1455 CEDAR LAKE DRIVE,,ORLANDO,FL,32824,"DAN N. GODFREY, ESQ.",815 N. MAIN STREET,KISSIMMEE,FL,JANITOR,55.0,7.48,HR,8.0,HR
105,A-07262-27969,2007-10-05 15:47:07,2007-09-19 00:00:00,CERTIFIED,FL,2007-10-27 00:00:00,2008-08-31 00:00:00,PETE'S CAFE AND CATERING INC DBA BRAZILIAN TROPICA,7880 GLADES ROAD,,BOCA RATON,FL,33433,"CLAUDIA P. MORENO, ESQ.","FREEMAN, HABER, ROJAS & STANHAM, LLP",MIAMI,FL,"COOK, SHORT ORDER",10.0,8.93,HR,11.17,HR
106,C-07268-28084,2007-10-05 16:04:00,2007-09-25 00:00:00,CERTIFIED,CO,2007-12-01 00:00:00,2008-04-30 00:00:00,ST.REGIS RESORT ASPEN,315 E. DEAN STREET,,ASPEN,CO,81611,DIANE HOLLOWAY,7802 KINGSPOINTE PKWY,ORLANDO,FL,"WAITER/WAITRESS, INFORMAL",10.0,6.09,HR,6.85,HR
107,C-07268-28085,2007-10-05 16:05:06,2007-09-25 00:00:00,CERTIFIED,CO,2007-12-01 00:00:00,2008-04-30 00:00:00,ST.REGIS RESORT ASPEN,315 E. DEAN STREET,,ASPEN,CO,81611,DIANE HOLLOWAY,7802 KINGSPOINTE PKWY,ORLANDO,FL,"CLEANER, HOUSEKEEPING",25.0,9.03,HR,10.0,HR
108,A-07264-28029,2007-10-09 06:39:56,2007-09-21 00:00:00,CERTIFIED,VT,2007-12-01 00:00:00,2008-03-30 00:00:00,OKEMO LIMITED LIABILITY COMPANY,77 OKEMO RIDGE ROAD,,LUDLOW,VT,5149,,,,,SCRAPER OPERATOR,7.0,10.35,HR,10.35,HR
109,A-07264-28030,2007-10-09 06:43:43,2007-09-21 00:00:00,CERTIFIED,VT,2007-12-21 00:00:00,2008-04-13 00:00:00,THE BRIDGES FAMILY RESORT,202 BRIDGES CIRCLE,,WARREN,VT,5674,MARK CARCHIDI,"ANTIOCH ASSOCIATES USA II, INC.",YARMOUTH PORT,MA,"CLEANER, HOUSEKEEPING",9.0,8.09,HR,9.0,HR
110,A-07264-28024,2007-10-09 06:46:30,2007-09-21 00:00:00,CERTIFIED,FL,2007-11-01 00:00:00,2008-04-30 00:00:00,VINTAGE FARM CORPORATION,1245 DOE RUN ROAD,,COATESVILLE,PA,19320,"INTERNATIONAL PERSONNEL RESOURCES, INC.",P.O. BOX 1507,WEST CHESTER,PA,STABLE ATTENDANT,20.0,8.73,HR,8.73,HR
111,A-07274-28148,2007-10-09 06:48:43,2007-10-01 00:00:00,PARTIAL CERTIFIED,FL,2007-11-15 00:00:00,2008-07-01 00:00:00,"ROBERT N. SCANLON TRAINING CENTER, INC.",P.O.BOX 599,,WILLISTON,FL,32696,,,,,STABLE ATTENDANT,8.0,6.69,HR,7.43,HR
112,A-07261-27906,2007-10-09 10:01:32,2007-09-17 00:00:00,CERTIFIED,VT,2007-12-15 00:00:00,2008-03-29 00:00:00,"BARAW ENTERPRISES, INC, DBA STOWEFLAKE MTN. RESORT",PO BOX 369,,STOWE,VT,5672,,,,,"CLEANER, HOUSEKEEPING",14.0,8.81,HR,8.96,HR
113,A-07261-27931,2007-10-09 10:04:02,2007-09-17 00:00:00,CERTIFIED,VT,2007-12-15 00:00:00,2008-03-29 00:00:00,"BARAW ENTERPRISES, INC, DBA STOWEFLAKE MTN. RESORT",PO BOX 369,,STOWE,VT,5672,,,,,KITCHEN HELPER,5.0,8.01,HR,8.96,HR
114,C-07275-28182,2007-10-09 10:18:29,2007-10-01 00:00:00,PARTIAL CERTIFIED,MI,2008-01-02 00:00:00,2008-10-15 00:00:00,"J. THOMAS DISTRIBUTORS, INC",8230 GOLDIE,,WALLED LAKE,MI,48390,AMIGOS LABOR SOLUTIONS INC,"3141 HOOD STREET,",DALLAS,TX,PACKING LINE WORKER,8.0,7.15,HR,7.48,HR
115,C-07276-28210,2007-10-09 10:23:06,2007-10-02 00:00:00,CERTIFIED,WY,2007-11-15 00:00:00,2008-04-15 00:00:00,WHITE PINE SKI AREA,P.O.BOX 1420,,PINEDALE,WY,82941,ROD WILLIAMS,P.O.BOX 140,JOYCE,WA,AMUSEMENT PARK WORKER,13.0,7.34,HR,8.0,HR
116,A-07263-27986,2007-10-09 10:52:34,2007-09-20 00:00:00,CERTIFIED,NC,2007-10-01 00:00:00,2008-09-30 00:00:00,SUSAN JEAN HANEY,2205 NEW GARDEN ROAD,APT 3603,GREENSBORO,NC,27410,JEREMY L. MCKINNEY,MCKINNEY & JUSTICE,GREENSBORO,NC,HOME ATTENDANT,1.0,18866.0,YR,18866.0,YR
117,C-07275-28185,2007-10-09 11:20:32,2007-10-02 00:00:00,CERTIFIED,CO,2007-11-01 00:00:00,2008-05-31 00:00:00,"DUSTY BOOT, LLC",210 OFFERSON DR.,UNIT A,BEAVER CREEK,CO,81620,JOSE GOMEZ-URQUIZA,88 INVERNESS CIR. EAST,ENGLEWOOD,CO,COOK HELPER,10.0,9.17,HR,9.17,HR
118,C-07271-28124,2007-10-09 12:35:24,2007-09-28 00:00:00,CERTIFIED,UT,2007-10-10 00:00:00,2008-06-10 00:00:00,"ELDREDGE MASONRY, INC.",2391 WEST 870 SOUTH,,LEHI,UT,84043,J. ELLE COX,75 EAST 400 SOUTH #201 STE. 201,SALT LAKE CITY,UT,"BRICKLAYER, FIREBRICK AND REFRACTORY TILE",5.0,15.07,HR,17.0,HR
119,C-07254-27768,2007-10-09 12:49:53,2007-09-11 00:00:00,DENIED,TX,2007-10-01 00:00:00,2008-08-01 00:00:00,"F.L. CRANE & SONS, INC",504 TRADESMEN'S PARK DRIVE,,HUTTO,TX,78634,KELLY M. KOWIS,THE KOWIS LAW FIRM,HOUSTON,TX,CONSTRUCTION WORKER I,0.0,8.48,HR,8.55,HR
120,A-07271-28142,2007-10-10 10:47:34,2007-09-28 00:00:00,CERTIFIED,FL,2007-11-15 00:00:00,2008-05-15 00:00:00,"MILESTONE, LLC",6380 NW 110TH STREET,,REDDICK,FL,32686,"ANN ALLOTT, COLO. ATTY #3326",ALLOTT IMMIGRATION LAW FIRM,CENTENNIAL,CO,STABLE ATTENDANT,1.0,8.16,HR,8.16,HR
121,C-07264-28017,2007-10-10 10:55:31,2007-09-20 00:00:00,CERTIFIED,CO,2007-10-02 00:00:00,2008-09-15 00:00:00,TATRY RESTAURANT,1826 GRAND AVE.,,GLENWOOD SPRINGS,CO,81601,CHRISTOPHER KURCZABA,KURCZABA LAW OFFICES,CHICAGO,IL,"COOK, SPECIALTY, FOREIGN FOOD",3.0,11.38,HR,11.38,HR
122,A-07270-28116,2007-10-10 10:57:44,2007-09-27 00:00:00,CERTIFIED,VT,2007-11-15 00:00:00,2008-04-15 00:00:00,STRATTON MOUNTAIN RESORT,RR 1 BOX 145,,STRATTON MOUNTAIN,VT,5155,,,,,"CLEANER, HOUSEKEEPING",45.0,8.04,HR,8.04,HR
123,A-07270-28117,2007-10-10 10:59:49,2007-09-27 00:00:00,CERTIFIED,VT,2007-11-15 00:00:00,2008-04-15 00:00:00,STRATTON MOUNTIAN RESORT,RR 1 BOX 145,,STRATTON MOUNTAIN,VT,5155,,,,,KITCHEN HELPER,40.0,7.95,HR,7.95,HR
124,A-07270-28118,2007-10-10 11:01:00,2007-09-27 00:00:00,CERTIFIED,VT,2007-11-15 00:00:00,2008-04-15 00:00:00,STRATTON MOUNTAIN RESORT,RR 1 BOX 145,,STRATTON MOUNTAIN,VT,5155,,,,,SKI TOW OPERATOR,16.0,7.9,HR,7.9,HR
125,C-07269-28100,2007-10-10 11:03:16,2007-09-26 00:00:00,CERTIFIED,AK,2007-12-01 00:00:00,2008-03-15 00:00:00,"AIE, INC",1502 WEST 32ND AVE,,ANCHORAGE,AK,99503,"JOEL PAGET, JANET CHEETHAM, RACHEL HAN","RYAN, SWANSON & CLEVELAND, PLLC",SEATTLE,WA,"GUIDE, SIGHTSEEING",10.0,9.85,HR,12.0,HR
126,A-07250-27703,2007-10-10 11:06:13,2007-09-07 00:00:00,DENIED,MD,2007-10-01 00:00:00,2008-09-27 00:00:00,STAR HOTELS,10420 LITTLE PATUXENT PARKWAY,SUITE 460,COLUMBIA,MD,21044,APARNA DAVE,LAW OFFICE OF APARNA DAVE,GAITHERSBURG,MD,HOTEL CLERK,0.0,11.72,HR,11.72,HR
127,A-07277-28221,2007-10-10 11:07:16,2007-10-04 00:00:00,CERTIFIED,FL,2008-01-02 00:00:00,2008-10-31 00:00:00,"MEATBALL FACTORY DELI, INC.",1616-102 CAPE CORAL PARKWAY WEST,,CAPE CORAL,FL,33914,"KEVIN M. REILLY, ESQ.",LAW OFFICES OF KEVIN M. REILLY,BETHESDA,MD,FAST FOODS WORKER,15.0,6.78,HR,6.8,HR
128,C-07247-27597,2007-10-10 11:10:05,2007-09-04 00:00:00,CERTIFIED,CO,2007-11-19 00:00:00,2008-04-15 00:00:00,"RAL MOUNTAIN VILLAGE LODGING, LLC D/B/A INN AT LOS",119 LOST CREEK LANE,,TELLURIDE,CO,81435,,,,,"WAITER/WAITRESS, INFORMAL",8.0,6.85,HR,6.85,HR
129,A-07277-28227,2007-10-10 11:18:28,2007-10-04 00:00:00,DENIED,NC,2007-11-15 00:00:00,2008-09-14 00:00:00,"KAMPGROUNDS OF AMERICA  INC,  DBA CHEROKEE KOA",P.O. BOX 30558,,BILLINGS,MT,59114,,,,,RESERVATIONS AGENT,0.0,7.34,HR,7.5,HR
130,C-07262-27954,2007-10-10 11:20:12,2007-09-19 00:00:00,DENIED,ND,2007-10-01 00:00:00,2008-07-31 00:00:00,SILVER SPOON,505 40TH ST. SW.,,FARGO,ND,58103,,,,,"COOK, SPECIALTY, FOREIGN FOOD",0.0,13.0,HR,13.0,HR
131,A-07257-27843,2007-10-10 11:28:17,2007-09-14 00:00:00,DENIED,MD,2007-10-01 00:00:00,2008-09-27 00:00:00,STAR HOTELS,10420 LITTLE PATUXENT PARKWAY,SUITE 460,COLUMBIA,MD,21044,APARNA DAVE,LAW OFFICE OF APARNA DAVE,GAITHERSBURG,MD,HOUSEKEEPER,0.0,16.32,HR,16.32,HR
132,C-07267-28053,2007-10-10 11:36:30,2007-09-24 00:00:00,PARTIAL CERTIFIED,TX,2007-11-01 00:00:00,2008-08-30 00:00:00,"ROWELL INVESTMENTS, INC. DBA JERICHO SERVICES",2571 MERRELL RD.,,DALLAS,TX,75229,,,,,CONSTRUCTION WORKER I,100.0,7.9,HR,7.9,HR
133,A-07254-27755,2007-10-10 11:42:39,2007-09-10 00:00:00,CERTIFIED,MA,2007-10-01 00:00:00,2008-06-15 00:00:00,AM PIZZA INC.,868 WORCESTER STREET,,WELLESLEY,MA,2482,,,,,FAST FOODS WORKER,5.0,7.72,HR,7.72,HR
134,C-07261-27911,2007-10-10 11:45:52,2007-09-18 00:00:00,DENIED,LA,2007-10-05 00:00:00,2008-08-05 00:00:00,"ORIGINAL USA GENERAL LABOR, LLC",5437 WEST PARK AVENUE,,HOUMA,LA,70364,RUBEN B. FIGUEROA,,HOUMA,LA,"CARPENTER, SHIP",0.0,12.55,HR,15.0,HR
135,A-07277-28228,2007-10-10 11:56:08,2007-10-04 00:00:00,CERTIFIED,FL,2007-10-01 00:00:00,2008-08-01 00:00:00,WB IMPROVEMENT INC.,2832 RIPTON COURT,,ORLANDO,FL,32835,"MOSES APSAN, ESQ","LAW OFFICE OF MOSES APSAN, P.C",ASTORIA,NY,"CLEANER, HOUSEKEEPING",75.0,7.37,HR,7.37,HR
136,A-07275-28196,2007-10-10 13:09:49,2007-10-02 00:00:00,CERTIFIED,ME,2007-12-15 00:00:00,2008-05-30 00:00:00,NORTHERN MAINE MAPLE PRODUCERS ASSOC,P.O. BOX 733,,JACKMAN,ME,4945,KATHY WARREN,694 WATERVILLE ROAD,SKOWHEGAN,ME,TREE PLANTER,35.0,7.88,HR,7.95,HR
137,C-07271-28128,2007-10-10 13:49:01,2007-09-28 00:00:00,CERTIFIED,IA,2007-11-01 00:00:00,2008-01-31 00:00:00,ALON LAVI DBA BEAUTY CONTROL,315 AMBER AVENUE,,EVANSDALE,IA,50707,"BRANISLAV HRUZ, ESQ.",1900 SUPERIOR AVE.,CLEVELAND,OH,"SALESPERSON, COSMETICS AND TOILETRIES",5.0,7.0,HR,7.06,HR
138,C-07271-28130,2007-10-10 13:53:47,2007-09-28 00:00:00,CERTIFIED,IA,2007-11-01 00:00:00,2008-01-31 00:00:00,ALON LAVI DBA BEAUTY CONTROL,315 AMBER AVENUE,,EVANSDALE,IA,50707,"BRANISLAV HRUZ, ESQ.",1900 SUPERIOR AVE.,CLEVELAND,OH,"SALESPERSON, COSMETICS AND TOILETRIES",7.0,7.0,HR,7.06,HR
139,C-07271-28131,2007-10-10 13:57:35,2007-09-28 00:00:00,CERTIFIED,IA,2007-11-01 00:00:00,2008-01-31 00:00:00,ALON LAVI DBA BEAUTY CONTROL,315 AMBER AVENUE,,EVANSDALE,IA,50707,"BRANISLAV HRUZ, ESQ.",1900 SUPERIOR AVE.,CLEVELAND,OH,"SALESPERSON, COSMETICS AND TOILETRIES",7.0,7.0,HR,7.06,HR
140,C-07276-28201,2007-10-10 14:05:36,2007-09-11 00:00:00,CERTIFIED,CO,2007-12-01 00:00:00,2008-04-30 00:00:00,"CRESTED BUTTE, LLC",12 SNOWMASS ROAD,PO BOX 5700,CRESTED BUTTE,CO,81225,,,,,"CLEANER, HOUSEKEEPING",6.0,6.97,HR,8.16,HR
