,CASE_NUMBER,DECISION_DATE,NPC_SUBMITTED_DATE,CASE_STATUS,VISA_CLASS,ALIEN_WORK_STATE,CERTIFICATION_BEGIN_DATE,CERTIFICATION_END_DATE,EMPLOYER_NAME,EMPLOYER_ADDRESS1,EMPLOYER_ADDRESS2,EMPLOYER_CITY,EMPLOYER_STATE,EMPLOYER_POSTAL_CODE,AGENT_ATTORNEY_NAME,AGENT_ATTORNEY_CITY,AGENT_ATTORNEY_STATE,SOC_CODE,SOC_NAME,JOB_TITLE,NBR_WORKERS_CERTIFIED,PREVIALING_WAGE,PW_UNIT_OF_PAY,BASIC_RATE_OF_PAY,BASIC_UNIT_OF_PAY
63,C-12278-59885,2012-10-10 12:01:04,2012-10-04 00:00:00,Certified,H-2B,WA,2013-01-15 00:00:00,2013-11-15 00:00:00,ISLAND GARDENS COMPANY,PO BOX 1445,,FRIDAY HARBOR,WA,98250,"ELIZABETH D. WHITLEY/MASLABOR H-2B, LLC",LOVINGSTON,VA,373011,Landscaping and Groundskeeping Workers,"LABORER, LANDSCAPE",10,10.16,HR,10.16,HR
64,C-12279-59892,2012-10-10 12:13:02,2012-10-05 00:00:00,Certified,H-2B,AK,2013-01-10 00:00:00,2013-04-30 00:00:00,"ARCTIC STORM, INC","2727 ALASKAN WAY, PIER 69",,SEATTLE,WA,98121,JACQUELINE ANNE WOOD/LAW OFFICES OF JACQUELINE A.,BAINBRIDGE ISLAND,WA,519021,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",BATCH MAKER,2,22.0,HR,22.0,HR
65,C-12279-59899,2012-10-10 12:41:13,2012-10-05 00:00:00,Certified,H-2B,AL,2013-01-01 00:00:00,2013-10-31 00:00:00,TRES RANCHEROS INC.,7962 MOFFETT RD.,,SEMMES,AL,36575,LINDA PEREZ / DATA PROCESSING SPECIALIST INC.,BROWNSVILLE,TX,352014,"Cooks, Restaurant",COOK,10,8.37,HR,8.37,HR
66,C-12278-59890,2012-10-10 12:47:04,2012-10-04 00:00:00,Certified,H-2B,CO,2012-11-01 00:00:00,2013-05-07 00:00:00,"CRYSTAL HOLIDAYS, INC.",PO BOX 605,,BRECKENRIDGE,CO,80424,"CRAIG DAVID MCDOUGAL/WILLIAM VELIE, ATTORNEYS AT L",NORMAN,OK,439061,"Office Clerks, General","CLERK, GENERAL",4,8.48,HR,8.48,HR
67,C-12243-59693,2012-10-10 15:54:20,2012-08-30 00:00:00,DENIED,H-2B,TX,2012-10-01 00:00:00,2013-05-01 00:00:00,CASPER,8414 COOLIDGE,,HOUSTON,TX,77012,CARMEN LOPEZ / O.P.I.,BROWNSVILLE,TX,453011,Fishers and Related Fishing Workers,"DECKHAND, FISHING VESSEL",0,11.17,HR,11.17,HR
68,C-12244-59701,2012-10-10 16:24:27,2012-08-31 00:00:00,DENIED,H-2B,FL,2012-10-01 00:00:00,2013-08-01 00:00:00,"PALMETTO CONSTRUCTION, INC.",11786 LAKE CHARLES HIGHWAY,,LEESVILLE,LA,71446,MICHAEL W. GAHAGAN / THE IMMIRGARTION LAW FIRM OF,METAIRIE,LA,514121,"Welders, Cutters, Solderers and Brazers","WELDER, COMBINATION",0,14.43,HR,14.43,HR
69,C-12279-59900,2012-10-11 09:20:38,2012-10-05 00:00:00,Certified,H-2B,WY,2012-12-01 00:00:00,2013-09-30 00:00:00,"ELK COUNTRY MOTELS, INC.",43 WEST PEARL,P.O. BOX 575,JACKSON,WY,83001,"JOEL V. ANDERSON/ ANDERSON & ASSOCIATES, P.C.",AURORA,CO,371011,First-Line Supervisors/Managers of Housekeeping and Janitorial Workers,HOUSEKEEPER,13,8.22,HR,8.22,HR
70,C-12275-59864,2012-10-11 10:19:50,2012-10-01 00:00:00,Certified,H-2B,OR,2012-12-10 00:00:00,2013-06-14 00:00:00,"L & B REFORESTATION, INC.",24745 ALSEA HWY,PO BOX 1599,PHILOMATH,OR,97370,,,,454011,Forest and Conservation Workers,FOREST WORKER,29,9.0,HR,9.0,HR
71,C-12275-59863,2012-10-11 10:37:32,2012-10-01 00:00:00,Certified,H-2B,OR,2012-12-10 00:00:00,2013-06-14 00:00:00,"L & B REFORESTATION, INC.",24745 ALSEA HWY,PO BOX 1599,PHILOMATH,OR,97370,,,,454011,Forest and Conservation Workers,TREE PLANTER,39,9.0,HR,9.0,HR
72,C-12283-59909,2012-10-11 11:43:55,2012-10-09 00:00:00,Partial Certified,H-2B,CO,2012-11-15 00:00:00,2013-04-25 00:00:00,"MOUNTAIN RESORTS, LLC","2150 RESORT DRIVE, SUITE 100",,STEAMBOAT SPRINGS,CO,80487,,,,516011,Laundry and Dry-Cleaning Workers,LAUNDRY WORKER I,24,10.5,HR,10.5,HR
73,C-12283-59908,2012-10-11 11:52:34,2012-10-09 00:00:00,Certified,H-2B,FL,2012-12-01 00:00:00,2013-05-31 00:00:00,"THE OLD COLLIER GOLF CLUB, INC.",790 MAIN HOUSE DRIVE,,HAPLES,FL,34110,"JENNIFER HOLT ESTRELLA/ FRAGOMEN, DEL REY, BERNSEN",CORAL GABLES,FL,393091,Amusement and Recreation Attendants,GOLF RANGE ATTENDANT,8,10.03,HR,10.03,HR
74,C-12283-59904,2012-10-11 12:22:13,2012-10-09 00:00:00,Certified,H-2B,MS,2012-11-15 00:00:00,2013-08-31 00:00:00,"SHARP FORESTRY, INC.",734 SCHAEFFER CHAPPEL RD.,,COLUMBUS,MS,39701,SAYDE MARISOL LEONEL DE CERVANTES/INFINITY LABOR S,BUDA,TX,373013,Tree Trimmers and Pruners,TREE PRUNER,25,10.81,HR,10.81,HR
75,C-12283-59913,2012-10-11 12:25:58,2012-10-09 00:00:00,Partial Certified,H-2B,CO,2012-11-26 00:00:00,2013-03-29 00:00:00,TELLURIDE GARDENS & MAINTENANCE,795 COUNTY ROAD 45X,,NORWOOD,CO,81435,NICOLE NEWTON/ LABOR CONSLULTANTS INTERNATIONAL,COEUR D'ALENE,ID,519198,Helpers--Production Workers,SNOW SHOVELER,14,9.79,HR,9.79,HR
76,C-12283-59915,2012-10-11 14:06:25,2012-10-09 00:00:00,Certified,H-2B,ND,2012-10-01 00:00:00,2013-04-01 00:00:00,"DESIGN MFG, INC.",11128 88TH STREET SE,PO BOX 267,OAKES,ND,58474,"KEVIN M. OPP/EMPLOYMENT USA, LLC",ABERDEEN,SD,514199,"Metal Workers and Plastic Workers, All Other","LABORER, GENERAL",2,13.24,HR,13.24,HR
77,C-12283-59907,2012-10-11 14:06:46,2012-10-09 00:00:00,Certified,H-2B,CO,2012-11-15 00:00:00,2013-04-23 00:00:00,ASPEN SKIING COMPANY,117 ASPEN AIRPORT BUSINESS CTR,,ASPEN,CO,81611,JOCELYN CHRISTINE CAMPANARO/OGLETREE DEAKINS,DENVER,CO,399032,Recreation Workers,RECREATION LEADER,2,11.58,HR,11.58,HR
78,C-12283-59903,2012-10-11 14:24:54,2012-10-09 00:00:00,Partial Certified,H-2B,AR,2012-12-17 00:00:00,2013-05-15 00:00:00,MC HENRY FORESTRY,RT. 1 BOX 830,,BROKEN BOW,OK,74728,NICOLE NEWTON / LABOR CONSULTANTS INTERNATIONAL,COEUR D'ALENE,ID,454011,Forest and Conservation Workers,TREE PLANTER,32,10.32,HR,10.32,HR
79,C-12283-59910,2012-10-11 14:36:58,2012-10-09 00:00:00,Certified,H-2B,CO,2012-11-01 00:00:00,2013-04-23 00:00:00,ASPEN SKIING COMPANY DBA FULL-SERVICE SKI RESORTS,117 ASPEN AIRPORT BUSINESS CTR,,ASPEN,CO,81611,JOCELYN CHRISTINE CAMPANARO/ OGLETREE DEAKINS,DENVER,CO,393091,Amusement and Recreation Attendants,SKI TOW OPERATOR,4,14.31,HR,14.31,HR
80,C-12283-59906,2012-10-11 15:29:23,2012-10-09 00:00:00,Certified,H-2B,NV,2012-01-15 00:00:00,2012-10-15 00:00:00,ISLAND NURSERY SUPPLIES INC,1480 SPEONK RIVERHEAD ROAD,P.O. BOX 152,SPEONK,NY,11972,MELINDA A RUBIN / MELINDA A RUBIN PC,HAMPTON BAYS,NY,537063,Machine Feeders and Offbearers,PRODUCTION HELPER,5,8.47,HR,8.47,HR
81,C-12275-59869,2012-10-12 10:04:10,2012-10-01 00:00:00,Certified,H-2B,AZ,2012-10-30 00:00:00,2013-05-20 00:00:00,TWB TRAINING,5820 S DYSART RD,,PHOENIX,AZ,85323,CHARLES JAN THURGOOD / CORPORATE & EMPLOYEE SERVIC,TEMPE,AZ,392021,Nonfarm Animal Caretakers,ANIMAL CARETAKER,4,9.24,HR,9.24,HR
82,C-12277-59881,2012-10-12 10:46:32,2012-10-03 00:00:00,Certified,H-2B,CO,2012-11-01 00:00:00,2013-04-30 00:00:00,GROUP 970 DBA VAIL CHOPHOUSE/BLUE MOOSE,P.O. BOX 5549,63 AVONDALE LANE UNIT C-1,AVON,CO,81620,AMY JILL NOVAK/ NOVALK LAW OFFICE,AVON,CO,352013,"Cooks, Private Household",COOK,15,11.74,HR,11.74,HR
83,C-12272-59850,2012-10-12 10:51:56,2012-09-28 00:00:00,Certified,H-2B,TX,2013-01-01 00:00:00,2013-10-31 00:00:00,ELILACON COMPANY INC.,3159 CALLE MARAVILLOSA,,BROWNSVILLE,TX,78526,LINDA PEREZ / DATA PROCESS SPECIALISTS INC.,BROWNSVILLE,TX,472171,Reinforcing Iron and Rebar Workers,REINFORCING METAL WORKER,60,9.59,HR,9.59,HR
84,C-12269-59830,2012-10-12 11:55:04,2012-09-25 00:00:00,Certified,H-2B,CA,2012-09-17 00:00:00,2013-07-17 00:00:00,VICTORIA T. WARMINGTON,328 BUENA VISTA,,BALBOA,CA,92661,"VERONICA TREJO/HILL & PIIBE, IMMIGRATION ATTORNEYS",LOS ANGELES,CA,392011,Animal Trainers,HORSE TRAINER,1,600.0,WK,600.0,WK
85,C-12284-59918,2012-10-12 12:26:54,2012-10-10 00:00:00,Certified,H-2B,PA,2012-12-21 00:00:00,2013-09-01 00:00:00,"BARGEE FARMS, INC.",472 CEDAR RUN ROAD,,ALLISON PARK,PA,15101,"SHAWN FRANCIS FRIESTAD/FRIESTAD LAW FIRM, APC",SAN DIEGO,CA,392021,Nonfarm Animal Caretakers,ANIMAL CARETAKER,3,9.05,HR,9.05,HR
86,C-12284-59921,2012-10-12 12:36:22,2012-10-10 00:00:00,Certified,H-2B,MA,2013-01-01 00:00:00,2013-10-31 00:00:00,BERGIES SEAFOOD INC.,8 HASSEY ST,,NEW BEDFORD,MA,02740,"LINDA PEREZ/DATA PROCESSING SPECIALISTS, INC.",BROWNSVILLE,TX,537063,Machine Feeders and Offbearers,PRODUCTION HELPER,5,11.06,HR,11.06,HR
87,C-12285-59925,2012-10-15 11:52:44,2012-10-11 00:00:00,Certified,H-2B,TX,2013-01-13 00:00:00,2013-11-11 00:00:00,"TALLEY AMUSEMENTS, INC.",700 SINGING QUAIL TRAIL,,HASLET,TX,76101,"JAMES KENDRICK JUDKINS/ JKJ WORKFORCE AGENCY, INC.",RIO HONDO,TX,393091,Amusement and Recreation Attendants,AMUSEMENT PARK WORKER,60,319.2,WK,319.2,WK
88,C-12285-59926,2012-10-15 12:36:01,2012-10-11 00:00:00,Certified,H-2B,CA,2013-01-02 00:00:00,2013-10-31 00:00:00,"WEST COAST CONCESSIONS FAIRS, INC. DBA BIG BUBBA'S",115 FAIRVIEW LANE,,PASO ROBLES,CA,93446,"JAMES K. JUDKINS / JKJ WORKFORCE AGENCY, INC.",RIO HONDO,TX,393091,Amusement and Recreation Attendants,AMUSEMENT PARK WORKER,40,8.22,HR,8.22,HR
89,C-12270-59836,2012-10-15 13:48:15,2012-09-26 00:00:00,Partial Certified,H-2B,VA,2012-12-01 00:00:00,2013-03-31 00:00:00,"ALPHA SERVICES, LLC",1141 N. 3RD ST,,COEUR D'ALENE,ID,83814,NICOLE NEWTON/LABOR CONSULTANTS INTERNATIONAL,COEUR D'ALENE,ID,454011,Forest and Conservation Workers,FOREST WORKER,299,11.33,HR,11.33,HR
90,C-12264-59811,2012-10-15 14:38:55,2012-09-20 00:00:00,Partial Certified,H-2B,SC,2012-12-17 00:00:00,2013-07-15 00:00:00,"PINE NEEDLE EXPRESS, LLC",523 PAUL HURST ROAD,,PAGELAND,SC,29728,"PATRICIA M. HALL/AGWORKS H2, LLC",LAKE PARK,GA,454011,Forest and Conservation Workers,FOREST PRODUCTS GATHERER,16,9.72,HR,9.72,HR
91,C-12285-59933,2012-10-15 14:42:05,2012-10-11 00:00:00,Certified,H-2B,KY,2013-01-01 00:00:00,2013-09-30 00:00:00,STERLING EQUESTRAIN LLC,1451 WALNUT HILL ROAD,,LEXINGTON,KY,40515,JOHN GISMONDI,WESTBURY,NY,392021,Nonfarm Animal Caretakers,STABLE ATTENDANT,1,8.25,HR,8.25,HR
92,C-12276-59877,2012-10-16 08:24:27,2012-10-02 00:00:00,Partial Certified,H-2B,FL,2012-11-01 00:00:00,2013-08-30 00:00:00,FLORDIA HOSPITALITY MANAGEMENT LLC,5281 BAYWATER DRIVE,P.O. BOX 262876,TAMPA,FL,33615,MICHELE MCCARTHY/ HEM INTERNATIONAL SERVICES,JAMAICA,NY,372012,Maids and Housekeeping Cleaners,"CLEANER, HOUSEKEEPING",15,8.14,HR,8.14,HR
93,C-12276-59875,2012-10-16 08:31:11,2012-10-02 00:00:00,Partial Certified,H-2B,FL,2012-11-01 00:00:00,2013-08-30 00:00:00,FLORIDA HOSPITALITY MANAGEMENT LLC DBA FLORIDA HOS,5281 BAYWATER DRIVE,P.O. BOX 262876,TAMPA,FL,33615,MICHELE MCCARTHY/HEM INTERNATIONAL SERVICES,JAMAICA,NY,371011,First-Line Supervisors/Managers of Housekeeping and Janitorial Workers,HOUSEKEEPER,83,8.19,HR,8.19,HR
94,C-12286-59938,2012-10-16 10:10:57,2012-10-12 00:00:00,Certified,H-2B,LA,2013-01-01 00:00:00,2013-10-31 00:00:00,GALLEGOS CORPORATION,2201 LAPALCO BLVD.,,HARVEY,LA,70058,"LINDA PEREZ/DATA PROCESSING SPECIALISTS, INC.",BROWNSVILLE,TX,352021,Food Preparation Workers,"FOOD ASSEMBLER, KITCHEN",10,9.0,HR,9.0,HR
95,C-12271-59844,2012-10-16 12:00:52,2012-09-27 00:00:00,DENIED,H-2B,NC,2012-09-26 00:00:00,2013-07-16 00:00:00,SEASHORE BUILDERS INC,5930 NC HIGHWAY 50,,MAPLE HILL,NC,28454,DAVID NORMAN DONALDSON/USAMEX LTD CO.,BALD KNOB,AR,472031,Carpenters,CARPENTER,0,,,,
96,C-12268-59827,2012-10-16 12:29:35,2012-09-24 00:00:00,DENIED,H-2B,MI,2012-04-25 00:00:00,2012-12-20 00:00:00,"TRAVIS CONTRACTORS, LLC",43985 SETTLERS CREEK CT,,NOVI,MI,48375,,,,537063,Machine Feeders and Offbearers,"LABORER, GENERAL",0,11.67,HR,11.67,HR
97,C-12276-59874,2012-10-16 12:39:44,2012-10-02 00:00:00,Partial Certified,H-2B,FL,2012-11-01 00:00:00,2013-08-30 00:00:00,FLORIDA HOSPITALITY MANAGEMENT LLC,5281 BAYWATER DRIVE,P.O. BOX 262876,TAMPA,FL,33615,MICHELE MCCARTHY/HEM INTERNATIONAL SERVICES,JAMAICA,NY,371011,First-Line Supervisors/Managers of Housekeeping and Janitorial Workers,HOUSEKEEPER,24,8.14,HR,8.14,HR
98,C-12268-59821,2012-10-16 13:00:46,2012-09-24 00:00:00,DENIED,H-2B,TX,2012-10-01 00:00:00,2013-09-30 00:00:00,"TEXAS LONE STAR PAVEMENT SERVICES, INC. DBA LONE S",607 MCDANIEL DR.,,MAGNOLIA,TX,77354,,,,537063,Machine Feeders and Offbearers,"LABORER, GENERAL",0,11.0,HR,11.0,HR
99,C-12268-59828,2012-10-16 13:01:21,2012-09-24 00:00:00,DENIED,H-2B,ME,2012-09-01 00:00:00,2013-08-31 00:00:00,MAINE CENTRAL INSTITUTE,295 MAIN STREET,,PITTSFIELD,ME,04967,,,,252031,"Secondary School Teachers, Except Special and Vocational Education","TEACHER, SECONDARY SCHOOL",0,29900.0,MTH,29900.0,MTH
100,C-12270-59840,2012-10-16 13:19:02,2012-09-26 00:00:00,DENIED,H-2B,CT,2012-10-01 00:00:00,2016-08-31 00:00:00,LISA A. GUERRERA,8 ALLEN COURT,,NORWALK,CT,06851,,,,399011,Child Care Workers,CHILD MONITOR,0,10.0,HR,10.0,HR
101,C-12265-59816,2012-10-16 13:27:34,2012-09-21 00:00:00,DENIED,H-2B,IL,2012-07-31 00:00:00,2015-06-30 00:00:00,SUZANNE KOENIG,2415 WEST PENSACOLA AVE.,,CHICAGO,IL,60618,"CHARLES H. CUI / IMMIGRATION LAWYERS, P.C.",CHICAGO,IL,399011,Child Care Workers,CHILD MONITOR,0,12.0,HR,12.0,HR
102,C-12270-59833,2012-10-16 13:37:20,2012-09-26 00:00:00,DENIED,H-2B,AL,2012-11-04 00:00:00,2013-07-31 00:00:00,GILBERTO TREJO,17830 HIGHWAY 140,,ELROD,AL,35458,SAYDE M. LEONEL DE CERVANTES / INFINITY LABOR SOUR,BUDA,TX,454011,Forest and Conservation Workers,TREE PLANTER,0,8.59,HR,8.59,HR
103,C-12268-59825,2012-10-16 13:51:24,2012-09-24 00:00:00,DENIED,H-2B,KS,2012-10-01 00:00:00,2015-09-30 00:00:00,MICHAEL MCFALL FAMILY DBA DOING BUSINESS AS: CHILD,"1429 LARAMINE STREET, APT. 18",,MANHATTAN,KS,66502,,,,399011,Child Care Workers,CHILD MONITOR,0,8.73,HR,8.73,HR
104,C-12271-59847,2012-10-16 14:34:04,2012-09-27 00:00:00,DENIED,H-2B,NC,2012-09-26 00:00:00,2013-07-16 00:00:00,SEASHORE BUILDERS INC,208 NELSON PARK ROAD,"5930 NC HIGHWAY 50 MAPLE HILL, NC 28454",MAPLE HILL,NC,28454,DAVID NORMAN DONALDSON/USAMEX LTD CO.,BALD KNOB,AR,472031,Carpenters,CARPENTER,0,18.83,HR,18.83,HR
105,C-12269-59829,2012-10-16 14:38:48,2012-09-25 00:00:00,DENIED,H-2B,AR,2012-10-01 00:00:00,2014-03-03 00:00:00,"PRECISION RATHOLE, INC.",3302 NORTH 18TH ST.,,OZARK,AR,72949,"TERESA ANN COLE/ PRECISION RATHOLE, INC.",OZARK,AR,511011,First-Line Supervisors/Managers of Production and Operating Workers,SHELL SHOP SUPERVISOR,0,10.0,HR,10.0,HR
106,C-12283-59905,2012-10-16 14:50:18,2012-10-09 00:00:00,Certified,H-2B,KY,2013-01-20 00:00:00,2013-11-20 00:00:00,"BROOKDALE FARM, LLC",PO BOX 408,,VERSAILLES,KY,40383,LAURA ELIZABETH CONLEY MORGAN/CONLEY-MORGAN LAW GR,LEXINGTON,KY,392021,Nonfarm Animal Caretakers,ANIMAL CARETAKER,6,8.23,HR,8.23,HR
107,C-12272-59862,2012-10-16 14:53:03,2012-09-28 00:00:00,DENIED,H-2B,TX,2012-11-15 00:00:00,2013-07-15 00:00:00,AA WELDERS & FABRICATORS,811 SOUTH COMMERCIAL,,ARANSAS PASS,TX,78336,"HEATHER MORETZSOHN/RODRIGUEZ & MORETZSOHN, PLLC",CORPUS CHRISTI,TX,512041,Structural Metal Fabricators and Fitters,"FABRICATOR ASSEMBLER, METAL PRODUCTS",0,18.43,HR,18.43,HR
108,C-12251-59747,2012-10-16 15:11:20,2012-09-07 00:00:00,DENIED,H-2B,LA,2012-10-01 00:00:00,2013-08-01 00:00:00,"NORTH AMERICAN SHIPBUILDING, LLC",800 INDUSTRIAL PARK ROAD,P.O. DRAWER 580,LAROSE,LA,70373,"ANH H LUONG / GALLIANO MARINE SERVICES, LLC (EDISO",CUT OFF,LA,499041,Industrial Machinery Mechanics,"REPAIRER, WELDING, BRAZING, AND BURNING MACHINES",0,20.49,HR,20.49,HR
109,C-12257-59773,2012-10-16 16:42:28,2012-09-13 00:00:00,DENIED,H-2B,FL,2012-11-25 00:00:00,2013-05-10 00:00:00,"W.T. PHIPPS, II RACING STABLE, LLC",4240 NW 130TH AVE,,OCALA,FL,34482,LEONARD J. D'ARRIGO/WHITEMAN OSTERMAN & HANNA LLP,ALBANY,NY,392021,Nonfarm Animal Caretakers,ANIMAL CARETAKER,0,10.19,HR,10.19,HR
110,C-12256-59771,2012-10-16 16:44:12,2012-09-12 00:00:00,Certified,H-2B,TX,2012-10-01 00:00:00,2013-08-01 00:00:00,"JDK ASSOCIATES, INC.",1016 N. INDUSTRIAL BLVD.,,PILOT POINT,TX,76258,STEPHEN WARD/LABOR CONSULTANTS INTERNATIONAL,COEUR D'ALENE,ID,373011,Landscaping and Groundskeeping Workers,"LABORER, LANDSCAPE",20,8.79,HR,8.79,HR
111,C-12286-59939,2012-10-17 10:21:40,2012-10-12 00:00:00,Partial Certified,H-2B,TX,2013-01-14 00:00:00,2013-10-31 00:00:00,RDR FLOORING SERVICES DBA TEXAS TILE COMPANY,"10738 BRAUN, SUITE 1",,SAN ANTONIO,TX,78254,KEMAL IAN BENOUIS/BENOUIS LAW OFFICE,MANCHACA,TX,519198,Helpers--Production Workers,LABORER,32,9.7,HR,9.7,HR
112,C-12279-59902,2012-10-17 10:55:12,2012-10-05 00:00:00,Certified,H-2B,TX,2012-11-15 00:00:00,2013-09-15 00:00:00,AUTOBUSES EJECUTIVOS LLC,3200 TELEPHONE RD.,,HOUSTON,TX,77023,GENARO SALAZAR/LAW OFFICES OF MANUEL E. SOLIS,HOUSTON,TX,533022,"Bus Drivers, School",BUS DRIVER,50,17.33,HR,17.33,HR
113,C-12285-59932,2012-10-17 10:57:37,2012-10-11 00:00:00,Partial Certified,H-2B,CO,2012-12-05 00:00:00,2013-04-25 00:00:00,"PIONEER RIDGE MANAGEMENT, LLC","2150 RESORT DRIVE, SUITE 300",,STEAMBOAT SPRINGS,CO,80487,,,,372012,Maids and Housekeeping Cleaners,"CLEANER, HOUSEKEEPING",27,11.0,HR,11.0,HR
114,C-12286-59937,2012-10-17 11:24:49,2012-10-12 00:00:00,Partial Certified,H-2B,SC,2012-12-01 00:00:00,2013-09-30 00:00:00,"STONE FORESTRY SERVICES, INC.",2011 PLUM NELLY ROAD,,RISING FAWN,GA,30738,STEPHEN WARD/ LABOR CONSULTANTS INTERNATIONAL,COEUR D'ALENE,ID,454011,Forest and Conservation Workers,FOREST WORKER,148,9.91,HR,9.91,HR
115,C-12285-59929,2012-10-17 11:52:56,2012-10-11 00:00:00,Partial Certified,H-2B,SC,2012-12-05 00:00:00,2013-03-15 00:00:00,"MARSHFIELD FOREST SERVICE, INC.",31 MAYS WAY,,EDGEFIELD,SC,29824,STEPHEN WARD/LABOR CONSULTANTS INTERNATIONAL,COEUR D'ALENE,ID,454011,Forest and Conservation Workers,FOREST WORKER,33,9.48,HR,9.48,HR
116,C-12283-59911,2012-10-17 12:14:53,2012-10-09 00:00:00,Certified,H-2B,AR,2012-12-07 00:00:00,2013-03-20 00:00:00,"SUPERIOR FORESTRY SERVICE, INC",36462 HIGHWAY 27,P.O. BOX 25,TILLY,AR,72679,"PATRICIA M. HALL/AGWORKS H2, LLC",LAKE PARK,GA,454011,Forest and Conservation Workers,TREE PLANTER,139,9.6,HR,9.6,HR
117,C-12285-59927,2012-10-17 12:24:23,2012-10-11 00:00:00,Certified,H-2B,MT,2012-11-15 00:00:00,2013-09-15 00:00:00,MICROTEL INN AND SUITES,1500 SOUTH CENTRAL AVENUE,,SIDNEY,MT,59270,"JOHN-CARL ROSACIA ROGGE/ NORTHWEST PLACEMENT USA,",BILLINGS,MT,435081,Stock Clerks and Order Fillers,LINEN ROOM ATTENDANT,6,8.25,HR,8.25,HR
118,C-12249-59733,2012-10-17 13:34:17,2012-09-05 00:00:00,DENIED,H-2B,MD,2012-10-15 00:00:00,2013-08-15 00:00:00,GALAAL MALIEK FEREBEE,14502 ANTRIM COURT,,LAUREL,MD,20707,,,,372012,Maids and Housekeeping Cleaners,CARETAKER,0,13.5,HR,13.5,HR
119,C-12284-59917,2012-10-17 14:46:31,2012-10-10 00:00:00,Partial Certified,H-2B,VA,2013-01-02 00:00:00,2013-06-04 00:00:00,"BONUMS OYSTER COMPANY, INC.",1336 BONUMS ROAD,"P.O. BOX 117, HAGUE, VA 22469",KINSALE,VA,22488,"EVELYN AMANDA WRIGHT/THE LABOR COMPANY,LLC (TLC)",AMHERST,VA,519198,Helpers--Production Workers,SHELLFISH SHUCKER,23,7.33,HR,7.33,HR
120,C-12250-59743,2012-10-18 16:04:16,2012-09-06 00:00:00,DENIED,H-2B,FL,2012-09-01 00:00:00,2013-09-01 00:00:00,"NOPI ENTERPRISES, INC. DBA PIZZA RUSTICA",863 WASHINGTON AVENUE,,MIAMI BEACH,FL,33139,ROBERT STEVEN SHELDON/83409,MIAMI BEACH,FL,119051,Food Service Managers,"MANAGER, FAST FOOD SERVICES",0,18.26,HR,18.26,HR
121,C-12283-59912,2012-10-19 10:51:49,2012-10-09 00:00:00,Partial Certified,H-2B,AL,2012-10-01 00:00:00,2013-06-15 00:00:00,"ALPINE FORESTRY, LLC",137 B COMMERCE AVE,287,LAGRANGE,GA,30241,NICOLE NEWTON/ LABOR CONSLULTANTS INTERNATIONAL,COEUR D'ALENE,ID,454011,Forest and Conservation Workers,TREE PLANTER,76,10.4,HR,10.4,HR
122,C-12279-59894,2012-10-19 10:57:22,2012-10-05 00:00:00,Certified,H-2B,NY,2012-10-01 00:00:00,2013-09-30 00:00:00,"VOXY, INC.","85 EAST 10TH ST., SUITE 5M",,NEW YORK,NY,10003,LAURA N. JASINSKI/JASINSKY IMMIGRATION LAW,STAMFORD,CT,439081,Proofreaders and Copy Markers,PROOFREADER,1,15.7,HR,15.7,HR
123,C-12284-59924,2012-10-19 11:03:26,2012-10-10 00:00:00,Certified,H-2B,MS,2013-01-01 00:00:00,2013-10-31 00:00:00,"BARRETO FORESTRY CONTRACTING, INC.",307 RATCLIFF ST.,,GLOSTER,MS,39638,"LINDA PEREZ/ DATA PROCESSING SPECIALISTS, INC.",BROWNSVILLE,TX,454011,Forest and Conservation Workers,FOREST WORKER,55,12.96,HR,12.96,HR
124,C-12277-59883,2012-10-19 11:05:15,2012-10-03 00:00:00,Partial Certified,H-2B,ID,2012-12-17 00:00:00,2013-09-30 00:00:00,SYLVER TREES,1471 OLD HIGHWAY 2 LOOP,PO BOX 210,MOYIE SPRINGS,ID,83845,NICOLE NEWTON/LABOR CONSULTANTS INTERNATIONAL,COEUR D'ALENE,ID,454011,Forest and Conservation Workers,FOREST WORKER,60,9.37,HR,9.37,HR
125,C-12276-59878,2012-10-19 11:07:56,2012-10-02 00:00:00,Certified,H-2B,TX,2012-11-15 00:00:00,2013-05-30 00:00:00,FROGGIE'S BAIT DOCK DBA ROBERT SANDERS' BOATS,4066 STATE HIGHWAY 183 E,,SEADRIFT,TX,77983,CONNIE L. CHAVEZ,BROWNSVILLE,TX,453011,Fishers and Related Fishing Workers,"FISHER, LINE",4,12.46,HR,12.46,HR
126,C-12279-59896,2012-10-19 14:24:43,2012-10-05 00:00:00,Certified,H-2B,TX,2013-01-01 00:00:00,2013-10-31 00:00:00,"EJV SANDBLASTING AND COATING, LLC.",5084 PADRE ISLAND HWY STE. C,,BROWNSVILLE,TX,78521,LINDA PEREZ / DATA PROCESSING SPECIALIST INC.,BROWNSVILLE,TX,519021,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",GRINDER,30,8.41,HR,8.41,HR
