,CASE_NO,DECISION_DATE,NPC_SUBMITTED_DATE,CASE_STATUS,VISA_CLASS,ALIEN_WORK_STATE,CERTIFICATION_BEGIN_DATE,CERTIFICATION_END_DATE,EMPLOYER_NAME,EMPLOYER_ADDRESS1,EMPLOYER_ADDRESS2,EMPLOYER_CITY,EMPLOYER_STATE,EMPLOYER_POSTAL_CODE,AGENT_ATTORNEY_NAME,AGENT_ATTORNEY_CITY,AGENT_ATTORNEY_STATE,DOT_OCCUPATIONAL_CODE,DOT_NAME,SOC_CODE,SOC_NAME,JOB_TITLE,NBR_WORKERS_REQUESTED,NBR_WORKERS_CERTIFIED,PREVAILING_WAGE,PW_UNIT_OF_PAY,BASIC_RATE_OF_PAY,BASIC_UNIT_OF_PAY
63,C-10351-52398,2010-12-21,2010-12-17,CERTIFIED,H-2B,MA,2011-04-01,2011-11-30,BRASS LANTERN LLC DBA BRASS LANTERN INN,11 N WATER STREET,,NANTUCKET,MA,2554,JANE NICHOLS BISHOP,WEST DENNIS,MA,323.687-014,"Cleaner, Housekeeping",372012.0,Maids and Housekeeping Cleaners,"CLEANER, HOUSEKEEPING",2.0,2,10.3,HR,10.3,HR
64,C-10361-52817,2010-12-30,2010-12-27,CERTIFIED,H-2B,MA,2011-04-01,2011-12-15,EVEN KEEL CAFE,40 MAIN STREET,,NANTUCKET,MA,2554,,,,313.361-014,Cook,352014.0,"Cooks, Restaurant",COOK,14.0,14,12.0,HR,12.0,HR
65,C-10351-52410,2011-01-05,2010-12-17,CERTIFIED,H-2B,MA,2011-04-01,2011-12-14,"NANTUCKET PERIWINKLE, INC DBA PERIWINKLE INN, SCAL",PO BOX 1816,,NANTUCKET,MA,2554,JANE NICHOLS BISHOP/PEAK SEASON WORKFORCE,WEST DENNIS,MA,323.687-014,"Cleaner, Housekeeping",372012.0,Maids and Housekeeping Cleaners,"CLEANER, HOUSEKEEPING",2.0,2,10.3,HR,10.3,HR
66,C-10364-52902,2011-01-06,2010-12-30,CERTIFIED,H-2B,MA,2011-04-15,2011-11-01,MINGO CORPORATION DBA THE MUSE,44 SURFSIDE ROAD PO BOX 2549,,NANTUCKET,MA,2554,JANE NICHOLS BISHOP,WEST DENNIS,MA,313.374-014,"Cook, Short Order",352015.0,"Cooks, Short Order","COOK, SHORT ORDER",7.0,7,,,,
67,C-10364-52907,2011-01-06,2010-12-30,CERTIFIED,H-2B,MA,2011-04-15,2011-12-10,TWENTY FOUR BROAD STREET INC. DBA LE LANGUEDOC,24 BROAD STREET PO BOX 1829,,NANTUCKET,MA,2554,JANE NICHOLS BISHOP,WEST DENNIS,MA,323.687-014,"Cleaner, Housekeeping",372012.0,Maids and Housekeeping Cleaners,"CLEANER, HOUSEKEEPING",3.0,3,10.3,HR,10.3,HR
68,C-10364-52913,2011-01-06,2010-12-30,CERTIFIED,H-2B,MA,2011-04-15,2011-10-15,"STEAMBOAT WHARF PIZZA, INC.",10 BROAD STREET,PO BOX 1829,NANTUCKET,MA,2554,JANE NICHOLS BISHOP,WEST DENNIS,MA,313.374-014,"Cook, Short Order",352015.0,"Cooks, Short Order","COOK, SHORT ORDER",8.0,8,9.23,HR,9.23,HR
69,C-10364-52908,2011-01-06,2010-12-30,CERTIFIED,H-2B,MA,2011-04-15,2011-12-10,TWENTY FOUR BROAD STREET INC. DBA LE LANGUEDOC,24 BROAD STREET,P.O. BOX 1829,NANTUCKET,MA,2554,JANE NICHOLS BISHOP,WEST DENNIS,MA,222.587-022,Kitchen Clerk,435081.0,Stock Clerks and Order Fillers,KITCHEN CLERK,5.0,5,8.86,HR,8.86,HR
70,C-10356-52631,2011-01-10,2010-12-22,CERTIFIED,H-2B,MA,2011-04-01,2011-11-30,CASTLE LANDSCAPE AND GARDEN,136 OLD SOUTH ROAD,PO BOX 54,NANTUCKET,MA,2554,"ELIZABETH D. WHITLEY / MASLABOR H2B, LLC",LOVINGSTON,VA,406.684-014,"Groundskeeper, Industrial-Commercial",373011.0,Landscaping and Groundskeeping Workers,"GROUNDSKEEPER, INDUSTRIAL COMMERCIAL",6.0,6,13.4,HR,13.4,HR
71,C-11004-53024,2011-01-11,2011-01-04,CERTIFIED,H-2B,MA,2011-04-15,2011-12-06,BARTLETT'S OCEAN VIEW FARM,33 BARLETT FARM ROAD,,NANTUCKET,MA,2554,JANE NICHOLS BISHOP,WEST DENNIS,MA,313.374-014,"Cook, Short Order",352015.0,"Cooks, Short Order","COOK, SHORT ORDER",8.0,8,11.43,HR,11.43,HR
72,C-11007-53169,2011-01-13,2011-01-07,CERTIFIED,H-2B,MA,2011-04-01,2011-12-15,NANTUCKET ISLAND RESORTS,10 AMELIA DRIVE,P.O. BOX 1139,NANTUCKET,MA,2554,MARK D. CARCHIDI,YARMOUTH PORT,MA,324.677-010,Bellhop,396011.0,Baggage Porters and Bellhops,BELLHOP,20.0,20,8.77,HR,8.77,HR
73,C-11007-53161,2011-01-13,2011-01-07,CERTIFIED,H-2B,MA,2011-04-01,2011-10-31,COOKS SIDEWALK CAFE,6 SOUTH BEACH STREET,,NANTUCKET,MA,2554,,,,311.472-010,Fast-Foods Worker,353021.0,"Combined Food Preparation and Serving Workers, Including Fast Food",FAST FOODS WORKER,5.0,5,,HR,10.33,HR
74,C-11007-53194,2011-01-13,2011-01-07,CERTIFIED,H-2B,MA,2011-04-13,2011-10-15,BRANT POINT INN,8 N. BEACH STREET,,NANTUCKET,MA,2554,MICHAEL DAVID HEFNER,PITTSFIELD,VT,323.687-014,"Cleaner, Housekeeping",372012.0,Maids and Housekeeping Cleaners,"CLEANER, HOUSEKEEPING",3.0,3,10.3,HR,10.3,HR
75,C-11007-53158,2011-01-13,2011-01-07,CERTIFIED,H-2B,MA,2011-04-01,2011-12-15,NANTUCKET ISLAND RESORTS,10 AMELIA DRIVE,P.O. BOX 1139,NANTUCKET,MA,2554,MARK D. CARCHIDI,YARMOUTH PORT,MA,323.687-014,"Cleaner, Housekeeping",372012.0,Maids and Housekeeping Cleaners,"CLEANER, HOUSEKEEPING",70.0,70,10.3,HR,10.3,HR
76,C-11007-53164,2011-01-13,2011-01-07,CERTIFIED,H-2B,MA,2011-04-01,2011-12-15,NANTUCKET ISLAND RESORTS,P.O. BOX 1139,10 AMELIA DRIVE,NANTUCKET,MA,2554,MARK D. CARCHIDI,YARMOUTH PORT,MA,319.484-010,"Food Assembler, Kitchen",352021.0,Food Preparation Workers,"FOOD ASSEMBLER, KITCHEN",45.0,45,8.86,HR,8.86,HR
77,C-11007-53157,2011-01-13,2011-01-07,CERTIFIED,H-2B,MA,2011-04-01,2011-12-15,NANTUCKET ISLAND RESORTS,P.O. BOX 1139,10 AMELIA DRIVE,NANTUCKET,MA,2554,MARK D. CARCHIDI,YARMOUTH PORT,MA,311.477-026,"Waiter/Waitress, Formal",353031.0,Waiters and Waitresses,"WAITER/WAITRESS, FORMAL",40.0,40,11.44,HR,11.44,HR
78,C-11007-53162,2011-01-13,2011-01-07,CERTIFIED,H-2B,MA,2011-04-01,2011-12-15,NANTUCKET ISLAND RESORTS,P.O. BOX 1139,10 AMELIA DRIVE,NANTUCKET,MA,2554,MARK D. CARCHIDI,YARMOUTH PORT,MA,406.684-014,"Groundskeeper, Industrial-Commercial",373011.0,Landscaping and Groundskeeping Workers,"GROUNDSKEEPER, INDUSTRIAL COMMERCIAL",8.0,8,13.4,HR,13.4,HR
79,C-11010-53260,2011-01-13,2011-01-10,CERTIFIED,H-2B,MA,2011-04-21,2011-12-12,"66 CENTRE STREET, INC DBA ANCHOR INN",66 CENTRE STREET,,NANTUCKET,MA,2554,,,,323.687-014,"Cleaner, Housekeeping",372012.0,Maids and Housekeeping Cleaners,"CLEANER, HOUSEKEEPING",3.0,3,10.5,HR,10.5,HR
80,C-11014-53402,2011-01-20,2011-01-14,CERTIFIED,H-2B,MA,2011-04-15,2011-10-31,ISLAND INN CORPORATION DBA THE CENTURY HOUSE,10 CLIFF ROAD,,NANTUCKET,MA,2554,MATTHEW LEE,BOSTON,MA,323.687-014,"Cleaner, Housekeeping",372012.0,Maids and Housekeeping Cleaners,"CLEANER, HOUSEKEEPING",4.0,4,10.3,HR,10.3,HR
81,C-11019-53446,2011-01-24,2011-01-18,CERTIFIED,H-2B,MA,2011-04-22,2011-10-20,RESORT TRANSPORTATION INC.  DBA NANTUCKET BIKE SHO,4 BROAD STREET,,NANTUCKET,MA,2554,JANE NICHOLS BISHOP,WEST DENNIS,MA,295.467-010,Bicycle-Rental Clerk,412021.0,Counter and Rental Clerks,BICYCLE RENTAL CLERK,10.0,10,13.23,HR,13.23,HR
82,C-11004-53022,2011-01-25,2011-01-04,CERTIFIED,H-2B,MA,2011-04-15,2011-12-06,BARTLETT'S OCEAN VIEW FARM,33 BARLETT FARM ROAD,,NANTUCKET,MA,2554,JANE NICHOLS BISHOP,WEST DENNIS,MA,299.367-014,Stock Clerk,435081.0,Stock Clerks and Order Fillers,STOCK CLERK,4.0,4,8.97,HR,8.97,HR
83,C-11021-53526,2011-01-26,2011-01-21,CERTIFIED,H-2B,MA,2011-05-01,2011-10-20,ROPE WALK  INC. DBA ROPE WALK,1 STRAIGHT WHARF P.O. BOX 838,,NANTUCKET,MA,2554,,,,319.484-010,"Food Assembler, Kitchen",352021.0,Food Preparation Workers,"FOOD ASSEMBLER, KITCHEN",4.0,4,,,,
84,C-11021-53520,2011-01-26,2011-01-21,CERTIFIED,H-2B,MA,2011-05-01,2011-10-20,ROPE WALK INC. DBA ROPE WALK,1 STRAIGHT WHARF,P.O. BOX 838,NANTUCKET,MA,2554,,,,305.281-010,Cook,352013.0,"Cooks, Private Household",COOK,7.0,7,11.43,HR,11.43,HR
85,C-11021-53524,2011-01-26,2011-01-21,CERTIFIED,H-2B,MA,2011-05-01,2011-10-20,ROPE WALK INC. DBA ROPE WALK,1 STRAIGHT WHARF,P.O BOX 838,NANTUCKET,MA,2554,,,,318.687-010,Kitchen Helper,359021.0,Dishwashers,KITCHEN HELPER,4.0,4,8.72,HR,8.72,HR
86,C-11021-53508,2011-01-26,2011-01-21,CERTIFIED,H-2B,MA,2011-05-01,2011-11-01,"NANTUCKET PERIWINKLE, INC. DBA PERIWINKLE INN, SCA",P.O. BOX 1816,7 NORHT WATER STREET & 9 NORTH WATER STREET & BRAN,NANTUCKET,MA,2554,JANE NICHOLS BISHOP,WEST DENNIS,MA,323.687-014,"Cleaner, Housekeeping",372012.0,Maids and Housekeeping Cleaners,"CLEANER, HOUSEKEEPING",2.0,2,10.3,HR,10.3,HR
87,C-11024-53551,2011-01-27,2011-01-24,CERTIFIED,H-2B,MA,2011-05-01,2011-11-01,"P & M REIS TRUCKING, INC.",PO BOX 113,57 SURFSIDE ROAD,NANTUCKET,MA,2554,JANE NICHOLS BISHOP,WEST DENNIS,MA,684.687-022,Collector,537062.0,"Laborers and Freight, Stock, and Material Movers, Hand",COLLECTOR,12.0,12,14.77,HR,14.77,HR
88,C-11021-53519,2011-01-27,2011-01-21,CERTIFIED,H-2B,MA,2011-05-01,2011-10-20,ROPE WALK INC. DBA ROPE WALK,1 STRAIGHT WHARF,P.O BOX 838,NANTUCKET,MA,2554,,,,311.677-018,Dining Room Attendant,359011.0,Dining Room and Cafeteria Attendants and Bartender Helpers,DINING ROOM ATTENDANT,6.0,6,9.19,HR,9.19,HR
89,C-11010-53256,2011-01-31,2011-01-10,DENIED,H-2B,MA,2011-04-15,2011-10-15,"NANTUCKET GOLF MANAGEMENT, INC DBA MIACOMET GOLF C",12 WEST MIACOMET ROAD,,NANTUCKET,MA,2554,,,,408.687-014,"Laborer, Landscape",373011.0,Landscaping and Groundskeeping Workers,"LABORER, LANDSCAPE",9.0,0,,,,
90,C-11007-53163,2011-01-31,2011-01-07,CERTIFIED,H-2B,MA,2011-04-01,2011-12-15,NANTUCKET ISLAND RESORTS,10 AMELIA DRIVE,P.O. BOX 1139,NANTUCKET,MA,2554,MARK D. CARCHIDI,YARMOUTH PORT,MA,238.367-038,Hotel Clerk,434081.0,"Hotel, Motel, and Resort Desk Clerks",HOTEL CLERK,40.0,40,13.1,HR,13.1,HR
91,C-11021-53515,2011-02-08,2011-01-21,CERTIFIED,H-2B,MA,2011-05-01,2011-10-10,"HOLDGATES ISLAND LAUNDRY, INC.",4 VESPER LANE,P.O. BOX 869,NANTUCKET,MA,2554,JANE NICHOLS BISHOP,WEST DENNIS,MA,221.387-038,Laundry Clerk,439061.0,"Office Clerks, General",LAUNDRY CLERK,8.0,8,11.66,HR,11.66,HR
92,C-11039-53911,2011-02-15,2011-02-08,CERTIFIED,H-2B,MA,2011-05-15,2011-10-31,BRASS LANTERN LLC DBA BRASS LANTERN INN,11 N WATER STREET,,NANTUCKET,MA,2554,JANE NICHOLS BISHOP,WEST DENNIS,MA,323.687-014,"Cleaner, Housekeeping",372012.0,Maids and Housekeeping Cleaners,"CLEANER, HOUSEKEEPING",2.0,2,10.3,HR,10.3,HR
93,C-11040-53940,2011-02-15,2011-02-09,CERTIFIED,H-2B,MA,2011-05-15,2011-10-15,CENTER STREET ACKQUISITION LLC DBA ROBERTS HOUSE I,11 INDIA STREET,,NANTUCKET,MA,2554,BISHOP NICHOLS JANE,WEST DENNIS,MA,323.687-014,"Cleaner, Housekeeping",372012.0,Maids and Housekeeping Cleaners,"CLEANER, HOUSEKEEPING",3.0,3,10.3,HR,10.3,HR
94,C-11041-53957,2011-02-16,2011-02-10,CERTIFIED,H-2B,MA,2011-05-07,2011-12-08,THE BROTHERHOOD OF THIEVES RESTAURANT MANAGEMENT G,23 BROAD STREET,PO BOX 388,NANTUCKET,MA,2554,JANE NICHOLS BISHOP,WEST DENNIS,MA,313.361-014,Cook,352014.0,"Cooks, Restaurant",COOK,14.0,14,11.43,HR,11.43,HR
95,C-11041-53973,2011-02-16,2011-02-10,CERTIFIED,H-2B,MA,2011-05-01,2011-12-31,"BUTNELL PACKAGE, INC. DBA HATCH'S PACKAGE STORE",133 ORANGE STREET,,NANTUCKET,MA,2554,MARK D. CARCHIDI,YARMOUTH PORT,MA,222.487-014,Order Filler,435081.0,Stock Clerks and Order Fillers,ORDER FILLER,2.0,2,8.97,HR,8.97,HR
96,C-11041-53968,2011-02-16,2011-02-10,CERTIFIED,H-2B,MA,2011-05-15,2011-10-15,TRESSES CORPORATION DBA TRESSES & THE DAY SPA,117 PLEASANT STREET,,NANTUCKET,MA,2554,JANE NICHOLS BISHOP,WEST DENNIS,MA,331.674-010,Manicurist,395092.0,Manicurists and Pedicurists,MANICURIST,4.0,4,10.31,HR,10.31,HR
97,C-11041-53967,2011-02-16,2011-02-10,CERTIFIED,H-2B,MA,2011-05-15,2011-10-15,TRESSES CORPORATION DBA TRESSES & THE DAY SPA,117 PLEASANT STREET,,NANTUCKET,MA,2554,JANE NICHOLS BISHOP,WEST DENNIS,MA,334.374-010,Masseur/Masseuse,319011.0,Massage Therapists,MASSEUR/MASSEUSE,4.0,4,11.93,HR,11.93,HR
98,C-11042-54005,2011-02-16,2011-02-11,CERTIFIED,H-2B,MA,2011-04-01,2011-12-30,"SOMETHING, INC. DBA SOMETHING NATURAL",50 CLIFF RD.,,NANTUCKET,MA,2554,MARK D. CARCHIDI,YARMOUTH PORT,MA,319.677-014,"Food-Service Worker, Hospital",353041.0,"Food Servers, Nonrestaurant","FOOD SERVICE WORKER, HOSPITAL",6.0,6,8.86,HR,8.86,HR
99,C-11021-53530,2011-02-17,2011-01-21,CERTIFIED,H-2B,MA,2011-05-01,2011-10-20,ISLAND GOURMET DBA CLUB CAR,1 MAIN STREET P.O. BOX 838,,NANTUCKET,MA,2554,,,,318.687-010,Kitchen Helper,359021.0,Dishwashers,KITCHEN HELPER,3.0,3,,,,
100,C-11021-53532,2011-02-17,2011-01-21,CERTIFIED,H-2B,LA,2011-05-01,2011-10-20,ISLAND GOURMET DBA CLUB CAR,1 MAIN STREET,P.O. BOX 838,NANTUCKET,MA,2554,,,,313.361-014,Cook,352014.0,"Cooks, Restaurant",COOK,4.0,4,11.43,HR,11.43,HR
101,C-11045-54023,2011-02-18,2011-02-14,CERTIFIED,H-2B,MA,2011-05-15,2011-11-02,MIDISH CORPORATION DBA THE TAVERN,2 HARBOR SQUARE,P.O. BOX 388,NANTUCKET,MA,2554,JANE NICHOLS BISHOP/PEAK SEASON WORKFORCE,WEST DENNIS,MA,311.677-018,Dining Room Attendant,359011.0,Dining Room and Cafeteria Attendants and Bartender Helpers,DINING ROOM ATTENDANT,20.0,20,9.19,HR,9.19,HR
102,C-11047-54063,2011-02-22,2011-02-16,CERTIFIED,H-2B,MA,2011-05-15,2011-10-15,SHERBURNE INN LLC,10 GAY STREET,,NANTUCKET,MA,2554,JANE NICHOLS BISHOP,WEST DENNIS,MA,323.687-014,"Cleaner, Housekeeping",372012.0,Maids and Housekeeping Cleaners,"CLEANER, HOUSEKEEPING",2.0,2,10.3,HR,10.3,HR
103,C-11026-53657,2011-02-22,2011-01-26,CERTIFIED,H-2B,MA,2011-05-09,2011-11-11,FINCH GROUP HOTELS AND RESORTS INC. DBA NANTUCKET,1 MILLER'S LANE,,NANTUCKET,MA,2554,,,,323.687-014,"Cleaner, Housekeeping",372012.0,Maids and Housekeeping Cleaners,"CLEANER, HOUSEKEEPING",20.0,20,10.3,HR,10.3,HR
104,C-11026-53651,2011-02-23,2011-01-26,CERTIFIED,H-2B,MA,2011-05-09,2011-11-11,FINCH GROUP HOTELS AND RESORTS INC. DBA NANTUCKET,1 MILLER'S LANE,,NANTUCKET,MA,2554,,,,311.677-018,Dining Room Attendant,359011.0,Dining Room and Cafeteria Attendants and Bartender Helpers,DINING ROOM ATTENDANT,10.0,10,9.19,HR,9.19,HR
105,C-11038-53887,2011-02-28,2011-02-07,CERTIFIED,H-2B,MA,2011-04-01,2011-12-01,"ISLAND CONCRETE FORM, LLC",13 BAYBERRY LANE,,NANTUCKET,MA,2554,MARK D. CARCHIDI,YARMOUTH PORT,MA,869.664-014,Construction Worker I,473012.0,Helpers--Carpenters,CONSTRUCTION WORKER I,6.0,6,13.09,HR,13.09,HR
106,C-11053-54156,2011-02-28,2011-02-22,CERTIFIED,H-2B,MA,2011-05-16,2011-11-01,VERANDA HOUSE INN LLC DBA VERANDA HOUSE,3 STEP LANE,,NANTUCKET,MA,2554,JANE NICHOLS BISHOP,WEST DENNIS,MA,323.687-014,"Cleaner, Housekeeping",372012.0,Maids and Housekeeping Cleaners,"CLEANER, HOUSEKEEPING",6.0,6,10.3,HR,10.3,HR
107,C-11039-53912,2011-03-02,2011-02-08,CERTIFIED,H-2B,MA,2011-05-25,2011-09-30,"VALLEY TRANSPORTATION SERVICES OF MASSACHUSETTS, I",11 NEW SOUTH ROAD,"P.O BOX  427 WEST DOVER, VT 05356 (MAILING)",NANTUCKET,MA,2554,JANE NICHOLS BISHOP,WEST DENNIS,MA,913.463-010,Bus Driver,533022.0,"Bus Drivers, School",BUS DRIVER,23.0,23,12.93,HR,12.93,HR
108,C-11060-54284,2011-03-07,2011-03-01,CERTIFIED,H-2B,MA,2011-05-01,2011-10-31,STRAIGHT WHARF RESTAURANT,6 HARBOR SQUARE,P.O. BOX 1520,NANTUCKET,MA,2554,MARK D. CARCHIDI,YARMOUTH PORT,MA,319.484-010,"Food Assembler, Kitchen",352021.0,Food Preparation Workers,"FOOD ASSEMBLER, KITCHEN",10.0,10,8.86,HR,8.86,HR
109,C-11045-54026,2011-03-07,2011-02-14,CERTIFIED,H-2B,MA,2011-04-30,2011-11-02,MIDISH CORPORATION DBA THE TAVERN,2 HARBOR SQUARE,P.O. BOX 388,NANTUCKET,MA,2554,JANE NICHOLS BISHOP,WEST DENNIS,MA,313.361-014,Cook,352014.0,"Cooks, Restaurant",COOK,14.0,14,11.43,HR,11.43,HR
110,C-11026-53649,2011-03-08,2011-01-26,DENIED,H-2B,MA,2011-04-01,2011-12-01,LIFE MASSAGE LLC,13C AMELIA DR,,NANTUCKET,MA,2554,,,,323.687-014,"Cleaner, Housekeeping",372012.0,Maids and Housekeeping Cleaners,"CLEANER, HOUSEKEEPING",4.0,0,10.3,HR,10.3,HR
111,C-11026-53658,2011-03-08,2011-01-26,DENIED,H-2B,MA,2011-04-01,2011-12-01,LIFE MASSAGE LLC,13C AMELIA DR,,NANTUCKET,MA,2554,,,,334.374-010,Masseur/Masseuse,319011.0,Massage Therapists,MASSEUR/MASSEUSE,4.0,0,11.93,HR,11.93,HR
112,C-11055-54206,2011-03-09,2011-02-24,CERTIFIED,H-2B,MA,2011-04-01,2011-12-15,NANTUCKET SEAFOOD,56 OLD SOUTH ROAD,,NANTUCKET,MA,2554,MAYDENE ANNMARIE MASON,NANTUCKET,MA,311.472-010,Fast-Foods Worker,353021.0,"Combined Food Preparation and Serving Workers, Including Fast Food",FAST FOODS WORKER,8.0,8,8.98,HR,8.98,HR
113,C-11055-54209,2011-03-09,2011-02-24,CERTIFIED,H-2B,MA,2011-04-01,2011-12-15,NANTUCKET TENT LLC,5 SURFSIDE ROAD,,NANTUCKET,MA,2554,MAYDENE ANNMARIE MASON,NANTUCKET,MA,869.261-010,House Mover,474099.0,"Construction and Related Workers, All Other",HOUSE MOVER,3.0,3,11.99,HR,11.99,HR
114,C-11068-54370,2011-03-14,2011-03-09,CERTIFIED,H-2B,MA,2011-05-15,2011-10-15,THE WESTMOOR CLUB,10 WESTMOOR LANE,,NANTUCKET,MA,2554,"MARK D. CARCHIDI / ANTIOCH ASSOCIATES USA II, INC.",YARMOUTH PORT,MA,313.361-014,Cook,352014.0,"Cooks, Restaurant",COOK,9.0,9,11.43,HR,11.43,HR
115,C-11068-54373,2011-03-14,2011-03-09,CERTIFIED,H-2B,MA,2011-05-15,2011-10-15,THE WESTMOOR CLUB,10 WESTMOOR LANE,,NANTUCKET,MA,2554,MARK D. CARCHIDI,YARMOUTH PORT,MA,323.687-014,"Cleaner, Housekeeping",372012.0,Maids and Housekeeping Cleaners,"CLEANER, HOUSEKEEPING",5.0,5,10.3,HR,10.3,HR
116,C-11068-54371,2011-03-15,2011-03-09,CERTIFIED,H-2B,MA,2011-05-15,2011-10-15,THE WESTMOOR CLUB,10 WESTMOOR LANE,,NANTUCKET,MA,2554,MARK D. CARCHIDI,YARMOUTH PORT,MA,350.677-030,Waiter/Waitress,353031.0,Waiters and Waitresses,WAITER/WAITRESS,15.0,15,11.44,HR,11.44,HR
117,C-11073-54423,2011-03-17,2011-03-14,CERTIFIED,H-2B,MA,2011-05-15,2011-10-10,THE NANTUCKET LOBSTER TRAP,23 WASHINGTON STREET,PO BOX 454,NANTUCKET,MA,2554,JANE NICHOLS BISHOP,WEST DENNIS,MA,318.687-010,Kitchen Helper,359021.0,Dishwashers,KITCHEN HELPER,5.0,5,8.72,HR,8.72,HR
118,C-11073-54433,2011-03-17,2011-03-14,CERTIFIED,H-2B,MA,2011-05-01,2011-12-15,SHIPS INN NANTUCKET INCORP. DBA SHIPS INN,13 FAIR ST.,,NANTUCKET,MA,2554,MAYDENE ANNMAIRE MASON/MMG ASSOCIATE NANTUCKET,NANTUCKET,MA,323.687-014,"Cleaner, Housekeeping",372012.0,Maids and Housekeeping Cleaners,"CLEANER, HOUSEKEEPING",4.0,4,11.66,HR,11.66,HR
119,C-11080-54499,2011-03-23,2011-03-21,CERTIFIED,H-2B,MA,2011-04-10,2011-11-01,MINGO CORPORATION DBA THE MUSE,44 SURFSIDE ROAD,PO BOX 2549,NANTUCKET,MA,2554,JANE NICHOLS BISHOP,WEST DENNIS,MA,312.687-010,Bartender Helper,359011.0,Dining Room and Cafeteria Attendants and Bartender Helpers,BARTENDER HELPER,3.0,3,9.19,HR,9.19,HR
120,C-11067-54358,2011-03-23,2011-03-08,CERTIFIED,H-2B,MA,2011-03-15,2011-12-15,BLACK-EYED SUSAN'S INC.,10 INDIA ST.,P.O BOX 1048,NANTUCKET,MA,2554,,,,319.484-010,"Food Assembler, Kitchen",352021.0,Food Preparation Workers,"FOOD ASSEMBLER, KITCHEN",8.0,8,8.86,HR,8.86,HR
121,C-11073-54444,2011-03-25,2011-03-14,CERTIFIED,H-2B,MA,2011-04-01,2011-12-15,SAYLE & HENRY INC. DBA SAYLES SEAFOOD,99 WASHINGTON ST.,,NANTUCKET,MA,2554,MAYDENE ANNMAIRE MASON,NANTUCKET,MA,209.567-014,"Order Clerk, Food and Beverage",434151.0,Order Clerks,"ORDER CLERK, FOOD AND BEVERAGE",5.0,5,8.98,HR,8.98,HR
122,C-11081-54521,2011-04-01,2011-03-22,CERTIFIED,H-2B,MA,2011-05-15,2011-12-01,"NOMODO, INC DBA SOPHIE T'S PIZZA",7 DAVES STREET,PO BOX 523,NANTUCKET,MA,2554,,,,311.472-010,Fast-Foods Worker,353021.0,"Combined Food Preparation and Serving Workers, Including Fast Food",FAST FOODS WORKER,5.0,5,,HR,11.0,HR
123,C-11095-54665,2011-04-08,2011-04-05,CERTIFIED,H-2B,MA,2011-05-01,2011-10-31,"FOOODS, INC. DBA FOOODS FOR HERE AND THERE",149 ORANGE STREET,,NANTUCKET,MA,2554,MARK D. CARCHIDI,YARMOUTH PORT,MA,187.167-026,"Director, Food Services",119051.0,Food Service Managers,"DIRECTOR, FOOD SERVICES",5.0,5,8.98,HR,8.98,HR
124,C-11088-54608,2011-04-13,2011-03-29,CERTIFIED,H-2B,MA,2011-04-20,2011-12-20,HANS DALGAARD PAINTING INC. DBA HANS PAINTING,65 SURFSIDE ROAD,,NANTUCKET,MA,2554,MAYDENE ANNIMARIE MASON,NANTUCKET,MA,840.381-010,Painter,472141.0,"Painters, Construction and Maintenance",PAINTER,10.0,10,18.85,HR,18.85,HR
125,C-11110-54754,2011-04-25,2011-04-20,CERTIFIED,H-2B,MA,2011-06-01,2011-12-15,"DEVINE DEVELOPMENT I, LLC DBA MARTIN HOUSE INN, CL",61 CENTRE STREET,,NANTUCKET,MA,2554,,,,323.687-014,"Cleaner, Housekeeping",372012.0,Maids and Housekeeping Cleaners,"CLEANER, HOUSEKEEPING",2.0,2,11.06,HR,11.06,HR
126,C-11088-54604,2011-05-02,2011-03-29,CERTIFIED,H-2B,MA,2011-04-01,2011-12-15,R.C. PAINTING INCORP.,144 MADAKET ROAD,,NANTUCKET,MA,2554,MAYDENE ANNMARIE MASON,NANTUCKET,MA,914.362-014,Construction-and-Maintenance Inspector,519061.0,"Inspectors, Testers, Sorters, Samplers, and Weighers",CONSTRUCTION AND MAINTENANCE INSPECTOR,5.0,5,18.85,HR,18.85,HR
127,C-11098-54682,2011-05-09,2011-04-08,CERTIFIED,H-2B,MA,2011-04-14,2011-12-15,"DEVINE DEVELOPMENT I, LLC DBA MARTIN HOUSE INN, CL",61 CENTRE STREET,,NANTUCKET,MA,2554,,,,323.687-014,"Cleaner, Housekeeping",372012.0,Maids and Housekeeping Cleaners,"CLEANER, HOUSEKEEPING",1.0,1,11.66,HR,11.66,HR
128,C-11158-55011,2011-07-06,2011-06-07,DENIED,H-2B,MA,2011-06-01,2011-12-20,SANTOS RUBBISH REMOVAL INC.,P.O. BOX 789,8 SQUARE RIGGER ROAD,NANTUCKET,MA,2554,MAYDENE ANNMARIE MASON,NANTUCKET,MA,684.687-022,Collector,537062.0,"Laborers and Freight, Stock, and Material Movers, Hand",COLLECTOR,8.0,0,16.97,HR,16.97,HR
129,C-10349-52280,2011-01-04,2010-12-15,CERTIFIED,H-2B,MA,2011-04-01,2011-10-28,"EXQUISITE CHOCOLATES, INC. DBA BEN & BILLS CHOCOLA",21 CIRCUIT AVE.,,OAK BLUFFS,MA,2557,MARILYN H. VUKOTA,EDGARTOWN,MA,313.381-034,Ice-Cream Chef,352014.0,"Cooks, Restaurant",ICE CREAM CHEF,5.0,5,11.87,HR,11.87,HR
