AGENT_ATTORNEY_ADDRESS1,AGENT_ATTORNEY_ADDRESS2,AGENT_ATTORNEY_CITY,AGENT_ATTORNEY_NAME,AGENT_ATTORNEY_POSTAL_CODE,AGENT_ATTORNEY_STATE,AGENT_POC_EMPLOYER_REP_BY_AGENT,ALIEN_WORK_CITY,ALIEN_WORK_STATE,BASIC_NUMBER_OF_HOURS,BASIC_RATE_OF_PAY,BASIC_UNIT_OF_PAY,CASE_NO,CASE_RECEIVED_DATE,CASE_STATUS,STATUS_STANDARDIZED,CERTIFICATION_BEGIN_DATE,CERTIFICATION_END_DATE,DECISION_DATE,EDUCATION_LEVEL,EMPLOYER_ADDRESS1,EMPLOYER_ADDRESS2,EMPLOYER_CITY,EMPLOYER_COUNTRY,EMPLOYER_NAME,EMPLOYER_PHONE,EMPLOYER_PHONE_EXT,EMPLOYER_POSTAL_CODE,EMPLOYER_PROVINCE,EMPLOYER_REP_BY_AGENT,EMPLOYER_STATE,EMP_EXPERIENCE_REQD,EMP_EXP_NUM_MONTHS,FULL_TIME_POSITION,FY,HOURLY_WORK_SCHEDULE_AM,HOURLY_WORK_SCHEDULE_PM,JOB_END_DATE,JOB_IDNUMBER,JOB_START_DATE,JOB_TITLE,LAWFIRM_NAME,MAJOR,NAICS_CODE,NAME_REQD_TRAINING,NATURE_OF_TEMPORARY_NEED,NBR_WORKERS_CERTIFIED,NBR_WORKERS_REQUESTED,NUM_MONTHS_TRAINING,ORGANIZATION_FLAG,OTHER_EDU,OTHER_WORKSITE_LOCATION,OVERTIME_RATE_FROM,OVERTIME_RATE_TO,PRIMARY/SUB,PRIMARY_CROP,SECOND_DIPLOMA,SECOND_DIPLOMA_MAJOR,SOC_CODE,SOC_TITLE,SUPERVISE_HOW_MANY,SUPERVISE_OTHER_EMP,SWA_NAME,TRADE_NAME,TRAINING_REQ,VISA_CLASS,WORKSITE_CITY,WORKSITE_COUNTY,WORKSITE_POSTAL_CODE,WORKSITE_LOCATION_STATE
,,Bald Knob,David Donaldson,,AR,,,,40,11.37,Hour,H-300-15314-008648,11/10/15,DETERMINATION ISSUED - CERTIFICATION EXPIRED,DETERMINATION ISSUED - CERTIFICATION EXPIRED,1/15/16,9/28/16,12/18/15,None,3901 G & 1/4 Road,,Palisade,UNITED STATES OF AMERICA,Clark Family Orchards Inc,970-464-5065,,81526,,,CO,Y,1,Y,2016,6:00 AM,2:00 PM,5/22/16,CO6331773,11/2/15,Farm Worker,USAMEX Ltd Co. (Not a law firm),,111339,,Seasonal,10,10,,Individual Employer,,N,,,PRI,Peaches,N,,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",,N,Colorado DLE Workforce Development Programs FLC,,N,H-2A,Palisade,,81526,CO
,,Bald Knob,David Donaldson,,AR,,,,35,11.37,Hour,H-300-15314-451477,11/10/15,DETERMINATION ISSUED - CERTIFICATION EXPIRED,DETERMINATION ISSUED - CERTIFICATION EXPIRED,1/15/16,9/10/16,12/29/15,None,329 33 & 3/4 Road,,Palisade,UNITED STATES OF AMERICA,Sowell Orchards,970-270-0769,,81526,,,CO,Y,1,Y,2016,6:00 AM,2:00 PM,5/13/16,CO6331763,11/2/15,Farm Worker,USAMEX Ltd Co. (Not a law firm),,111339,,Seasonal,23,23,,Individual Employer,,N,,,PRI,Peaches,N,,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",,N,Colorado DLE Workforce Development Programs FLC,,N,H-2A,Palisade,,81526,CO
,,CRAIG,KANDANCE KROPINAK,,CO,,,,45,1206.31,Month,H-300-15314-858895,11/10/15,DETERMINATION ISSUED - CERTIFICATION,DETERMINATION ISSUED - CERTIFICATION,1/1/16,11/1/16,12/10/15,None,6530 Ouray County Road 24,na,Ridgway,UNITED STATES OF AMERICA,"ENCHANTED MESA PROPERTIES, INC",970-729-0145,,81432,na,,CO,Y,6,Y,2016,12:00 AM,11:55 PM,6/1/16,CO6330834,10/26/15,Livestock Worker,HIGH COUNTRY AGRICULTURAL SERVICES,na,112111,,Seasonal,7,7,,Individual Employer,na,Y,,,PRI,Livestock,N,,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",,N,Colorado State Workforce Agency,,N,H-2A,Ridgway,,81432,CO
,,,,,,,,,40,1206.31,Month,H-300-15315-939576,11/13/15,DETERMINATION ISSUED - PARTIAL CERTIFICATION,Certified - Partial,1/10/16,1/9/17,1/13/16,None,11734 HWY SOUTH,,ALAMOSA,UNITED STATES OF AMERICA,RED LAKE SHEEP CO,208-595-2226,104,81101,,,CO,Y,3,Y,2016,12:00 AM,12:00 PM,,,,Sheepherder,,,,,Seasonal,1,1,,,,Y,0,0,SUB,Sheep,N,,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",,N,,,N,H-2A,BRAWLEY,,92227,CA
,,,,,,,,,40,1206.31,Month,H-300-15315-939576,11/13/15,DETERMINATION ISSUED - PARTIAL CERTIFICATION,Certified - Partial,1/10/16,1/9/17,1/13/16,None,36597 HWY 40,,ELK SPRINGS,UNITED STATES OF AMERICA,TUTTLE LIVESTOCK COMPANY LLC,208-595-2226,104,81640,,,CO,Y,3,Y,2016,12:00 AM,12:00 PM,,,,Sheepherder,,,,,Seasonal,2,2,,,,Y,0,0,SUB,Sheep,N,,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",,N,,,N,H-2A,BRAWLEY,,92227,CA
,,,,,,,,,40,1206.31,Month,H-300-15315-939576,11/13/15,DETERMINATION ISSUED - PARTIAL CERTIFICATION,Certified - Partial,1/10/16,1/9/17,1/13/16,None,11554 6450 ROAD,,MONTROSE,UNITED STATES OF AMERICA,COOPER SHEEP RANCH,208-595-2226,104,81401,,,CO,Y,3,Y,2016,12:00 AM,12:00 PM,,,,Sheepherder,,,,,Seasonal,1,1,,,,Y,0,0,SUB,Sheep,N,,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",,N,,,N,H-2A,BRAWLEY,,92227,CA
,,,,,,,,,40,1206.31,Month,H-300-15315-939576,11/13/15,DETERMINATION ISSUED - PARTIAL CERTIFICATION,Certified - Partial,1/10/16,1/9/17,1/13/16,None,13621 5875 ROAD,,MONTROSE,UNITED STATES OF AMERICA,ETCHART LIVESTOCK INC,208-595-2226,104,81403,,,CO,Y,3,Y,2016,12:00 AM,12:00 PM,,,,Sheepherder,,,,,Seasonal,4,4,,,,Y,0,0,SUB,Sheep,N,,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",,N,,,N,H-2A,BRAWLEY,,92227,CA
,,,,,,,,,40,1206.31,Month,H-300-15315-939576,11/13/15,DETERMINATION ISSUED - PARTIAL CERTIFICATION,Certified - Partial,1/10/16,1/9/17,1/13/16,None,37078 HIGHWAY 92,,HOTCHKISS,UNITED STATES OF AMERICA,LAWRENCE ALLEN,208-595-2226,104,81419,,,CO,Y,3,Y,2016,12:00 AM,12:00 PM,,,,Sheepherder,,,,,Seasonal,1,1,,,,Y,0,0,SUB,Sheep,N,,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",,N,,,N,H-2A,BRAWLEY,,92227,CA
,,,,,,,,,40,1206.31,Month,H-300-15315-939576,11/13/15,DETERMINATION ISSUED - PARTIAL CERTIFICATION,Certified - Partial,1/10/16,1/9/17,1/13/16,None,9474 SOUTH RIVER ROAD,,OLATHE,UNITED STATES OF AMERICA,LEONARD FARMS AND LIVESTOCK,208-595-2226,104,81425,,,CO,Y,3,Y,2016,12:00 AM,12:00 PM,,,,Sheepherder,,,,,Seasonal,4,4,,,,Y,0,0,SUB,Sheep,N,,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",,N,,,N,H-2A,BRAWLEY,,92227,CA
,,CRAIG,KANDANCE KROPINAK,,CO,,,,45,1206.31,Month,H-300-15317-348974,11/17/15,DETERMINATION ISSUED - WITHDRAWN,Withdrawn,1/15/16,11/15/16,12/8/15,None,PO Box 849,5938 Scenic Mesa Road,Hotchkiss,UNITED STATES OF AMERICA,Turnbull Land & Livestock,970-921-3377,,81419,na,,CO,Y,6,Y,2016,12:00 AM,11:55 PM,6/16/16,CO6338251,11/9/15,Livestock Worker,HIGH COUNTRY AGRICULTURAL SERVICES,na,1121,,Seasonal,0,2,,Individual Employer,na,N,,,PRI,Livestock,N,,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",,N,Colorado State Workforce Center,,N,H-2A,Hotchkiss,,81419,CO
,,CRAIG,KANDANCE KROPINAK,,CO,,,,45,1206.31,Month,H-300-15317-674022,11/17/15,DETERMINATION ISSUED - CERTIFICATION,DETERMINATION ISSUED - CERTIFICATION,1/15/16,11/15/16,2/2/16,None,8170 Highway 9,na,Silverthorne,UNITED STATES OF AMERICA,CULBREATH RANCH,970-531-2644,,80498,na,,CO,Y,6,Y,2016,12:00 AM,11:55 PM,6/16/16,CO6338279,11/9/15,Livestock Worker,HIGH COUNTRY AGRICULTURAL SERVICES,na,1121,,Seasonal,3,3,,Individual Employer,na,Y,,,PRI,Open Range Livestock,N,,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",,N,Colorado State Workforce Agency,,N,H-2A,Silverthorne,,80498,CO
,,,,,,,,,35,11.37,Hour,H-300-15320-596919,11/16/15,DETERMINATION ISSUED - CERTIFICATION EXPIRED,DETERMINATION ISSUED - CERTIFICATION EXPIRED,1/1/16,9/20/16,12/2/15,None,753 37.8 RD,,PALISADE,UNITED STATES OF AMERICA,PALISADE PRODUCE,970-986-2584,,81526,,,CO,Y,3,Y,2016,8:00 AM,4:00 PM,5/4/16,CO6327727,10/22/15,Harvest Worker,,,111339,,Seasonal,30,30,,Individual Employer,,N,,,PRI,Peaches,N,,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",,N,Mesa County Workforce Center,,N,H-2A,Palisade,,81526,CO
,,CRAIG,KANDANCE KROPINAK,,CO,,,,45,1206,Month,H-300-15321-058107,11/19/15,DETERMINATION ISSUED - WITHDRAWN,Withdrawn,1/15/16,11/15/16,11/24/15,None,PO Box 773025,47545 Routt County Road 129,Steamboat Springs,UNITED STATES OF AMERICA,Belton Ranch,970-879-7885,,80477,na,,CO,Y,6,Y,2016,12:00 AM,11:55 PM,6/15/16,CO6342478,11/12/15,Livestock Worker,HIGH COUNTRY AGRICULTURAL SERVICES,na,1121,,Seasonal,0,1,,Individual Employer,na,N,,,PRI,Construction of Livestock Buildings,N,,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",,N,Colorado State Workforce Agency,,N,H-2A,Steamboat Springs,,80477,CO
,,CRAIG,KANDANCE KROPINAK,,CO,,,,48,11.37,Hour,H-300-15321-650986,11/19/15,DETERMINATION ISSUED - CERTIFICATION,DETERMINATION ISSUED - CERTIFICATION,1/15/16,11/15/16,12/7/15,None,439 Rio Blanco County Road 26,na,Rifle,UNITED STATES OF AMERICA,LOV Ranch,970-878-4686,,81650,na,,CO,Y,3,Y,2016,8:00 AM,5:00 PM,6/15/16,CO6342462,11/12/15,General Ranch Worker,HIGH COUNTRY AGRICULTURAL SERVICES,na,112111,,Seasonal,2,2,,Individual Employer,na,N,,,PRI,Livestock,N,,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",,N,Colorado Sate Workforce Agency,,N,H-2A,Rifle,,81650,CO
,,CRAIG,KANDANCE KROPINAK,,CO,,,,48,11.37,Hour,H-300-15321-891118,11/19/15,DETERMINATION ISSUED - CERTIFICATION,DETERMINATION ISSUED - CERTIFICATION,1/15/16,11/15/16,12/10/15,None,22593 Rio Blanco County Road 5,na,Rifle,UNITED STATES OF AMERICA,SLASH EV RANCH,970-942-7500,,81650,na,,CO,Y,3,Y,2016,8:00 AM,5:00 PM,6/15/16,CO6342539,11/6/15,General Ranch Worker,HIGH COUNTRY AGRICULTURAL SERVICES,na,112111,,Seasonal,4,4,,Individual Employer,na,N,,,PRI,Livestock,N,,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",,N,Colorado Workforce Agency,,N,H-2A,Rifle,,81650,CO
,,CRAIG,KANDANCE KROPINAK,,CO,,,,45,1206.31,Month,H-300-15321-921866,11/19/15,DETERMINATION ISSUED - CERTIFICATION,DETERMINATION ISSUED - CERTIFICATION,1/15/16,11/10/16,1/27/16,None,74475 RCR 129,na,Slater,UNITED STATES OF AMERICA,ELY RANCH,970-583-2417,,81653,na,,CO,Y,6,Y,2016,12:00 AM,11:55 PM,6/15/16,CO6342470,11/12/15,Livestock Workers,HIGH COUNTRY AGRICULTURAL SERVICES,na,1121,,Seasonal,2,2,,Individual Employer,na,N,,,PRI,Livestock,N,,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",,N,Colorado State Workforce Agency,,N,H-2A,Slater,,81653,CO
,,BALD KNOB,DAVID DONALDSON,,AR,,,,40,11.37,Hour,H-300-15322-124668,11/18/15,DETERMINATION ISSUED - CERTIFICATION EXPIRED,DETERMINATION ISSUED - CERTIFICATION EXPIRED,1/11/16,9/30/16,12/15/15,None,3525 E Road,,Palisade,UNITED STATES OF AMERICA,Fuller Orchards LLC,970-778-7390,,81526,,,CO,Y,1,Y,2016,6:00 AM,2:00 PM,5/21/16,CO6342493,11/10/15,Farm Worker,USAMEX Ltd Co. (Not a law firm),,111339,,Seasonal,40,40,,Individual Employer,,N,,,PRI,Peaches,N,,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",,N,Colorado DLE Workforce Development Programs FLC,,N,H-2A,Palisade,,81526,CO
,,CRAIG,KANDANCE KROPINAK,,CO,,,,45,1206.31,Month,H-300-15322-336144,11/19/15,DETERMINATION ISSUED - CERTIFICATION,DETERMINATION ISSUED - CERTIFICATION,1/15/16,1/12/17,1/21/16,None,PO Box 670,28982 CR 15,Windsor,UNITED STATES OF AMERICA,SOUTHERN CROSS RANCHES,970-567-9654,,80550,na,,CO,Y,3,Y,2016,12:00 AM,11:55 PM,7/15/16,CO6345361,11/13/15,Sheepherder,HIGH COUNTRY AGRICULTURAL SERVICES,na,1124,,Seasonal,2,2,,Individual Employer,na,N,,,PRI,Sheep,N,,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",,N,Colorado State Workforce Agency,,N,H-2A,Walden,,80480,CO
,,BALD KNOB,DAVID DONALDSON,,AR,,,,40,11.37,Hour,H-300-15322-678859,11/18/15,DETERMINATION ISSUED - CERTIFICATION EXPIRED,DETERMINATION ISSUED - CERTIFICATION EXPIRED,1/25/16,9/20/16,12/15/15,None,3861 G 1/4 Road,,Palisade,UNITED STATES OF AMERICA,Harvestime Enterprises Inc,970-464-7296,,81526,,,CO,Y,3,Y,2016,6:00 AM,3:00 PM,5/23/16,CO6342487,11/12/15,Orchard Worker,USAMEX LTD CO,,111339,,Seasonal,27,27,,Individual Employer,,N,,,PRI,Peaches,N,,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",,N,Colorado DLE Workforce Development Programs FLC,,N,H-2A,Palisade,,81526,CO
,,FARMERSVILLE,DANIELLE CLARK,,TX,,,,35,11.37,Hour,H-300-15322-856178,11/18/15,DETERMINATION ISSUED - CERTIFICATION,DETERMINATION ISSUED - CERTIFICATION,1/4/16,10/18/16,12/16/15,None,3824 Highline Canal Rd,,Palisade,UNITED STATES OF AMERICA,"Black Bear Orchards, LLC",970-464-9460,,81526,,,CO,Y,1,Y,2016,8:00 AM,3:00 PM,5/27/16,CO6336178,11/4/15,Farm Laborer,H2 LABOR ASSISTANCE,,111336,,Seasonal,27,27,,Individual Employer,,N,,,PRI,Peaches,N,,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",,N,Colorado Department of Labor,,N,H-2A,Palisade,,81526,CO
,,CRAIG,KANDANCE KROPINAK,,CO,,,,45,1206.31,Month,H-300-15323-905658,11/21/15,DETERMINATION ISSUED - CERTIFICATION,DETERMINATION ISSUED - CERTIFICATION,1/15/16,1/12/17,12/18/15,None,5310 Nassau Circle East,na,Englewood,UNITED STATES OF AMERICA,Harry Kourlis Ranch,303-584-9152,,80113,na,,CO,Y,3,Y,2016,12:00 AM,11:55 PM,7/14/16,6363650,12/9/15,Sheepherder,HIGH COUNTRY AGRICULTURAL SERVICES,na,1124,,Seasonal,9,9,,Individual Employer,na,N,,,PRI,Sheep,N,,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",,N,Colorado State Workforce Agency,,N,H-2A,Craig,,81625,CO
,,CRAIG,KANDANCE KROPINAK,,CO,,,,45,1206.31,Month,H-300-15324-218997,11/23/15,DETERMINATION ISSUED - CERTIFICATION,DETERMINATION ISSUED - CERTIFICATION,2/1/16,11/1/16,1/29/16,None,4378 Rio Blanco County Road 12,na,Meeker,UNITED STATES OF AMERICA,"Marvine Ranch, LLC",970-878-4366,,81641,na,,CO,Y,6,Y,2016,12:00 AM,11:55 PM,7/1/16,CO6354394,11/25/15,Livestock Worker,HIGH COUNTRY AGRICULTURAL SERVICES,na,1121,,Seasonal,3,3,,Individual Employer,na,N,,,PRI,Livestock,N,,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",,N,Colorado State Workforce Agency,,N,H-2A,Meeker,,81641,CO
,,CRAIG,KANDANCE KROPINAK,,CO,,,,45,1206,Month,H-300-15324-264734,11/21/15,DETERMINATION ISSUED - CERTIFICATION,DETERMINATION ISSUED - CERTIFICATION,2/1/16,12/1/16,1/8/16,None,556 6530 Road,na,Montrose,UNITED STATES OF AMERICA,August George Nicolas,970-249-4357,,81401,na,,CO,Y,6,Y,2016,12:00 AM,11:55 PM,7/1/15,CO 6370343,12/9/15,Livestock Worker,HIGH COUNTRY AGRICULTURAL SERVICES,na,1121,,Seasonal,1,1,,Individual Employer,na,N,,,PRI,Livestock,N,,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",,N,Colorado State Workforce Agency,,N,H-2A,Montrose,,81401,CO
,,CASPER,RENEE BJORKLUND,,WY,,,,60,1206.31,Month,H-300-15324-771055,11/24/15,DETERMINATION ISSUED - CERTIFICATION,DETERMINATION ISSUED - CERTIFICATION,2/1/16,11/30/16,12/30/15,None,"1989 S.1875 E., Gooding ID 83330 (Physical Address)","1989 S.1875 E., Gooding ID 83330 (Mailing Address)",Gooding,UNITED STATES OF AMERICA,Faulkner Land & Livestock Company,208-934-4956,,83330,,,ID,Y,6,Y,2016,12:00 AM,12:00 PM,,,,Range Livestock Worker,MOUNTAIN PLAINS AG SERVICE,,112410,,Seasonal,4,4,,Association - Filing as Agent (H-2A Only),,Y,,,PRI,Sheep,N,,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",,N,Idaho State Workforce,,N,H-2A,Gooding,,83330,CO
,,LOVINGSTON,Elizabeth Whitley,,VA,,,,40,11.37,Hour,H-300-15327-334180,11/23/15,DETERMINATION ISSUED - CERTIFICATION,DETERMINATION ISSUED - CERTIFICATION,1/11/16,10/15/16,12/29/15,None,14095 Peyton Hwy.,"mailing:  3742 Blue Bird Canyon Road , Vista CA  92084",Peyton,UNITED STATES OF AMERICA,"Altman Specialty Plants, Inc. - CO",760-744-8191,156,80831,,,CO,Y,3,Y,2016,7:30 AM,3:00 PM,5/29/16,CO6346149,11/12/15,Nursery Worker,"MAS LABOR H-2A, LLC",,1114,,Seasonal,25,25,,Individual Employer,,Y,,,PRI,Nursery and Greenhouse Workers,N,,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",,N,Pikes Peak Workforce Center,,N,H-2A,Peyton,,80831,CO
,,Casper,SANDRA STUNTEBECK,,WY,,,,60,1206.31,Month,H-300-15327-400225,11/23/15,DETERMINATION ISSUED - CERTIFICATION,DETERMINATION ISSUED - CERTIFICATION,2/1/16,1/29/17,12/30/15,None,"1776 County Road 319, Ignacio CO 81137 (Physical Address)","PO Box 178, Ignacio CO 81137 (Mailing Address)",Ignacio,UNITED STATES OF AMERICA,J Paul Brown,970-759-4157,,81137,,,CO,Y,6,Y,2016,12:00 AM,12:00 PM,,,,Sheepherder,Mountain Plains Ag Service,,112410,,Seasonal,3,3,,Association - Filing as Agent (H-2A Only),,Y,,,PRI,Sheep,N,,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",,N,CO State Workforce,,N,H-2A,Ignacio,,81137,CO
,,CASPER,Sandra Stuntebeck,,WY,,,,60,1206.31,Month,H-300-15327-889070,11/23/15,DETERMINATION ISSUED - CERTIFICATION,DETERMINATION ISSUED - CERTIFICATION,2/1/16,11/30/16,2/22/16,None,"531 4th Avenue West, Craig CO 81625 (Physical Address)","531 4th Avenue West, Craig CO 81625 (Mailing Address)",Craig,UNITED STATES OF AMERICA,LRH Inc.,970-824-5535,,81625,,,CO,Y,6,Y,2016,12:00 AM,12:00 PM,7/1/16,CO6354389,11/24/15,Range Livestock Worker,MOUNTAIN PLAINS AG SERVICE,,112410,,Seasonal,5,5,,Association - Filing as Agent (H-2A Only),,Y,,,PRI,Sheep,N,,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",,N,CO State Workforce,,N,H-2A,Craig,,81625,CO
,,LOVINGSTON,Elizabeth Whitley,,VA,,,,40,11.37,Hour,H-300-15328-298285,11/27/15,DETERMINATION ISSUED - CERTIFICATION,DETERMINATION ISSUED - CERTIFICATION,1/11/16,11/11/16,12/21/15,None,11610 WCR 14 1/2,"mailing: P.O. Box 208 , Fort Lupton CO  80621",Fort Lupton,UNITED STATES OF AMERICA,"Olson's Greenhouses of Colorado, LLC",303-720-7636,,80621,,,CO,Y,3,Y,2016,6:30 AM,2:00 PM,6/11/16,CO6345483,11/12/15,Nursery Worker,MAS Labor H-2A,,424930,,Seasonal,18,18,,Individual Employer,,Y,,,PRI,Nursery and Greenhouse Workers,N,,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",,N,Adams County Workforce & Business Center,,N,H-2A,Fort Lupton,,80621,CO
,,Craig,Kandance Kropinak,,CO,,,,45,1206.31,Month,H-300-15335-424362,12/2/15,DETERMINATION ISSUED - CERTIFICATION,DETERMINATION ISSUED - CERTIFICATION,2/1/16,12/1/16,12/23/15,None,PO Box 1107,2053 Rio Blanco County Road 15,Meeker,UNITED STATES OF AMERICA,Curtis Cherry Ranch,970-878-4544,,81641,na,,CO,Y,6,Y,2016,12:00 AM,11:55 PM,7/2/16,6359619,12/4/15,livestock worker,High Country Agricultural Services,na,1124,,Seasonal,1,1,,Individual Employer,na,N,,,PRI,Sheep,N,,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",,N,Colorado State Workforce Agency,,N,H-2A,Meeker,,81641,CO
,,BALD KNOB,DAVID DONALDSON,,AR,,,,40,11.37,Hour,H-300-15336-376291,12/2/15,DETERMINATION ISSUED - PARTIAL CERTIFICATION,Certified - Partial,2/1/16,12/1/16,12/31/15,None,38546 East US Highway 50,,Pueblo,UNITED STATES OF AMERICA,Dionisio Farms and Produce Inc,719-948-3194,,81006,,,CO,N,,Y,2016,7:00 AM,3:00 PM,7/2/16,CO6356024,11/24/15,Farm worker,USAMEX LTD CO,,111219,,Seasonal,33,40,,Individual Employer,,N,,,PRI,Cabbage,N,,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",,N,Colorado DLE Workforce Development Programs FLC,,N,H-2A,Pueblo,,81006,CO
,,CRAIG,KANDANCE KROPINAK,,CO,,,,45,1206.31,Month,H-300-15339-525760,12/6/15,DETERMINATION ISSUED - WITHDRAWN,Withdrawn,2/1/16,12/1/16,2/9/16,None,PO Box 714,3224 B HWY 230,Encampment,UNITED STATES OF AMERICA,"Silver Spur Operating Company,LLC",307-327-5550,,82325,na,,WY,Y,6,Y,2016,12:00 AM,11:55 PM,7/1/16,CO636347,12/8/15,Livestock worker,HIGH COUNTRY AGRICULTURAL SERVICES,na,1121,,Seasonal,0,4,,Individual Employer,na,Y,,,PRI,Livestock,N,,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",,N,Colorado State Workforce Agency,,N,H-2A,Walden,,80480,CO
,,CRAIG,KANDANCE KROPINAK,,CO,,,,45,1206.31,Month,H-300-15340-173758,12/24/15,DETERMINATION ISSUED - CERTIFICATION,DETERMINATION ISSUED - CERTIFICATION,2/10/16,12/10/16,1/26/16,None,561 S Road,na,Mack,UNITED STATES OF AMERICA,"LAZY 3X CATTLE, LLC.",970-858-3888,,81525,na,,CO,Y,6,Y,2016,12:00 AM,11:55 PM,7/11/16,CO6384512,1/4/16,Livestock Worker,HIGH COUNTRY AGRICULTURAL SERVICES,na,1121,,Seasonal,2,2,,Individual Employer,na,N,,,PRI,Livestock,N,,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",,N,Colorado State Workforce Agency,,N,H-2A,Mack,,81525,CO
,,DENVER,SARAH DOLL,,CO,,,,40,11.27,Hour,H-300-15340-217317,2/5/16,DETERMINATION ISSUED - CERTIFICATION,DETERMINATION ISSUED - CERTIFICATION,4/1/16,11/15/16,3/14/16,None,14820 Sable Blvd.,,Brighton,UNITED STATES OF AMERICA,"Palizzi and Son, Inc.",303-961-9404,,80601,,,CO,N,,Y,2016,6:00 AM,3:00 PM,7/24/16,CO6414501,1/28/16,Field Worker,"LAU and CHOI, P.C.",,111219,,Seasonal,7,7,,Individual Employer,,N,,,PRI,Peppers,N,,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",,N,Connecting Colorado/Colorado SWA,,N,H-2A,Brighton,,80601,CO
,,CRAIG,KANDANCE KROPINAK,,CO,,,,45,1206.31,Month,H-300-15340-340537,12/9/15,DETERMINATION ISSUED - CERTIFICATION,DETERMINATION ISSUED - CERTIFICATION,2/1/16,1/31/17,1/4/16,None,561 S Road,na,Mack,UNITED STATES OF AMERICA,"LAZY 3X SHEEP COMPANY, LLC.",970-858-3888,,81525,na,,CO,Y,3,Y,2016,12:00 AM,11:55 PM,8/1/15,CO6375748,12/22/15,sheepherder,HIGH COUNTRY AGRICULTURAL SERVICES,na,1124,,Seasonal,4,4,,Individual Employer,na,N,,,PRI,Sheep,N,,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",,N,Colorado State Workforce Agency,,N,H-2A,Mack,,81525,CO
,,CASPER,RENEE BJORKLUND,,WY,,,,60,1206.31,Month,H-300-15341-389982,12/7/15,DETERMINATION ISSUED - CERTIFICATION,DETERMINATION ISSUED - CERTIFICATION,2/1/16,11/30/16,1/15/16,None,"69116 Hwy 64, Meeker CO 81641 (Physical Address)","P.O.Box 804, Meeker CO 81641 (Mailing Address)",Meeker,UNITED STATES OF AMERICA,Etchart Ranches,970-878-4640,,81641,,,CO,Y,6,Y,2016,12:00 AM,12:00 PM,,,,Range Livestock Worker,MOUNTAIN PLAINS AG SERVICE,,112410,,Seasonal,2,2,,Association - Filing as Agent (H-2A Only),,Y,,,PRI,Open Range Livestock,N,,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",,N,Colorado State Workforce,,N,H-2A,Meeker,,81641,CO
,,CASPER,Sandra Stuntebeck,,WY,,,,60,1206.31,Month,H-300-15341-475601,12/7/15,DETERMINATION ISSUED - CERTIFICATION,DETERMINATION ISSUED - CERTIFICATION,2/1/16,11/30/16,2/22/16,None,"22990 RCR 54, Steamboat Springs CO 80487 (Physical Address)","22990 RCR 54, Steamboat Springs CO 80487 (Mailing Address)",Steamboat Springs,UNITED STATES OF AMERICA,Harvey Ranch,970-870-9665,,80487,,,CO,Y,6,Y,2016,12:00 AM,12:00 PM,7/1/16,CO6367971,12/11/15,Range Livestock Worker,MOUNTAIN PLAINS AG SERVICE,,112410,,Seasonal,2,2,,Association - Filing as Agent (H-2A Only),,Y,,,PRI,Open Range Livestock,N,,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",,N,CO State Workforce,,N,H-2A,Steamboat Springs,,80487,CO
