AGENT_ATTORNEY_CITY,AGENT_ATTORNEY_NAME,AGENT_ATTORNEY_STATE,AGENT_POC_EMPLOYER_REP_BY_AGENT,AGENT_POC_EMP_REP_BY_AGENT,BASIC_NUMBER_OF_HOURS,BASIC_RATE_OF_PAY,BASIC_UNIT_OF_PAY,CASE_NUMBER,CASE_STATUS,CERTIFICATION_BEGIN_DATE,CERTIFICATION_END_DATE,DECISION_DATE,EDUCATION_LEVEL,EMPLOYEE_POSTAL_CODE,EMPLOYEE_WORKSITE_CITY,EMPLOYEE_WORKSITE_COUNTY,EMPLOYEE_WORK_STATE,EMPLOYER_ADDRESS_1,EMPLOYER_ADDRESS_2,EMPLOYER_CITY,EMPLOYER_COUNTRY,EMPLOYER_NAME,EMPLOYER_PHONE,EMPLOYER_PHONE_EXT,EMPLOYER_POSTAL_CODE,EMPLOYER_PROVINCE,EMPLOYER_STATE,EMP_EXPERIENCE_REQD,EMP_EXP_NUM_MONTHS,FEIN,FULL_TIME_POSITION,FY,HOURLY_WORK_SCHEDULE_AM,HOURLY_WORK_SCHEDULE_PM,JOB_END_DATE,JOB_IDNUMBER,JOB_START_DATE,JOB_TITLE,LAWFIRM_NAME,MAJOR,NAICS_CODE,NAME_REQUIRED_TRAINING,NATURE_OF_TEMPORARY_NEED,NBR_WORKERS_CERTIFIED,NBR_WORKERS_REQUESTED,NPC_SUBMITTED_DATE,NUMBER_OF_HOURS,NUM_MONTHS_TRAINING,OTHER_EDUCATION,OTHER_WORKSITE_LOCATION,OVERTIME_RATE_FROM,OVERTIME_RATE_TO,PAY_RANGE_UNIT,PREVAILING_WAGE,PW_UNIT_OF_PAY,SECOND_DIPLOMA,SECOND_DIPLOMA_MAJOR,SOC_CODE,SOC_TITLE,SUBMITTED_DATE,SUPERVISE_HOW_MANY,SUPERVISE_OTHER_EMP,SWA_NAME,TRADE_NAME_DBA,TRAINING_REQUIRED,VISA_TYPE,WORKSITE_ADDRESS_1,WORKSITE_ADDRESS_2,WORKSITE_CITY,WORKSITE_COUNTY,WORKSITE_POSTAL_CODE,WORKSITE_STATE,
BAY CITY,BRANDIE ALEXANDER,TX,Y,,,$14.51 ,,H-400-17284-055953,Withdrawn,4/1/18,12/15/18,1/1/18,None,80231,Denver,Arapahoe,CO,2310 S. Syracuse Way,,Denver,UNITED STATES OF AMERICA,Phase One Landscapes Inc,303-750-6060,,80231,,CO,N,,,Y,2018,7:00 AM,4:00 PM,,,,Landscape Laborer,FEWA,,561730,,Peakload,,25,,40,,,Y,21.77,,Hour,,,N,,37-3011,Landscaping and Groundskeeping Workers,1/1/18,,N,,,N,H-2B,,,,,,,
BAY CITY,LAURA TREVINO,TX,Y,,,$14.51 ,,H-400-17311-336366,Withdrawn,4/1/18,10/31/18,1/1/18,None,80125,Littleton,Douglas,CO,6875 S. Santa Fe Dr,,Littleton,UNITED STATES OF AMERICA,Designs By Sundown Inc,303-789-4400,,80120,,CO,N,,,Y,2018,7:00 AM,5:00 PM,,,,Landscape Laborer,FEDERATION OF EMPLOYERS AND WORKERS OF AMERICA,,561730,,Seasonal,,40,,40,,,Y,21.77,,Hour,,,N,,37-3011,Landscaping and Groundskeeping Workers,1/1/18,,N,,,N,H-2B,,,,,,,
LOVINGSTON,Elizabeth Whitley,VA,Y,,,$14.51 ,,H-400-17318-623494,Withdrawn,4/1/18,11/30/18,1/1/18,None,80401,Golden,Jefferson,CO,605 Ulysses Street,"mailing: P.O. Box 17150, Golden, CO 80402",Golden,UNITED STATES OF AMERICA,"Arrowhead Landscape Services, Inc.",303-432-8282,,80401,,CO,Y,3,,Y,2018,6:00 AM,3:15 PM,,,,Grounds Maintenance Specialist,"MAS Labor H-2B, LLC",,561730,,Seasonal,,55,,35,,,Y,21.77,,Hour,,,N,,37-3011,Landscaping and Groundskeeping Workers,1/1/18,,N,,,N,H-2B,,,,,,,
LOVINGSTON,Elizabeth Whitley,VA,Y,,,$15.45 ,,H-400-17350-589956,Withdrawn,4/1/18,10/1/18,1/1/18,None,80112,Centennial,Arapahoe,CO,5700 E. Evans Ave,"mailing: 5700 E. Evans Ave.  Denver, CO 80222",Denver,UNITED STATES OF AMERICA,Emerald Isle Landscaping,303-693-3072,,80222,,CO,N,,,Y,2018,7:00 AM,3:45 PM,,,,Landscape Laborer,"MAS Labor H-2B, LLC",,561730,,Seasonal,,80,,40,,,Y,23.18,,Hour,,,N,,37-3011,Landscaping and Groundskeeping Workers,1/1/18,,N,,,N,H-2B,,,,,,,
,,,N,,,$10.00 ,,H-400-17331-132206,Withdrawn,1/2/18,1/2/19,1/3/18,High School/GED,80908,Colorado Springs,El Paso,CO,2615 STONE CREEK RD,,COLORADO SPRINGS,UNITED STATES OF AMERICA,FRANK OLAH SR,719-231-7138,,80908,,CO,N,,,Y,2018,8:00 AM,9:00 PM,,,,Personal Care Aid,,,8121,,One-Time Occurrence,,1,,25,,,N,15,,Hour,,,N,,39-9021,Personal Care Aides,12/15/17,,N,,,N,H-2B,,,,,,,
AVON,CHRISTOPHER POOLEY,CO,Y,,,$11.54 ,,H-400-17340-102637,Certification Expired,2/19/18,3/30/18,1/8/18,None,81224,Crested Butte,Gunnison,CO,"177 7th St., Unit 8",,Crested Butte,UNITED STATES OF AMERICA,Roxxys Clean LLC,970-209-1014,,81224,,CO,N,,,Y,2018,7:30 AM,4:30 PM,,,,Housekeeping,"LAW OFFICE OF CHRIS POOLEY, ESQ.",,721110,,Peakload,4,4,,35,,,Y,17.31,,Hour,,,N,,37-2012,Maids and Housekeeping Cleaners,12/6/17,,N,,Roxxys Clean,N,H-2B,,,,,,,
ATASCADERO,KAREN SCHINDLER,CA,Y,,,$14.09 ,,H-400-17342-561441,Withdrawn,3/18/18,11/30/18,1/18/18,None,80537,Loveland,Larimer,CO,408 14th St. SE,,Loveland,UNITED STATES OF AMERICA,"Earth Green Soil Amenities, Inc.",970-667-2259,,80537,,CO,N,,,Y,2018,7:00 AM,3:00 PM,,,,Construction Laborers,"AZTEC FOREIGN LABOR, INC",,54132,,Peakload,,9,,35,,,Y,,,Hour,,,N,,47-2061,Construction Laborers,12/18/17,,N,,,N,H-2B,,,,,,,
EGG HARBOR,GLENN MANDEL,WI,Y,,,$16.41 ,,H-400-18032-611074,Withdrawn,5/1/18,1/31/19,2/1/18,None,80424,Breckenridge,Summit,CO,421 S. Main Street,,Breckenridge,UNITED STATES OF AMERICA,Flying Eagle LLC,719-685-5221,,80424,,CO,N,,,Y,2018,10:00 AM,6:00 PM,,,,Sales Clerk,"USITEX LAW, INC.",,4481,,Peakload,,4,,40,,,N,,,Hour,,,N,,41-2031,Retail Salespersons,2/1/18,,N,,,N,H-2B,,,,,,,
WESTMINSTER,MARIO SANTILLAN,CO,Y,,,$14.51 ,,H-400-17334-652549,Denied,2/16/18,10/31/18,2/6/18,None,80602,Thornton,Adams,CO,13355 Olive Way,,Thornton,UNITED STATES OF AMERICA,Macias & Sons Landscape LLC,720-251-0341,,80602,Adams,CO,N,,,Y,2018,7:00 AM,3:00 PM,,,,Landscaping Labors,INNOVATIVE VISA SOLUTIONS,,56173,,Seasonal,,35,,40,,,Y,21.77,22.5,Hour,,,N,,37-3011,Landscaping and Groundskeeping Workers,12/4/17,,N,,Macias & Sons Landscape LLC,N,H-2B,,,,,,,
DENVER,JOHNNY POON,CO,Y,,,$13.41 ,,H-400-17339-202074,Denied,2/20/18,10/31/18,2/6/18,None,80216,Denver,Denver,CO,6300 N. Broadway,,Denver,UNITED STATES OF AMERICA,"Paulino Gardens, Inc.",303-429-8062,,80216,,CO,N,,,Y,2018,8:00 AM,4:00 PM,,,,Laborer,"LAU & CHOI, P.C.",,444220,,Peakload,,3,,40,,,N,,,Hour,,,N,,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",12/5/17,,N,,Paulino Gardens,N,H-2B,,,,,,,
Cherry Hill,MICHELE CONTRERAS,NJ,Y,,,$15.45 ,,H-400-17356-227108,Denied,4/1/18,10/31/18,2/6/18,None,80204,Denver,Denver,CO,646 Bryant Street,,Denver,UNITED STATES OF AMERICA,"Nu Style Landscape and Development, LLC",303-781-7766,,80204,,CO,N,,,Y,2018,7:00 AM,4:30 PM,,,,Landscape Laborer,"LAW OFFICE OF MICHELE CONTRERAS, LLC",,561730,,Peakload,,60,,40,,,Y,23.18,,Hour,,,N,,37-3011,Landscaping and Groundskeeping Workers,1/1/18,,N,,,N,H-2B,,,,,,,
BOULDER,LEIGH ALPERT,CO,Y,,,$17.51 ,,H-400-18001-257559,Withdrawn,4/1/18,11/30/18,2/8/18,None,80022,Commerce City,Adams,CO,4995 Locust Street,,Commerce City,UNITED STATES OF AMERICA,Independent Roofing Specialists LLC,303-426-8575,,80022,,CO,N,,,Y,2018,7:00 AM,3:00 PM,,,,Roofer,"LISA E. BATTAN, P.C.",,238160,,Peakload,,10,,40,,,Y,26.27,30,Hour,,,N,,47-2181,Roofers,1/1/18,,N,,,N,H-2B,,,,,,,
AURORA,COURTNEY BUTLER,CO,Y,,,$22.13 ,,H-400-17306-846781,Denied,4/1/18,12/31/18,2/9/18,None,81620,Avon,Eagle,CO,810 Nottingham Road,PO Box 830,Avon,UNITED STATES OF AMERICA,"Ruggs No. 3, LLC",970-949-5390,,81620,,CO,N,,,Y,2018,9:00 AM,5:30 PM,,,,Flooring Installer,"JOSEPH LAW FIRM, PC",,238330,,Peakload,,17,,40,,,Y,33.2,,Hour,,,N,,47-2041,Carpet Installers,1/1/18,,N,,Ruggs Benedict,N,H-2B,,,,,,,
UPPER DARBY,CARL HEMPHILL,PA,Y,,,$10.74 ,,H-400-17356-954963,Withdrawn,4/1/18,10/31/18,2/13/18,None,80108,CASTLE ROCK,DOUGLAS,CO,1000 HUMMINGBIRD DRIVE,,CASTLE ROCK,UNITED STATES OF AMERICA,CASTLE PINES GOLF CLUB INC.,303-688-0202,,80108,,CO,N,,,Y,2018,6:00 AM,2:30 PM,,,,Housekeepers,MJC LABOR SOLUTIONS LLC,,713910,,Peakload,,6,,40,,,N,16.11,,Hour,,,N,,37-2012,Maids and Housekeeping Cleaners,1/1/18,,N,,,N,H-2B,,,,,,,
UPPER DARBY,CARL HEMPHILL,PA,Y,,,$14.51 ,,H-400-17256-343963,Certification,4/1/18,10/31/18,2/20/18,None,80108,CASTLE ROCK,DOUGLAS,CO,1000 HUMMINGBIRD DRIVE,,CASTLE ROCK,UNITED STATES OF AMERICA,"CASTLE PINES GOLF CLUB, INC.",303-688-0202,,80108,,CO,N,,,Y,2018,5:30 AM,2:00 PM,,,,Landscape Laborer,MJC LABOR SOLUTIONS LLC,,713910,,Seasonal,8,8,,40,,,N,21.77,0,Hour,,,N,,37-3011,Landscaping and Groundskeeping Workers,1/1/18,,N,,,N,H-2B,,,,,,,
AURORA,Courtney Butler,CO,Y,,,$14.51 ,,H-400-17306-882286,Certification,4/1/18,11/30/18,2/20/18,None,80011,Aurora,Arapahoe,CO,17050 E. Smith Road,,Aurora,UNITED STATES OF AMERICA,"All Seasons Landscaping, Inc.",303-840-9696,,80011,,CO,N,,,Y,2018,7:30 AM,4:00 PM,,,,Landscaper,"JOSEPH LAW FIRM, PC",,561730,,Seasonal,15,15,,40,,,Y,21.77,,Hour,,,N,,37-3011,Landscaping and Groundskeeping Workers,1/1/18,,N,,,N,H-2B,,,,,,,
Frisco,VERONICA BIRKENSTOCK,TX,Y,,,$15.03 ,,H-400-17310-535666,Certification,4/1/18,11/30/18,2/20/18,None,80223,Denver,Denver,CO,455 South Platte River Drive,,Denver,UNITED STATES OF AMERICA,"Lifescape Associates, Inc.",303-831-8310,,80223,,CO,N,,,Y,2018,7:00 AM,4:00 PM,,,,Landscape Laborer,PRACTICAL EMPLOYEE SOLUTIONS,,561730,,Peakload,42,42,,35,,,Y,22.55,22.55,Hour,,,N,,37-3011,Landscaping and Groundskeeping Workers,1/1/18,,N,,Lifescape Colorado,N,H-2B,,,,,,,
FRAMINGHAM,KEITH PABIAN,MA,Y,,,$14.23 ,,H-400-17313-964793,Certification,4/1/18,10/29/18,2/20/18,Associate's,80234,Northglenn,Adams,CO,8263 Flint Street,,Lenexa,UNITED STATES OF AMERICA,Challenger Sports Corp.,913-599-4884,,66214,,KS,N,,,Y,2018,2:00 PM,9:00 PM,,,,Soccer Instructor,"PABIAN LAW, LLC","Physical Education, Sport & Leisure, or a related field.",61162,,Seasonal,18,18,,35,,,Y,,,Hour,,,N,,39-9032,Recreation Workers,1/1/18,,N,,,N,H-2B,,,,,,,
Frisco,VERONICA BIRKENSTOCK,TX,Y,,,$10.39 ,,H-400-17314-468897,Certification,4/1/18,11/30/18,2/20/18,None,81522,Gateway,Mesa,CO,43200 Colorado 141,"P.O. Box 339, Gateway, CO 81522 (mailing)",Gateway,UNITED STATES OF AMERICA,"Noble House Gateway, LLC for Gateway Canyons Resort & Spa",970-931-2458,,81522,,CO,Y,3,,Y,2018,9:00 AM,6:00 PM,,,,Housekeepers,PRACTICAL EMPLOYEE SOLUTIONS,,721110,,Peakload,10,10,,35,,,N,15.59,15.59,Hour,,,N,,37-2012,Maids and Housekeeping Cleaners,1/1/18,,N,,,N,H-2B,,,,,,,
Frisco,VERONICA BIRKENSTOCK,TX,Y,,,$15.78 ,,H-400-17317-748850,Certification,4/1/18,11/30/18,2/20/18,None,80922,Colorado Springs,El Paso,CO,4330 Centerville Drive,"676 N. Circle. Dr., Colorado Springs, CO 80909 (mailing)",Colorado Springs,UNITED STATES OF AMERICA,"Rg Lath Stucco, Inc.",719-231-1456,,80922,,CO,Y,3,,Y,2018,7:00 AM,3:30 PM,,,,Construction Laborers,PRACTICAL EMPLOYEE SOLUTIONS,,238310,,Peakload,15,15,,35,,,Y,23.67,23.67,Hour,,,N,,47-2061,Construction Laborers,1/1/18,,N,,,N,H-2B,,,,,,,
DENVER,SUSANNE JENNINGS BLACKWELL,CO,Y,,,$14.51 ,,H-400-17321-920353,Certification,4/1/18,12/15/18,2/20/18,None,80454-0364,Indian Hill,Jefferson,CO,4041 Lakota Road,,Indian Hills,UNITED STATES OF AMERICA,James G. Leprino,303-297-9171,,80454-0364,,CO,Y,1,,Y,2018,8:00 AM,5:00 PM,,,,Landscaper/Groundskeeper,ATTORNEY-AT-LAW,,561730,,Seasonal,4,4,,40,,,N,,,Hour,,,N,,37-3011,Landscaping and Groundskeeping Workers,1/1/18,,N,,,N,H-2B,,,,,,,
Frisco,VERONICA BIRKENSTOCK,TX,Y,,,$13.10 ,,H-400-17335-838663,Certification,4/1/18,11/30/18,2/20/18,None,80109,Castle Rock,Douglas,CO,2317 Cactus Bloom Ct.,,Castle Rock,UNITED STATES OF AMERICA,"Pinckney, Inc.",720-439-7667,,80109,,CO,N,,,Y,2018,6:30 AM,2:00 PM,,,,Outdoor Service Crew Member,PRACTICAL EMPLOYEE SOLUTIONS,,561790,,Peakload,6,6,,35,,,Y,19.65,19.65,Hour,,,N,,37-2011,"Janitors and Cleaners, Except Maids and",1/1/18,,N,,Renew Crew of Castle Rock,N,H-2B,,,,,,,
Albany,LEONARD D'ARRIGO,NY,Y,,,$14.51 ,,H-400-17337-753949,Certification,4/1/18,10/31/18,2/20/18,None,80134,Parker,Douglas,CO,7522 S. Pinery Drive,,Parker,UNITED STATES OF AMERICA,Colorado Equestrian Partners LLC,303-841-5550,,80134,,CO,Y,1,,Y,2018,7:00 AM,5:00 PM,,,,Grounds Maintenance Worker,WHITEMAN OSTERMAN & HANNA LLP,NONE,611620,,Seasonal,15,15,,40,,,N,21.77,,Hour,,,N,,37-3011,Landscaping and Groundskeeping Workers,1/1/18,,N,,Colorado Horse Park,N,H-2B,,,,,,,
COEUR D' ALENE,ZACHARY COOPER,ID,Y,,,$15.03 ,,H-400-17337-892945,Certification,4/1/18,12/1/18,2/20/18,None,80110,Englewood,Arapahoe,CO,2045 West Union Avenue,Unit D,Englewood,UNITED STATES OF AMERICA,Century Maintenance,720-314-0043,,80110,,CO,N,,,Y,2018,6:30 AM,3:00 PM,,,,Landscape Laborer,LABOR CONSULTANTS INTERNATIONAL,,561730,,Peakload,12,12,,40,,,Y,22.55,24,Hour,,,N,,37-3011,Landscaping and Groundskeeping Workers,1/1/18,,N,,,N,H-2B,,,,,,,
,,,N,,,$14.51 ,,H-400-17338-857986,Certification,4/1/18,11/30/18,2/20/18,None,80138,Parker,Elbert,CO,42600  SUMMIT  VIEW CT.,,PARKER,UNITED STATES OF AMERICA,"HUGHES  LANDSCAPING,  INC.",303-944-6255,,80138,,CO,N,,,Y,2018,7:30 AM,5:30 PM,,,,"LABORER, LANDSCAPE",,,561730,,Seasonal,32,32,,35,,,Y,21.77,21.77,Hour,,,N,,37-3011,Landscaping and Groundskeeping Workers,1/1/18,,N,,,N,H-2B,,,,,,,
Glen Allen,FERNANDO SAENZ,VA,Y,,,$14.51 ,,H-400-17348-113453,Certification,4/1/18,11/30/18,2/20/18,None,80231,DENVER,DENVER,CO,8585 EAST WARREN AVENUE,,DENVER,UNITED STATES OF AMERICA,"SavATree, LLC",914-864-3145,10045,80231,,CO,Y,3,,Y,2018,6:45 AM,3:15 PM,,,,Landscape Laborer,WORKFORCE ADVANTAGE,,561730,,Peakload,60,60,,35,,,Y,21.77,,Hour,,,N,,37-3011,Landscaping and Groundskeeping Workers,1/1/18,,N,,,N,H-2B,,,,,,,
FRISCO,VERONICA BIRKENSTOCK,TX,Y,,,$16.40 ,,H-400-17351-195451,Certification,4/1/18,12/31/18,2/20/18,None,81623,Carbondale,Garfield,CO,96 Weant Blvd,Mailing: PO Box 1441,Carbondale,UNITED STATES OF AMERICA,Difiore Masonry Inc,970-948-0283,,81623,,CO,Y,6,,Y,2018,7:00 AM,4:00 PM,,,,Stonemason Helper,PRACTICAL EMPLOYEE SOLUTIONS,,2123,,Peakload,3,3,,35,,,Y,24.6,24.6,Hour,,,N,,47-3011,"Helpers--Brickmasons, Blockmasons, Stonemasons,",1/1/18,,N,,Capital Masonry Inc,N,H-2B,,,,,,,
Cherry Hill,MICHELE CONTRERAS,NJ,Y,,,$14.51 ,,H-400-17351-621632,Certification,4/1/18,12/15/18,2/20/18,None,80207,Denver,Denver,CO,6709 E. 38th Avenue,,Denver,UNITED STATES OF AMERICA,"Clean Cut, LLC",303-321-1479,,80207,,CO,N,,,Y,2018,7:30 AM,4:15 PM,,,,Lawn Mower,"LAW OFFICE OF MICHELE CONTRERAS, LLC",,561730,,Seasonal,12,12,,40,,,Y,21.77,,Hour,,,N,,37-3011,Landscaping and Groundskeeping Workers,1/1/18,,N,,,N,H-2B,,,,,,,
WINDSOR,BRADLEY AHL,CO,Y,,,$13.41 ,,H-400-17352-111403,Partial Certification Expired,4/1/18,9/30/18,2/20/18,None,80110-1311,Englewood,Arapahoe,CO,1950 WEST DARMOUTH AVENUE,,ENGLEWOOD,UNITED STATES OF AMERICA,"ALAMEDA WHOLESALE NURSERY, INC.",303-761-6131,,80110,,CO,N,,,Y,2018,8:00 AM,4:30 PM,,,,Nursery Worker,"LABOR SOLUTIONS, INC.",,561730,,Seasonal,13,35,,40,,,N,20.12,24,Hour,,,N,,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",1/1/18,,N,,,N,H-2B,,,,,,,
WINDSOR,BRADLEY AHL,CO,Y,,,$15.45 ,,H-400-17352-151446,Certification,4/1/18,10/30/18,2/20/18,None,80501,Longmont,Boulder,CO,10037 NORTH 95TH STREET,,LONGMONT,UNITED STATES OF AMERICA,"B & G COMPLETE LANDSCAPING & FENCE, LLC",720-684-9831,,80501,,CO,N,,,Y,2018,7:30 AM,4:00 PM,,,,Landscaping and Groundskeeping Workers,"LABOR SOLUTIONS, INC.",,561730,,Seasonal,23,23,,40,,,Y,23.18,27,Hour,,,N,,37-3011,Landscaping and Groundskeeping Workers,1/1/18,,N,,,N,H-2B,,,,,,,
WINDSOR,BRADLEY AHL,CO,Y,,,$15.45 ,,H-400-17352-216374,Certification,4/1/18,11/30/18,2/20/18,None,80011,Aurora,Adams,CO,16080 SMITH ROAD,,AURORA,UNITED STATES OF AMERICA,"ALL PHASE LANDSCAPE CONSTRUCTION, INC.",303-360-0606,305,80011,,CO,N,,,Y,2018,6:30 AM,5:00 PM,,,,Landscaping and Groundskeeping Workers,"LABOR SOLUTIONS, INC.",,561730,,Seasonal,70,70,,35,,,Y,23.18,27,Hour,,,N,,37-3011,Landscaping and Groundskeeping Workers,1/1/18,,N,,,N,H-2B,,,,,,,
WINDSOR,BRADLEY AHL,CO,Y,,,$16.81 ,,H-400-17352-300478,Certification,4/1/18,12/1/18,2/20/18,None,80110,Englewood,Arapahoe,CO,4740 SOUTH WYANDOT STREET,,ENGLEWOOD,UNITED STATES OF AMERICA,"ALL PHASE CONCRETE CONSTRUCTION, INC. (CL)",303-783-9778,,80110,,CO,N,,,Y,2018,7:00 AM,5:00 PM,,,,Construction Laborers,"LABOR SOLUTIONS, INC.",,238110,,Seasonal,20,20,,40,,,Y,25.22,30,Hour,,,N,,47-2061,Construction Laborers,1/1/18,,N,,,N,H-2B,,,,,,,
WINDSOR,BRADLEY AHL,CO,Y,,,$15.45 ,,H-400-17352-327258,Certification,4/1/18,11/15/18,2/20/18,None,80525,Fort Collins,Larimer,CO,2000 EAST PROSPECT ROAD,,FORT COLLINS,UNITED STATES OF AMERICA,"BATH, INC.",970-484-5022,,80525,,CO,N,,,Y,2018,7:00 AM,4:30 PM,,,,Landscaping and Groundskeeping Workers,"LABOR SOLUTIONS, INC.",,561730,,Seasonal,40,40,,40,,,Y,23.18,27,Hour,,,N,,37-3011,Landscaping and Groundskeeping Workers,1/1/18,,N,,,N,H-2B,,,,,,,
WINDSOR,BRADLEY AHL,CO,Y,,,$16.76 ,,H-400-17352-363957,Partial Certification,4/1/18,11/1/18,2/20/18,None,88421,Garita,San Miguel,NM,999 CASTLEWOOD DRIVE,,FRANKTOWN,UNITED STATES OF AMERICA,"B-STONE, LLC",719-980-3276,,80116,,CO,N,,,Y,2018,7:00 AM,4:00 PM,,,,"Rock Splitters, Quarry","LABOR SOLUTIONS, INC.",,212311,,Seasonal,3,5,,40,,,N,25.14,28.5,Hour,,,N,,47-5051,"Rock Splitters, Quarry",1/1/18,,N,,,N,H-2B,,,,,,,
WINDSOR,BRADLEY AHL,CO,Y,,,$15.03 ,,H-400-17352-449927,Certification,4/1/18,11/30/18,2/20/18,None,80401,Golden,Jefferson,CO,"2221 EAST STREET, SUITE 200",,GOLDEN,UNITED STATES OF AMERICA,"B & D LANDSCAPE, INC.",303-973-6047,,80401,,CO,N,,,Y,2018,7:00 AM,3:00 PM,,,,Landscaping and Groundskeeping Workers,"LABOR SOLUTIONS, INC.",,561730,,Seasonal,5,5,,40,,,Y,22.55,27,Hour,,,N,,37-3011,Landscaping and Groundskeeping Workers,1/1/18,,N,,,N,H-2B,,,,,,,
WINDSOR,BRADLEY AHL,CO,Y,,,$18.52 ,,H-400-17352-522989,Certification,4/1/18,12/15/18,2/20/18,None,80540,Lyons,Larimer,CO,4168 UTE HIGHWAY,,LONGMONT,UNITED STATES OF AMERICA,"BLUE MOUNTAIN STONE, INC.",303-823-9625,,80503,,CO,N,,,Y,2018,7:00 AM,4:00 PM,,,,"Rock Splitters, Quarry","LABOR SOLUTIONS, INC.",,212311,,Seasonal,60,60,,40,,,N,27.78,30,Hour,,,N,,47-5051,"Rock Splitters, Quarry",1/1/18,,N,,,N,H-2B,,,,,,,
WINDSOR,BRADLEY AHL,CO,Y,,,$12.86 ,,H-400-17352-537577,Certification,4/1/18,11/15/18,2/20/18,None,80915,Colorado Springs,El Paso,CO,777 CONRAD STREET,,COLORADO SPRINGS,UNITED STATES OF AMERICA,"ASPEN LEAF LANDSCAPE MAINTENANCE, INC.",719-591-9972,,80915,,CO,N,,,Y,2018,7:00 AM,5:00 PM,,,,Landscaping and Groundskeeping Workers,"LABOR SOLUTIONS, INC.",,561730,,Seasonal,10,10,,40,,,Y,19.29,27,Hour,,,N,,37-3011,Landscaping and Groundskeeping Workers,1/1/18,,N,,,N,H-2B,,,,,,,
WINDSOR,BRADLEY AHL,CO,Y,,,$12.86 ,,H-400-17352-702792,Certification,4/1/18,12/31/18,2/20/18,None,80905,Colorado Springs,El Paso,CO,512 EAST BROOKSIDE STREET,,EL PASO,UNITED STATES OF AMERICA,"ANCHORED CONSTRUCTION , INC.",719-593-0171,,80905,,CO,N,,,Y,2018,7:30 AM,4:30 PM,,,,Landscaping and Groundskeeping Workers,"LABOR SOLUTIONS, INC.",,561730,,Seasonal,8,8,,40,,,Y,19.29,24,Hour,,,N,,37-3011,Landscaping and Groundskeeping Workers,1/1/18,,N,,,N,H-2B,,,,,,,
WINDSOR,BRADLEY AHL,CO,Y,,,$14.51 ,,H-400-17352-764294,Certification,4/1/18,11/15/18,2/20/18,None,80134,Parker,Douglas,CO,9432 MOTSENBOCKER ROAD,,PARKER,UNITED STATES OF AMERICA,AMERICAN LANDSCAPE MAINTENANCE CO.,303-841-2820,,80134,,CO,N,,,Y,2018,7:30 AM,4:00 PM,,,,Landscaping and Groundskeeping Workers,"LABOR SOLUTIONS, INC.",,561730,,Seasonal,18,18,,35,,,Y,21.77,27,Hour,,,N,,37-3011,Landscaping and Groundskeeping Workers,1/1/18,,N,,,N,H-2B,,,,,,,
WINDSOR,BRADLEY AHL,CO,Y,,,$15.45 ,,H-400-17352-870179,Certification,4/1/18,11/15/18,2/20/18,None,80601,Brighton,Adams,CO,275 SOUTH THIRD AVENUE,,BRIGHTON,UNITED STATES OF AMERICA,"BEE-LINE SPRINKLER, INC.",303-356-4057,,80601,,CO,N,,,Y,2018,7:00 AM,5:00 PM,,,,Landscaping and Groundskeeping Workers,"LABOR SOLUTIONS, INC.",,561730,,Seasonal,10,10,,35,,,Y,23.18,27,Hour,,,N,,37-3011,Landscaping and Groundskeeping Workers,1/1/18,,N,,,N,H-2B,,,,,,,
WINDSOR,BRADLEY AHL,CO,Y,,,$12.86 ,,H-400-17352-902675,Certification,4/1/18,11/30/18,2/20/18,None,80915,Colorado Springs,El Paso,CO,7355 CORSICANA DRIVE,,COLORADO SPRINGS,UNITED STATES OF AMERICA,"BEAR CLAW LANDSCAPING, INC.",719-591-2733,,80923,,CO,N,,,Y,2018,7:00 AM,4:30 PM,,,,Landscaping and Groundskeeping Workers,"LABOR SOLUTIONS, INC.",,561730,,Seasonal,5,5,,35,,,Y,19.29,27,Hour,,,N,,37-3011,Landscaping and Groundskeeping Workers,1/1/18,,N,,,N,H-2B,,,,,,,
WINDSOR,BRADLEY AHL,CO,Y,,,$16.73 ,,H-400-17353-072289,Certification,4/1/18,11/3/18,2/20/18,None,84119,West Valley City,Salt Lake,UT,5470 LINCOLN STREET,,DENVER,UNITED STATES OF AMERICA,"d-7 ROOFING, LLC (UT)",303-758-7663,174,80216,,CO,N,,,Y,2018,7:00 AM,4:00 PM,,,,Construction Laborers,"LABOR SOLUTIONS, INC.",,238160,,Seasonal,10,10,,35,,,Y,25.1,29,Hour,,,N,,47-2061,Construction Laborers,1/1/18,,N,,,N,H-2B,,,,,,,
WINDSOR,BRADLEY AHL,CO,Y,,,$14.51 ,,H-400-17353-081819,Certification,4/1/18,10/31/18,2/20/18,None,80401,Golden,Jefferson,CO,17173 MT. VERNON ROAD,,GOLDEN,UNITED STATES OF AMERICA,"ENVIRONMENTAL LANDWORKS CO., INC.",303-862-9480,,80401,,CO,N,,,Y,2018,7:00 AM,3:30 PM,,,,Landscaping and Groundskeeping Workers,"LABOR SOLUTIONS, INC.",,561730,,Seasonal,35,35,,40,,,Y,21.77,27,Hour,,,N,,37-3011,Landscaping and Groundskeeping Workers,1/1/18,,N,,,N,H-2B,,,,,,,
