AGENT_ATTORNEY_ADDRESS,AGENT_ATTORNEY_CITY,AGENT_ATTORNEY_NAME,AGENT_ATTORNEY_STATE,ALIEN_WORK_STATE,APPLICATION_TYPE,BASIC_RATE_OF_PAY,BASIC_UNIT_OF_PAY,CASE_NUMBER,CASE_STATUS,CERTIFICATION_BEGIN_DATE,CERTIFICATION_END_DATE,DECISION_DATE,DOT_NAME,DOT_OCCUPATIONAL_CODE,EMPLOYER_ADDRESS1,EMPLOYER_ADDRESS2,EMPLOYER_CITY,EMPLOYER_NAME,EMPLOYER_POSTAL_CODE,EMPLOYER_STATE,FY,JOB_TITLE,LAWFIRM_NAME,NBR_WORKERS_CERTIFIED,NBR_WORKERS_REQUESTED,NPC_SUBMITTED_DATE,PREVAILING_WAGE,PW_UNIT_OF_PAY,RECENT_DECISION_DATE,SOC_CODE,SOC_NAME,VISA_CLASS
2901 BUCKS BAYOU ROAD,BAY CITY,FEDERATION OF EMPLOYERS AND WORKERS  OF AMERICA,TX,CO,,8.92,HR,C-08318-41493,CERTIFIED,2/1/09,11/20/09,12/30/08,,,6300 N. BROADWAY,,DENVER,"PAULINO GARDENS, INC",80216,CO,2009,HORTICULTURAL WORKER II,,4,,11/13/08,8.92,HR,,,,
650 FRONT ST. / P.O. BOX 507,LOVINGSTON,"MAS LABOR H2B , LLC, ELIZABETH  WHITLEY",VA,CO,,8.92,HR,C-08318-41621,PARTIAL CERTIFIED,2/9/09,11/30/09,12/29/08,,,10260 WEST 44TH AVENUE,,WHEATRIDGE,"ARROWHEAD LANDSCAPE SERVICES, INC",80033,CO,2009,"LABORER, LANDSCAPE",,40,,11/13/08,8.92,HR,,,,
429 LOCUST STREET,WINDSOR,"KATHERIN L. AHL, AGENT LABOR SOLUTIONS, INC.",CO,CO,,9.64,HR,C-08319-41648,CERTIFIED,2/15/09,11/30/09,1/8/09,,,520 EAST COSTILLA STREET,,COLORADO SPRINGS,"EVEN-PREISSER, INC",80903,CO,2009,CONSTRUCTION WORKER I,,20,,11/14/08,9.64,HR,,,,
429 LOCUST ST.,WINDSOR,"KATHERIN L. AHL, AGENT LABOR SOLUTIONS, INC.",CO,CO,,8.96,HR,C-08319-41665,CERTIFIED,2/15/09,11/30/09,1/7/09,,,645 COMPTON,,BROOMFIELD,"THE GREEN PLAN, INC.",80020,CO,2009,"LABORER, LANDSCAPE",,200,,11/14/08,8.96,HR,,,,
429 LOCUST ST.,WINDSOR,"KATHERIN L. AHL, AGENT LABOR SOLUTIONS, INC.",CO,CO,,8.48,HR,C-08319-41671,PARTIAL CERTIFIED,2/15/09,11/30/09,1/5/09,,,"2929 NORTH PROSPECT STREET, # 105",,COLORADO SPRINGS,"FREDELL ENTERPRISES, INC.",80907,CO,2009,"LABORER, LANDSCAPE",,25,,11/14/08,8.48,HR,,,,
"LABOR SOLUTIONS, INC.",WINDSOR,"KATHERIN L. AHL, AGENT",CO,CO,,10.91,HR,C-08319-41673,CERTIFIED,2/15/09,12/15/09,1/5/09,,,4168 UTE HIGHWAY,,LONGMONT,"BLUE MOUNTAIN STONE, INC.",80503,CO,2009,QUARRY PLUG AND FEATHER DRILLER,,75,,11/14/08,10.91,HR,,,,
429 LOCUST STREET,WINDSOR,"KATHERINE L. AHL, AGENT LABOR SOLUTIONS, INC.",CO,CO,,8.48,HR,C-08319-41675,PARTIAL CERTIFIED,2/15/09,11/30/09,1/6/09,,,2480 NORTH POWERS BLVD.,,COLORADO SPRINGS,"TIMBERLINE LANDSCAPING, INC.",80915,CO,2009,"LABORER, LANDSCAPE",,100,,11/14/08,8.48,HR,,,,
429 LOCUST ST.,WINDSOR,"KATHERIN L. AHL, AGENT LABOR SOLUTIONS, INC.",CO,CO,,8.92,HR,C-08319-41677,CERTIFIED,2/15/09,11/30/09,1/6/09,,,"3160 SOUTH ZUNI, #201",,ENGLEWOOD,"WESTERN PROSCAPES, INC.",80110,CO,2009,"LABORER, LANDSCAPE",,80,,11/14/08,8.92,HR,,,,
2901 BUCKS BAYOU ROAD,BAY CITY,FEDERATION OF EMPLOYERS AND WORKERS OF AMERICA,TX,CO,,8.96,HR,C-08319-41683,DENIED,2/10/09,12/10/09,2/20/09,,,270 INTERLOCKEN BLVD,,BROOMFIELD,VARGAS PROPERTY SERVICES INC,80021,CO,2009,"LABORER, LANDSCAPE",,0,,11/14/08,8.96,HR,,,,
650 FRONT ST.,LOVINGSTON,"MASLABOR H2B, LLC ELIZABETH WHITLEY",VA,CO,,8.92,HR,C-08319-41701,PARTIAL CERTIFIED,2/8/09,12/5/09,12/29/08,,,16797 E 2ND AVE. SUITE C-102,,AURORA,"SINGING HILLS LANDSCAPE, INC.",80011,CO,2009,"LABORER, LANDSCAPE",,60,,11/14/08,8.92,HR,,,,
429 LOCUST STREET,WINDSOR,"KATHERINE L. AHL, AGENT LABOR SOLUTIONS, INC.",CO,CO,,8.96,HR,C-08319-41739,PARTIAL CERTIFIED,2/15/09,11/30/09,1/6/09,,,525 N. LAREDO STREET,,AURORA,"LANDTECH CONTRACTORS, INC.",80011,CO,2009,"LABORER, LANDSCAPE",,150,,11/14/08,8.92,HR,,,,
"LABOR SOLUTIONS, INC.",WINDSOR,"KATHERIN L. AHL, AGENT",CO,CO,,8.44,HR,C-08319-41740,DENIED,2/15/09,11/30/09,2/27/09,,,570 32 1/2 ROAD #14,,CLIFTON,"MESA TURF MASTERS, LLC",81520,CO,2009,"LABORER, LANDSCAPE",,0,,11/14/08,8.44,HR,,,,
429 LOCUST ST.,WINDSOR,"KATHERIN L. AHL, AGENT LABOR SOLUTIONS, INC.",CO,CO,,8.96,HR,C-08319-41742,CERTIFIED,2/15/09,11/30/09,1/6/09,,,1528 MAJESTIC DRIVE,,BERTHOUD,"ROCKY MOUNTAIN LANDSCAPE & DESIGN, INC.",80513,CO,2009,"LABORER, LANDSCAPE",,6,,11/14/08,8.96,HR,,,,
P.O. BOX 9168,RICHMOND,WORKFORCE ADVANTAGE / FERNANDO SAENZ,VA,CO,,8.92,HR,C-08322-41762,CERTIFIED,2/2/09,12/1/09,12/19/08,,,8585 E. WARREN AVE.,,DENVER,"SWINGLE TREE, LAWN & CHRISTMAS DECOR",80231,CO,2009,"LABORER, LANDSCAPE",,50,,11/17/08,8.92,HR,,,,
2901 BUCKS BAYOU ROAD,BAY CITY,FEDERATION OF EMPLOYERS AND WORKERS  OF AMERICA,TX,NV,,21.45,HR,C-08322-41790,PARTIAL CERTIFIED,2/10/09,12/10/09,12/31/08,,,2990 N. TOWNSEND AVE,,MONTROSE,CONNORS DRILLING LLC-NV,80401,CO,2009,DRILLING MACHINE OPERATOR,,50,,11/17/08,19.23,HR,,,,
,,,,CO,,8.92,HR,C-08323-41884,DENIED,2/15/09,11/30/09,3/6/09,,,2060 ROBB ST,,LAKEWOOD,"NATURE'S PALLET CUSTOM LANDSCAPE & DESIGN, INC.",80215,CO,2009,"LABORER, LANDSCAPE",,0,,11/18/08,8.92,HR,,,,
LABOR CONSULTANTS INTERNATIONAL,POST FALLS,LAURA CHRISTIANSEN,ID,CO,,8.92,HR,C-08323-41890,CERTIFIED,2/13/09,12/16/09,1/7/09,,,5670 LAKE GULCH RD.,,CASTLE ROCK,"UNIQUE LANDSCAPES AND GARDENS, INC.",80104,CO,2009,"LABORER, LANDSCAPE",,50,,11/18/08,8.92,HR,,,,
P.O. BOX 817,HEYBURN,GLOBAL RESOURCES INC.,ID,CO,,9,HR,C-08323-41896,DENIED,12/1/08,9/30/09,2/26/09,,,112 STONE STREET,,MORRISON,"ENVIRONMENTAL LANDWORKS COMPANY, INC.",80465,CO,2009,"LABORER, LANDSCAPE",,0,,11/18/08,9,HR,,,,
"40-12 31ST AVE, SUITE 1",ASTORIA,"MICHAEL X. HARTOLFELIS, ESQ. LOMA USA, INC.",NY,CO,,9.56,HR,C-08323-41911,DENIED,11/12/08,5/10/09,1/27/09,,,"1001 CRAIG ROAD, SUITE 260",,ST. LOUIS,"HOTEL & RESORT SERVICES, INC.",63146,MO,2009,HOTEL CLERK,,0,,11/18/08,9.56,HR,,,,
C/O TODD IRWIN,AURORA,"THE IRWIN LAW FIRM, LLC",CO,CO,,8.92,HR,C-08323-41913,PARTIAL CERTIFIED,2/15/09,11/30/09,1/27/09,,,15440 E. FREMONT DR.,,CENTENNIAL,"COLORADO DESIGNSCAPES, INC.",80112,CO,2009,"LABORER, LANDSCAPE",,100,,11/18/08,8.92,HR,,,,
,AURORA,TODD IRWIN,CO,CO,,8.96,HR,C-08323-41918,CERTIFIED,2/15/09,11/30/09,2/20/09,,,8776 N. 107TH ST.,,LONGMONT,"GREEN SPOT, INC.",80504,CO,2009,"LABORER, LANDSCAPE",,25,,11/18/08,8.96,HR,,,,
"40-12 31ST AVE, SUITE 1",ASTORIA,"MICHAEL X. HARTOLFELIS, ESQ. LOMA USA, INC",NY,CO,,9.25,HR,C-08323-41924,DENIED,11/12/08,5/10/09,2/4/09,,,"1001 CRAIG ROAD, SUITE 260",,ST.LOUIS,"HOTEL & RESORTS SERVICES, INC.",63146,MO,2009,"CLEANER, HOUSEKEEPING",,0,,11/18/08,9.25,HR,,,,
,AURORA,TODD IRWIN,CO,CO,,8.92,HR,C-08323-41925,DENIED,2/15/09,11/30/09,2/27/09,,,3431 EAST 86TH AVENUE,,THORNTON,URBAN FARMER INC.,80229,CO,2009,"LABORER, LANDSCAPE",,0,,11/18/08,8.92,HR,,,,
2901 BUCKS BAYOU ROAD,BAY CITY,FEDERATION OF EMPLOYERS AND WORKERS OF AMERICA,TX,CO,,8.92,HR,C-08324-42023,DENIED,2/15/09,10/15/09,3/3/09,,,PO BOX 24027,,DENVER,GROUNDMASTERS LANDSCAPE SERVICES INC,80224,CO,2009,"LABORER, LANDSCAPE",,0,,11/19/08,8.92,HR,,,,
2901 BUCKS BAYOU ROAD,BAY CITY,FEDERATION OF EMPLOYERS AND WORKERS OF AMERICA,TX,CO,,8.96,HR,C-08324-42030,DENIED,2/15/09,11/30/09,3/2/09,,,14795 W. 44TH AVENUE,,GOLDEN,GRANDVIEW LANDSCAPE-IRRIGATION CORP,80403,CO,2009,"LABORER, LANDSCAPE",,0,,11/19/08,8.92,HR,,,,
2901 BUCKS BAYOU RD.,BAY CITY,FEDERATION OF EMPLOYERS AND WORKERS OF AMERICA (FE,TX,CO,,8.96,HR,C-08324-42057,DENIED,2/15/09,11/15/09,3/2/09,,,1825 SEUDA ROCOSA,,BOULDER,SOUTH CREEK GARDENS,80303,CO,2009,"LABORER, LANDSCAPE",,0,,11/19/08,8.96,HR,,,,
,,,,CO,,8.96,HR,C-08324-42129,CERTIFIED,2/16/09,11/14/09,1/7/09,,,"8888 N MOTSENBOCKER ROAD, SUITE A",,PARKER,VALLEYCREST LANDSCAPE MAINTENANCE,80134,CO,2009,"LABORER, LANDSCAPE",,70,,11/19/08,8.92,HR,,,,
,,,,CO,,8.96,HR,C-08324-42131,CERTIFIED,2/16/09,11/14/09,1/7/09,,,"8888 N MOTSENBOCKER ROAD, SUITE A",,PARKER,VALLEYCREST LANDSCAPE MAINTENANCE,80134,CO,2009,"LABORER, LANDSCAPE",,35,,11/19/08,8.48,HR,,,,
,,,,CO,,8.96,HR,C-08324-42137,CERTIFIED,2/16/09,11/14/09,1/7/09,,,8888 MOTSENBOCKER ROAD,,PARKER,VALLEYCREST LANDSCAPE DEVELOPMENT,80134,CO,2009,"LABORER, LANDSCAPE",,140,,11/19/08,8.92,HR,,,,
,,,,CO,,8.96,HR,C-08324-42147,CERTIFIED,2/16/09,11/14/09,2/18/09,,,"3400 E COUNTY 30 UNIT A, FT. COLLINS",,FT. COLLINS,VALLEYCREST LANDSCAPE MAINTENANCE,80528,CO,2009,"LABORER, LANDSCAPE",,30,,11/19/08,8.54,HR,,,,
,,,,CO,,8.96,HR,C-08324-42155,CERTIFIED,2/16/09,11/14/09,1/7/09,,,7905 W 120TH AVE.,,BROOMFIELD,VALLEYCREST LANDSCAPE MAINTENANCE,80020,CO,2009,"LABORER, LANDSCAPE",,40,,11/19/08,8.92,HR,,,,
429 LOCUST ST.,WINDSOR,"KATHERIN L. AHL, AGENT LABOR SOLUTIONS, INC.",CO,CO,,,,C-08325-42159,DENIED,2/15/09,11/30/09,3/6/09,,,4316 BUTLER CIRCLE,,BOULDER,"SELECT GARDENS, INC.",80305,CO,2009,"LABORER, LANDSCAPE",,0,,11/20/08,,,,,,
429 LOCUST ST.,WINDSOR,"KATHERIN L. AHL, AGENT LABOR SOLUTIONS, INC.",CO,CO,,8.54,HR,C-08325-42160,DENIED,2/15/09,11/30/09,3/6/09,,,512 ASH STREET,PO BOX 958,WINDSOR,"BUCKHORN LANDSCAPE SERVICES, INC.",80550,CO,2009,"LABORER, LANDSCAPE",,0,,11/20/08,8.54,HR,,,,
,,,,CO,,8.92,HR,C-08325-42166,CERTIFIED,2/15/09,10/31/09,1/6/09,,,12570 E. 39TH AVENUE,,DENVER,"COCAL LANDSCAPE SERVICES, INC",80239,CO,2009,"LABORER, LANDSCAPE",,200,,11/20/08,8.92,HR,,,,
2901 BUCKS BAYOU ROAD,BAY CITY,FEDERATION OF EMPLOYERS AND WORKERS  OF AMERICA,TX,CO,,8.92,HR,C-08325-42168,CERTIFIED,2/15/09,11/15/09,1/9/09,,,8182 W. BRANDON DR.,,LITTLETON,LANDSCAPE CONNECTION INC.,80125,CO,2009,"LABORER, LANDSCAPE",,15,,11/20/08,8.92,HR,,,,
2901 BUCKS BAYOU ROAD,BAY CITY,FEDERATION OF EMPLOYERS AND WORKERS OF AMERICA,TX,CO,,8.92,HR,C-08325-42173,CERTIFIED,2/15/09,10/31/09,1/9/09,,,14884 E HINSDALE AVE #J,,CENTENNIAL,A PERFECT LANDSCAPE,80112,CO,2009,"LABORER, LANDSCAPE",,9,,11/20/08,8.92,HR,,,,
2901 BUCKS BAYOU ROAD,BAY CITY,FEDERATION OF EMPLOYERS AND WORKERS OF AMERICA,TX,CO,,8.96,HR,C-08325-42179,DENIED,2/15/09,11/15/09,3/5/09,,,275 SOUTH 3RD AVE,,BRIGHTON,BEE-LINE SPRINKLER INC,80601,CO,2009,"LABORER, LANDSCAPE",,0,,11/20/08,8.96,HR,,,,
2901 BUCKS BAYOU ROAD,BAY CITY,FEDERATION OF EMPLOYERS AND WORKERS OF AMERICA,TX,CO,,8.75,HR,C-08325-42186,PARTIAL CERTIFIED,2/15/09,11/30/09,1/9/09,,,"1235 W. 124TH AVE., STE. 104",,WESTMINSTER,A - 1 CHIPSEAL CO,80234,CO,2009,FLAGGER,,30,,11/20/08,8.75,HR,,,,
2901 BUCKS BAYOU ROAD,BAY CITY,FEDERATION OF EMPLOYERS AND WORKERS OF AMERICA,TX,CO,,8.96,HR,C-08325-42190,DENIED,2/16/09,11/30/09,3/6/09,,,3355 UMATILLA ST.,,ENGLEWOOD,KEESEN ENTERPRISES INC,80110,CO,2009,"LABORER, LANDSCAPE",,0,,11/20/08,8.96,HR,,,,
WORKERS  OF AMERICA,BAY CITY,FEDERATION OF EMPLOYERS AND,TX,CO,,8.92,HR,C-08325-42191,DENIED,2/20/09,11/20/09,3/6/09,,,1400 ULSTER ST,,DENVER,CLEAN CUT INC,80220,CO,2009,"LABORER, LANDSCAPE",,0,,11/20/08,8.92,HR,,,,
2901 BUCKS BAYOU ROAD,BAY CITY,FEDERATION OF EMPLOYERS AND WORKERS OF AMERICA,TX,CO,,8.92,HR,C-08325-42192,DENIED,2/15/09,11/30/09,3/3/09,,,6880 SMITH RD,,DENVER,SHOWCASE LANDSCAPING INC,80207,CO,2009,"LABORER, LANDSCAPE",,0,,11/20/08,8.92,HR,,,,
,,,,CO,,8.12,HR,C-08325-42198,DENIED,11/17/08,4/13/09,1/23/09,,,18227-A FLOWER HILL WAY,,GAITHERSBURG,"WINTER PROPERTY SERVICES, LLC",20879,MD,2009,PRODUCTION HELPER,,0,,11/20/08,8.12,HR,,,,
650 FRONT STREET,LOVINGSTON,"MAS LABOR H2B, LLC  ELIZABETH  WHITLEY",VA,CO,,8.92,HR,C-08325-42200,CERTIFIED,2/15/09,11/30/09,1/26/09,,,15201 EAST MONCRIEFF PLACE SUITE B,,AURORA,"GREENWAYS LANDSCAPE SERVICES, LLC",80011,CO,2009,"LABORER, LANDSCAPE",,35,,11/20/08,8.92,HR,,,,
2901 BUCKS BAYOU ROAD,BAY CITY,FEDERATION OF EMPLOYERS AND WORKERS OF AMERICA,TX,CO,,8.92,HR,C-08325-42201,CERTIFIED,2/15/09,11/30/09,1/9/09,,,7543 DANIELS PARK RD.,,SEDALIA,SANCTUARY INC.,80135,CO,2009,"LABORER, LANDSCAPE",,20,,11/20/08,8.92,HR,,,,
2901 BUCKS BAYOU ROAD,BAY CITY,FEDERATION OF EMPLOYERS AND WORKERS OF AMERICA,TX,CO,,8.92,HR,C-08325-42202,CERTIFIED,2/16/09,11/30/09,1/9/09,,,13195 N. HIGHLAND CIRCLE,,LITTLETON,JIM'S PRIDE LANDSCAPING & MAINTENANCE INC.,80125,CO,2009,"LABORER, LANDSCAPE",,50,,11/20/08,8.92,HR,,,,
"14901 E. HAMPDEN AVENUE, SUITE 260",AURORA,JOEL V. ANDERSON,CO,CO,,8.92,HR,C-08326-42248,PARTIAL CERTIFIED,2/15/09,11/30/09,1/16/09,,,5160 W. MAPLEWOOD AVE,,LITTLETON,"PARKSIDE LANDSCAPING, INC.",80123,CO,2009,"LABORER, LANDSCAPE",,30,,11/21/08,8.92,HR,,,,
1830 W. 38TH AV.,DENVER,JON B. ALBY,CO,CO,,10,HR,C-08326-42253,CERTIFIED,2/14/09,12/15/09,1/20/09,,,4041 LAKOTA RD.,,INDIAN HILLS,J.G. LEPRINO,80454,CO,2009,"LABORER, LANDSCAPE",,5,,11/21/08,8.92,HR,,,,
"1175 OSAGE ST, STE 202",DENVER,"DAVID N. SIMMONS, ESQ",CO,CO,,12,HR,C-08330-42397,DENIED,2/15/09,12/15/09,3/6/09,,,PO BOX 63,,MASONVILLE,"COLORADO FLAGSTONE, INC.",80541,CO,2009,QUARRY PLUG AND FEATHER DRILLER,,0,,11/25/08,12,HR,,,,
"1175 OSAGE ST, STE 202",DENVER,"DAVID N. SIMMONS, ESQ",CO,CO,,12,HR,C-08330-42430,PARTIAL CERTIFIED,2/15/09,12/15/09,1/23/09,,,5975 N. COUNTY ROAD #27,,LOVELAND,ARKINS PARK STONE CORPORATION,80538,CO,2009,ROCK SPLITTER,,30,,11/25/08,12,HR,,,,
"1175 OSAGE ST, STE 202",DENVER,"DAVID N. SIMMONS, ESQ",CO,CO,,8.92,HR,C-08330-42461,PARTIAL CERTIFIED,2/15/09,11/30/09,1/9/09,,,PO BOX 5226,,ENGLEWOOD,"ALL SEASONS LANDSCAPING, INC",80155,CO,2009,"LABORER, LANDSCAPE",,25,,11/25/08,8.92,HR,,,,
429 LOCUST ST.,WINDSOR,"KATHERIN L. AHL, AGENT LABOR SOLUTIONS, INC.",CO,CO,,8.96,HR,C-08333-42543,CERTIFIED,3/1/09,11/30/09,1/14/09,,,3756 IMPERIAL STREET,,FREDERICK,"WESTERN STATES RECLAMATION, INC.",80516,CO,2009,"LABORER, LANDSCAPE",,70,,11/28/08,8.96,HR,,,,
429 LOCUST ST.,WINDSOR,"KATHERIN L. AHL, AGENT LABOR SOLUTIONS, INC.",CO,CO,,8.96,HR,C-08333-42545,CERTIFIED,3/1/09,11/30/09,1/23/09,,,"1860 DENVER WEST DRIVE, SUITE # 2023",,GOLDEN,"CONTINENTAL HARDSCAPE SYSTEMS, LLC",80401,CO,2009,"LABORER, LANDSCAPE",,50,,11/28/08,8.96,HR,,,,
429 LOCUST ST.,WINDSOR,"KATHERIN L. AHL, AGENT LABOR SOLUTIONS, INC.",CO,CO,,8.92,HR,C-08333-42546,CERTIFIED,3/1/09,11/30/09,1/14/09,,,4635 DOUBLE LASSO CT.,,COLORADO SPRINGS,"A BETTER EDGE, INC.",80922,CO,2009,"LABORER, LANDSCAPE",,6,,11/28/08,8.92,HR,,,,
429 LOCUST ST.,WINDSOR,"KATHERIN L. AHL, AGENT LABOR SOLUTIONS, INC.",CO,CO,,8.54,HR,C-08333-42547,CERTIFIED,3/1/09,11/30/09,1/14/09,,,3327 GIDDINGS RD.,,FORT COLLINS,"TURF MASTER, LLC",80524,CO,2009,"LABORER, LANDSCAPE",,3,,11/28/08,8.54,HR,,,,
429 LOCUST ST.,WINDSOR,"KATHERIN L. AHL, AGENT LABOR SOLUTIONS, INC.",CO,CO,,8.92,HR,C-08333-42549,CERTIFIED,3/1/09,11/30/09,1/14/09,,,8491 QUIGLEY STREET,,WESTMINSTER,"ABSOLUTE DESIGN & LANDSCAPE, INC.",80031,CO,2009,"LABORER, LANDSCAPE",,10,,11/28/08,8.92,HR,,,,
429 LOCUST ST.,WINDSOR,"KATHERIN L. AHL, AGENT LABOR SOLUTIONS, INC.",CO,CO,,8.54,HR,C-08333-42551,CERTIFIED,3/1/09,11/30/09,1/14/09,,,2000 EAST PROSPECT STREET,,FT. COLLINS,"BATH, INC.",80525,CO,2009,"LABORER, LANDSCAPE",,25,,11/28/08,8.54,HR,,,,
2901 BUCKS BAYOU ROAD,BAY CITY,FEDERATION OF EMPLOYERS AND WORKERS  OF AMERICA,TX,CO,,8.92,HR,C-08333-42552,CERTIFIED,3/1/09,11/30/09,1/14/09,,,7951 S. SANTA FE DRIVE,,LITTLETON,GREEN VALLEY TURF CO.,80120,CO,2009,"LABORER, LANDSCAPE",,37,,11/28/08,8.92,HR,,,,
2901 BUCKS BAYOU ROAD,BAY CITY,FEDERATION OF EMPLOYERS AND WORKERS  OF AMERICA,TX,CO,,8.96,HR,C-08333-42554,DENIED,2/15/09,11/15/09,3/6/09,,,7353 S. EAGLE ST,,CENTENNIAL,SEMA ENVIRONMENTAL INC,80112,CO,2009,"LABORER, LANDSCAPE",,0,,11/28/08,8.92,HR,,,,
429 LOCUST ST.,WINDSOR,"KATHERIN L. AHL, AGENT LABOR SOLUTIONS, INC.",CO,CO,,8.44,HR,C-08333-42556,CERTIFIED,3/1/09,10/31/09,1/14/09,,,2325 WEST RIDGES BLVD.,,GRAND JUNCTION,"BRIGHT STAR GOLF REDLANDS MESA, LLC",81503,CO,2009,"LABORER, LANDSCAPE",,12,,11/28/08,8.44,HR,,,,
429 LOCUST ST.,WINDSOR,"KATHERIN L. AHL, AGENT LABOR SOLUTIONS, INC.",CO,CO,,8.92,HR,C-08333-42558,CERTIFIED,3/1/09,11/30/09,1/14/09,,,8000 PRESERVATION RD.,,PARKER,COLORADO GOLF CLUB LLC,80134,CO,2009,"LABORER, LANDSCAPE",,28,,11/28/08,8.92,HR,,,,
429 LOCUST ST.,WINDSOR,"KATHERIN L. AHL, AGENT LABOR SOLUTIONS, INC.",CO,CO,,8.48,HR,C-08333-42560,CERTIFIED,3/1/09,11/30/09,1/14/09,,,1880 WEISKOPF POINT,,COLORADO SPRINGS,THE CLUB AT FLYING HORSE,80921,CO,2009,"LABORER, LANDSCAPE",,25,,11/28/08,8.48,HR,,,,
429 LOCUST ST.,WINDSOR,"KATHERIN L. AHL, AGENT LABOR SOLUTIONS, INC.",CO,CO,,8.48,HR,C-08333-42561,CERTIFIED,3/1/09,11/30/09,1/14/09,,,1925 AEROPLAZA DR.,,COLORADO SPRINGS,ALL AMERICAN MAINTENANCE INC.,80916,CO,2009,"LABORER, LANDSCAPE",,30,,11/28/08,8.48,HR,,,,
650 FRONT ST.,LOVINGSTON,"M'ASLABOR H2B,LLC ELIZABETH WHITLEY",VA,CO,,10,HR,C-08333-42617,CERTIFIED,2/20/09,11/30/09,1/12/09,,,620 MOUNTAIN VILLAGE BLVD. 2D,,TELLURIDE,TELLURIDE STONE COMPANY,81435,CO,2009,CUTTING MACHINE OPERATOR,,40,,11/28/08,8.95,HR,,,,
,,,,CO,,8.92,HR,C-08336-42633,CERTIFIED,2/16/09,11/30/09,1/9/09,,,521 16TH ST. #1,,GOLDEN,DORNON SPRINKLER AND LANDSCAPE,80401,CO,2009,"LABORER, LANDSCAPE",,7,,12/1/08,8.92,HR,,,,
1300 BENT CREEK BLVD.,MECHANICSBURG,"KENDRA S. KEMBEL, ESQ.",PA,CO,,10,HR,C-08336-42637,DENIED,2/1/09,11/1/09,3/6/09,,,601 WILLOW LAKE DRIVE,,FRANKTOWN,ADVANCED IRRIGATION LANDSCAPE CONTRACTORS,80116,CO,2009,"LABORER, LANDSCAPE",,0,,12/1/08,8.92,HR,,,,
,,,,CO,,8.92,HR,C-08336-42653,CERTIFIED,2/16/09,11/30/09,1/12/09,,,5290 WARD RD.,,ARVADA,"AFFORDABLE SPRINKLER AND LANDSCAPE, LLC",80002,CO,2009,"LABORER, LANDSCAPE",,10,,12/1/08,8.92,HR,,,,
429 LOCUST ST.,WINDSOR,"KATHERIN L. AHL, AGENT LABOR SOLUTIONS, INC.",CO,CO,,8.48,HR,C-08337-42721,CERTIFIED,3/1/09,11/30/09,1/28/09,,,512 EAST BROOKSIDE STREET,,COLORADO SPRINGS,"ANCHORED CONSTRUCTION, INC.",80906,CO,2009,"LABORER, LANDSCAPE",,12,,12/2/08,8.48,HR,,,,
429 LOCUST ST.,WINDSOR,"KATHERIN L. AHL, AGENT LABOR SOLUTIONS, INC.",CO,CO,,10.91,HR,C-08337-42723,CERTIFIED,3/1/09,11/30/09,1/14/09,,,3587 STONE CANYON DRIVE,P O BOX 2526,LONGMONT,"O & A STONE, LLC",80501,CO,2009,QUARRY WORKER,,40,,12/2/08,10.91,HR,,,,
429 LOCUST ST.,WINDSOR,"KATHERIN L. AHL, AGENT LABOR SOLUTIONS, INC.",CO,FL,,8.92,HR,C-08337-42726,CERTIFIED,3/1/09,11/30/09,1/14/09,,,2979 N. HWY 83,,FRANKTOWN,"PENNHILL FARMS, INC",80116,CO,2009,"LABORER, LANDSCAPE",,10,,12/2/08,8.92,HR,,,,
429 LOCUST ST.,WINDSOR,"KATHERIN L. AHL, AGENT LABOR SOLUTIONS, INC.",CO,CO,,8.92,HR,C-08337-42728,CERTIFIED,3/1/09,11/30/09,1/21/09,,,7047 PERRY PARK BOULEVARD,,LARKSPUR,PERRY PARK COUNTRY CLUB,80118,CO,2009,"LABORER, LANDSCAPE",,15,,12/2/08,8.92,HR,,,,
429 LOCUST STREET,WINDSOR,"KATHERINE L. AHL, AGENT LABOR SOLUTIONS, INC.",CO,CO,,8.54,HR,C-08337-42735,CERTIFIED,3/1/09,11/30/09,1/14/09,,,6121 EAST HARMONY ROAD,,FORT COLLINS,MILL BROTHERS LANDSCAPE & NURSERY,80528,CO,2009,"LABORER, LANDSCAPE",,100,,12/2/08,8.54,HR,,,,
429 LOCUST ST.,WINDSOR,"KATHERIN L. AHL, AGENT LABOR SOLUTIONS, INC.",CO,CO,,8.92,HR,C-08337-42736,CERTIFIED,3/1/09,11/30/09,1/14/09,,,7265 REYNOLDS DRIVE,,SEDALIA,"JLS LANDSCAPE & SPRINKLER, INC.",80135,CO,2009,"LABORER, LANDSCAPE",,12,,12/2/08,8.92,HR,,,,
429 LOCUST ST.,WINDSOR,"KATHERIN L. AHL, AGENT LABOR SOLUTIONS, INC.",CO,CO,,8.96,HR,C-08337-42738,CERTIFIED,3/1/09,11/30/09,1/14/09,,,10875 MAPLE ROAD,,LAFAYETTE,GREEN HILL LANDSCAPE INC,80026,CO,2009,"LABORER, LANDSCAPE",,9,,12/2/08,8.96,HR,,,,
"LABOR SOLUTIONS, INC.",WINDSOR,"KATHERIN L. AHL, AGENT",CO,CO,,8.54,HR,C-08337-42740,DENIED,3/1/09,11/30/09,2/19/09,,,"3201 EAST MULBERRY, UNIT S",,FORT COLLINS,"KORBY LANDSCAPE, LLC",80524,CO,2009,"LABORER, LANDSCAPE",,0,,12/2/08,8.54,HR,,,,
