,CASE_NO,DECISION_DATE,VISA_CLASS,CASE_RECEIVED_DATE,CASE_STATUS,REQUESTED_START_DATE_OF_NEED,REQUESTED_END_DATE_OF_NEED,CERTIFICATION_BEGIN_DATE,CERTIFICATION_END_DATE,EMPLOYER_NAME,EMPLOYER_ADDRESS1,EMPLOYER_ADDRESS2,EMPLOYER_CITY,EMPLOYER_STATE,EMPLOYER_POSTAL_CODE,LAWFIRM_NAME,AGENT_ATTORNEY_NAME,AGENT_ATTORNEY_CITY,AGENT_ATTORNEY_STATE,JOB_TITLE,SOC_CODE_ID,SOC_TITLE,NBR_WORKERS_CERTIFIED,BASIC_NUMBER_OF_HOURS,BASIC_RATE_OF_PAY,BASIC_UNIT_OF_PAY,WORKSITE_LOCATION_CITY,WORKSITE_LOCATION_STATE,ORGANIZATION_FLAG
39,H-300-13099-321961,2014-01-07 14:52:56,H-2A,2013-12-10 00:00:00,DETERMINATION ISSUED - CERTIFICATION,2014-02-01 00:00:00,2015-01-31 00:00:00,2014-02-01 00:00:00,2015-01-31 00:00:00,JASON DAVENPORT,"1360 Pleasant View Rd,  Wapanucka, OK 73461 (Physical Address)","1360 Pleasant View Rd,  Wapanucka, OK 73461 (Mailing Address)",Wapanucka,OK,73461,MOUNTAIN PLAINS AGRICULTURAL SERVICE,KELLI GRIFFITH,CASPER,WY,Sheepherder,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",3.0,60.0,750.0,Month,Wapanucka,OK,Association - Filing as Agent (H-2A Only)
40,H-300-13099-728722,2013-12-31 15:02:37,H-2A,2013-12-03 00:00:00,DETERMINATION ISSUED - CERTIFICATION,2014-02-01 00:00:00,2015-01-31 00:00:00,2014-02-01 00:00:00,2015-01-31 00:00:00,J Paul Brown,"1776 County Road 319, Ignacio, CO 81137 (Physical Address)","PO Box 178, Ignacio, CO 81137 (Mailing Address)",Ignacio,CO,81137,MOUNTAIN PLAINS AGRICULTURAL SERVICE,KELLI GRIFFITH,CASPER,WY,Sheepherder,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",3.0,60.0,750.0,Month,Ignacio,CO,Association - Filing as Agent (H-2A Only)
41,H-300-13099-848130,2014-01-02 09:34:09,H-2A,2013-12-03 00:00:00,DETERMINATION ISSUED - CERTIFICATION,2014-02-01 00:00:00,2014-11-30 00:00:00,2014-02-01 00:00:00,2014-11-30 00:00:00,Rocking R Ranch/Creston Black,"775 N Hwy 22, Antimony, UT 84712 (Physical Address)","PO Box 120002, Antimony, UT 84712 (Mailing Address)",Antimony,UT,84712,MOUNTAIN PLAINS AGRICULTURAL SERVICE,KELLI GRIFFITH,CASPER,WY,Open Range Livestock Worker,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",2.0,60.0,875.0,Month,Antimony,UT,Association - Filing as Agent (H-2A Only)
42,H-300-13099-907472,2013-12-18 09:25:46,H-2A,2013-12-03 00:00:00,DETERMINATION ISSUED - CERTIFICATION,2014-02-01 00:00:00,2015-01-31 00:00:00,2014-02-01 00:00:00,2015-01-31 00:00:00,BRB Livestock Inc/Brian Bitner,"9000 South 140 West #12, Sandy, UT 84070 (Physical Address)","9000 South 140 West #12, Sandy, UT 84070 (Mailing Address)",Sandy,UT,84070,MOUNTAIN PLAINS AGRICULTURAL SERVICE,KELLI GRIFFITH,CASPER,WY,Sheepherder,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",7.0,60.0,750.0,Month,Sandy,UT,Association - Filing as Agent (H-2A Only)
43,H-300-13099-916653,2014-02-18 16:09:49,H-2A,2013-12-03 00:00:00,DETERMINATION ISSUED - DENIED,2014-02-01 00:00:00,2014-11-30 00:00:00,2014-02-01 00:00:00,2014-11-30 00:00:00,Caldwell Ranch/Jared Caldwell,"2844 Kelly Toponce, Bancroft, ID 83217 (Physical Address)","2844 Kelly Toponce, Bancroft, ID 83217 (Mailing Address)",Bancroft,ID,83217,MOUNTAIN PLAINS AGRICULTURAL SERVICE,KELLI GRIFFITH,CASPER,WY,Open Range Livestock Worker,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",0.0,60.0,875.0,Month,Bancroft,ID,Association - Filing as Agent (H-2A Only)
44,H-300-13100-279183,2013-12-20 11:02:37,H-2A,2013-12-03 00:00:00,DETERMINATION ISSUED - CERTIFICATION,2014-02-01 00:00:00,2015-01-31 00:00:00,2014-02-01 00:00:00,2015-01-31 00:00:00,ESTILL RANCHES/JOHN B & LANI L ESTILL,"123175 Highway 447 (CA/NV Stateline), Gerlach, NV 89412 (Physical","PO Box 320, Gerlach, NV 89412 (Mailing Address)",Gerlach,NV,89412,MOUNTAIN PLAINS AGRICULTURAL SERVICE,KELLI GRIFFITH,CASPER,WY,Sheepherder,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",6.0,60.0,800.0,Month,Gerlach,NV,Association - Filing as Agent (H-2A Only)
45,H-300-13100-308514,2013-12-27 15:28:04,H-2A,2013-12-03 00:00:00,DETERMINATION ISSUED - CERTIFICATION,2014-02-01 00:00:00,2014-11-30 00:00:00,2014-02-01 00:00:00,2014-11-30 00:00:00,John Etchart,"1972 County Road 36, Meeker, CO 81641 (Physical Address)","PO Box 804, Meeker, CO 81641 (Mailing Address)",Meeker,CO,81641,MOUNTAIN PLAINS AGRICULTURAL SERVICE,KELLI GRIFFITH,CASPER,WY,Open Range Livestock Worker,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",3.0,60.0,875.0,Month,Meeker,CO,Association - Filing as Agent (H-2A Only)
46,H-300-13100-324821,2013-12-31 13:01:53,H-2A,2013-12-03 00:00:00,DETERMINATION ISSUED - CERTIFICATION,2014-02-01 00:00:00,2015-01-31 00:00:00,2014-02-01 00:00:00,2015-01-31 00:00:00,D & R Livestock/Clifford De Tar,"1245 Hillview Dr, Dixon, CA 95620 (Physical Address)","1245 Hillview Dr, Dixon, CA 95620 (Mailing Address)",Dixon,CA,95620,MOUNTAIN PLAINS AGRICULTURAL SERVICE,KELLI GRIFFITH,CASPER,WY,Goat/Sheepherder,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",6.0,60.0,1422.52,Month,Dixon,CA,Association - Filing as Agent (H-2A Only)
47,H-300-13100-597448,2013-12-27 12:14:48,H-2A,2013-12-03 00:00:00,DETERMINATION ISSUED - CERTIFICATION,2014-02-01 00:00:00,2014-10-31 00:00:00,2014-02-01 00:00:00,2014-10-31 00:00:00,Rafter Lazy C Ranch/Cecil Garland,"Callao 225, Wendover, UT 84083 (Physical Address)","Callao 225, Wendover, UT 84083 (Mailing Address)",Wendover,UT,84083,MOUNTAIN PLAINS AGRICULTURAL SERVICE,KELLI GRIFFITH,CASPER,WY,Open Range Livestock Worker,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",1.0,60.0,875.0,Month,Wendover,UT,Association - Filing as Agent (H-2A Only)
48,H-300-13100-853887,2013-12-17 14:51:38,H-2A,2013-12-03 00:00:00,DETERMINATION ISSUED - CERTIFICATION,2014-02-01 00:00:00,2014-11-30 00:00:00,2014-02-01 00:00:00,2014-11-30 00:00:00,LRH Inc/Leon Earle,"13199 CR 17, Craig, CO 81625 (Physical Address)","531 4th Avenue West, Craig, CO 81625 (Mailing Address)",Craig,CO,81625,MOUNTAIN PLAINS AGRICULTURAL SERVICE,KELLI GRIFFITH,CASPER,WY,Open Range Livestock Worker,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",4.0,60.0,875.0,Month,Craig,CO,Association - Filing as Agent (H-2A Only)
49,H-300-13100-962311,2014-01-27 14:58:30,H-2A,2013-12-31 00:00:00,DETERMINATION ISSUED - CERTIFICATION,2014-03-01 00:00:00,2014-12-31 00:00:00,2014-03-01 00:00:00,2014-12-31 00:00:00,Jude L. Gallegos,"21729 US Hwy 285, LaJara, CO 81140 (Physical Address)","21729 US Hwy 285, LaJara, CO 81140 (Mailing Address)",LaJara,CO,81140,MOUNTAIN PLAINS AGRICULTURAL SERVICE,KELLI GRIFFITH,CASPER,WY,Open Range Livestock Worker,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",1.0,60.0,875.0,Month,LaJara,CO,Association - Filing as Agent (H-2A Only)
50,H-300-13101-007109,2014-01-07 12:19:09,H-2A,2013-12-03 00:00:00,DETERMINATION ISSUED - CERTIFICATION,2014-02-01 00:00:00,2014-11-30 00:00:00,2014-02-01 00:00:00,2014-11-30 00:00:00,Moon Livestock/Russell & Carolyn Moon,"537 E Main 50 N, Duchesne, UT 84021 (Physical Address)","PO Box 171, Duchesne, UT 84021 (Mailing Address)",Duchesne,UT,84021,MOUNTAIN PLAINS AGRICULTURAL SERVICE,KELLI GRIFFITH,CASPER,WY,Open Range Livestock Worker,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",2.0,60.0,875.0,Month,Duchesne,UT,Association - Filing as Agent (H-2A Only)
51,H-300-13101-010711,2013-12-31 13:07:19,H-2A,2013-12-03 00:00:00,DETERMINATION ISSUED - CERTIFICATION,2014-02-01 00:00:00,2015-01-31 00:00:00,2014-02-01 00:00:00,2015-01-31 00:00:00,Glyn Hutto Livestock/Glyn W. Hutto,"2466 CR 412, Eldorado, TX 76936 (Physical Address)","PO Box 1195, Eldorado, TX 76936 (Mailing Address)",Eldorado,TX,76936,MOUNTAIN PLAINS AGRICULTURAL SERVICE,KELLI GRIFFITH,CASPER,WY,Goat/Sheepherder,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",2.0,60.0,750.0,Month,Eldorado,TX,Association - Filing as Agent (H-2A Only)
52,H-300-13101-024872,2013-11-19 15:10:18,H-2A,2013-11-04 00:00:00,DETERMINATION ISSUED - CERTIFICATION,2014-01-01 00:00:00,2014-12-31 00:00:00,2014-01-01 00:00:00,2014-12-31 00:00:00,Mickel Brothers Sheep Co. LLC,"1750 S. Main, Spring City, UT 84662 (Physical Address)","PO Box 211, Spring City, UT 84662 (Mailing Address)",Spring City,UT,84662,MOUNTAIN PLAINS AGRICULTURAL SERVICE,KELLI GRIFFITH,CASPER,WY,Sheepherder,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",6.0,60.0,750.0,Month,Spring City,UT,Association - Filing as Agent (H-2A Only)
53,H-300-13101-172037,2013-12-30 13:37:35,H-2A,2013-12-03 00:00:00,DETERMINATION ISSUED - CERTIFICATION,2014-02-01 00:00:00,2014-11-30 00:00:00,2014-02-01 00:00:00,2014-11-30 00:00:00,Sorenson Enterprises LLC DBA Bench Creek Ranch/Wade Klingler,"6440 S. Wasatch Blvd Suite 105, Salt Lake City, UT 84121 (Physical","6440 S. Wasatch Blvd Suite 105, Salt Lake City, UT 84121 (Mailing",Salt Lake City,UT,84121,MOUNTAIN PLAINS AGRICULTURAL SERVICE,KELLI GRIFFITH,CASPER,WY,Open Range Livestock Worker,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",2.0,60.0,875.0,Month,Salt Lake City,UT,Association - Filing as Agent (H-2A Only)
54,H-300-13101-185789,2014-01-09 14:26:10,H-2A,2013-12-03 00:00:00,DETERMINATION ISSUED - CERTIFICATION,2014-02-01 00:00:00,2014-11-30 00:00:00,2014-02-01 00:00:00,2014-11-30 00:00:00,Annabella Land & Cattle Co. LLC/Randy Lawyer,"50 Mustang Lane, Annabella, UT 84711 (Physical Address)","PO Box 897, Annabella, UT 84711 (Mailing Address)",Annabella,UT,84711,MOUNTAIN PLAINS AGRICULTURAL SERVICE,KELLI GRIFFITH,CASPER,WY,Open Range Livestock Worker,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",2.0,60.0,875.0,Month,Annabella,UT,Association - Filing as Agent (H-2A Only)
55,H-300-13101-198737,2013-12-27 15:58:16,H-2A,2013-12-03 00:00:00,DETERMINATION ISSUED - CERTIFICATION,2014-02-01 00:00:00,2014-11-30 00:00:00,2014-02-01 00:00:00,2014-11-30 00:00:00,Mark Joyce Ranch/Mark & Wendy Joyce,"2925 Beulah Rd, Juntura, OR 97911 (Physical Address)","2925 Beulah Rd, Juntura, OR 97911 (Mailing Address)",Juntura,OR,97911,MOUNTAIN PLAINS AGRICULTURAL SERVICE,KELLI GRIFFITH,CASPER,WY,Open Range Livestock Worker,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",1.0,60.0,875.0,Month,Juntura,OR,Association - Filing as Agent (H-2A Only)
56,H-300-13101-251413,2013-12-31 12:58:30,H-2A,2013-12-03 00:00:00,DETERMINATION ISSUED - CERTIFICATION,2014-02-01 00:00:00,2014-10-31 00:00:00,2014-02-01 00:00:00,2014-10-31 00:00:00,Bar-O-Bar LLC/Remy Labrouche,"826 Wood Rd, Bancroft, ID 83217 (Physical Address)","826 Wood Road, Bancroft, ID 83217 (Mailing Address)",Bancroft,ID,83217,MOUNTAIN PLAINS AGRICULTURAL SERVICE,KELLI GRIFFITH,CASPER,WY,Open Range Livestock Worker,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",2.0,60.0,875.0,Month,Bancroft,ID,Association - Filing as Agent (H-2A Only)
57,H-300-13101-255430,2013-12-17 13:03:43,H-2A,2013-12-03 00:00:00,DETERMINATION ISSUED - CERTIFICATION,2014-02-01 00:00:00,2015-01-31 00:00:00,2014-02-01 00:00:00,2015-01-31 00:00:00,Mountain Valley Livestock Inc/Bob and Judy Hageman,"278 Hwy 59, Douglas, WY 82633 (Physical Address)","PO Box 600, Douglas, WY 82633 (Mailing Address)",Douglas,WY,82633,MOUNTAIN PLAINS AGRICULTURAL SERVICE,KELLI GRIFFITH,CASPER,WY,Sheepherder,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",4.0,60.0,750.0,Month,Douglas,WY,Association - Filing as Agent (H-2A Only)
58,H-300-13101-266428,2014-01-02 12:28:15,H-2A,2013-12-03 00:00:00,DETERMINATION ISSUED - CERTIFICATION,2014-02-01 00:00:00,2014-11-30 00:00:00,2014-02-01 00:00:00,2014-11-30 00:00:00,Robbins Moore Family Partnership LP/John P. Moore,"RM 2023 at OFP Rd, Fort Stockton, TX 79735 (Physical Address)","PO Drawer 74, Fort Stockton, TX 79735 (Mailing Address)",Fort Stockton,TX,79735,MOUNTAIN PLAINS AGRICULTURAL SERVICE,KELLI GRIFFITH,CASPER,WY,Open Range Livestock Worker,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",1.0,60.0,875.0,Month,Fort Stockton,TX,Association - Filing as Agent (H-2A Only)
59,H-300-13101-382538,2013-12-23 15:00:04,H-2A,2013-12-03 00:00:00,DETERMINATION ISSUED - CERTIFICATION,2014-02-01 00:00:00,2014-11-30 00:00:00,2014-02-01 00:00:00,2014-11-30 00:00:00,McMillan Services LLC/Micheal J & Ann McMillan,"3955 W Old Hwy Rd, Morgan, UT 84050 (Physical Address)","3955 W Old Hwy Rd, Morgan, UT 84050 (Mailing Address)",Morgan,UT,84050,MOUNTAIN PLAINS AGRICULTURAL SERVICE,KELLI GRIFFITH,CASPER,WY,Open Range Livestock Worker,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",1.0,60.0,875.0,Month,Morgan,UT,Association - Filing as Agent (H-2A Only)
60,H-300-13101-422747,2014-01-09 11:02:30,H-2A,2013-12-03 00:00:00,DETERMINATION ISSUED - CERTIFICATION,2014-02-01 00:00:00,2014-11-30 00:00:00,2014-02-01 00:00:00,2014-11-30 00:00:00,Brantly R. Hatch,"3023 Chesterfield Rd, Bancroft, ID 83217 (Physical Address)","3023 Chesterfield Rd, Bancroft, ID 83217 (Mailing Address)",Bancroft,ID,83217,MOUNTAIN PLAINS AGRICULTURAL SERVICE,KELLI GRIFFITH,CASPER,WY,Open Range Livestock Worker,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",1.0,60.0,875.0,Month,Bancroft,ID,Association - Filing as Agent (H-2A Only)
61,H-300-13101-557872,2013-12-31 12:55:32,H-2A,2013-12-03 00:00:00,DETERMINATION ISSUED - CERTIFICATION,2014-02-01 00:00:00,2015-01-31 00:00:00,2014-02-01 00:00:00,2015-01-31 00:00:00,"INDA RANCH/JUAN, DONNA AND DOMINIC INDA","59625 Lucres Dr, Montrose, CO 81403 (Physical Address)","59625 Lucres Dr, Montrose, CO 81403 (Mailing Address)",Montrose,CO,81403,MOUNTAIN PLAINS AGRICULTURAL SERVICE,KELLI GRIFFITH,CASPER,WY,Sheepherder,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",3.0,60.0,750.0,Month,Montrose,CO,Association - Filing as Agent (H-2A Only)
62,H-300-13101-650550,2013-12-18 09:28:38,H-2A,2013-12-03 00:00:00,DETERMINATION ISSUED - CERTIFICATION,2014-02-01 00:00:00,2015-01-31 00:00:00,2014-02-01 00:00:00,2015-01-31 00:00:00,David Hulet Livestock/David and Lori Hulet,"237 E. Main, Summit, UT 84772 (Physical Address)","PO Box 15, Summit, UT 84772 (Mailing Address)",Summit,UT,84772,MOUNTAIN PLAINS AGRICULTURAL SERVICE,KELLI GRIFFITH,CASPER,WY,Sheepherder,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",2.0,60.0,750.0,Month,Summit,UT,Association - Filing as Agent (H-2A Only)
63,H-300-13101-896569,2013-12-30 13:32:17,H-2A,2013-12-03 00:00:00,DETERMINATION ISSUED - CERTIFICATION,2014-02-01 00:00:00,2014-11-30 00:00:00,2014-02-01 00:00:00,2014-11-30 00:00:00,Harral Livestock Co/Dillard A. Harral,"881 FM 2023, Fort Stockton, TX 79735 (Physical Address)","PO Box 869, Fort Stockton, TX 79735 (Mailing Address)",Fort Stockton,TX,79735,MOUNTAIN PLAINS AGRICULTURAL SERVICE,KELLI GRIFFITH,CASPER,WY,Open Range Livestock Worker,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",1.0,60.0,875.0,Month,Fort Stockton,TX,Association - Filing as Agent (H-2A Only)
64,H-300-13105-066250,2013-12-31 15:04:51,H-2A,2013-12-03 00:00:00,DETERMINATION ISSUED - CERTIFICATION,2014-02-01 00:00:00,2015-01-31 00:00:00,2014-02-01 00:00:00,2015-01-31 00:00:00,Nelson Bros/Paul W. Nelson,"3736 North Minersvill Rd, Cedar City, UT 84721 (Physical Address)","3736 North Minersville Rd, Cedar City, UT 84721 (Mailing Address)",Cedar City,UT,84721,MOUNTAIN PLAINS AGRICULTURAL SERVICE,KELLI GRIFFITH,CASPER,WY,Sheepherder,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",1.0,60.0,750.0,Month,Cedar City,UT,Association - Filing as Agent (H-2A Only)
65,H-300-13105-095990,2013-12-27 10:31:53,H-2A,2013-12-03 00:00:00,DETERMINATION ISSUED - CERTIFICATION,2014-02-01 00:00:00,2014-11-30 00:00:00,2014-02-01 00:00:00,2014-11-30 00:00:00,OTTER CREEK GRAZING ASSOCIATION,"1171 Hwy 434, Tensleep, WY 82442 (Physical Address)","PO Box 45, Tensleep, WY 82442 (Mailing Address)",Tensleep,WY,82442,MOUNTAIN PLAINS AGRICULTURAL SERVICE,KELLI GRIFFITH,CASPER,WY,Open Range Livestock Worker,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",1.0,60.0,875.0,Month,Tensleep,WY,Association - Filing as Agent (H-2A Only)
66,H-300-13105-539978,2013-12-13 11:41:56,H-2A,2013-12-03 00:00:00,DETERMINATION ISSUED - CERTIFICATION,2014-02-01 00:00:00,2014-11-30 00:00:00,2014-02-01 00:00:00,2014-11-30 00:00:00,Lloyd Nielson Livestock/Lloyd J. Nielson,"1365 Airport Rd, Worland, WY 82401 (Physical Address)","1365 Airport Rd, Worland, WY 82401 (Mailing Address)",Worland,WY,82401,MOUNTAIN PLAINS AGRICULTURAL SERVICE,KELLI GRIFFITH,CASPER,WY,Open Range Livestock Worker,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",1.0,60.0,875.0,Month,Worland,WY,Association - Filing as Agent (H-2A Only)
67,H-300-13105-679835,2014-01-02 11:58:13,H-2A,2013-12-03 00:00:00,DETERMINATION ISSUED - CERTIFICATION,2014-02-01 00:00:00,2014-11-30 00:00:00,2014-02-01 00:00:00,2014-11-30 00:00:00,Harvey Ranch/Rick Myers,"22990 RCR 54, Steamboat Spings, CO 80487 (Physical Address)","22990 RCR 54, Steamboat Springs, CO 80487 (Mailing Address)",Steamboat Springs,CO,80487,MOUNTAIN PLAINS AGRICULTURAL SERVICE,KELLI GRIFFITH,CASPER,WY,Open Range Livestock Worker,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",2.0,60.0,875.0,Month,Staemboat Springs,CO,Association - Filing as Agent (H-2A Only)
68,H-300-13106-267590,2013-12-27 11:02:10,H-2A,2013-12-03 00:00:00,DETERMINATION ISSUED - CERTIFICATION,2014-02-01 00:00:00,2014-11-30 00:00:00,2014-02-01 00:00:00,2014-11-30 00:00:00,WILLIAM GARY ROSE,"784 Lower String Rd, Park Valley, UT 84329 (Physical Address)","PO Box 784, Park Valley, UT 84329 (Mailing Address)",Park Valley,UT,84329,MOUNTAIN PLAINS AGRICULTURAL SERVICE,KELLI GRIFFITH,CASPER,WY,Open Range Livestock Worker,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",2.0,60.0,875.0,Month,Park Valley,UT,Association - Filing as Agent (H-2A Only)
69,H-300-13106-534480,2013-12-27 12:22:21,H-2A,2013-12-03 00:00:00,DETERMINATION ISSUED - CERTIFICATION,2014-02-01 00:00:00,2014-11-30 00:00:00,2014-02-01 00:00:00,2014-11-30 00:00:00,CROSS MOUNTAIN RANCH,"1280 Industrial Ave, Craig, CO 81625 (Physical Address)","PO Box 897, Craig, CO 81626 (Mailing Address)",Craig,CO,81625,MOUNTAIN PLAINS AGRICULTURAL SERVICE,KELLI GRIFFITH,CASPER,WY,Open Range Livestock Worker,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",4.0,60.0,875.0,Month,Craig,CO,Association - Filing as Agent (H-2A Only)
70,H-300-13106-595829,2014-01-07 15:53:49,H-2A,2013-12-03 00:00:00,DETERMINATION ISSUED - CERTIFICATION,2014-02-01 00:00:00,2014-11-30 00:00:00,2014-02-01 00:00:00,2014-11-30 00:00:00,DIAMOND PEAK CATTLE CO. LLC/JOHN RAFTOPOULOS,"2991 Pineridge Dr., Craig, CO 81625(Physical Address)","2991 Pineridge Dr., Craig, CO 81625 (Mailing Address)",Craig,CO,81625,MOUNTAIN PLAINS AGRICULTURAL SERVICE,KELLI GRIFFITH,CASPER,WY,Open Range Livestock Worker,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",17.0,60.0,875.0,Month,Craig,CO,Association - Filing as Agent (H-2A Only)
71,H-300-13106-613715,2013-12-31 15:07:17,H-2A,2013-12-03 00:00:00,DETERMINATION ISSUED - CERTIFICATION,2014-02-01 00:00:00,2014-11-30 00:00:00,2014-02-01 00:00:00,2014-11-30 00:00:00,OSTRUM LIVESTOCK/MERRILL OSTRUM,"2994 Hwy 78, Absarokee, MT 59001 (Physical Address)","PO Box 100, Fishtail, MT 59028 (Mailing Address)",Absarokee,MT,59001,MOUNTAIN PLAINS AGRICULTURAL SERVICE,KELLI GRIFFITH,CASPER,WY,Open Range Livestock Worker,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",1.0,60.0,875.0,Month,Absarokee,MT,Association - Filing as Agent (H-2A Only)
72,H-300-13106-660314,2013-12-17 14:38:01,H-2A,2013-12-03 00:00:00,DETERMINATION ISSUED - CERTIFICATION,2014-02-01 00:00:00,2015-01-31 00:00:00,2014-02-01 00:00:00,2015-01-31 00:00:00,Rogers Ranch/David & Ronda Rogers,"381 N. 200W, Rupert, ID 83350 (Physical Address)","381 N. 200W, Rupert, ID 83350 (Mailing Address)",Rupert,ID,83350,MOUNTAIN PLAINS AGRICULTURAL SERVICE,KELLI GRIFFITH,CASPER,WY,Sheepherder,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",2.0,60.0,750.0,Month,Rupert,ID,Association - Filing as Agent (H-2A Only)
73,H-300-13106-677224,2013-12-02 09:56:45,H-2A,2013-11-04 00:00:00,DETERMINATION ISSUED - CERTIFICATION,2014-01-01 00:00:00,2014-10-31 00:00:00,2014-01-01 00:00:00,2014-10-31 00:00:00,"L Richins & Sons, LLC/Gene Richins","1165 West 10875 South, South Jordan, UT 84095 (Physical Address)","1165 West 10875 South, South Jordan, UT 84095 (Mailing Address)",South Jordan,UT,84095,MOUNTAIN PLAINS AGRICULTURAL SERVICE,KELLI GRIFFITH,CASPER,WY,Open Range Livestock Worker,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",1.0,60.0,875.0,Month,South Jordan,UT,Association - Filing as Agent (H-2A Only)
74,H-300-13106-831636,2013-12-19 13:15:22,H-2A,2013-12-03 00:00:00,DETERMINATION ISSUED - CERTIFICATION,2014-02-01 00:00:00,2015-01-31 00:00:00,2014-02-01 00:00:00,2015-01-31 00:00:00,Smith Rancho Land & Livestock/Brad Smith,"578 Barclay St, Craig, CO 81625 (Physical Address)","PO Box 215, Craig, CO 81626 (Mailing Address)",Craig,CO,81625,MOUNTAIN PLAINS AGRICULTURAL SERVICE,KELLI GRIFFITH,CASPER,WY,Sheepherder,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",12.0,60.0,750.0,Month,Craig,CO,Association - Filing as Agent (H-2A Only)
75,H-300-13106-876840,2013-12-17 14:41:14,H-2A,2013-12-03 00:00:00,DETERMINATION ISSUED - CERTIFICATION,2014-02-01 00:00:00,2015-01-31 00:00:00,2014-02-01 00:00:00,2015-01-31 00:00:00,Savery Creek Thoroughbred Ranch/Albert C. Saer Jr.,"9 miles North of Savery, Savery, WY 82332 (Physical Address)","PO Box 236, Savery, WY 82332 (Mailing Address)",Savery,WY,82332,MOUNTAIN PLAINS AGRICULTURAL SERVICE,KELLI GRIFFITH,CASPER,WY,Sheepherder,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",1.0,60.0,750.0,Month,Savery,WY,Association - Filing as Agent (H-2A Only)
76,H-300-13107-037235,2013-12-11 10:47:46,H-2A,2013-12-03 00:00:00,DETERMINATION ISSUED - CERTIFICATION,2014-02-01 00:00:00,2015-01-31 00:00:00,2014-02-01 00:00:00,2015-01-31 00:00:00,Pete Stamatakis,"1111 South 450 West, Price, UT 84501 (Physical Address)","1111 South 450 West, Price, UT 84501 (Mailing Address)",Price,UT,84501,MOUNTAIN PLAINS AGRICULTURAL SERVICE,KELLI GRIFFITH,CASPER,WY,Sheepherder,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",8.0,60.0,750.0,Month,Price,UT,Association - Filing as Agent (H-2A Only)
77,H-300-13107-172425,2014-01-28 12:17:56,H-2A,2013-12-31 00:00:00,DETERMINATION ISSUED - CERTIFICATION,2014-03-01 00:00:00,2015-02-28 00:00:00,2014-03-01 00:00:00,2015-02-28 00:00:00,Allred Land & Livestock/Phillip Allred,"700 South 250 West, Fountain Green, UT 84632 (Physical Address)","PO Box 96, Fountain Green, UT 84632 (Mailing Address)",Fountain Green,UT,84632,MOUNTAIN PLAINS AGRICULTURAL SERVICE,KELLI GRIFFITH,CASPER,WY,Sheepherder,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",17.0,60.0,750.0,Month,Frountain Green,UT,Association - Filing as Agent (H-2A Only)
