,FY,CASE_NUMBER,DECISION_DATE,VISA_CLASS,SUBMITTED_DATE,CASE_STATUS,CERTIFICATION_BEGIN_DATE,CERTIFICATION_END_DATE,EMPLOYER_NAME,TRADE_NAME_DBA,EMPLOYER_ADDRESS1,EMPLOYER_ADDRESS2,EMPLOYER_CITY,EMPLOYER_STATE,EMPLOYER_POSTAL_CODE,EMPLOYER_COUNTRY,EMPLOYER_PROVINCE,EMPLOYER_PHONE,EMPLOYER_PHONE_EXT,AGENT_POC_EMPLOYER_REP_BY_AGENT,LAWFIRM_NAME,AGENT_ATTORNEY_NAME,AGENT_ATTORNEY_CITY,AGENT_ATTORNEY_STATE,JOB_TITLE,SOC_CODE,SOC_NAME,NAICS_CODE,NBR_WORKERS_REQUESTED,NBR_WORKERS_CERTIFIED,FULL_TIME_POSITION,NATURE_OF_TEMPORARY_NEED,BASIC_NUMBER_OF_HOURS,HOURLY_WORK_SCHEDULE_AM,HOURLY_WORK_SCHEDULE_PM,BASIC_RATE_OF_PAY,OVERTIME_RATE_FROM,OVERTIME_RATE_TO,PAY_RANGE_UNIT,SUPERVISE_OTHER_EMP,SUPERVISE_HOW_MANY,EDUCATION_LEVEL,OTHER_EDUCATION,MAJOR,SECOND_DIPLOMA,SECOND_DIPLOMA_MAJOR,TRAINING_REQUIRED,NUM_MONTHS_TRAINING,NAME_REQUIRED_TRAINING,EMP_EXPERIENCE_REQD,EMP_EXP_NUM_MONTHS,WORKSITE_CITY,WORKSITE_COUNTY,WORKSITE_STATE,WORKSITE_POSTAL_CODE,OTHER_WORKSITE_LOCATION,SWA_NAME,JOB_IDNUMBER,JOB_START_DATE,JOB_END_DATE
41,2017,H-400-16166-609461,2017-01-30,H-2B,2017-01-01,Certification Expired,2017-04-01,2017-10-01,"Inners Amusement Company, Inc.",Majestic Midways,56 Oak Street,,York,PA,17402,UNITED STATES OF AMERICA,,717-741-2828,,Y,"THE PIERCE LAW FIRM, LLC",ROBERT PIERCE,ANNAPOLIS,MD,Carnival Attendant,39-3091,Amusement and Recreation Attendants,713990.0,38.0,38.0,Y,Seasonal,35,04:00 PM,11:00 PM,$8.9,13.35,16.55,Hour,N,,None,,,N,,N,,,N,,Dover,York,PA,17315,Y,,,,
42,2017,H-400-16166-655071,2017-03-27,H-2B,2017-01-16,Certification,2017-04-14,2017-11-08,"A of R Services, Inc.",,"Foster Plaza 5, 651 Holiday Drive, Suite 300",,Pittsburgh,PA,15220,UNITED STATES OF AMERICA,,910-640-1706,,Y,The Pierce Law Firm LLC,Robert Pierce,ANNAPOLIS,MD,Carnival Worker,39-3091,Amusement and Recreation Attendants,713990.0,68.0,68.0,Y,Seasonal,35,04:00 PM,11:00 PM,$8.64,12.96,20.7,Hour,N,,None,,,N,,N,,,N,,Pittsburgh,Allegheny,PA,15220,Y,,,,
43,2017,H-400-16166-671875,2017-02-01,H-2B,2017-01-01,Certification,2017-04-01,2017-10-04,"Fun Vest, Inc.","Funtastic Rides, Inc./Funtastic Shows, Inc./Fun Enterprises, Inc.",3407 SE 108th Avenue,,Portland,OR,97266,UNITED STATES OF AMERICA,,503-761-0989,,Y,"THE PIERCE LAW FIRM, LLC",ROBERT PIERCE,ANNAPOLIS,MD,Carnival Attendant,39-3091,Amusement and Recreation Attendants,713990.0,35.0,35.0,Y,Seasonal,35,04:00 PM,11:00 PM,$10.32,15.48,19.74,Hour,N,,None,,,N,,N,,,N,,Portland,Multnomah,OR,97266,Y,,,,
44,2017,H-400-16166-769020,2016-12-06,H-2B,2016-11-03,Certification,2017-02-01,2017-11-15,"Wood Ent Co., Inc.",,111 Osiana Drive,,San Antonio,TX,78248,UNITED STATES OF AMERICA,,210-858-6078,,Y,"THE PIERCE LAW FIRM, LLC",ROBERT PIERCE,ANNAPOLIS,MD,Carnival Attendant,39-3091,Amusement and Recreation Attendants,713990.0,40.0,40.0,Y,Seasonal,35,04:00 AM,11:00 PM,$8.48,12.72,22.92,Hour,N,,None,,,N,,N,,,N,,San Antonio,Bexar,TX,78264,Y,,,,
45,2017,H-400-16166-775631,2016-12-07,H-2B,2016-10-19,Certification,2017-01-16,2017-11-15,"Showtime Rides, Inc.",,1747 Hinton St.,,Dallas,TX,75235,UNITED STATES OF AMERICA,,214-638-8346,,Y,"THE PIERCE LAW FIRM, LLC",ROBERT PIERCE,ANNAPOLIS,MD,Carnival Worker,39-3091,Amusement and Recreation Attendants,713990.0,10.0,10.0,Y,Seasonal,35,12:00 PM,11:00 PM,$8.48,12.72,16.8,Hour,N,,None,,,N,,N,,,N,,Dallas,Dallas,TX,75235,Y,,,,
46,2017,H-400-16166-943479,2017-02-03,H-2B,2017-01-01,Certification,2017-04-01,2017-11-12,"Fairplay Games, Inc.",,15062 SE 103rd Street Rd.,,Ocklawaha,FL,32179,UNITED STATES OF AMERICA,,407-492-4369,,Y,"THE PIERCE LAW FIRM, LLC",ROBERT PIERCE,ANNAPOLIS,MD,Game Attendant,39-3091,Amusement and Recreation Attendants,713990.0,15.0,15.0,Y,Seasonal,35,04:00 PM,11:00 PM,$8.58,12.87,16.2,Hour,N,,None,,,N,,N,,,N,,Green Cove Springs,Clay,FL,32043,Y,,,,
47,2017,H-400-16166-946797,2016-11-08,H-2B,2016-10-07,Certification,2017-01-05,2017-11-05,"Strates Fine Foods, Inc.",,4607 Old National Pike Road,,Mt. Airy,MD,21771,UNITED STATES OF AMERICA,,301-370-5820,,Y,"THE PIERCE LAW FIRM, LLC",ROBERT PIERCE,ANNAPOLIS,MD,Food Worker,35-3022,"Counter Attendants, Cafeteria, Food Concession,",722330.0,6.0,6.0,Y,Seasonal,35,02:00 PM,11:00 PM,$8.34,12.51,18.39,Hour,N,,None,,,N,,N,,,N,,Mt. Airy,Carroll,MD,21771,Y,,,,
48,2017,H-400-16166-947067,2016-12-05,H-2B,2016-10-24,Certification,2017-01-21,2017-11-21,Kissel Entertainment LLC,,physical:  3748 South State Line Street,Mailing:  PO Box 132,Okeana,OH,45053,UNITED STATES OF AMERICA,,205-280-8595,,Y,"THE PIERCE LAW FIRM, LLC",ROBERT PIERCE,ANNAPOLIS,MD,Carnival Worker,35-3022,"Counter Attendants, Cafeteria, Food Concession,",713990.0,80.0,80.0,Y,Seasonal,35,05:00 AM,11:00 PM,$8.32,12.48,14.73,Hour,N,,None,,,N,,N,,,N,,Clanton,Chilton,AL,35045,Y,,,,
49,2017,H-400-16166-974189,2017-01-31,H-2B,2017-01-01,Certification,2017-04-01,2017-11-04,"E.J. Amusements of N.H., Inc.",,mailing:  PO Box 460,physical:  15 Pine Street,Seabrook,NH,03874,UNITED STATES OF AMERICA,,603-474-5424,,Y,"THE PIERCE LAW FIRM, LLC",ROBERT PIERCE,ANNAPOLIS,MD,Carnival Worker,35-3022,"Counter Attendants, Cafeteria, Food Concession,",713990.0,45.0,45.0,Y,Seasonal,35,12:00 PM,11:00 PM,$8.5,12.75,17.01,Hour,N,,None,,,N,,N,,,N,,Seabrook,Rockingham,NH,03874,Y,,,,
50,2017,H-400-16168-473163,2016-10-07,H-2B,2016-07-27,Denied,2016-10-10,2017-06-30,Minn-Dak Farmers Cooperative,,7525 Red River Rd.,,Wahpeton,ND,58075,UNITED STATES OF AMERICA,,701-642-8411,,Y,"DORSEY & WHITNEY, LLP",IEVA AUBIN,SEATTLE,WA,Extra Gang Sugar Handler,53-7062,"Laborers and Freight, Stock, and Material Movers,",311313.0,25.0,,Y,Seasonal,40,08:00 AM,04:00 PM,$14.86,22.29,,Hour,N,,High School/GED,,,N,,N,,,N,,Wahpeton,Richland,ND,58075,N,,,,
51,2017,H-400-16172-700496,2017-01-10,H-2B,2016-10-24,Certification Expired,2017-01-16,2017-06-07,"La Michoacana Bakery, Inc.",La Michoacana Bakery,3829 Crosstown Expwy.,,Corpus Christi,TX,78415,UNITED STATES OF AMERICA,,361-851-9734,,Y,"THE KERSHAW LAW FIRM, PC",ROBERT KERSHAW,AUSTIN,TX,Bakers,51-3011,Bakers,445291.0,6.0,6.0,Y,Peakload,40,05:00 AM,01:00 PM,$9.83,14.75,,Hour,N,,None,,,N,,N,,,N,,Corpus Christi,Nueces,TX,78415,Y,,,,
52,2017,H-400-16172-792955,2016-12-23,H-2B,2016-11-28,Denied,2017-02-27,2017-11-17,SOUTHERN GRACE HOSPITALITY GROUP,LOW COUNTRY NURSERY,4461 N. HWY 17,,AWENDAW,SC,29429,UNITED STATES OF AMERICA,,843-849-496064,,N,,,,,Nursery Worker,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",424930.0,4.0,,Y,Seasonal,40,08:00 AM,04:30 PM,$8.5,12.75,,Hour,N,,None,,,N,,N,,,N,,Awendaw,SC,SC,29429,N,,,,
53,2017,H-400-16180-030910,2016-10-11,H-2B,2016-08-25,Partial Certification Expired,2016-11-15,2017-03-15,"D&W Regeneration, Inc.",,933 CR 1165,P.O. Box 1231,Center,TX,75935,UNITED STATES OF AMERICA,,936-598-6494,,Y,"AGWORKS H2, LLC",PATRICIA HALL,LAKE PARK,GA,Tree Planters,45-4011,Forest and Conservation Workers,115310.0,57.0,56.0,Y,Seasonal,40,07:00 AM,02:30 PM,$15.58,23.37,24.9,Hour,N,,None,,,N,,N,,,N,,Dequincy,Calcasieu,LA,70633,Y,,,,
54,2017,H-400-16180-248400,2016-10-25,H-2B,2016-09-21,Partial Certification Expired,2016-12-05,2017-04-01,"Mendiola Forestry Services, LLC",,5 Cloverhill Drive,PO Box 69,Warren,AR,71671,UNITED STATES OF AMERICA,,870-226-2759,,Y,"AGWORKS H2, LLC",PATRICIA HALL,LAKE PARK,GA,Forest Worker,45-4011,Forest and Conservation Workers,115310.0,14.0,13.0,Y,Seasonal,40,08:00 AM,05:00 PM,$14.42,21.63,26.19,Hour,N,,None,,,N,,N,,,N,,Bainbridge,Decatur,GA,39819,Y,,,,
55,2017,H-400-16180-789943,2016-10-03,H-2B,2016-08-18,Partial Certification Expired,2016-11-01,2017-07-31,"Mendiola Forestry Services, LLC",,5 Cloverhill Drive,PO Box 69,Warren,AR,71671,UNITED STATES OF AMERICA,,870-226-2759,,Y,"AGWORKS H2, LLC",PATRICIA HALL,LAKE PARK,GA,Forest Worker,45-4011,Forest and Conservation Workers,115310.0,36.0,35.0,Y,Seasonal,40,08:00 AM,05:00 PM,$12.32,18.48,26.16,Hour,N,,None,,,N,,N,,,N,,Warren,Bradley,AR,71671,Y,,,,
56,2017,H-400-16180-899710,2017-04-17,H-2B,2017-01-25,Withdrawn,2017-04-10,2017-10-31,Red Feather Properties Limited Partnership,Red Feather Lodge,300 State Route 64,,Grand Canyon,AZ,86023,UNITED STATES OF AMERICA,,928-638-7004,,Y,LAW OFFICES OF BRELJE AND ASSOCIATES PC,RACHEL BUS,GOODYEAR,AZ,Guest Room Attendant,37-2012,Maids and Housekeeping Cleaners,721110.0,10.0,,Y,Peakload,40,08:00 AM,04:30 PM,$10.03,15.05,,Hour,N,,None,,,N,,N,,,N,,Tusayan,Coconino,AZ,86023,N,,,,
57,2017,H-400-16181-519711,2017-01-17,H-2B,2016-11-21,Certification,2017-02-15,2017-12-14,Raul H. Yepez Maintenance Services Inc,,8732 Comer Drive,,Dallas,TX,75217,UNITED STATES OF AMERICA,,214-243-6455,,Y,"BELL, NUNNALLY",KAREN-LEE POLLAK,DALLAS,TX,Landscaper,37-3011,Landscaping and Groundskeeping Workers,561730.0,8.0,8.0,Y,Seasonal,40,07:00 AM,04:00 PM,$12.61,0.0,0.0,Hour,N,,None,,not applicable,N,,N,,,Y,3.0,Dallas,TEXAS,TX,75217,Y,,,,
58,2017,H-400-16181-867394,2016-11-08,H-2B,2016-07-01,Withdrawn,2016-09-14,2016-12-31,"Tempest Enterprises, Inc.",,4681 South 300 West,,Murray,UT,84107,UNITED STATES OF AMERICA,,801-262-4165,,Y,"Global Immigration Associates, P.C.",Christopher Esmits,Chicago,IL,Construction Laborer,47-2061,Construction Laborers,237120.0,3.0,,Y,Seasonal,40,08:00 AM,04:30 PM,$15.59,21.81,,Hour,N,,None,,,N,,N,,,Y,12.0,Murray,Salt Lake,UT,84107,Y,,,,
59,2017,H-400-16182-640981,2016-10-04,H-2B,2016-08-16,Partial Certification Expired,2016-11-01,2017-05-30,"Trees Are Us Forestry, LLC",,1416 Old Monticello Rd,,Warren,AR,71671,UNITED STATES OF AMERICA,,870-820-5111,,Y,"AGWORKS H2, LLC",PATRICIA HALL,LAKE PARK,GA,Forest Workers,45-4011,Forest and Conservation Workers,115310.0,65.0,59.0,Y,Seasonal,40,08:00 AM,05:00 PM,$19.57,29.36,47.25,Hour,N,,None,,,N,,N,,,N,,Warren,Bradley,AR,71671,Y,,,,
60,2017,H-400-16185-064273,2016-11-16,H-2B,2016-09-04,Certification,2016-11-21,2017-11-20,PEARL V RABINOWITZ,,1410 ROCKLEDGE LN APT 3,,WALNUT CREEK,CA,94595,UNITED STATES OF AMERICA,,310-770-1244,,Y,LAW OFFICE OF ALLA KRUPNIK,ALLA KRUPNIK,NEW YORK,NY,"Personal Care Aide, living-in",39-9021,Personal Care Aides,814110.0,1.0,1.0,Y,One-Time Occurrence,35,09:00 AM,05:00 PM,$11.38,,,Hour,N,,None,,,N,,N,,,Y,6.0,WALNUT CREEK,Contra Costa County,CA,94595,N,,,,
61,2017,H-400-16187-119952,2016-10-11,H-2B,2016-07-25,Certification Expired,2016-10-11,2017-05-31,Colleton River Plantation Club Inc.,,60 Colleton River,,Bluffton,SC,29910,UNITED STATES OF AMERICA,,843-836-4400,,Y,AKERMAN LLP,MICHAEL BENCHETRIT,MIAMI,FL,Recreational Aide,39-3091,Amusement and Recreation Attendants,713910.0,5.0,5.0,Y,Peakload,40,09:00 AM,06:00 PM,$11.18,16.77,,Hour,N,,None,,,N,,N,,,Y,3.0,Bluffton,Beaufort,SC,29910,N,,,,
62,2017,H-400-16187-349480,2016-10-11,H-2B,2016-07-05,Partial Certification Expired,2016-10-11,2017-03-31,Seaboard Foods LLC,,2801 Hurliman Road,,Guymon,OK,73942,UNITED STATES OF AMERICA,,580-338-4963,,Y,"THE MCCRUMMEN IMMIGRATION LAW GROUP, LLC",ROGER MCCRUMMEN,N. KANSAS CITY,MO,Production Worker,51-3023,Slaughterers and Meat Packers,311611.0,100.0,74.0,Y,Peakload,40,06:00 AM,03:30 PM,$14.4,21.6,,Hour,N,,None,,,N,,N,,,N,,Guymon,Texas,OK,73942,N,,,,
63,2017,H-400-16187-384115,2016-10-18,H-2B,2016-07-25,Certification Expired,2016-10-18,2017-05-31,Colleton River Plantation Club Inc.,,60 Colleton River,,Bluffton,SC,29910,UNITED STATES OF AMERICA,,843-836-4400,,Y,AKERMAN LLP,MICHAEL BENCHETRIT,MIAMI,FL,Housekeeper,37-2012,Maids and Housekeeping Cleaners,713910.0,1.0,1.0,Y,Peakload,40,09:00 AM,06:00 PM,$10.31,15.47,,Hour,N,,None,,,N,,N,,,N,,Bluffton,Beaufort,SC,29910,N,,,,
64,2017,H-400-16187-403772,2016-10-19,H-2B,2016-07-25,Certification Expired,2016-10-19,2017-05-31,Colleton River Plantation Club Inc.,,60 Colleton River,,Bluffton,SC,29910,UNITED STATES OF AMERICA,,843-836-4400,,Y,AKERMAN LLP,MICHAEL BENCHETRIT,MIAMI,FL,Servers,35-3041,"Food Servers, Nonrestaurant",713910.0,3.0,3.0,Y,Peakload,40,09:00 AM,06:00 PM,$11.13,16.7,,Hour,N,,None,,,N,,N,,,Y,3.0,Bluffton,Beaufort,SC,29910,N,,,,
65,2017,H-400-16187-459490,2016-10-05,H-2B,2016-07-05,Partial Certification Expired,2016-10-03,2016-12-01,"Fiesta Canning, Inc.",,1480 E Bethany Home Rd Set 110,,Phoenix,AZ,85014,UNITED STATES OF AMERICA,,602-694-8409,,Y,CORPORATE & EMPLOYEE SERVICES,CHARLES THURGOOD,PHOENIX,AZ,"Packers and Packagers, Hand",53-7064,"Packers and Packagers, Hand",311421.0,80.0,79.0,Y,Seasonal,40,06:00 AM,02:30 PM,$8.91,13.37,13.37,Hour,N,,None,,,N,,N,,,N,,McNeal,Cochise,AZ,85617,N,,,,
66,2017,H-400-16187-579864,2016-10-04,H-2B,2016-07-05,Certification Expired,2016-10-04,2017-06-30,"CUC, LLC.",,316 NORTH FRONT STREET,,WARSAW,NC,28398,UNITED STATES OF AMERICA,,910-293-3168,,Y,"INFINITY LABOR SOURCE, INC.",SAYDE LEONEL DE CERVANTES,BUDA,TX,Construction Laborers,47-2061,Construction Laborers,237990.0,10.0,10.0,Y,Peakload,40,08:00 AM,04:00 PM,$11.7,0.0,0.0,Hour,N,,None,,,N,,N,,,N,,Warsaw,Duplin,NC,28398,Y,,,,
67,2017,H-400-16187-597120,2016-10-12,H-2B,2016-07-25,Certification Expired,2016-10-12,2017-05-31,Colleton River Plantation Club Inc.,,60 Colleton River,,Bluffton,SC,29910,UNITED STATES OF AMERICA,,843-836-4400,,Y,AKERMAN LLP,MICHAEL BENCHETRIT,MIAMI,FL,Line Cook,35-2014,"Cooks, Restaurant",713910.0,1.0,1.0,Y,Peakload,40,09:00 AM,06:00 PM,$13.,19.5,,Hour,N,,None,,,N,,N,,,Y,3.0,Bluffton,Beaufort,SC,29910,N,,,,
68,2017,H-400-16187-658676,2016-10-13,H-2B,2016-07-25,Certification Expired,2016-10-13,2017-05-31,Colleton River Plantation Club Inc.,,60 Colleton River,,Bluffton,SC,29910,UNITED STATES OF AMERICA,,843-836-4400,,Y,AKERMAN LLP,MICHAEL BENCHETRIT,MIAMI,FL,Dishwasher,35-9021,Dishwashers,713910.0,1.0,1.0,Y,Peakload,40,09:00 AM,06:00 PM,$10.25,15.38,,Hour,N,,None,,,N,,N,,,N,,Bluffton,Beaufort,SC,29910,N,,,,
69,2017,H-400-16187-702122,2016-10-12,H-2B,2016-07-25,Certification Expired,2016-10-12,2017-05-31,Colleton River Plantation Club Inc.,,60 Colleton River,,Bluffton,SC,29910,UNITED STATES OF AMERICA,,843-836-4400,,Y,AKERMAN LLP,MICHAEL BENCHETRIT,MIAMI,FL,Bartender,35-3011,Bartenders,713910.0,1.0,1.0,Y,Peakload,40,09:00 AM,06:00 PM,$12.06,18.09,,Hour,N,,None,,,N,,N,,,Y,3.0,Bluffton,Beaufort,SC,29910,N,,,,
70,2017,H-400-16190-252602,2016-11-22,H-2B,2016-09-19,Partial Certification Expired,2016-12-15,2017-06-30,"HIWASSEE PACKAGING, INC",,124 APPALACHIAN DR,,Dayton,TN,37321-5938,UNITED STATES OF AMERICA,,423-570-9486,,Y,"GRANT, KONVALINKA AND HARRISON",DAVID ELLIOTT,CHATTANOOGA,TN,Packer,53-7064,"Packers and Packagers, Hand",488991.0,45.0,43.0,Y,Peakload,40,08:00 AM,06:00 PM,$9.58,14.37,,Hour,N,,None,,,N,,N,,,N,,Dayton,Rhea,TN,37321-5938,N,,,,
71,2017,H-400-16190-470646,2017-01-05,H-2B,2016-11-18,Partial Certification,2017-02-15,2017-11-15,"Loyet Landscape Maintenance, Inc.",,261 Hughes Ln,,St. Charles,MO,63301,UNITED STATES OF AMERICA,,636-255-0110,,Y,"SUSAN CHO FIGENSHAU, P.C.",SUSAN FIGENSHAU,ST. LOUIS,MO,Landscape Laborer,37-3011,Landscaping and Groundskeeping Workers,561730.0,125.0,121.0,Y,Seasonal,35,07:00 AM,03:00 PM,$13.2,,,Hour,N,,None,,,N,,N,,,N,,St. Charles,St. Charles,MO,63301,Y,,,,
72,2017,H-400-16194-058501,2016-11-23,H-2B,2016-07-12,Denied,2016-10-03,2017-07-03,Geriq Logistics LLC,,14001 N 7th Street,Suite D107,Phoenix,AZ,85022,UNITED STATES OF AMERICA,,909-421-4807,,Y,"BUSTOS & ASSOCIATES, P.C.",PABLO BUSTOS,Nogales,AZ,Truck Driver,53-3032,Heavy and Tractor-Trailer Truck Drivers,4841.0,10.0,,Y,Seasonal,40,08:00 AM,05:00 PM,$20.26,30.39,0.0,Hour,N,,None,,,N,,N,,,N,,Phoenix,Maricopa,AZ,85022,Y,,,,
73,2017,H-400-16194-235481,2016-10-28,H-2B,2016-08-01,Certification Expired,2016-10-28,2017-05-31,Kotts Krete LLC,,315 West 8th Street,,Wellington,KS,67152,UNITED STATES OF AMERICA,,605-496-5693,,Y,PRACTICAL EMPLOYEE SOLUTIONS,Veronica Birkenstock,FRISCO,TX,Construction Laborer,47-2061,Construction Laborers,238110.0,50.0,50.0,Y,Peakload,35,08:00 AM,05:00 PM,$13.23,19.85,19.85,Hour,N,,None,,,N,,N,,,N,,Milan,Sumner,KS,67105,N,,,,
74,2017,H-400-16194-738666,2016-11-02,H-2B,2016-08-01,Certification Expired,2016-11-02,2017-05-31,Kotts Krete LLC,,315 West 8th Street,,Wellington,KS,67152,UNITED STATES OF AMERICA,,605-496-5693,,Y,PRACTICAL EMPLOYEE SOLUTIONS,Veronica Birkenstock,FRISCO,TX,Construction Laborer,47-2061,Construction Laborers,238110.0,35.0,35.0,Y,Peakload,35,08:00 AM,05:00 PM,$16.21,24.32,24.32,Hour,N,,None,,,N,,N,,,N,,Canton,McPherson,KS,67428,N,,,,
75,2017,H-400-16195-452252,2017-01-27,H-2B,2017-01-01,Certification,2017-04-01,2017-11-15,"Metco Landscape, Inc.",,2200 Rifle St.,,Aurora,CO,80011,UNITED STATES OF AMERICA,,303-421-3100,,Y,FEDERATION OF EMPLOYERS AND WORKERS OF AMERICA,ROBIN SVEC,BAY CITY,TX,Landscape Laborer,37-3011,Landscaping and Groundskeeping Workers,561730.0,250.0,250.0,Y,Peakload,40,07:00 AM,04:00 PM,$14.59,21.89,,Hour,N,,None,,,N,,N,,,N,,Aurora,Adams,CO,80011,Y,,,,
76,2017,H-400-16195-538352,2017-01-26,H-2B,2017-01-01,Certification,2017-04-01,2017-11-15,"Metco Landscape, Inc.",,2200 Rifle St.,,Aurora,CO,80011,UNITED STATES OF AMERICA,,303-421-3100,,Y,FEDERATION OF EMPLOYERS AND WORKERS OF AMERICA,ROBIN SVEC,BAY CITY,TX,Landscape Laborer,37-3011,Landscaping and Groundskeeping Workers,561730.0,15.0,15.0,Y,Peakload,40,07:00 AM,04:00 PM,$13.58,20.37,,Hour,N,,None,,,N,,N,,,N,,Colorado Springs,El Paso,CO,80909,Y,,,,
77,2017,H-400-16195-738479,2016-10-18,H-2B,2016-09-13,Denied,2016-10-01,2019-09-30,"QUALITY BUILDING, LLC",,152 West Main Street,,Lebanon,KY,40033,UNITED STATES OF AMERICA,,270-849-5245,,N,,,,,Framer,47-2031,Carpenters,2362.0,6.0,,Y,One-Time Occurrence,40,08:00 AM,04:00 PM,$15.89,23.84,23.84,Hour,N,,None,,,N,,N,,,N,,Asheboro,Randolph,NC,27203,N,,,,
78,2017,H-400-16195-786154,2016-12-28,H-2B,2016-11-18,Certification,2017-02-15,2017-11-15,NEWPORT VILLAGE HOMEOWNERS ASSOCIATION,,56201 EAST 285 ROAD,,MONKEY ISLAND,OK,74331,UNITED STATES OF AMERICA,,918-257-5895,,Y,KATHY HAWS & ASSOCIATES,KATHRYN HAWS,MONKEY ISLAND,OK,LANDSCAPE LABORER,37-3011,Landscaping and Groundskeeping Workers,561730.0,7.0,7.0,Y,Peakload,40,07:00 AM,04:00 PM,$12.06,0.0,0.0,Hour,N,,High School/GED,,,N,,N,,,N,,MONKEY ISLAND,DELAWARE,OK,74331-8185,Y,,,,
79,2017,H-400-16195-893443,2016-10-11,H-2B,2016-08-08,Denied,2016-09-08,2017-06-30,IMMACULATE CLEANING AND HOME SERVICES,,4309 KIMMER ROWE DRIVE,,TALLAHASSEE,FL,32309,UNITED STATES OF AMERICA,,850-668-3968,,N,,,,,Cleaner,37-2012,Maids and Housekeeping Cleaners,561720.0,1.0,,Y,Peakload,40,08:45 AM,05:45 PM,$8.59,,,Hour,N,,None,,,N,,N,,,Y,36.0,Tuskegee,Macon,AL,36083,Y,,,,
80,2017,H-400-16196-205718,2017-04-27,H-2B,2017-01-13,Certification,2017-04-27,2017-11-11,R LOPEZ LANDSCAPING CO.,,562 ENTERPRISE STREET,,ELGIN,IL,60120,UNITED STATES OF AMERICA,,224-535-9856,,N,,,,,Landscape Worker,37-3011,Landscaping and Groundskeeping Workers,561730.0,2.0,2.0,Y,Seasonal,40,09:00 AM,05:00 PM,$14.34,,,Hour,N,,None,,,N,,N,,,N,,Wheaton,Du Page,IL,60187,Y,,,,
81,2017,H-400-16196-428891,2016-11-29,H-2B,2016-07-14,Certification Expired,2016-11-29,2017-08-01,Jane E. Libles,,1019 Seward St,,Evanston,IL,60202,UNITED STATES OF AMERICA,,847-866-8393,,Y,"IMMIGRATION LAWYERS, P.C.",CHARLES CUI,CHICAGO,IL,Housekeeper,37-2012,Maids and Housekeeping Cleaners,81411.0,1.0,1.0,Y,One-Time Occurrence,35,11:00 AM,06:00 PM,$13.49,,,Hour,N,,None,,,N,,N,,,Y,6.0,Evanston,Cook,IL,60202,N,,,,
82,2017,H-400-16196-651256,2016-10-18,H-2B,2016-09-07,Denied,2016-10-01,2017-04-30,SILVER SUMMIT MANAGEMENT LLC,PARK CITY RENTAL PROPERTIES,1526 UTE BLVD,#111,PARK CITY,UT,84098,UNITED STATES OF AMERICA,,480-577-0562,,Y,DURHAM JONES & PINEGAR,TIMOTHY WHEELWRIGHT,SALT LAKE CITY,UT,Property Specialist,41-3041,Travel Agents,53131.0,1.0,,Y,Peakload,40,07:00 AM,07:00 PM,$18.94,28.41,,Hour,N,,High School/GED,,,N,,N,,,Y,18.0,Park City,Summit,UT,84060,Y,,,,
83,2017,H-400-16197-493580,2016-10-17,H-2B,2016-09-06,Certification Expired,2016-12-04,2017-04-01,Hermitage Club LLC,The Hermitage Club,69 Airport Road,,West Dover,VT,05356,UNITED STATES OF AMERICA,,802-464-4352,,Y,"PABIAN LAW, LLC",KEITH PABIAN,FRAMINGHAM,MA,Server 2,35-3031,Waiters and Waitresses,7211.0,24.0,24.0,Y,Seasonal,35,09:00 AM,04:00 PM,$14.56,21.84,,Hour,N,,None,,,N,,N,,,Y,12.0,West Dover,Windham,VT,05356,Y,,,,
84,2017,H-400-16197-675709,2016-10-25,H-2B,2016-09-02,Certification Expired,2016-12-01,2017-04-15,Hermitage Club LLC,The Hermitage Club,69 Airport Road,,West Dover,VT,05356,UNITED STATES OF AMERICA,,802-464-4352,,Y,"PABIAN LAW, LLC",KEITH PABIAN,FRAMINGHAM,MA,Room Attendant,37-2012,Maids and Housekeeping Cleaners,7211.0,7.0,7.0,Y,Peakload,35,09:00 AM,04:00 PM,$12.12,18.18,,Hour,N,,None,,,N,,N,,,Y,12.0,West Dover,Windham,VT,05356,Y,,,,
85,2017,H-400-16197-797052,2016-10-25,H-2B,2016-09-06,Certification Expired,2016-12-05,2017-04-01,Hermitage Club LLC,The Hermitage Club,69 Airport Road,,West Dover,VT,05356,UNITED STATES OF AMERICA,,802-464-4352,,Y,"PABIAN LAW, LLC",KEITH PABIAN,FRAMINGHAM,MA,Ski Instructor 2,25-3021,Self-Enrichment Education Teachers,7211.0,20.0,20.0,Y,Seasonal,35,09:00 AM,04:00 PM,$19.66,29.49,29.88,Hour,N,,None,,,N,,N,,,Y,3.0,West Dover,Windham,VT,05356,Y,,,,
86,2017,H-400-16199-501421,2016-10-06,H-2B,2016-07-22,Certification Expired,2016-10-06,2017-02-28,"Klein Smoked Meats, LLC",,342 N. Main Street,,Boerne,TX,78006,UNITED STATES OF AMERICA,,830-249-8063,,Y,"Head Honchos, LLC",Todd Miller,San Antonio,TX,Slaughterers and Meat Packers,51-3023,Slaughterers and Meat Packers,3116.0,5.0,5.0,Y,Peakload,40,08:00 AM,05:00 PM,$10.89,,,Hour,N,,None,,,N,,N,,,Y,1.0,Boerne,Kendall,TX,78006,N,,,,
