,FY,CASE_NUMBER,DECISION_DATE,VISA_CLASS,SUBMITTED_DATE,CASE_STATUS,CERTIFICATION_BEGIN_DATE,CERTIFICATION_END_DATE,EMPLOYER_NAME,EMPLOYER_ADDRESS1,EMPLOYER_ADDRESS2,EMPLOYER_CITY,EMPLOYER_STATE,EMPLOYER_POSTAL_CODE,EMPLOYER_COUNTRY,EMPLOYER_PROVINCE,EMPLOYER_PHONE,EMPLOYER_PHONE_EXT,LAWFIRM_NAME,AGENT_ATTORNEY_NAME,AGENT_ATTORNEY_CITY,AGENT_ATTORNEY_STATE,JOB_TITLE,SOC_CODE,SOC_TITLE,NAIC_CODE,NBR_WORKERS_REQUESTED,NBR_WORKERS_CERTIFIED,FULL_TIME_POSITION,NATURE_OF_TEMPORARY_NEED,BASIC_RATE_OF_PAY,BASIC_UNIT_OF_PAY,OVERTIME_RATE_FROM,OVERTIME_RATE_TO,SUPERVISE_OTHER_EMP,SUPERVISE_HOW_MANY,EDUCATION_LEVEL,OTHER_EDUCATION,MAJOR,SECOND_DIPLOMA,SECOND_DIPLOMA_MAJOR,TRAINING_REQUIRED,NUM_MONTHS_TRAINING,NAME_REQUIRED_TRAINING,EMP_EXPERIENCE_REQD,EMP_EXP_NUM_MONTHS,WORKSITE_CITY,WORKSITE_STATE,WORKSITE_POSTAL_CODE,OTHER_WORKSITE_LOCATION,SWA_NAME,JOB_IDNUMBER,JOB_START_DATE,JOB_END_DATE
45,2016,H-400-15153-214094,2015-10-06,H-2B,2015-06-30,Certification Expired,2015-10-06 00:00:00,2016-04-15,"Le Petit Paris, LLC",161 East Adams Avenue,,Breckenridge,CO,80424,UNITED STATES OF AMERICA,,970-547-5335,,"LAW OFFICE OF CHRIS POOLEY, ESQ.",CHRISTOPHER POOLEY,AVON,CO,Supervisor,35-1012,First-Line Supervisors of Food Preparation and,7221.0,1.0,1.0,Y,Seasonal,$21.09,Hour,,,Y,5.0,None,,,N,,N,,,N,,Breckenridge,CO,80424,N,,,,
46,2016,H-400-15153-633270,2015-11-23,H-2B,2015-11-23,Withdrawn,2016-02-01 00:00:00,2016-10-31,Bel-Mar Farm,4485 Old Richmond Road,,Lexington,KY,40515,UNITED STATES OF AMERICA,,859-263-5226,,"CONLEY LAW GROUP, PLLC",Laura BUCKLEY,LEXINGTON,KY,Off-site Stable Attendant,39-2021,Nonfarm Animal Caretakers,112920.0,1.0,,Y,Peakload,$10.81,Hour,16.22,16.22,N,,None,,,N,,N,,,N,,Lexington,KY,40515,N,,,,
47,2016,H-400-15155-105134,2015-10-19,H-2B,2015-09-03,Partial Certification Expired,2015-12-01 00:00:00,2016-08-30,International Resorts Management LLC.,18001 Collins Avenue,,Sunny Isles Beach,FL,33160,UNITED STATES OF AMERICA,,305-692-5702,,PRACTICAL EMPLOYEE SOLUTIONS,Veronica Strickland-Birkenstock,Frisco,TX,Housekeeper,37-2012,Maids and Housekeeping Cleaners,721110.0,12.0,11.0,Y,Peakload,$9.97,Hour,14.96,14.96,N,,None,,,N,,N,,,Y,2.0,Sunny Isles Beach,FL,33160,N,,,,
48,2016,H-400-15155-753870,2015-10-23,H-2B,2015-08-21,Denied,2015-11-17 00:00:00,2016-02-17,"Robbins Lawn Services, Inc.",5282 Cypress Lane,,Naples,FL,34113,UNITED STATES OF AMERICA,,239-732-7079,,ALM IMMIGRATION SERVICES,CHRISTOPHER BRYANT,PEMBROKE PINES,FL,Lawn Maintenace Worker,37-3011,Landscaping and Groundskeeping Workers,811490.0,1.0,,Y,Seasonal,$11.5,Hour,17.25,17.25,N,,High School/GED,,,N,,N,,,N,,Naples,FL,34113,Y,,,,
49,2016,H-400-15155-885907,2015-10-20,H-2B,2015-06-04,Withdrawn,2015-08-03 00:00:00,2015-11-01,Alstede Farms LLC,1 Alstede Farms Lane,"Mailing: PO Box 278, Chester, NJ 07930",Chester,NJ,07930,UNITED STATES OF AMERICA,,908-879-7189,,FEDERATION OF EMPLOYERS AND WORKERS OF AMERICA,BRANDI COWAN,BAY CITY,TX,Farm Market Cashier/Amusement,41-2011,Cashiers,111421.0,14.0,,Y,Peakload,$10.75,Hour,16.13,,N,,None,,,N,,N,,,N,,Chester,NJ,07930,Y,,,,
50,2016,H-400-15155-902610,2016-02-18,H-2B,2016-02-10,Withdrawn,2016-09-01 00:00:00,2019-08-31,Capenters Union Local 735,163 Poplar Street,,Mansfield,OH,44903,UNITED STATES OF AMERICA,,419-524-7091,,NAUMOFF AND NAUMOFF ATTORNEYS AT LAW,WILLIAM NAUMOFF,MANSFIELD,OH,Carpenter,47-2031,Carpenters,23835.0,1.0,,Y,Intermittent or Other Temporary Need,$21.38,Hour,32.07,33.0,N,,High School/GED,,,N,,N,,,N,,Mansfield,OH,44903,Y,,,,
51,2016,H-400-15159-280786,2015-10-01,H-2B,2015-07-15,Certification Expired,2015-10-01 00:00:00,2016-06-01,"Cherokee Travel, LLC",618 West Highway 20,,Valentine,NE,69201,UNITED STATES OF AMERICA,,402-376-2030,,VERA LAW FIRM,Maria Vera,Omaha,NE,Housekeeping,37-2012,Maids and Housekeeping Cleaners,72111.0,1.0,1.0,Y,Peakload,$9.52,Hour,,,N,,None,,,N,,Y,3.0,On the job training in Hotel/Motel Maids and Housekeeping.,N,,Valentine,NE,69201,N,,,,
52,2016,H-400-15160-008592,2015-11-09,H-2B,2015-09-03,Certification Expired,2015-11-30 00:00:00,2016-04-01,"Southeast Thoroughbred Racing, LLC",11 Manning Cove Road,,Malta,FL,12020,UNITED STATES OF AMERICA,,516-428-2608,,LAW OFFICES OF RON KATIRAEI,RON KATIRAEI,NEW YORK,NY,Stable Attendant,39-2021,Nonfarm Animal Caretakers,711219.0,53.0,53.0,Y,Seasonal,$12.27,Hour,,,N,,None,,,N,,N,,,Y,1.0,Boynton Beach,FL,33472,N,,,,
53,2016,H-400-15160-012843,2015-11-05,H-2B,2015-09-03,Certification Expired,2015-11-30 00:00:00,2016-04-01,"KPM Racing Stable, LLC",8898 Lyons Road,,Boyton Beach,FL,33472,UNITED STATES OF AMERICA,,516-860-2894,,LAW OFFICES OF RON KATIRAEI,RON KATIRAEI,NEW YORK,NY,Stable Attendant,39-2021,Nonfarm Animal Caretakers,711219.0,30.0,30.0,Y,Seasonal,$12.27,Hour,,,N,,None,,,N,,N,,,Y,1.0,Boynton Beach,FL,33472,N,,,,
54,2016,H-400-15160-091923,2015-11-06,H-2B,2015-09-03,Certification Expired,2015-11-30 00:00:00,2016-04-01,"George Weaver Racing Stable, LLC",8415 Belize Place,,Wellington,FL,33414,UNITED STATES OF AMERICA,,954-650-8056,,LAW OFFICES OF RON KATIRAEI,RON KATIRAEI,NEW YORK,NY,Stable Attendant,39-2021,Nonfarm Animal Caretakers,711219.0,30.0,30.0,Y,Seasonal,$12.27,Hour,,,N,,None,,,N,,N,,,Y,1.0,Boynton Beach,FL,33472,N,,,,
55,2016,H-400-15160-586988,2015-10-22,H-2B,2015-09-03,Certification Expired,2015-11-30 00:00:00,2016-04-01,BRB Racing Stable,147 Geranium Avenue,,Floral Park,NY,11001,UNITED STATES OF AMERICA,,516-319-0003,,LAW OFFICES OF RON KATIRAEI,RON KATIRAEI,NEW YORK,NY,Stable Attendant,39-2021,Nonfarm Animal Caretakers,711219.0,8.0,8.0,Y,Seasonal,$12.27,Hour,,,N,,None,,,N,,N,,,Y,1.0,Boynton Beach,FL,33472,N,,,,
56,2016,H-400-15160-735932,2015-10-22,H-2B,2015-09-03,Certification Expired,2015-11-30 00:00:00,2016-04-01,"Lakewood Racing, LLC",20941 NE 38th Avenue,,Miami,FL,33180,UNITED STATES OF AMERICA,,516-384-1661,,LAW OFFICES OF RON KATIRAEI,RON KATIRAEI,NEW YORK,NY,Stable Attendant,39-2021,Nonfarm Animal Caretakers,711219.0,15.0,15.0,Y,Seasonal,$12.27,Hour,,,N,,None,,,N,,N,,,Y,1.0,Boynton Beach,FL,33472,N,,,,
57,2016,H-400-15161-414526,2016-02-26,H-2B,2016-01-02,Certification,2016-04-01 00:00:00,2016-11-30,Kiaran McLaughlin Racing Stable,105 Jackson Street,,Garden City,NY,11530,UNITED STATES OF AMERICA,,518-860-2894,,LAW OFFICES OF RON KATIRAEI,RON KATIRAEI,NEW YORK,NY,Stable Attendant,39-2021,Nonfarm Animal Caretakers,711219.0,55.0,55.0,Y,Peakload,$12.09,Hour,,,N,,None,,,N,,N,,,Y,1.0,Elmont,NY,11003,N,,,,
58,2016,H-400-15161-772227,2015-11-04,H-2B,2015-06-12,Withdrawn,2015-09-01 00:00:00,2016-06-01,"DK Ace, LTD.","701 S. Lamar Blvd, Suite C",,Austin,TX,78704,UNITED STATES OF AMERICA,,512-416-1234,207.0,LAW OFFICE OF SUSAN R. LITTLETON,SUSAN LITTLETON,AUSTIN,TX,"Tailors, Dressmakers, and Custom Sewers",51-6052,"Tailors, Dressmakers, and Custom Sewers",811490.0,5.0,,Y,Peakload,$14.04,Hour,21.06,,N,,None,,,N,,N,,,Y,3.0,Austin,TX,78704,Y,,,,
59,2016,H-400-15162-302499,2015-10-14,H-2B,2015-06-11,Denied,2015-08-01 00:00:00,2015-12-31,"SPONGE & FISH DISTRIBUTORS, INC.",7316 MAHAFFEY DRIVE,APT. A,NEW PORT RICHEY,FL,34653,UNITED STATES OF AMERICA,,347-665-2570,,,,,,SPONGE DIVER,49-9092,Commercial Divers,114119.0,1.0,,Y,Seasonal,$19.1,Hour,25.32,26.92,N,,High School/GED,,,N,,Y,24.0,Diving / Sponge Diving,Y,24.0,Tarpon Springs,FL,34689,N,,,,
60,2016,H-400-15162-434443,2015-10-19,H-2B,2015-07-24,Denied,2015-09-01 00:00:00,2018-09-01,SANJELA PRASAD,2008 SOUTH 126TH ST,,SEATTLE,WA,98168,UNITED STATES OF AMERICA,KING,206-979-7268,,,,,,Nanny,39-9011,Childcare Workers,814110.0,1.0,,Y,One-Time Occurrence,$12.,Hour,0.0,0.0,N,,High School/GED,,,N,,N,,,Y,6.0,Seattle,WA,98168,N,,,,
61,2016,H-400-15164-566378,2015-10-23,H-2B,2015-06-15,Withdrawn,2015-09-08 00:00:00,2016-06-07,Wizard Football Club,420 N. Vine St.,,Hinsdale,IL,60521,UNITED STATES OF AMERICA,,312-201-2000,,FRANCZEK RADELET P.C.,TEJAS SHAH,CHICAGO,IL,Soccer Coach,27-2022,Coaches and Scouts,711211.0,3.0,,Y,Seasonal,$25.,Hour,,,N,,High School/GED,,,N,,N,,,Y,24.0,Hinsdale,IL,60521,Y,,,,
62,2016,H-400-15165-766706,2015-11-06,H-2B,2015-07-13,Certification Expired,2015-11-06 00:00:00,2016-04-05,"LB Masonry, Inc.",6356 Quarterman Rd,,Hahira,GA,31632,UNITED STATES OF AMERICA,,229-425-1901,,THE KENNEDY IMMIGRATION FIRM LLC,GRACE KENNEDY,ATLANTA,GA,Mason Tender,47-3011,"Helpers--Brickmasons, Blockmasons, Stonemasons,",23622.0,10.0,10.0,Y,Intermittent or Other Temporary Need,$12.42,Hour,,,N,,None,,,N,,N,,,N,,Hahira,GA,31632,Y,,,,
63,2016,H-400-15166-145369,2016-02-09,H-2B,2015-11-25,Certification,2016-02-15 00:00:00,2016-11-15,Greenbrier Golf and Country Club,2179 Bahama Road,,Lexington,KY,40509,UNITED STATES OF AMERICA,,859-293-5375,,"CONLEY LAW GROUP, PLLC",Laura BUCKLEY,LEXINGTON,KY,Grounds-keeping Helper,37-3011,Landscaping and Groundskeeping Workers,713940.0,1.0,1.0,Y,Peakload,$11.28,Hour,16.92,16.92,N,,None,,,N,,N,,,N,,Lexington,KY,40509,N,,,,
64,2016,H-400-15166-703950,2016-02-03,H-2B,2015-11-25,Certification,2016-02-15 00:00:00,2016-11-15,"Lowe Pools, Inc.",8832 South US Hwy 25,,Corbin,KY,40701,UNITED STATES OF AMERICA,,606-528-3112,,"CONLEY LAW GROUP, PLLC",Laura BUCKLEY,LEXINGTON,KY,General  Laborer,37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaner",561730.0,2.0,2.0,Y,Peakload,$10.57,Hour,15.86,15.86,N,,None,,,N,,N,,,N,,Corbin,KY,40701,Y,,,,
65,2016,H-400-15167-014760,2016-05-12,H-2B,2016-02-23,Certification,2016-05-12 00:00:00,2016-12-31,"Anderson Contractors, LLC",7720 McVille Road,,Burlington,KY,41005,UNITED STATES OF AMERICA,,513-200-1387,,"CONLEY LAW GROUP, PLLC",Laura BUCKLEY,LEXINGTON,KY,General Laborer,47-2061,Construction Laborers,238990.0,4.0,4.0,Y,Peakload,$19.3,Hour,28.95,28.95,N,,None,,,N,,N,,,N,,Burlington,KY,41005,Y,,,,
66,2016,H-400-15167-256988,2016-04-21,H-2B,2015-12-01,Denied,2016-02-15 00:00:00,2016-11-30,"Backyard Fun Pools, Inc.",105-107 Commerce Drive,,Nicholasville,KY,40356,UNITED STATES OF AMERICA,,859-881-0188,,"CONLEY LAW GROUP, PLLC",Laura BUCKLEY,LEXINGTON,KY,General Laborer,47-2061,Construction Laborers,253990.0,4.0,,Y,Peakload,$15.47,Hour,23.21,23.21,N,,None,,,N,,N,,,N,,Nicholasville,KY,40356,Y,,,,
67,2016,H-400-15167-268960,2015-10-07,H-2B,2015-08-03,Certification Expired,2015-11-01 00:00:00,2016-06-15,"Bay Fresh Oyster Company, Inc.",2490 Ave. L,,San Leon,TX,77539,UNITED STATES OF AMERICA,,281-339-3622,,The Labor Company LLC,Evelyn Wright,Amherst,VA,Oyster Shuckers,51-3022,"Meat, Poultry, and Fish Cutters and Trimmers",311712.0,30.0,30.0,Y,Seasonal,$9.01,Hour,13.52,13.52,N,,None,,,N,,N,,,N,,San Leon,TX,77539,N,,,,
68,2016,H-400-15167-872499,2015-10-22,H-2B,2015-08-25,Withdrawn,2015-11-20 00:00:00,2016-04-10,Deer Crest Janna LLC,2300 Deer Valley Dr. East,P.O. Box 4493,Park City,UT,84060,UNITED STATES OF AMERICA,,435-940-5782,,PRACTICAL EMPLOYEE SOLUTIONS,Veronica Strickland-Birkenstock,Frisco,TX,Cooks,35-2014,"Cooks, Restaurant",713910.0,10.0,,Y,Peakload,$11.03,Hour,16.55,16.55,N,,None,,,N,,N,,,Y,6.0,Park City,UT,84060,N,,,,
69,2016,H-400-15169-214962,2015-11-02,H-2B,2015-09-03,Certification Expired,2015-12-01 00:00:00,2016-03-31,"BOYNE USA, INC.",3951 CHARLEVOIX AVENUE,,PETOSKY,MI,49770,UNITED STATES OF AMERICA,,231-439-1850,,DYKEMA GOSSETT,JAMES ALDRICH,BLOOMFIELD HILLS,MI,Snow Sports Instructor,25-3021,Self-Enrichment Education Teachers,721110.0,10.0,10.0,Y,Seasonal,$18.69,Hour,28.04,,N,,None,,,N,,N,,,Y,6.0,Harbor Springs,MI,49740,Y,,,,
70,2016,H-400-15170-626278,2015-10-05,H-2B,2015-06-24,Withdrawn,2015-07-06 00:00:00,2015-11-27,"JM CONTRACTORS, INC.",201 HUNTERWOOD DRIVE,,WHITE HOUSE,TN,37188,UNITED STATES OF AMERICA,,615-969-2083,,"GOPAL & PEDIGO, PC",DIVYESH GOPAL,NASHVILLE,TN,FOOD SERVICE WORKERS,35-2021,Food Preparation Workers,7221.0,13.0,,Y,Peakload,$9.49,Hour,14.24,14.27,N,,None,,,N,,N,,,N,,NASHVILLE,TN,37205,Y,,,,
71,2016,H-400-15173-055976,2016-01-14,H-2B,2015-12-01,Certification,2016-02-15 00:00:00,2016-11-15,"Fox Enterprises, Inc.",408 Jason Drive,,Richmond,KY,40476,UNITED STATES OF AMERICA,,859-623-9963,,"CONLEY LAW GROUP, PLLC",Laura BUCKLEY,LEXINGTON,KY,General Laborer,47-2051,Cement Masons and Concrete Finishers,561730.0,17.0,17.0,Y,Peakload,$16.77,Hour,25.16,25.16,N,,None,,,N,,N,,,N,,Richmond,KY,40476,Y,,,,
72,2016,H-400-15173-357514,2015-10-05,H-2B,2015-07-06,Denied,2015-10-01 00:00:00,2016-05-01,Anthony Aguirre Racing Stable,260 Redclay Road,,Laurel,MD,20724,UNITED STATES OF AMERICA,,301-370-4366,,CHD COMMUNITY PARALEGAL SERVICES CORP.,TATIANA CEVALLOS,Jackson Heights,NY,Stable Attendant,39-2021,Nonfarm Animal Caretakers,711219.0,0.0,,Y,Seasonal,$11.65,Hour,,,N,,None,,,N,,N,,,Y,1.0,Laurel,MD,20724,N,,,,
73,2016,H-400-15173-682958,2016-04-21,H-2B,2016-01-26,Certification,2016-04-21 00:00:00,2016-12-31,"N and M Lopez, LLC",801 E Kansas Avenue,,Greensburg,KS,67054,UNITED STATES OF AMERICA,,615-484-6364,,"CONLEY LAW GROUP, PLLC",Laura BUCKLEY,LEXINGTON,KY,Combined Food Preparation and Serving Workers,35-3021,"Combined Food Preparation and Serving Workers,",722110.0,10.0,10.0,Y,Peakload,$8.64,Hour,12.96,12.96,N,,None,,,N,,N,,,N,,Greensburg,KS,67054,Y,,,,
74,2016,H-400-15173-903939,2016-01-07,H-2B,2015-11-17,Certification,2016-02-01 00:00:00,2016-10-31,Katie Rich Farm,2938 E. Leestown Road,,Midway,KY,40347,UNITED STATES OF AMERICA,,859-455-3325,,"CONLEY LAW GROUP, PLLC",Laura BUCKLEY,LEXINGTON,KY,Groom,39-2021,Nonfarm Animal Caretakers,711219.0,5.0,5.0,Y,Peakload,$10.81,Hour,16.22,16.22,N,,None,,,N,,N,,,N,,Midway,KY,40347,N,,,,
75,2016,H-400-15175-228654,2016-04-22,H-2B,2016-02-04,Certification,2016-04-22 00:00:00,2016-12-15,Jacobs Stone,1210 W. Pierce St.,,San Saba,TX,76877,UNITED STATES OF AMERICA,,325-372-3298,,AZARMEHR LAW GROUP,NICOLE MERRITT,AUSTIN,TX,Rock Splitter,47-5051,"Rock Splitters, Quarry",327991.0,7.0,7.0,Y,Peakload,$12.72,Hour,19.08,,N,,None,,,N,,N,,,N,,San Saba,TX,76877,N,,,,
76,2016,H-400-15175-838543,2015-10-14,H-2B,2015-06-24,Denied,2015-08-15 00:00:00,2016-05-15,ARIZONA CINEPHILES,1226 E FAIRMONT DR,,TEMPE,AZ,85282,UNITED STATES OF AMERICA,,602-684-3124,,,,,,Au Pair,35-2013,"Cooks, Private Household",512131.0,1.0,,Y,One-Time Occurrence,$13.22,Week,,,N,,None,,,N,,N,,,N,,Tempe,AZ,85282,N,,,,
77,2016,H-400-15176-099749,2015-10-13,H-2B,2015-07-08,Denied,2015-10-01 00:00:00,2016-01-01,"David T. Jacobson, LLC",350 E. 13 Street,,New York,NY,10003,UNITED STATES OF AMERICA,,347-371-9613,,CHD COMMUNITY PARALEGAL SERVICES CORP.,TATIANA CEVALLOS,Jackson Heights,NY,Stable Attendant,39-2021,Nonfarm Animal Caretakers,711219.0,50.0,,Y,Peakload,$11.6,Hour,,,N,,None,,,N,,N,,,Y,1.0,Elmont,NY,11003,N,,,,
78,2016,H-400-15176-930931,2015-11-30,H-2B,2015-08-21,Certification Expired,2015-11-30 00:00:00,2016-05-30,"Fulcher's Point Pride Seafood, Inc.",P. O. Box 250 (mailing),101 South Avenue (physical),Oriental,NC,28571,UNITED STATES OF AMERICA,,252-249-0123,,The Labor Company LLC,Evelyn Wright,Amherst,VA,Oyster Shuckers,51-3022,"Meat, Poultry, and Fish Cutters and Trimmers",311712.0,49.0,49.0,Y,Seasonal,$9.,Hour,13.5,13.5,N,,None,,,N,,N,,,N,,Oriental,NC,28571,N,,,,
79,2016,H-400-15177-302397,2015-10-28,H-2B,2015-07-07,Certification Expired,2015-10-28 00:00:00,2016-01-15,"Santiago Cigar Factory, Inc.","335 East Ave., Ste. 2",,Rochester,NY,14604,UNITED STATES OF AMERICA,,585-325-7220,,"MILLER MAYER, LLP",ROSANNE MAYER,ITHACA,NY,Handmade Cigar Roller,51-9023,"Mixing and Blending Machine Setters, Operators,",312221.0,2.0,2.0,Y,Seasonal,$18.53,Hour,,,N,,None,,,N,,N,,,Y,12.0,Rochester,NY,14604,Y,,,,
80,2016,H-400-15177-465074,2015-10-01,H-2B,2015-08-05,Partial Certification Expired,2015-11-01 00:00:00,2016-07-31,"Webb's Seafood, Inc.",12603 Hwy 231,,Youngstown,FL,32466,UNITED STATES OF AMERICA,,850-722-9598,,The Labor Company LLC,Evelyn Wright,Amherst,VA,Oyster Shuckers,53-7062,"Laborers and Freight, Stock, and Material Movers,",424460.0,23.0,19.0,Y,Peakload,$11.93,Hour,17.9,17.9,N,,None,,,N,,N,,,N,,Youngstown,FL,32466,N,,,,
81,2016,H-400-15177-761988,2015-10-05,H-2B,2015-07-08,Denied,2015-10-01 00:00:00,2016-01-01,Michelle Nevin,89-08 250th Street,,Bellerose,NY,11426,UNITED STATES OF AMERICA,,516-860-8180,,CHD COMMUNITY PARALEGAL SERVICES CORP.,TATIANA CEVALLOS,Jackson Heights,NY,Stable Attendant,39-2021,Nonfarm Animal Caretakers,711219.0,35.0,,Y,Peakload,$11.6,Hour,,,N,,None,,,N,,N,,,Y,1.0,Elmont,NY,11003,N,,,,
82,2016,H-400-15177-932364,2015-10-06,H-2B,2015-07-08,Denied,2015-10-01 00:00:00,2016-01-01,"Rudy Rodriguez Racing Stables, Inc.",40 Burkhardt Avenue,,Bethpage,NY,11714,UNITED STATES OF AMERICA,,516-410-2095,,CHD COMMUNITY PARALEGAL SERVICES CORP.,TATIANA CEVALLOS,Jackson Heights,NY,Stable Attendant,39-2021,Nonfarm Animal Caretakers,711219.0,0.0,,Y,Peakload,$11.6,Hour,,,N,,None,,,N,,N,,,Y,1.0,Elmont,NY,11003,N,,,,
83,2016,H-400-15180-190611,2015-10-13,H-2B,2015-07-06,Partial Certification Expired,2015-10-13 00:00:00,2016-06-20,"Niall Brennan Stables, Inc.",9119 NW Hwy 225A,,Ocala,FL,34482,UNITED STATES OF AMERICA,,352-732-7459,,"WYATT, TARRANT & COMBS, LLP",GLEN KREBS,LEXINGTON,KY,Stable Attendant,39-2021,Nonfarm Animal Caretakers,112920.0,28.0,27.0,Y,Peakload,$10.03,Hour,15.04,,N,,None,,,N,,N,,,N,,Ocala,FL,34482,N,,,,
84,2016,H-400-15180-468251,2015-10-16,H-2B,2015-08-31,Certification Expired,2015-11-15 00:00:00,2016-05-01,Vanderbilt Country Club,8250 Danbury Blvd,,Naples,FL,34114,UNITED STATES OF AMERICA,,239-348-2662,,PRACTICAL EMPLOYEE SOLUTIONS,Veronica Strickland-Birkenstock,Frisco,TX,Cook,35-2014,"Cooks, Restaurant",713910.0,7.0,7.0,Y,Peakload,$13.,Hour,19.5,19.5,N,,None,,,N,,N,,,Y,6.0,Naples,FL,34114,N,,,,
85,2016,H-400-15180-601361,2016-01-08,H-2B,2015-11-12,Denied,2016-02-01 00:00:00,2016-11-30,SUN CITY DEVELOPMENT,622 N MAIN ST,,SAN LUIS,AZ,85349,UNITED STATES OF AMERICA,,928-920-9755,,,,,,PRESIDENT,49-9021,"Heating, Air Conditioning, and Refrigeration",333415.0,1.0,,Y,Seasonal,$14.,Hour,21.0,27.0,N,,High School/GED,A/C AND REFRIGERATION CERTIFICATE,,N,,N,,,Y,24.0,SAN LUIS,AZ,85349,N,,,,
86,2016,H-400-15181-088661,2016-01-13,H-2B,2015-11-28,Certification,2016-02-15 00:00:00,2016-11-15,"Gustavo's Mexican Grill, LLC","6402 Westwind Way, Suite #1","1226 Market Street, LaGrange, KY 40031",Crestwood,KY,40014,UNITED STATES OF AMERICA,,502-243-6950,,"CONLEY LAW GROUP, PLLC",Laura BUCKLEY,LEXINGTON,KY,Combined Food Preparation and Serving Workers,35-3021,"Combined Food Preparation and Serving Workers,",722110.0,20.0,20.0,Y,Peakload,$8.47,Hour,12.71,12.71,N,,None,,,N,,N,,,N,,Crestwood,KY,40014,N,,,,
87,2016,H-400-15181-151822,2016-02-16,H-2B,2015-11-28,Certification,2016-02-16 00:00:00,2016-11-15,"Mexico Timpico, Inc.",8007 County Road 311,,Sellersburg,IN,47172,UNITED STATES OF AMERICA,,812-248-9833,,"CONLEY LAW GROUP, PLLC",Laura BUCKLEY,LEXINGTON,KY,Combined Food Preparation and Serving Workers,35-3021,"Combined Food Preparation and Serving Workers,",722110.0,7.0,7.0,Y,Peakload,$8.47,Hour,12.71,12.71,N,,None,,,N,,N,,,N,,Sellersburg,IN,47172,Y,,,,
88,2016,H-400-15181-535348,2015-10-14,H-2B,2015-06-30,Partial Certification Expired,2015-10-14 00:00:00,2016-03-08,ALASKA GLACIER SEAFOOD CO.,13555 Glacier Hwy,,JUNEAU,AK,99803,UNITED STATES OF AMERICA,,907-790-3578,,"H2 Visa Consultants, LLC",Paola Robledo,Missoula,MT,FISH SLIMER,51-3022,"Meat, Poultry, and Fish Cutters and Trimmers",311712.0,20.0,19.0,Y,Peakload,$12.01,Hour,18.02,18.02,N,,None,,,N,,N,,,N,,JUNEAU,AK,99803,N,,,,
89,2016,H-400-15181-626589,2015-10-14,H-2B,2015-07-23,Denied,2015-10-07 00:00:00,2016-06-24,"Hill'n'Dale Sales Agency, Inc.",640 North Yarnallton Pike,,Lexington,KY,40511,UNITED STATES OF AMERICA,,859-255-8290,,"WYATT, TARRANT & COMBS, LLP",GLEN KREBS,LEXINGTON,KY,stable attendant,39-2021,Nonfarm Animal Caretakers,115210.0,5.0,,Y,Peakload,$10.03,Hour,15.05,,N,,None,,,N,,N,,,N,,Lexington,KY,40511,N,,,,
90,2016,H-400-15182-620388,2015-10-15,H-2B,2015-07-03,Certification Expired,2015-10-15 00:00:00,2016-02-28,W & W Dock Company,112 Friery Dr,,Palacios,TX,77465,UNITED STATES OF AMERICA,,361-972-2045,,ACTION VISA ASSISTANCE,LORI WHITTEN,WYLIE,TX,Deckhand/Fishing Vessel Shrimp header,45-3011,Fishers and Related Fishing Workers,424460.0,18.0,18.0,Y,Peakload,$17.71,Hour,26.57,,N,,None,,,N,,N,,,Y,1.0,Palacios,TX,77465,Y,,,,
91,2016,H-400-15183-330846,2015-10-07,H-2B,2015-07-03,Certification,2015-10-07 00:00:00,2017-12-17,GARRETT MARSDEN,1011B CALIFORNIA PLACE SOUTH,,ISLAND PARK,NY,11558,UNITED STATES OF AMERICA,,917-682-1849,,LAW OFFICES OF RICHARD LA SALLE,RICHARD LA SALLE,JACKSON HEIGHTS,NY,NANNY,39-9011,Childcare Workers,814110.0,1.0,1.0,Y,One-Time Occurrence,$14.,Hour,21.0,24.0,N,,None,,,N,,Y,0.0,,Y,6.0,ISLAND PARK,NY,11558,N,,,,
92,2016,H-400-15183-389277,2015-10-07,H-2B,2015-07-03,Certification Expired,2015-10-07 00:00:00,2016-06-01,Emerald City Academy of Rhythmic Gymnastics,826 Orange Ave,Ste. 483 (mailing address),Coronado,CA,92118,UNITED STATES OF AMERICA,,619-437-4161,,"ASHLEY FORET DEES, LLC",ASHLEY DEES,LAKE CHARLES,LA,Coach,27-2022,Coaches and Scouts,611620.0,7.0,7.0,Y,Peakload,$18.91,Hour,28.37,,N,,None,,,N,,N,,,Y,24.0,San Diego,CA,92131,Y,,,,
93,2016,H-400-15184-795975,2015-10-08,H-2B,2015-07-03,Certification Expired,2015-10-08 00:00:00,2016-06-30,MILLNIPHEC LLC.,3205 SEVEN OAKS DR.,,LAURA,OH,45337,UNITED STATES OF AMERICA,,937-947-1417,,"INFINITY LABOR SOURCE, INC.",SAYDE LEONEL DE CERVANTES,BUDA,TX,Construction Laborers,47-2061,Construction Laborers,238290.0,15.0,15.0,Y,Seasonal,$18.2,Hour,,,N,,None,,,N,,N,,,N,,Orleans,IN,47452,Y,,,,
